treated_id,treated_name,control_id,control_name,conference,award_year,treat_pos,ctrl_pos,match_dist
https://openalex.org/A5054163834,Blake Shaw,https://openalex.org/A5068077704,Tony Jebara,ICML,2009,1,2,1.0
https://openalex.org/A5100735704,Di Wu,https://openalex.org/A5035314009,Changhee Joo,INFOCOM,2009,1,1,1.0
https://openalex.org/A5103031701,Vivek Shrivastava,https://openalex.org/A5113974966,Yehuda Koren,MOBICOM,2009,1,1,1.0
https://openalex.org/A5112277360,Nabeel Ahmed,https://openalex.org/A5023962451,Shravan Rayanchu,MOBICOM,2009,2,3,1.0
https://openalex.org/A5001043287,Stephanie Tien Lee,https://openalex.org/A5089709469,John Mellor‐Crummey,PODS,2009,2,2,1.0
https://openalex.org/A5023051798,Gregory Dardyk,https://openalex.org/A5042532279,David Sehr,S&P,2009,3,2,1.0
https://openalex.org/A5041937385,Thomas Moscibroda,https://openalex.org/A5112443217,Ranveer Chandra,SIGCOMM,2009,3,2,1.0
https://openalex.org/A5005715220,Marianne van den Boomen,https://openalex.org/A5108079444,Ayalvadi Ganesh,SIGMETRICS,2009,1,1,1.0
https://openalex.org/A5069246862,Shubham Chopra,https://openalex.org/A5059686266,Jatin Chhugani,SIGMOD,2009,2,2,1.0
https://openalex.org/A5001598240,Leonid Ryzhyk,https://openalex.org/A5086535374,Chris Peikert,SOSP,2009,1,1,1.0
https://openalex.org/A5015729451,Liad Wagman,https://openalex.org/A5033577488,Malte Helmert,AAAI,2008,1,1,0.0
https://openalex.org/A5011891560,Felix Olorunfemi,https://openalex.org/A5086377685,Jacob O. Wobbrock,CHI,2008,1,1,0.0
https://openalex.org/A5049980911,Raheem Usman Adebimpe,https://openalex.org/A5023381858,Edward Cutrell,CHI,2008,2,2,0.0
https://openalex.org/A5077783791,Matthew B. Blaschko,https://openalex.org/A5001534492,Philip H. S. Torr,CVPR,2008,2,2,0.0
https://openalex.org/A5068587315,Oliver J. Woodford,https://openalex.org/A5068085751,Christoph H. Lampert,CVPR,2008,1,1,0.0
https://openalex.org/A5023279342,Dana Moshkovitz,https://openalex.org/A5041545934,Ran Raz,FOCS,2008,1,2,1.0
https://openalex.org/A5113684638,Nicolas Bettenburg,https://openalex.org/A5009460574,Franco Raimondi,FSE,2008,1,1,0.0
https://openalex.org/A5048641532,Sascha Just,https://openalex.org/A5043357999,James Skene,FSE,2008,2,2,0.0
https://openalex.org/A5069763558,Adrian Schröter,https://openalex.org/A5109802122,Wolfgang Emmerich,FSE,2008,3,3,0.0
https://openalex.org/A5101967307,Guoqing Xu,https://openalex.org/A5078263052,Shai Shalev‐Shwartz,ICSE,2008,1,1,1.0
https://openalex.org/A5100368855,Xiang Zhang,https://openalex.org/A5049420901,Deepak Agarwal,KDD,2008,1,1,1.0
https://openalex.org/A5016327606,Geoffrey Lefebvre,https://openalex.org/A5103478273,James W. Anderson,NSDI,2008,2,2,1.0
https://openalex.org/A5053355200,Cristian Cadar,https://openalex.org/A5100444874,Yuan Yu,OSDI,2008,1,1,0.0
https://openalex.org/A5072236833,Dakarai Dunbar,https://openalex.org/A5100319624,Sangmin Lee,OSDI,2008,2,2,0.0
https://openalex.org/A5060832606,Dennis Fetterly,https://openalex.org/A5111537551,Dawson Engler,OSDI,2008,3,3,0.0
https://openalex.org/A5113577071,Atish Das Sarma,https://openalex.org/A5041825861,Phokion G. Kolaitis,PODS,2008,1,1,1.0
https://openalex.org/A5050157577,Jagan Sankaranarayanan,https://openalex.org/A5110209646,Uwe Röhm,SIGMOD,2008,2,2,0.0
https://openalex.org/A5080290452,Hsin-Tsang Lee,https://openalex.org/A5071016611,Moses Charikar,WWW,2008,1,1,1.0
https://openalex.org/A5105307360,Nathanael Chambers,https://openalex.org/A5088276691,Manuela Veloso,AAAI,2007,2,2,0.0
https://openalex.org/A5036074668,Colin McMillen,https://openalex.org/A5090002679,James F. Allen,AAAI,2007,1,1,0.0
https://openalex.org/A5077791792,Yuk Wah Wong,https://openalex.org/A5055522213,Daniel Vogel,ACL,2007,1,1,1.0
https://openalex.org/A5028059312,Manas Mittal,https://openalex.org/A5010621134,Patrick Baudisch,CHI,2007,3,2,1.0
https://openalex.org/A5061394912,M. Aerts,https://openalex.org/A5077436220,Alexei A. Efros,CVPR,2007,2,2,1.0
https://openalex.org/A5057210065,A. C. Hack,https://openalex.org/A5075246991,Martial Hebert,CVPR,2007,3,3,1.0
https://openalex.org/A5023658938,Narayan Ramasubbu,https://openalex.org/A5050855162,Mihai Christodorescu,FSE,2007,1,1,0.0
https://openalex.org/A5075701279,Rajesh Krishna Balan,https://openalex.org/A5088826068,Somesh Jha,FSE,2007,2,2,0.0
https://openalex.org/A5022177364,Christopher Kruegel,https://openalex.org/A5108192370,Gruia-Catalin Roman,FSE,2007,3,3,0.0
https://openalex.org/A5088203996,Jason V. Davis,https://openalex.org/A5053915453,Ronan Collobert,ICML,2007,1,1,1.0
https://openalex.org/A5049134079,Brian Kulis,https://openalex.org/A5010665785,P. Thomas Fletcher,ICML,2007,2,2,1.0
https://openalex.org/A5101633144,Prateek Jain,https://openalex.org/A5076635608,Jason Weston,ICML,2007,3,3,1.0
https://openalex.org/A5019848726,Ekwa Duala-Ekoko,https://openalex.org/A5074393374,Shiva Nejati,ICSE,2007,1,1,0.0
https://openalex.org/A5022905724,Mehrdad Sabetzadeh,https://openalex.org/A5059244952,Martin P. Robillard,ICSE,2007,2,2,0.0
https://openalex.org/A5102785744,Maleeha Qazi,https://openalex.org/A5033848427,Duc Nghia Pham,IJCAI,2007,1,1,0.0
https://openalex.org/A5031711886,Frances Perry,https://openalex.org/A5074393511,Ben Hardekopf,PLDI,2007,1,1,0.0
https://openalex.org/A5018151279,Lester Mackey,https://openalex.org/A5103038181,Calvin Lin,PLDI,2007,2,2,0.0
https://openalex.org/A5103467344,Subramanian Arumugam,https://openalex.org/A5060789723,Atul Adya,SIGMOD,2007,2,2,0.0
https://openalex.org/A5022320149,Abhijit Pol,https://openalex.org/A5108676493,Philip A. Bernstein,SIGMOD,2007,3,3,0.0
https://openalex.org/A5066623526,Ramakrishna Kotla,https://openalex.org/A5019483717,Marcos K. Aguilera,SOSP,2007,1,1,0.0
https://openalex.org/A5020572630,Jed Liu,https://openalex.org/A5079770095,Arif Merchant,SOSP,2007,2,2,0.0
https://openalex.org/A5046685409,Sergey Yekhanin,https://openalex.org/A5052643589,Martin Fürer,STOC,2007,1,1,0.0
https://openalex.org/A5076861145,Alex Butler,https://openalex.org/A5076189854,Michael S. Bernstein,UIST,2007,3,3,1.0
https://openalex.org/A5049333271,Daniel J. Abadi,https://openalex.org/A5031564691,Steve Hodges,VLDB,2007,1,1,1.0
https://openalex.org/A5067442653,Jérôme Pasquero,https://openalex.org/A5005887313,Brad A. Myers,CHI,2006,2,2,0.0
https://openalex.org/A5021697915,Nikos Ntarmos,https://openalex.org/A5102113183,Matthias Bender,CIKM,2006,3,2,1.0
https://openalex.org/A5028750260,Bhargav S. Gulavani,https://openalex.org/A5086757331,Matthew B. Dwyer,FSE,2006,1,1,0.0
https://openalex.org/A5008657833,Yamini Kannan,https://openalex.org/A5025318877,Sebastian Elbaum,FSE,2006,3,3,0.0
https://openalex.org/A5033307955,Lyndon Hiew,https://openalex.org/A5047852703,Betty H. C. Cheng,ICSE,2006,2,2,0.0
https://openalex.org/A5031385754,Edmund B. Nightingale,https://openalex.org/A5005556081,Fay W. Chang,OSDI,2006,1,1,0.0
https://openalex.org/A5020883423,Kaushik Veeraraghavan,https://openalex.org/A5043872671,Jay B. Dean,OSDI,2006,2,2,0.0
https://openalex.org/A5053342250,Gil Zussman,https://openalex.org/A5037538509,Ramesh K. Sitaraman,SIGMETRICS,2006,3,3,1.0
https://openalex.org/A5012667159,Timothy David Brody,https://openalex.org/A5036587377,Eytan Modiano,SIGMOD,2006,1,1,1.0
https://openalex.org/A5110176750,Soumyadeb Mitra,https://openalex.org/A5111426489,Windsor W. Hsu,VLDB,2006,1,2,1.0
https://openalex.org/A5037160778,Amy J. Ko,https://openalex.org/A5045188560,Allison Woodruff,CHI,2005,2,2,0.0
https://openalex.org/A5103008611,Htet Htet Aung,https://openalex.org/A5031957633,Claire O’Malley,CHI,2005,3,3,0.0
https://openalex.org/A5006066917,Farzad Parvaresh,https://openalex.org/A5111618543,Günter Oberdörster,FOCS,2005,1,1,1.0
https://openalex.org/A5016315666,Brian Demsky,https://openalex.org/A5034123811,Reid Holmes,ICSE,2005,1,1,0.0
https://openalex.org/A5064241063,Chris Lattner,https://openalex.org/A5059017058,Vikram Adve,PLDI,2005,1,2,1.0
https://openalex.org/A5007519378,Dirk Leinders,https://openalex.org/A5011691423,Marcelo Arenas,PODS,2005,1,1,0.0
https://openalex.org/A5090128483,Amitanand S. Aiyer,https://openalex.org/A5110237883,Manuel Costa,SOSP,2005,1,1,0.0
https://openalex.org/A5061077761,Allen Clement,https://openalex.org/A5000977391,Jason Flinn,SOSP,2005,3,3,0.0
https://openalex.org/A5049757296,Michael Bolin,https://openalex.org/A5034545287,Matthew J. Webber,UIST,2005,1,2,1.0
https://openalex.org/A5043552468,Amol Ghoting,https://openalex.org/A5113637223,Amol Deshpande,VLDB,2005,1,1,1.0
https://openalex.org/A5088242464,Xiaohui Long,https://openalex.org/A5074323303,Torsten Suel,WWW,2005,1,2,1.0
https://openalex.org/A5098429303,Mary Pogue,https://openalex.org/A5011219888,Vincent Cicirello,AAAI,2004,1,1,1.0
https://openalex.org/A5016270907,Julie Weeds,https://openalex.org/A5003705762,Rob Koeling,ACL,2004,3,2,1.0
https://openalex.org/A5075130969,Qiankun Zhao,https://openalex.org/A5100836787,Prasan Roy,CIKM,2004,1,1,1.0
https://openalex.org/A5024843495,Vlad Branzoi,https://openalex.org/A5061002947,Sourav S. Bhowmick,CVPR,2004,2,2,1.0
https://openalex.org/A5067917669,Subhash Khot,https://openalex.org/A5081852077,Yuval Ishai,FOCS,2004,1,2,1.0
https://openalex.org/A5005318859,Alexandru Sălcianu,https://openalex.org/A5046441603,Axel van Lamsweerde,FSE,2004,2,2,0.0
https://openalex.org/A5022020843,Suhabe Bugrara,https://openalex.org/A5036104549,Eyal Kushilevitz,FSE,2004,3,3,1.0
https://openalex.org/A5100388576,Lu Zhang,https://openalex.org/A5103963080,Richard N. Taylor,ICSE,2004,2,2,0.0
https://openalex.org/A5019272809,Parastoo Mohagheghi,https://openalex.org/A5100712511,Wei Zhao,ICSE,2004,1,1,0.0
https://openalex.org/A5013022430,J. Mammen,https://openalex.org/A5079870557,Milan Vojnović,INFOCOM,2004,2,2,1.0
https://openalex.org/A5112572279,Sugato Basu,https://openalex.org/A5078716556,Abbas El Gamal,KDD,2004,1,1,1.0
https://openalex.org/A5006085341,Muthukaruppan Annamalai,https://openalex.org/A5072740120,Michael M. Swift,OSDI,2004,2,1,1.0
https://openalex.org/A5101716412,Hui Fang,https://openalex.org/A5007866098,Ian Ruthven,SIGIR,2004,1,1,1.0
https://openalex.org/A5100401500,Tao Tao,https://openalex.org/A5028518494,ChengXiang Zhai,SIGIR,2004,2,3,1.0
https://openalex.org/A5020404511,Thomas Bonald,https://openalex.org/A5007698196,Laurent Massoulié,SIGMETRICS,2004,1,1,1.0
https://openalex.org/A5005472808,Yuhan Cai,https://openalex.org/A5113567130,Raymond T. Ng,SIGMOD,2004,1,2,1.0
https://openalex.org/A5082188602,Lakshmish Ramaswamy,https://openalex.org/A5102744844,Arun Iyengar,WWW,2004,1,2,1.0
https://openalex.org/A5110904945,LING LIU,https://openalex.org/A5055430403,I. Budak Arpinar,WWW,2004,3,3,1.0
https://openalex.org/A5051441682,Gabe Reinstein,https://openalex.org/A5046006076,Christopher D. Manning,ACL,2003,2,2,0.0
https://openalex.org/A5069830330,Tom Stocky,https://openalex.org/A5109964078,Justine Cassell,ACL,2003,3,4,1.0
https://openalex.org/A5089960673,Rob Fergus,https://openalex.org/A5026825380,Pietro Perona,CVPR,2003,1,2,1.0
https://openalex.org/A5025420692,Bo Brinkman,https://openalex.org/A5103266587,Andreǐ A. Bulatov,FOCS,2003,1,1,1.0
https://openalex.org/A5078041729,Stephen McCamant,https://openalex.org/A5113533321,Stan Jarzabek,FSE,2003,1,1,0.0
https://openalex.org/A5064883489,Shubiao Li,https://openalex.org/A5047746948,Mary Lou Soffa,FSE,2003,2,2,0.0
https://openalex.org/A5096892146,Fitzgibbon,https://openalex.org/A5042310818,Paul Viola,ICCV,2003,1,1,0.0
https://openalex.org/A5096865738,Wexler,https://openalex.org/A5074843339,Xiang-Rong Chen,ICCV,2003,2,2,0.0
https://openalex.org/A5003047938,Daniel Snow,https://openalex.org/A5086706224,Alan Yuille,ICCV,2003,3,3,0.0
https://openalex.org/A5026996875,Youtao Zhang,https://openalex.org/A5110048758,E. M. Clarke,ICSE,2003,3,2,1.0
https://openalex.org/A5069421748,Darse Billings,https://openalex.org/A5081289768,Mark A. Paskin,IJCAI,2003,1,1,0.0
https://openalex.org/A5064274071,David Kempe,https://openalex.org/A5055710645,Jon Kleinberg,KDD,2003,1,2,1.0
https://openalex.org/A5087418634,Glen Jeh,https://openalex.org/A5068028533,David Scott,WWW,2003,1,1,1.0
https://openalex.org/A5010776606,Chris Halaschek,https://openalex.org/A5010857944,Jennifer Widom,WWW,2003,2,2,0.0
https://openalex.org/A5046457818,Franz Josef Och,https://openalex.org/A5038153180,Yukiko Nakano,ACL,2002,1,1,1.0
https://openalex.org/A5014101817,Darya Chudova,https://openalex.org/A5012311701,Peter Marbach,KDD,2002,1,1,1.0
https://openalex.org/A5027569258,Ulrich Germann,https://openalex.org/A5005380528,Eugene Charniak,ACL,2001,1,1,0.0
https://openalex.org/A5053233618,Michael Jahr,https://openalex.org/A5106821597,Kevin Knight,ACL,2001,2,3,1.0
https://openalex.org/A5100462890,Jiwon Kim,https://openalex.org/A5101657518,Andrew Blake,ICCV,2001,2,2,0.0
https://openalex.org/A5012032862,Edwin M. Knorr,https://openalex.org/A5064857767,Andrew T. Campbell,KDD,2001,1,1,1.0
https://openalex.org/A5015424594,Amnon Lotem,https://openalex.org/A5101903922,Christoph Koch,PODS,2001,2,2,1.0
https://openalex.org/A5068395748,Vikas Khandelwal,https://openalex.org/A5111929449,Thomas P. Minka,SIGIR,2001,3,3,1.0
https://openalex.org/A5078245746,Eamonn Keogh,https://openalex.org/A5113509258,Kaushik Chakrabarti,SIGMOD,2001,1,2,1.0
https://openalex.org/A5069017863,Lantian Zheng,https://openalex.org/A5087649192,Barbara Liskov,SOSP,2001,2,3,1.0
https://openalex.org/A5008167536,Chester Fitchett,https://openalex.org/A5103114181,Saul Greenberg,UIST,2001,2,1,1.0
https://openalex.org/A5102195798,Jian Yin,https://openalex.org/A5048612724,Lorenzo Alvisi,WWW,2001,1,2,1.0
https://openalex.org/A5047278339,Finnegan Southey,https://openalex.org/A5005020376,Daniel Marcu,AAAI,2000,2,2,0.0
https://openalex.org/A5012751147,Dorin Comaniciu,https://openalex.org/A5076349670,W. Brand,CVPR,2000,1,1,1.0
https://openalex.org/A5015797494,Miklós Boda,https://openalex.org/A5109860022,Mischa Schwartz,INFOCOM,2000,2,2,1.0
https://openalex.org/A5048534004,Benjamin Chelf,https://openalex.org/A5029055674,Evelyn Duesterwald,OSDI,2000,2,2,1.0
https://openalex.org/A5108791099,Andy Chou,https://openalex.org/A5070068025,Sanjeev Banerjia,OSDI,2000,3,3,1.0
https://openalex.org/A5086854307,Jaana Kekäläinen,https://openalex.org/A5075937808,Rahul Gupta,SIGIR,2000,2,2,1.0
https://openalex.org/A5057889288,Hartmut Liefke,https://openalex.org/A5048204602,Dan Suciu,SIGMOD,2000,1,2,1.0
https://openalex.org/A5061038699,Farzin Maghoul,https://openalex.org/A5078491738,Prabhakar Raghavan,WWW,2000,3,4,1.0
