conference,work_id,cited_by_count,pub_year,type
MOBICOM,W2602901308,22,2015.0,regular
MOBICOM,W4390762578,1,2024.0,regular
MOBICOM,W4406651429,0,2025.0,regular
MOBICOM,W4415715114,0,2025.0,regular
MOBICOM,W3201319033,0,2021.0,regular
MOBICOM,W4287880336,2,2022.0,regular
MOBICOM,W4388183702,0,2023.0,regular
MOBICOM,W4304607603,1,2022.0,regular
MOBICOM,W2987619912,0,2019.0,regular
MOBICOM,W2248991355,1,2015.0,regular
MOBICOM,W4385597116,2,2023.0,regular
MOBICOM,W2793044632,13,2018.0,regular
MOBICOM,W4413192277,3,2025.0,regular
MOBICOM,W2606113754,0,2017.0,regular
MOBICOM,W3175788266,0,2021.0,regular
MOBICOM,W2539336434,0,2016.0,regular
MOBICOM,W4403628634,3,2024.0,regular
MOBICOM,W2792609927,3,2018.0,regular
MOBICOM,W2340033290,0,2016.0,regular
MOBICOM,W3139141861,14,2021.0,regular
MOBICOM,W2770392488,3,2017.0,regular
MOBICOM,W3139430688,2,2021.0,regular
MOBICOM,W3000697409,0,2020.0,regular
MOBICOM,W4403629408,0,2024.0,regular
MOBICOM,W3201542421,4,2021.0,regular
MOBICOM,W4319232925,1,2023.0,regular
MOBICOM,W4281758515,1,2022.0,regular
MOBICOM,W2803172334,10,2018.0,regular
MOBICOM,W4396851095,1,2024.0,regular
MOBICOM,W3125428453,11,2021.0,regular
MOBICOM,W2768178335,6,2017.0,regular
MOBICOM,W2892096241,0,2018.0,regular
MOBICOM,W2890923956,4,2018.0,regular
MOBICOM,W4401161067,20,2024.0,regular
NSDI,W2538862502,2,2016.0,regular
NSDI,W3137536421,6,2021.0,regular
NSDI,W2943178773,0,2019.0,regular
NSDI,W2606011057,9,2017.0,regular
NSDI,W2516451702,12,2016.0,regular
NSDI,W3176531377,5,2021.0,regular
NSDI,W2516876698,2,2016.0,regular
NSDI,W4281858896,10,2022.0,regular
NSDI,W2999912687,0,2020.0,regular
NSDI,W4388116221,1,2023.0,regular
NSDI,W2250698075,5,2015.0,regular
NSDI,W4415715153,0,2025.0,regular
NSDI,W4388116473,14,2023.0,regular
NSDI,W2998170266,8,2019.0,regular
NSDI,W3028937374,0,2020.0,regular
NSDI,W2909865272,15,2019.0,regular
NSDI,W2602901308,22,2015.0,regular
NSDI,W4390762578,1,2024.0,regular
NSDI,W4406651429,0,2025.0,regular
NSDI,W4415715114,0,2025.0,regular
NSDI,W3201319033,0,2021.0,regular
NSDI,W4287880336,2,2022.0,regular
NSDI,W4388183702,0,2023.0,regular
NSDI,W4304607603,1,2022.0,regular
NSDI,W2987619912,0,2019.0,regular
NSDI,W2248991355,1,2015.0,regular
NSDI,W4385597116,2,2023.0,regular
NSDI,W2793044632,13,2018.0,regular
NSDI,W4413192277,3,2025.0,regular
NSDI,W2606113754,0,2017.0,regular
NSDI,W3175788266,0,2021.0,regular
NSDI,W2539336434,0,2016.0,regular
NSDI,W4403628634,3,2024.0,regular
NSDI,W2792609927,3,2018.0,regular
NSDI,W2340033290,0,2016.0,regular
NSDI,W3139141861,14,2021.0,regular
NSDI,W2770392488,3,2017.0,regular
NSDI,W3139430688,2,2021.0,regular
NSDI,W3000697409,0,2020.0,regular
NSDI,W4403629408,0,2024.0,regular
NSDI,W3201542421,4,2021.0,regular
NSDI,W4319232925,1,2023.0,regular
NSDI,W4281758515,1,2022.0,regular
NSDI,W2803172334,10,2018.0,regular
NSDI,W4396851095,1,2024.0,regular
NSDI,W3125428453,11,2021.0,regular
NSDI,W2768178335,6,2017.0,regular
NSDI,W2892096241,0,2018.0,regular
NSDI,W2890923956,4,2018.0,regular
NSDI,W4401161067,20,2024.0,regular
NeurIPS,W2962680951,9,2017.0,regular
NeurIPS,W2963568334,21,2015.0,regular
NeurIPS,W3209174574,27,2021.0,regular
NeurIPS,W2963956412,22,2018.0,regular
NeurIPS,W3008725893,27,2019.0,regular
NeurIPS,W2963666573,65,2016.0,regular
NeurIPS,W3212487835,20,2021.0,regular
NeurIPS,W2996580318,15,2018.0,regular
NeurIPS,W3186758430,65,2021.0,regular
NeurIPS,W3213882184,22,2017.0,regular
NeurIPS,W3209830540,9,2021.0,regular
NeurIPS,W2963814707,5,2018.0,regular
NeurIPS,W3165064550,4,2021.0,regular
NeurIPS,W2963516646,95,2016.0,regular
NeurIPS,W3181356059,77,2020.0,regular
NeurIPS,W2965886910,9,2017.0,regular
NeurIPS,W4296700525,12,2022.0,regular
NeurIPS,W3211637939,11,2021.0,regular
NeurIPS,W2996447514,17,2018.0,regular
NeurIPS,W3203095376,20,2021.0,regular
NeurIPS,W3199713517,17,2021.0,regular
NeurIPS,W4226283412,27,2021.0,regular
NeurIPS,W4287023797,5,2021.0,regular
NeurIPS,W2963064364,11,2018.0,regular
NeurIPS,W2964230361,59,2015.0,regular
NeurIPS,W3004047953,1,2018.0,regular
NeurIPS,W2942508063,91,2019.0,regular
NeurIPS,W3186208756,34,2021.0,regular
NeurIPS,W3205813705,8,2021.0,regular
NeurIPS,W3140129157,1,2011.0,regular
NeurIPS,W3215953200,6,2021.0,regular
NeurIPS,W2963332798,1,2015.0,regular
NeurIPS,W2963001435,7,2017.0,regular
NeurIPS,W2963488431,14,2017.0,regular
NeurIPS,W2964068172,11,2016.0,regular
NeurIPS,W2962691672,18,2016.0,regular
NeurIPS,W2964133791,2,2017.0,regular
NeurIPS,W3206837489,45,2021.0,regular
NeurIPS,W2963978069,183,2016.0,regular
NeurIPS,W3215301771,71,2021.0,regular
NeurIPS,W2963872945,16,2015.0,regular
NeurIPS,W3197730363,36,2021.0,regular
NeurIPS,W3197867394,32,2021.0,regular
NeurIPS,W3210225642,30,2021.0,regular
NeurIPS,W4293248187,1,2022.0,regular
NeurIPS,W2964008148,51,2017.0,regular
NeurIPS,W2963295590,19,2018.0,regular
NeurIPS,W3010999265,24,2018.0,regular
NeurIPS,W2967756749,29,2019.0,regular
NeurIPS,W2963597965,15,2016.0,regular
OSDI,W2577786403,0,2016.0,regular
OSDI,W2899050079,35,2018.0,regular
OSDI,W3096241851,58,2020.0,regular
OSDI,W2143351500,64,2000.0,regular
OSDI,W1588407470,103,2014.0,regular
OSDI,W2251066406,54,2010.0,regular
OSDI,W81046823,47,2006.0,regular
OSDI,W1951599591,181,2012.0,regular
OSDI,W1938553034,342,2010.0,regular
OSDI,W140616940,79,2008.0,regular
OSDI,W1998626871,67,1994.0,regular
OSDI,W2525359697,34,2016.0,regular
OSDI,W2899183692,18,2018.0,regular
OSDI,W2899225507,63,2018.0,regular
OSDI,W1968769087,136,2000.0,regular
OSDI,W3103950664,30,2020.0,regular
OSDI,W2109254631,44,2012.0,regular
OSDI,W2624304035,1952,2006.0,regular
OSDI,W1744150050,89,2008.0,regular
OSDI,W2980897275,8,2018.0,regular
OSDI,W1048515,176,2010.0,regular
OSDI,W1770696206,82,2014.0,regular
OSDI,W2525217999,8,2016.0,regular
OSDI,W1513710683,16,2008.0,regular
OSDI,W2056941229,26,1994.0,regular
OSDI,W1591458180,160,2008.0,regular
OSDI,W2528120841,92,2016.0,regular
OSDI,W2086838666,69,2010.0,regular
OSDI,W3096350218,14,2020.0,regular
OSDI,W16408702,203,2006.0,regular
OSDI,W1873898332,119,2012.0,regular
OSDI,W1995626000,147,2006.0,regular
OSDI,W2030458397,14,2006.0,regular
OSDI,W2145467766,144,2010.0,regular
OSDI,W3093328061,2,2020.0,regular
OSDI,W47353080,18,2010.0,regular
OSDI,W3173563914,10,2021.0,regular
OSDI,W1858287302,93,2010.0,regular
OSDI,W3096403968,92,2020.0,regular
OSDI,W1510496002,556,2010.0,regular
OSDI,W1772960743,109,2008.0,regular
OSDI,W134722953,150,2010.0,regular
OSDI,W2032000688,45,2006.0,regular
OSDI,W2020299987,229,2000.0,regular
OSDI,W169290973,88,2012.0,regular
OSDI,W1464363888,303,2014.0,regular
OSDI,W109524315,70,2008.0,regular
OSDI,W1987850065,31,1999.0,regular
OSDI,W2576312950,128,2016.0,regular
OSDI,W2895482461,38,2018.0,regular
PLDI,W3105121004,4,,regular
PLDI,W3125048108,47,,regular
PLDI,W3106227771,12,,regular
PLDI,W4298357179,0,,regular
PLDI,W3215825698,70,,regular
PLDI,W3104775152,17,,regular
PLDI,W3201810464,5,,regular
PLDI,W4206096974,6,,regular
PLDI,W2953253958,8,,regular
PLDI,W3101292688,123,,regular
PLDI,W4226293651,8,,regular
PLDI,W2624821210,4,2017.0,regular
PLDI,W2963427409,65,,regular
PLDI,W3101065821,34,,regular
PLDI,W2964013322,27,,regular
PLDI,W2963572672,18,,regular
PLDI,W3103543525,15,2015.0,regular
PLDI,W2963080335,28,,regular
PLDI,W2964234824,24,,regular
PLDI,W3123538880,8,,regular
PLDI,W2602013211,46,,regular
PLDI,W3126119696,18,,regular
PLDI,W3100041825,4,,regular
PLDI,W4225347743,3,,regular
PLDI,W4386059176,15,2009.0,regular
PLDI,W3096875959,2,,regular
PLDI,W3099332518,1,,regular
PLDI,W2963519434,5,,regular
PLDI,W2963440455,14,,regular
PLDI,W2963110350,53,,regular
PLDI,W4214681519,5,,regular
PLDI,W2955804429,75,,regular
PLDI,W2530996778,5,2017.0,regular
PLDI,W3102037889,18,,regular
PLDI,W3123168226,3,,regular
PLDI,W3104321439,73,,regular
PLDI,W2964036349,21,,regular
PLDI,W3103791454,5,,regular
PLDI,W3104741420,24,,regular
PLDI,W3099017184,77,,regular
PLDI,W2281660582,6,,regular
PLDI,W3025895202,27,,regular
PLDI,W2963779021,14,,regular
PLDI,W3121945113,13,,regular
PLDI,W2963184005,4,,regular
PLDI,W2964341188,32,,regular
PLDI,W2962896226,4,,regular
PLDI,W4226109819,2,,regular
PLDI,W3106282051,41,,regular
PLDI,W2964301424,6,,regular
PODS,W2792923159,0,2009.0,regular
PODS,W2418337100,0,2012.0,regular
PODS,W2613950990,0,2013.0,regular
PODS,W2788659943,0,2007.0,regular
PODS,W2791682535,0,2007.0,regular
PODS,W2790577289,0,2008.0,regular
PODS,W2772503907,0,2017.0,regular
PODS,W2679874832,0,2012.0,regular
PODS,W2788804961,0,2012.0,regular
PODS,W2790066440,0,2007.0,regular
PODS,W2788956175,6,2005.0,regular
PODS,W2301802604,0,2013.0,regular
PODS,W2041384463,9,1995.0,regular
PODS,W2799905492,1,2003.0,regular
PODS,W2790102009,0,2011.0,regular
PODS,W591738943,33,2004.0,regular
PODS,W2789286809,0,2007.0,regular
PODS,W2914039142,0,2017.0,regular
PODS,W2790157795,0,2007.0,regular
PODS,W2795309907,0,2013.0,regular
PODS,W2959455587,0,2016.0,regular
PODS,W1993848162,0,2007.0,regular
PODS,W2742891442,0,2013.0,regular
PODS,W2626102016,0,2005.0,regular
PODS,W1555003668,1,2010.0,regular
PODS,W2794969419,0,2010.0,regular
PODS,W2803075719,33,2000.0,regular
PODS,W115437422,73,2013.0,regular
PODS,W2735715346,0,2007.0,regular
PODS,W2515241749,0,2012.0,regular
PODS,W2189341979,1,2014.0,regular
PODS,W7124514525,0,2025.0,regular
PODS,W2793522168,0,2013.0,regular
PODS,W7120551699,0,2025.0,regular
PODS,W2337974474,1,2008.0,regular
PODS,W7124517757,0,2025.0,regular
PODS,W2625533000,0,2011.0,regular
PODS,W2522071910,0,2014.0,regular
PODS,W2556199173,0,2016.0,regular
PODS,W2523176270,7,2003.0,regular
PODS,W2795008648,0,2007.0,regular
PODS,W2523789496,0,2003.0,regular
PODS,W2525405293,0,2011.0,regular
PODS,W2625153455,0,2014.0,regular
PODS,W2592482220,1,2016.0,regular
PODS,W7113467457,0,2025.0,regular
PODS,W7113099864,0,2025.0,regular
PODS,W2345544592,0,2010.0,regular
PODS,W3023707128,0,2007.0,regular
PODS,W2793426225,0,2011.0,regular
S&P,W2265596315,0,2013.0,regular
S&P,W2381665134,0,2012.0,regular
S&P,W3100617296,178,2016.0,regular
S&P,W2735419376,1,2008.0,regular
S&P,W2209678695,0,2009.0,regular
S&P,W2729592420,0,2011.0,regular
S&P,W2612114800,0,2013.0,regular
S&P,W2735291902,0,2008.0,regular
S&P,W2621902085,0,1996.0,regular
S&P,W2591835369,0,2011.0,regular
S&P,W770191634,0,2010.0,regular
S&P,W2276442425,0,2013.0,regular
S&P,W2252512144,0,2011.0,regular
S&P,W2563353606,0,2012.0,regular
S&P,W2117925456,117,2004.0,regular
S&P,W2620057432,0,2010.0,regular
S&P,W2735292327,0,2010.0,regular
S&P,W2900845668,0,2013.0,regular
S&P,W2261370492,0,2010.0,regular
S&P,W2479035881,0,2016.0,regular
S&P,W2615062952,0,2012.0,regular
S&P,W2594005213,0,2009.0,regular
S&P,W2244725793,4,2011.0,regular
S&P,W2908047104,0,2010.0,regular
S&P,W3048437857,0,2006.0,regular
S&P,W2730232457,0,2010.0,regular
S&P,W3216676504,0,2012.0,regular
S&P,W3171405457,0,1991.0,regular
S&P,W2226004824,0,2012.0,regular
S&P,W4295050580,11,1995.0,regular
S&P,W2715897609,0,2009.0,regular
S&P,W2605096608,0,2005.0,regular
S&P,W3168770314,0,2021.0,regular
S&P,W2805524348,1,2012.0,regular
S&P,W2599121571,0,2010.0,regular
S&P,W2618478781,0,2012.0,regular
S&P,W3106103360,0,2009.0,regular
S&P,W4298225167,41,2016.0,regular
S&P,W3102058639,40,2018.0,regular
S&P,W2727059196,0,2013.0,regular
S&P,W2626482338,0,2012.0,regular
S&P,W4321520380,0,2019.0,regular
S&P,W2734256188,0,2011.0,regular
S&P,W2621986906,0,2009.0,regular
S&P,W2941247205,0,2017.0,regular
S&P,W3082108372,0,2010.0,regular
S&P,W2610534100,0,2010.0,regular
S&P,W3102794350,1,2016.0,regular
S&P,W4300198481,3,2005.0,regular
S&P,W2613591811,0,2011.0,regular
SIGIR,W3194119504,0,2020.0,regular
SIGIR,W3098057009,14,,regular
SIGIR,W3172413367,131,2021.0,regular
SIGIR,W2497056538,0,2009.0,regular
SIGIR,W3093383667,0,2018.0,regular
SIGIR,W2131588076,7,2004.0,regular
SIGIR,W3154628928,1,2021.0,regular
SIGIR,W3002986534,31,2020.0,regular
SIGIR,W4206039839,35,2021.0,regular
SIGIR,W1789445134,3,2002.0,regular
SIGIR,W2296519456,25,1996.0,regular
SIGIR,W3116061634,5,2020.0,regular
SIGIR,W2905234963,0,2002.0,regular
SIGIR,W2884065531,0,2012.0,regular
SIGIR,W4205695952,9,2020.0,regular
SIGIR,W2501496714,0,2010.0,regular
SIGIR,W820054868,0,2005.0,regular
SIGIR,W2475908587,0,2007.0,regular
SIGIR,W2919630154,1,2005.0,regular
SIGIR,W3100372791,21,2020.0,regular
SIGIR,W7112947447,0,2023.0,regular
SIGIR,W2911444058,0,2017.0,regular
SIGIR,W2795960399,0,2012.0,regular
SIGIR,W3099715585,14,2010.0,regular
SIGIR,W2230093619,0,2004.0,regular
SIGIR,W3185337584,0,2019.0,regular
SIGIR,W2510655356,0,2009.0,regular
SIGIR,W7111506758,0,2024.0,regular
SIGIR,W2490257072,0,2010.0,regular
SIGIR,W2965872962,10,2019.0,regular
SIGIR,W3105143442,68,2021.0,regular
SIGIR,W2782179753,0,2018.0,regular
SIGIR,W2615645664,1,2005.0,regular
SIGIR,W2899920625,0,2008.0,regular
SIGIR,W3113653931,37,,regular
SIGIR,W2463046047,6,2004.0,regular
SIGIR,W3162653711,0,2020.0,regular
SIGIR,W3127540891,37,2021.0,regular
SIGIR,W3103957286,41,2018.0,regular
SIGIR,W4210357115,205,2016.0,regular
SIGIR,W2184337136,1,1999.0,regular
SIGIR,W3010665772,9,,regular
SIGIR,W7113160469,0,2024.0,regular
SIGIR,W2504032966,0,2002.0,regular
SIGIR,W2940242565,0,2015.0,regular
SIGIR,W3128191233,153,2021.0,regular
SIGIR,W2359476617,50,2010.0,regular
SIGIR,W3016587465,159,,regular
SIGIR,W2129423424,5,2006.0,regular
SIGIR,W3106823346,65,2020.0,regular
SIGMOD,W2241347031,0,2008.0,regular
SIGMOD,W2274217349,0,2004.0,regular
SIGMOD,W1602462662,19,1999.0,regular
SIGMOD,W7111983072,0,2025.0,regular
SIGMOD,W3026841692,0,2010.0,regular
SIGMOD,W2793876264,0,2012.0,regular
SIGMOD,W188512154,0,2006.0,regular
SIGMOD,W2244788517,0,2010.0,regular
SIGMOD,W2540514935,0,2014.0,regular
SIGMOD,W927788387,0,2013.0,regular
SIGMOD,W2484104987,0,1976.0,regular
SIGMOD,W127218636,0,2010.0,regular
SIGMOD,W2738291702,0,2017.0,regular
SIGMOD,W1528071518,28,2007.0,regular
SIGMOD,W57408345,0,2007.0,regular
SIGMOD,W79478194,0,2008.0,regular
SIGMOD,W130332534,0,2001.0,regular
SIGMOD,W3135772050,0,2021.0,regular
SIGMOD,W3027696960,0,2009.0,regular
SIGMOD,W50701282,0,2012.0,regular
SIGMOD,W51512267,0,2010.0,regular
SIGMOD,W41935408,2,1996.0,regular
SIGMOD,W2346659552,0,2016.0,regular
SIGMOD,W619522805,0,2003.0,regular
SIGMOD,W2226933526,8,1997.0,regular
SIGMOD,W3044388066,0,2017.0,regular
SIGMOD,W2419241640,0,2016.0,regular
SIGMOD,W126601424,2,2003.0,regular
SIGMOD,W2145084413,1,2007.0,regular
SIGMOD,W3183229172,6,2021.0,regular
SIGMOD,W127340077,0,2004.0,regular
SIGMOD,W928430177,0,2010.0,regular
SIGMOD,W20642240,0,1993.0,regular
SIGMOD,W2239656399,0,2006.0,regular
SIGMOD,W85823312,0,2006.0,regular
SIGMOD,W2343306907,0,2015.0,regular
SIGMOD,W2592899025,1,1998.0,regular
SIGMOD,W2585625909,1,2003.0,regular
SIGMOD,W2582676067,7,1999.0,regular
SIGMOD,W2356590554,12,2002.0,regular
SIGMOD,W2294232846,0,2015.0,regular
SIGMOD,W2292750319,0,2015.0,regular
SIGMOD,W2594096624,0,1980.0,regular
SIGMOD,W153995204,1,2014.0,regular
SIGMOD,W2601620105,0,2015.0,regular
SIGMOD,W2604819185,0,2012.0,regular
SIGMOD,W2277624025,0,2010.0,regular
SIGMOD,W2540185626,0,1967.0,regular
SIGMOD,W2082244041,0,2003.0,regular
SIGMOD,W2608404526,1,2007.0,regular
SODA,W4313909321,11,2023.0,regular
SODA,W2153054685,59,2006.0,regular
SODA,W1997159874,128,2014.0,regular
SODA,W2113758897,65,2007.0,regular
SODA,W2098004651,64,2009.0,regular
SODA,W2516115747,110,2017.0,regular
SODA,W2153983378,14,2005.0,regular
SODA,W2110706568,19,2001.0,regular
SODA,W2782136281,63,2018.0,regular
SODA,W2055793666,16,2007.0,regular
SODA,W2032587049,67,2011.0,regular
SODA,W2917132175,28,2019.0,regular
SODA,W2147764120,76,2013.0,regular
SODA,W2095985290,67,2013.0,regular
SODA,W2149876497,70,2010.0,regular
SODA,W2132410154,61,2010.0,regular
SODA,W2168102087,60,2004.0,regular
SODA,W3092643984,16,2021.0,regular
SODA,W3011107751,10,2020.0,regular
SODA,W2146984021,39,2004.0,regular
SODA,W2153687441,57,2007.0,regular
SODA,W2110719818,50,2006.0,regular
SODA,W2137413952,31,2010.0,regular
SODA,W2114058827,82,2013.0,regular
SODA,W2799284680,9,2018.0,regular
SODA,W2142490748,110,2010.0,regular
SODA,W2766233120,60,2018.0,regular
SODA,W4396716296,18,2024.0,regular
SODA,W2035187320,45,2014.0,regular
SODA,W2059595485,0,2011.0,regular
SODA,W2132989873,31,2014.0,regular
SODA,W2108860767,76,2014.0,regular
SODA,W2054928711,73,2015.0,regular
SODA,W4225995497,11,2022.0,regular
SODA,W1976840727,25,2005.0,regular
SODA,W2124942875,248,2008.0,regular
SODA,W1992970488,71,2014.0,regular
SODA,W3186478849,65,2021.0,regular
SODA,W4315795731,6,2023.0,regular
SODA,W4416387450,0,2025.0,regular
SODA,W3205903743,5,2021.0,regular
SODA,W3123354966,33,2021.0,regular
SODA,W2162823454,20,2015.0,regular
SODA,W2100350600,42,2012.0,regular
SODA,W2129964272,23,2013.0,regular
SODA,W2140339061,42,2010.0,regular
SODA,W2784669172,29,2018.0,regular
SODA,W3095082551,59,2021.0,regular
SODA,W2536017989,179,2017.0,regular
SODA,W2120804995,50,2007.0,regular
SOSP,W2962680951,9,2017.0,regular
SOSP,W2963568334,21,2015.0,regular
SOSP,W3209174574,27,2021.0,regular
SOSP,W2963956412,22,2018.0,regular
SOSP,W3008725893,27,2019.0,regular
SOSP,W2963666573,65,2016.0,regular
SOSP,W3212487835,20,2021.0,regular
SOSP,W2996580318,15,2018.0,regular
SOSP,W3186758430,65,2021.0,regular
SOSP,W3213882184,22,2017.0,regular
SOSP,W3209830540,9,2021.0,regular
SOSP,W2963814707,5,2018.0,regular
SOSP,W3165064550,4,2021.0,regular
SOSP,W2963516646,95,2016.0,regular
SOSP,W3181356059,77,2020.0,regular
SOSP,W2965886910,9,2017.0,regular
SOSP,W4296700525,12,2022.0,regular
SOSP,W3211637939,11,2021.0,regular
SOSP,W2996447514,17,2018.0,regular
SOSP,W3203095376,20,2021.0,regular
SOSP,W3199713517,17,2021.0,regular
SOSP,W4226283412,27,2021.0,regular
SOSP,W4287023797,5,2021.0,regular
SOSP,W2963064364,11,2018.0,regular
SOSP,W2963332798,1,2015.0,regular
SOSP,W3004047953,1,2018.0,regular
SOSP,W2942508063,91,2019.0,regular
SOSP,W3186208756,34,2021.0,regular
SOSP,W3205813705,8,2021.0,regular
SOSP,W3140129157,1,2011.0,regular
SOSP,W3215953200,6,2021.0,regular
SOSP,W2963242019,97,2016.0,regular
SOSP,W2963001435,7,2017.0,regular
SOSP,W2963488431,14,2017.0,regular
SOSP,W2964068172,11,2016.0,regular
SOSP,W2962691672,18,2016.0,regular
SOSP,W2964133791,2,2017.0,regular
SOSP,W3206837489,45,2021.0,regular
SOSP,W2963978069,183,2016.0,regular
SOSP,W3215301771,71,2021.0,regular
SOSP,W2963872945,16,2015.0,regular
SOSP,W3197730363,36,2021.0,regular
SOSP,W3197867394,32,2021.0,regular
SOSP,W3210225642,30,2021.0,regular
SOSP,W4293248187,1,2022.0,regular
SOSP,W2964008148,51,2017.0,regular
SOSP,W2963295590,19,2018.0,regular
SOSP,W3010999265,24,2018.0,regular
SOSP,W2967756749,29,2019.0,regular
SOSP,W2963597965,15,2016.0,regular
STOC,W2326710298,4,1925.0,regular
STOC,W2320029431,0,1898.0,regular
STOC,W260297563,33,2002.0,regular
STOC,W2319592585,41,1972.0,regular
STOC,W2004902643,160,1996.0,regular
STOC,W2325393836,13,1947.0,regular
STOC,W2332367407,0,1928.0,regular
STOC,W2092891252,477,1984.0,regular
STOC,W2325373375,19,1972.0,regular
STOC,W2013414970,2,2013.0,regular
STOC,W2326577574,0,1916.0,regular
STOC,W2332811224,18,1979.0,regular
STOC,W2326558809,29,1958.0,regular
STOC,W4233699266,133,2010.0,regular
STOC,W3118340992,27,2021.0,regular
STOC,W2315827086,48,1978.0,regular
STOC,W2333176438,112,1933.0,regular
STOC,W2321139110,318,1950.0,regular
STOC,W2317461790,1,1916.0,regular
STOC,W2021467377,411,1994.0,regular
STOC,W2317622276,289,1980.0,regular
STOC,W2147656117,14,2005.0,regular
STOC,W2315315125,129,1979.0,regular
STOC,W2323628520,15,1959.0,regular
STOC,W2326796594,2,1927.0,regular
STOC,W2332086282,94,1965.0,regular
STOC,W2104898428,100,1999.0,regular
STOC,W2333764775,63,1955.0,regular
STOC,W2151888904,198,2012.0,regular
STOC,W3040651837,8,1987.0,regular
STOC,W2313130898,0,1888.0,regular
STOC,W2320787570,27,1969.0,regular
STOC,W2332358694,1,1918.0,regular
STOC,W2324821276,1,1923.0,regular
STOC,W2318221288,4,1886.0,regular
STOC,W2333672840,108,1945.0,regular
STOC,W2325095414,110,1980.0,regular
STOC,W2020115905,248,1974.0,regular
STOC,W2114553774,44,2004.0,regular
STOC,W2323083021,3,1916.0,regular
STOC,W2153948909,206,2009.0,regular
STOC,W2106627783,228,2003.0,regular
STOC,W2320714199,14,1967.0,regular
STOC,W2319373655,5,1885.0,regular
STOC,W2324022272,59,1953.0,regular
STOC,W1983701680,66,1991.0,regular
STOC,W2105841391,79,2013.0,regular
STOC,W2150044500,185,2002.0,regular
STOC,W2313634984,1,1925.0,regular
STOC,W2317319301,24,1985.0,regular
UIST,W3032750979,28,2021.0,regular
UIST,W4225329834,28,,regular
UIST,W4212841736,2,,regular
UIST,W4226465757,27,,regular
UIST,W3102577998,5,,regular
UIST,W3106455791,22,,regular
UIST,W3103188349,31,,regular
UIST,W3125517281,37,,regular
UIST,W3106338780,35,2015.0,regular
UIST,W2983514941,5,,regular
UIST,W4206911318,22,2022.0,regular
UIST,W3215285026,32,,regular
UIST,W3103150987,3,,regular
UIST,W3100031071,77,,regular
UIST,W3104850293,60,,regular
UIST,W3100444305,36,,regular
UIST,W3102513245,16,,regular
UIST,W4226062535,5,,regular
UIST,W3089582082,43,,regular
UIST,W3098968453,6,,regular
UIST,W3125064421,20,,regular
UIST,W3099937413,0,,regular
UIST,W3034875137,11,,regular
UIST,W3103527361,25,,regular
UIST,W4226414053,6,,regular
UIST,W4210799840,283,,regular
UIST,W3121433134,39,,regular
UIST,W3092949586,12,,regular
UIST,W3176381160,40,,regular
UIST,W3203560896,1,,regular
UIST,W3098954043,29,,regular
UIST,W2964018508,3,2016.0,regular
UIST,W3102499629,26,,regular
UIST,W2963599559,2,,regular
UIST,W3102786515,21,,regular
UIST,W3000280594,697,,regular
UIST,W3105402705,2,,regular
UIST,W4206266029,17,,regular
UIST,W2992853260,210,2020.0,regular
UIST,W2962793580,3,,regular
UIST,W2964056281,26,,regular
UIST,W2149532080,18,,regular
UIST,W3040292624,6,,regular
UIST,W3122872592,21,,regular
UIST,W3102955096,2,,regular
UIST,W3106181848,47,,regular
UIST,W2964156226,13,,regular
UIST,W2791626643,12,,regular
UIST,W3100022522,7,,regular
UIST,W3104625384,23,,regular
VLDB,W2751538533,1,2017.0,regular
VLDB,W4413968235,0,2025.0,regular
VLDB,W2293618136,59,2011.0,regular
VLDB,W2981467700,5,2019.0,regular
VLDB,W4396571435,7,2024.0,regular
VLDB,W2169585110,351,2012.0,regular
VLDB,W4413943461,0,2025.0,regular
VLDB,W4386123447,3,2023.0,regular
VLDB,W1950284690,47,2015.0,regular
VLDB,W2889252017,59,2018.0,regular
VLDB,W2889033015,13,2018.0,regular
VLDB,W4408060982,1,2024.0,regular
VLDB,W3196769185,5,2021.0,regular
VLDB,W1601184778,166,2014.0,regular
VLDB,W2091754972,9,2009.0,regular
VLDB,W2156138852,29,2008.0,regular
VLDB,W2546643306,13,2016.0,regular
VLDB,W2110707662,322,2008.0,regular
VLDB,W2548945327,12,2016.0,regular
VLDB,W4386768662,2,2023.0,regular
VLDB,W3196526244,2,2021.0,regular
VLDB,W2292449291,104,2015.0,regular
VLDB,W3197100267,7,2021.0,regular
VLDB,W2064682298,26,2010.0,regular
VLDB,W3086652408,6,2020.0,regular
VLDB,W2562283110,17,2017.0,regular
VLDB,W2998104365,73,2017.0,regular
VLDB,W4404181257,1,2024.0,regular
VLDB,W3084603886,1,2020.0,regular
VLDB,W3086382748,10,2020.0,regular
VLDB,W2127140580,53,2008.0,regular
VLDB,W4366660365,7,2023.0,regular
VLDB,W2137156898,29,2013.0,regular
VLDB,W2098994245,186,2013.0,regular
VLDB,W4404181096,1,2024.0,regular
VLDB,W2889110589,81,2018.0,regular
VLDB,W2022210795,6,2013.0,regular
VLDB,W4233266066,4,2018.0,regular
VLDB,W3081764054,12,2020.0,regular
VLDB,W4414041780,0,2025.0,regular
VLDB,W4312918339,8,2022.0,regular
VLDB,W4414267091,0,2025.0,regular
VLDB,W3196877232,20,2021.0,regular
VLDB,W2575233461,6,2016.0,regular
VLDB,W2891524634,0,2018.0,regular
VLDB,W2290570034,33,2015.0,regular
VLDB,W3175744197,22,2022.0,regular
