treated_id,treated_name,control_id,control_name,conference,award_year,treat_pos,ctrl_pos,match_dist,core_rank
https://openalex.org/A5014823249,Jincheng Mei,https://openalex.org/A5026521600,Chenjun Xiao,AAAI,2018,2,1,0.0,A*
https://openalex.org/A5069646529,Adhiguna Kuncoro,https://openalex.org/A5026521600,Chenjun Xiao,ACL,2018,3,1,1.0,Unranked
https://openalex.org/A5032195981,Sang-Gyun An,https://openalex.org/A5054978902,John Hale,CHI,2018,2,1,0.0,A*
https://openalex.org/A5075359884,Sylvia Simioni,https://openalex.org/A5029738364,Joon Hyub Lee,CHI,2018,3,3,0.0,A*
https://openalex.org/A5035195609,Sean Peacock,https://openalex.org/A5039799789,Jonathan Brennan,CHI,2018,1,4,0.0,A*
https://openalex.org/A5061115418,Clara Crivellaro,https://openalex.org/A5034891790,Isaac Johnson,CHI,2018,3,2,1.0,A*
https://openalex.org/A5021296068,Lydia Michie,https://openalex.org/A5019928111,Hal Daumé,CHI,2018,1,2,0.0,A*
https://openalex.org/A5084538652,Morgan Klaus Scheuerman,https://openalex.org/A5029738364,Joon Hyub Lee,CHI,2018,2,3,0.0,A*
https://openalex.org/A5034634435,Ari Schlesinger,https://openalex.org/A5039799789,Jonathan Brennan,CHI,2018,1,4,0.0,A*
https://openalex.org/A5078903072,Robert B. Lull,https://openalex.org/A5029738364,Joon Hyub Lee,CHI,2018,3,3,0.0,A*
https://openalex.org/A5011438930,Jessica L. Feuston,https://openalex.org/A5032452724,Kentaro Toyama,CHI,2018,2,5,0.0,A*
https://openalex.org/A5091847639,Caroline Edasis,https://openalex.org/A5064563429,Robert H. Anderson,CHI,2018,3,2,0.0,A*
https://openalex.org/A5075026385,Miro Mannino,https://openalex.org/A5034891790,Isaac Johnson,CHI,2018,1,2,0.0,A*
https://openalex.org/A5086240513,Josh Andrés,https://openalex.org/A5089644604,Thammathip Piumsomboon,CHI,2018,3,3,0.0,A*
https://openalex.org/A5109428307,Jen Liu,https://openalex.org/A5032452724,Kentaro Toyama,CHI,2018,1,5,0.0,A*
https://openalex.org/A5103026409,Sharifa Sultana,https://openalex.org/A5064563429,Robert H. Anderson,CHI,2018,1,2,0.0,A*
https://openalex.org/A5091174431,Izabelle Janzen,https://openalex.org/A5034891790,Isaac Johnson,CHI,2018,2,2,0.0,A*
https://openalex.org/A5011207998,Urmila Mahadev,https://openalex.org/A5089644604,Thammathip Piumsomboon,FOCS,2018,1,3,0.0,A*
https://openalex.org/A5112345861,Khot Subhash,https://openalex.org/A5026377321,Stacy Branham,FOCS,2018,1,3,0.0,A*
https://openalex.org/A5063520549,Dor Minzer,https://openalex.org/A5032452724,Kentaro Toyama,FOCS,2018,2,5,0.0,A*
https://openalex.org/A5068145628,Christy A. Coghlan,https://openalex.org/A5064563429,Robert H. Anderson,FSE,2018,2,2,0.0,Unranked
https://openalex.org/A5023724495,Wensheng Dou,https://openalex.org/A5034891790,Isaac Johnson,FSE,2018,2,2,0.0,Unranked
https://openalex.org/A5091720485,Anish Athalye,https://openalex.org/A5089644604,Thammathip Piumsomboon,ICML,2018,1,3,0.0,A*
https://openalex.org/A5017596078,Lydia T. Liu,https://openalex.org/A5026377321,Stacy Branham,ICML,2018,1,3,0.0,A*
https://openalex.org/A5102012317,Lingling Fan,https://openalex.org/A5032452724,Kentaro Toyama,ICSE,2018,1,5,0.0,A*
https://openalex.org/A5071723330,Timo Rehfeld,https://openalex.org/A5064563429,Robert H. Anderson,ICSE,2018,1,2,0.0,A*
https://openalex.org/A5103226106,Leonardo Sousa,https://openalex.org/A5032452724,Kentaro Toyama,ICSE,2018,1,5,0.0,A*
https://openalex.org/A5056334354,Rijnard van Tonder,https://openalex.org/A5064563429,Robert H. Anderson,ICSE,2018,1,2,0.0,A*
https://openalex.org/A5009835433,Calvin Loncaric,https://openalex.org/A5034891790,Isaac Johnson,ICSE,2018,1,2,0.0,A*
https://openalex.org/A5082629071,Michael Rath,https://openalex.org/A5089644604,Thammathip Piumsomboon,ICSE,2018,1,3,0.0,A*
https://openalex.org/A5032569584,Jacob Rendall,https://openalex.org/A5026377321,Stacy Branham,ICSE,2018,2,3,0.0,A*
https://openalex.org/A5030456881,Chun Kai Ling,https://openalex.org/A5032452724,Kentaro Toyama,IJCAI,2018,1,5,0.0,A*
https://openalex.org/A5011742954,Giannis Nikolentzos,https://openalex.org/A5064563429,Robert H. Anderson,IJCAI,2018,1,2,0.0,A*
https://openalex.org/A5064520344,Polykarpos Meladianos,https://openalex.org/A5034891790,Isaac Johnson,IJCAI,2018,2,2,0.0,A*
https://openalex.org/A5058510425,Stratis Limnios,https://openalex.org/A5032452724,Kentaro Toyama,IJCAI,2018,3,5,0.0,A*
https://openalex.org/A5100342798,Zihao Li,https://openalex.org/A5064563429,Robert H. Anderson,INFOCOM,2018,3,2,0.0,A*
https://openalex.org/A5082318381,Subhramoy Mohanti,https://openalex.org/A5034891790,Isaac Johnson,INFOCOM,2018,1,2,0.0,A*
https://openalex.org/A5036229988,Elif Bozkaya,https://openalex.org/A5089644604,Thammathip Piumsomboon,INFOCOM,2018,2,3,0.0,A*
https://openalex.org/A5052671825,Igor Kadota,https://openalex.org/A5026377321,Stacy Branham,INFOCOM,2018,1,3,0.0,A*
https://openalex.org/A5025058751,Daniel Zügner,https://openalex.org/A5032452724,Kentaro Toyama,KDD,2018,1,5,0.0,Unranked
https://openalex.org/A5014557575,Amir Akbarnejad,https://openalex.org/A5064563429,Robert H. Anderson,KDD,2018,2,2,0.0,Unranked
https://openalex.org/A5101558101,Mehrdad Moradi,https://openalex.org/A5034891790,Isaac Johnson,MOBICOM,2018,1,2,0.0,A*
https://openalex.org/A5056747950,Kevin Scaman,https://openalex.org/A5089644604,Thammathip Piumsomboon,NeurIPS,2018,1,3,0.0,A*
https://openalex.org/A5029262768,Ricky T. Q. Chen,https://openalex.org/A5026377321,Stacy Branham,NeurIPS,2018,1,3,0.0,A*
https://openalex.org/A5039192820,Yulia Rubanova,https://openalex.org/A5032452724,Kentaro Toyama,NeurIPS,2018,2,5,0.0,A*
https://openalex.org/A5027925889,Jesse Bettencourt,https://openalex.org/A5064563429,Robert H. Anderson,NeurIPS,2018,3,2,0.0,A*
https://openalex.org/A5100425893,Haoyu Zhang,https://openalex.org/A5034891790,Isaac Johnson,NSDI,2018,3,2,0.0,Unranked
https://openalex.org/A5085945429,Xinyang Ge,https://openalex.org/A5032452724,Kentaro Toyama,OSDI,2018,2,5,0.0,A*
https://openalex.org/A5060703788,Yizhou Shan,https://openalex.org/A5064563429,Robert H. Anderson,OSDI,2018,1,2,0.0,A*
https://openalex.org/A5071661999,Yutong Huang,https://openalex.org/A5032452724,Kentaro Toyama,OSDI,2018,2,5,0.0,A*
https://openalex.org/A5110832647,Chandra Sekhar Maddila,https://openalex.org/A5064563429,Robert H. Anderson,OSDI,2018,3,2,0.0,A*
https://openalex.org/A5078512511,Itsaka Rakotonirina,https://openalex.org/A5034891790,Isaac Johnson,S&P,2018,3,2,0.0,A*
https://openalex.org/A5081476292,Rocío Cañamares,https://openalex.org/A5089644604,Thammathip Piumsomboon,SIGIR,2018,1,3,0.0,A*
https://openalex.org/A5015113627,Huanchen Zhang,https://openalex.org/A5032452724,Kentaro Toyama,SIGMOD,2018,1,5,0.0,A*
https://openalex.org/A5090101869,Fulvio Di Lorenzo,https://openalex.org/A5064563429,Robert H. Anderson,SODA,2018,2,2,0.0,A*
https://openalex.org/A5021735130,David Porfirio,https://openalex.org/A5034891790,Isaac Johnson,UIST,2018,1,2,0.0,Unranked
https://openalex.org/A5073533400,Allison Sauppé,https://openalex.org/A5032452724,Kentaro Toyama,UIST,2018,2,5,0.0,Unranked
https://openalex.org/A5041654458,Alok Mysore,https://openalex.org/A5064563429,Robert H. Anderson,UIST,2018,1,2,0.0,Unranked
https://openalex.org/A5019954653,Patrick Parzer,https://openalex.org/A5034891790,Isaac Johnson,UIST,2018,1,2,0.0,Unranked
https://openalex.org/A5061951606,Ryan Cotterell,https://openalex.org/A5032452724,Kentaro Toyama,ACL,2017,1,5,0.0,Unranked
https://openalex.org/A5089731854,Sarah Webber,https://openalex.org/A5064563429,Robert H. Anderson,CHI,2017,1,2,0.0,A*
https://openalex.org/A5016617747,Sally Sherwen,https://openalex.org/A5032452724,Kentaro Toyama,CHI,2017,3,5,0.0,A*
https://openalex.org/A5068345805,Viirj Kan,https://openalex.org/A5064563429,Robert H. Anderson,CHI,2017,1,2,0.0,A*
https://openalex.org/A5049567786,Emma Vargo,https://openalex.org/A5034891790,Isaac Johnson,CHI,2017,2,2,0.0,A*
https://openalex.org/A5021981631,Noa Machover,https://openalex.org/A5089644604,Thammathip Piumsomboon,CHI,2017,3,3,0.0,A*
https://openalex.org/A5008267619,Kuttimani Tamilmani,https://openalex.org/A5026377321,Stacy Branham,CHI,2017,2,3,0.0,A*
https://openalex.org/A5074224778,Camille Cobb,https://openalex.org/A5032452724,Kentaro Toyama,CHI,2017,1,5,0.0,A*
https://openalex.org/A5031825409,Samuel Sudar,https://openalex.org/A5064563429,Robert H. Anderson,CHI,2017,2,2,0.0,A*
