author_id,award_year,rel_year,pubs,cits
A5048230428,2011,-5,3,227
A5048230428,2011,-4,4,17
A5048230428,2011,-3,1,46
A5048230428,2011,-2,6,76
A5048230428,2011,-1,5,117
A5048230428,2011,0,14,1124
A5048230428,2011,1,8,59
A5048230428,2011,2,9,63
A5048230428,2011,3,9,180
A5048230428,2011,4,6,73
A5048230428,2011,5,11,71
A5006700393,2011,-5,0,0
A5006700393,2011,-4,0,0
A5006700393,2011,-3,0,0
A5006700393,2011,-2,0,0
A5006700393,2011,-1,0,0
A5006700393,2011,0,6,937
A5006700393,2011,1,3,58
A5006700393,2011,2,0,0
A5006700393,2011,3,3,233
A5006700393,2011,4,4,75
A5006700393,2011,5,2,60
A5015824343,2013,-5,51,552
A5015824343,2013,-4,45,351
A5015824343,2013,-3,53,729
A5015824343,2013,-2,36,432
A5015824343,2013,-1,52,1322
A5015824343,2013,0,62,2828
A5015824343,2013,1,47,741
A5015824343,2013,2,44,1884
A5015824343,2013,3,47,869
A5015824343,2013,4,32,2297
A5015824343,2013,5,50,3490
A5062461687,2013,-5,0,0
A5062461687,2013,-4,0,0
A5062461687,2013,-3,0,0
A5062461687,2013,-2,0,0
A5062461687,2013,-1,2,10
A5062461687,2013,0,3,240
A5062461687,2013,1,1,142
A5062461687,2013,2,6,378
A5062461687,2013,3,6,42
A5062461687,2013,4,8,105
A5062461687,2013,5,6,81
A5076236630,2013,-5,5,34
A5076236630,2013,-4,1,2
A5076236630,2013,-3,3,29
A5076236630,2013,-2,4,20
A5076236630,2013,-1,1,0
A5076236630,2013,0,1,239
A5076236630,2013,1,0,0
A5076236630,2013,2,0,0
A5076236630,2013,3,0,0
A5076236630,2013,4,0,0
A5076236630,2013,5,0,0
A5027381841,2013,-5,0,0
A5027381841,2013,-4,0,0
A5027381841,2013,-3,1,37
A5027381841,2013,-2,0,0
A5027381841,2013,-1,1,35
A5027381841,2013,0,1,239
A5027381841,2013,1,0,0
A5027381841,2013,2,0,0
A5027381841,2013,3,0,0
A5027381841,2013,4,0,0
A5027381841,2013,5,0,0
A5032625857,2013,-5,0,0
A5032625857,2013,-4,0,0
A5032625857,2013,-3,0,0
A5032625857,2013,-2,0,0
A5032625857,2013,-1,0,0
A5032625857,2013,0,1,239
A5032625857,2013,1,0,0
A5032625857,2013,2,0,0
A5032625857,2013,3,0,0
A5032625857,2013,4,0,0
A5032625857,2013,5,0,0
A5082115203,2013,-5,0,0
A5082115203,2013,-4,0,0
A5082115203,2013,-3,0,0
A5082115203,2013,-2,2,21
A5082115203,2013,-1,0,0
A5082115203,2013,0,1,219
A5082115203,2013,1,3,452
A5082115203,2013,2,1,0
A5082115203,2013,3,3,417
A5082115203,2013,4,5,10
A5082115203,2013,5,1,2
A5043285372,2013,-5,1,64
A5043285372,2013,-4,2,370
A5043285372,2013,-3,4,143
A5043285372,2013,-2,2,218
A5043285372,2013,-1,9,750
A5043285372,2013,0,3,669
A5043285372,2013,1,5,574
A5043285372,2013,2,7,109
A5043285372,2013,3,13,735
A5043285372,2013,4,16,323
A5043285372,2013,5,9,467
A5082545325,2013,-5,1,0
A5082545325,2013,-4,4,9
A5082545325,2013,-3,1,0
A5082545325,2013,-2,7,151
A5082545325,2013,-1,7,64
A5082545325,2013,0,3,242
A5082545325,2013,1,7,545
A5082545325,2013,2,7,35
A5082545325,2013,3,12,417
A5082545325,2013,4,6,51
A5082545325,2013,5,4,0
A5008678740,2013,-5,2,70
A5008678740,2013,-4,9,144
A5008678740,2013,-3,9,76
A5008678740,2013,-2,8,47
A5008678740,2013,-1,7,296
A5008678740,2013,0,7,1212
A5008678740,2013,1,11,392
A5008678740,2013,2,4,854
A5008678740,2013,3,18,504
A5008678740,2013,4,11,76
A5008678740,2013,5,14,401
A5103099352,2013,-5,1,7
A5103099352,2013,-4,1,42
A5103099352,2013,-3,0,0
A5103099352,2013,-2,0,0
A5103099352,2013,-1,3,39
A5103099352,2013,0,4,902
A5103099352,2013,1,7,241
A5103099352,2013,2,3,33
A5103099352,2013,3,5,93
A5103099352,2013,4,0,0
A5103099352,2013,5,6,95
A5045299750,2013,-5,0,0
A5045299750,2013,-4,0,0
A5045299750,2013,-3,0,0
A5045299750,2013,-2,0,0
A5045299750,2013,-1,0,0
A5045299750,2013,0,1,219
A5045299750,2013,1,1,168
A5045299750,2013,2,0,0
A5045299750,2013,3,0,0
A5045299750,2013,4,0,0
A5045299750,2013,5,0,0
A5111221391,2013,-5,1,31
A5111221391,2013,-4,1,34
A5111221391,2013,-3,4,147
A5111221391,2013,-2,1,0
A5111221391,2013,-1,3,107
A5111221391,2013,0,4,664
A5111221391,2013,1,4,135
A5111221391,2013,2,1,36
A5111221391,2013,3,3,234
A5111221391,2013,4,3,333
A5111221391,2013,5,2,11
A5076172595,2013,-5,6,633
A5076172595,2013,-4,8,878
A5076172595,2013,-3,10,523
A5076172595,2013,-2,6,185
A5076172595,2013,-1,11,450
A5076172595,2013,0,6,1001
A5076172595,2013,1,12,750
A5076172595,2013,2,8,96
A5076172595,2013,3,4,562
A5076172595,2013,4,9,177
A5076172595,2013,5,13,413
A5010150737,2013,-5,5,285
A5010150737,2013,-4,13,720
A5010150737,2013,-3,19,1678
A5010150737,2013,-2,12,1187
A5010150737,2013,-1,19,2369
A5010150737,2013,0,5,546
A5010150737,2013,1,6,902
A5010150737,2013,2,12,176
A5010150737,2013,3,15,1311
A5010150737,2013,4,5,114
A5010150737,2013,5,0,0
A5038000502,2013,-5,0,0
A5038000502,2013,-4,0,0
A5038000502,2013,-3,0,0
A5038000502,2013,-2,0,0
A5038000502,2013,-1,5,0
A5038000502,2013,0,2,219
A5038000502,2013,1,5,43
A5038000502,2013,2,3,2
A5038000502,2013,3,9,379
A5038000502,2013,4,15,1455
A5038000502,2013,5,7,543
A5039185696,2013,-5,1,42
A5039185696,2013,-4,0,0
A5039185696,2013,-3,3,94
A5039185696,2013,-2,0,0
A5039185696,2013,-1,1,12
A5039185696,2013,0,2,219
A5039185696,2013,1,3,6
A5039185696,2013,2,5,88
A5039185696,2013,3,10,9
A5039185696,2013,4,4,4
A5039185696,2013,5,4,226
A5110256966,2013,-5,0,0
A5110256966,2013,-4,3,8
A5110256966,2013,-3,1,58
A5110256966,2013,-2,3,5
A5110256966,2013,-1,1,0
A5110256966,2013,0,2,219
A5110256966,2013,1,1,47
A5110256966,2013,2,0,0
A5110256966,2013,3,0,0
A5110256966,2013,4,0,0
A5110256966,2013,5,0,0
A5070428897,2013,-5,5,138
A5070428897,2013,-4,5,133
A5070428897,2013,-3,3,69
A5070428897,2013,-2,2,93
A5070428897,2013,-1,5,104
A5070428897,2013,0,5,908
A5070428897,2013,1,9,314
A5070428897,2013,2,5,156
A5070428897,2013,3,9,574
A5070428897,2013,4,12,176
A5070428897,2013,5,7,185
A5066905923,2013,-5,1,101
A5066905923,2013,-4,3,120
A5066905923,2013,-3,2,69
A5066905923,2013,-2,2,93
A5066905923,2013,-1,5,104
A5066905923,2013,0,6,908
A5066905923,2013,1,9,308
A5066905923,2013,2,5,169
A5066905923,2013,3,9,1536
A5066905923,2013,4,9,196
A5066905923,2013,5,6,185
A5111055353,2013,-5,0,0
A5111055353,2013,-4,0,0
A5111055353,2013,-3,1,46
A5111055353,2013,-2,1,93
A5111055353,2013,-1,0,0
A5111055353,2013,0,1,219
A5111055353,2013,1,2,284
A5111055353,2013,2,0,0
A5111055353,2013,3,1,249
A5111055353,2013,4,2,2
A5111055353,2013,5,0,0
A5055262951,2013,-5,13,1813
A5055262951,2013,-4,13,975
A5055262951,2013,-3,16,1307
A5055262951,2013,-2,11,731
A5055262951,2013,-1,20,2398
A5055262951,2013,0,8,6267
A5055262951,2013,1,7,3422
A5055262951,2013,2,17,1210
A5055262951,2013,3,11,2171
A5055262951,2013,4,7,3253
A5055262951,2013,5,16,1253
A5069011854,2016,-5,0,0
A5069011854,2016,-4,0,0
A5069011854,2016,-3,0,0
A5069011854,2016,-2,0,0
A5069011854,2016,-1,0,0
A5069011854,2016,0,1,13
A5069011854,2016,1,1,4
A5069011854,2016,2,1,6
A5069011854,2016,3,2,4
A5069011854,2016,4,0,0
A5069011854,2016,5,0,0
A5082650785,2016,-5,3,7
A5082650785,2016,-4,0,0
A5082650785,2016,-3,0,0
A5082650785,2016,-2,1,1
A5082650785,2016,-1,0,0
A5082650785,2016,0,2,14
A5082650785,2016,1,1,4
A5082650785,2016,2,1,6
A5082650785,2016,3,1,4
A5082650785,2016,4,0,0
A5082650785,2016,5,0,0
A5113630672,2016,-5,0,0
A5113630672,2016,-4,1,20
A5113630672,2016,-3,2,7
A5113630672,2016,-2,1,0
A5113630672,2016,-1,0,0
A5113630672,2016,0,1,13
A5113630672,2016,1,1,4
A5113630672,2016,2,1,6
A5113630672,2016,3,1,4
A5113630672,2016,4,1,6
A5113630672,2016,5,0,0
A5006266975,2016,-5,0,0
A5006266975,2016,-4,0,0
A5006266975,2016,-3,1,7
A5006266975,2016,-2,1,0
A5006266975,2016,-1,0,0
A5006266975,2016,0,1,13
A5006266975,2016,1,1,4
A5006266975,2016,2,4,48
A5006266975,2016,3,6,137
A5006266975,2016,4,3,293
A5006266975,2016,5,5,360
A5090745043,2016,-5,14,72
A5090745043,2016,-4,5,139
A5090745043,2016,-3,30,434
A5090745043,2016,-2,17,172
A5090745043,2016,-1,4,39
A5090745043,2016,0,13,21
A5090745043,2016,1,9,36
A5090745043,2016,2,6,31
A5090745043,2016,3,7,2
A5090745043,2016,4,14,18
A5090745043,2016,5,1,0
A5063732029,2016,-5,0,0
A5063732029,2016,-4,1,5
A5063732029,2016,-3,0,0
A5063732029,2016,-2,2,0
A5063732029,2016,-1,1,1
A5063732029,2016,0,3,6
A5063732029,2016,1,0,0
A5063732029,2016,2,11,18
A5063732029,2016,3,0,0
A5063732029,2016,4,0,0
A5063732029,2016,5,0,0
A5075694498,2016,-5,25,216
A5075694498,2016,-4,19,160
A5075694498,2016,-3,19,399
A5075694498,2016,-2,12,169
A5075694498,2016,-1,11,180
A5075694498,2016,0,6,28
A5075694498,2016,1,14,371
A5075694498,2016,2,17,472
A5075694498,2016,3,18,438
A5075694498,2016,4,16,489
A5075694498,2016,5,20,262
A5002525752,2016,-5,0,0
A5002525752,2016,-4,0,0
A5002525752,2016,-3,0,0
A5002525752,2016,-2,0,0
A5002525752,2016,-1,0,0
A5002525752,2016,0,2,1
A5002525752,2016,1,1,8
A5002525752,2016,2,1,1
A5002525752,2016,3,0,0
A5002525752,2016,4,3,56
A5002525752,2016,5,2,12
A5057720082,2016,-5,1,6
A5057720082,2016,-4,1,3
A5057720082,2016,-3,0,0
A5057720082,2016,-2,0,0
A5057720082,2016,-1,0,0
A5057720082,2016,0,2,1
A5057720082,2016,1,0,0
A5057720082,2016,2,0,0
A5057720082,2016,3,0,0
A5057720082,2016,4,0,0
A5057720082,2016,5,0,0
A5100450470,2010,-5,1,29
A5100450470,2010,-4,1,0
A5100450470,2010,-3,0,0
A5100450470,2010,-2,4,136
A5100450470,2010,-1,7,155
A5100450470,2010,0,3,504
A5100450470,2010,1,3,0
A5100450470,2010,2,7,78
A5100450470,2010,3,8,45
A5100450470,2010,4,3,18
A5100450470,2010,5,2,27
A5035882771,2010,-5,3,79
A5035882771,2010,-4,4,8
A5035882771,2010,-3,7,116
A5035882771,2010,-2,3,14
A5035882771,2010,-1,12,58
A5035882771,2010,0,12,581
A5035882771,2010,1,12,153
A5035882771,2010,2,8,131
A5035882771,2010,3,7,120
A5035882771,2010,4,7,179
A5035882771,2010,5,11,73
A5015710502,2010,-5,4,23
A5015710502,2010,-4,7,35
A5015710502,2010,-3,1,15
A5015710502,2010,-2,10,38
A5015710502,2010,-1,4,40
A5015710502,2010,0,3,454
A5015710502,2010,1,5,5
A5015710502,2010,2,3,27
A5015710502,2010,3,6,132
A5015710502,2010,4,7,77
A5015710502,2010,5,4,16
A5034222207,2010,-5,12,318
A5034222207,2010,-4,4,11
A5034222207,2010,-3,4,47
A5034222207,2010,-2,6,116
A5034222207,2010,-1,3,27
A5034222207,2010,0,3,509
A5034222207,2010,1,4,5
A5034222207,2010,2,4,38
A5034222207,2010,3,1,5
A5034222207,2010,4,3,49
A5034222207,2010,5,2,3
A5088135366,2010,-5,56,1300
A5088135366,2010,-4,50,1017
A5088135366,2010,-3,41,598
A5088135366,2010,-2,50,2496
A5088135366,2010,-1,44,2150
A5088135366,2010,0,32,1751
A5088135366,2010,1,35,1238
A5088135366,2010,2,35,2592
A5088135366,2010,3,27,533
A5088135366,2010,4,27,885
A5088135366,2010,5,26,516
A5011512061,2010,-5,10,311
A5011512061,2010,-4,8,133
A5011512061,2010,-3,3,6
A5011512061,2010,-2,7,207
A5011512061,2010,-1,5,103
A5011512061,2010,0,7,1006
A5011512061,2010,1,11,494
A5011512061,2010,2,13,575
A5011512061,2010,3,7,165
A5011512061,2010,4,9,623
A5011512061,2010,5,8,133
A5086585292,2010,-5,18,676
A5086585292,2010,-4,17,378
A5086585292,2010,-3,21,947
A5086585292,2010,-2,11,729
A5086585292,2010,-1,15,396
A5086585292,2010,0,28,851
A5086585292,2010,1,25,247
A5086585292,2010,2,23,296
A5086585292,2010,3,18,354
A5086585292,2010,4,10,253
A5086585292,2010,5,7,115
A5013545831,2010,-5,32,1107
A5013545831,2010,-4,31,309
A5013545831,2010,-3,29,327
A5013545831,2010,-2,33,828
A5013545831,2010,-1,35,605
A5013545831,2010,0,40,1414
A5013545831,2010,1,46,467
A5013545831,2010,2,45,270
A5013545831,2010,3,35,278
A5013545831,2010,4,44,685
A5013545831,2010,5,38,1719
A5056968239,2010,-5,13,245
A5056968239,2010,-4,13,286
A5056968239,2010,-3,16,200
A5056968239,2010,-2,11,501
A5056968239,2010,-1,18,48
A5056968239,2010,0,19,506
A5056968239,2010,1,33,205
A5056968239,2010,2,23,165
A5056968239,2010,3,16,134
A5056968239,2010,4,13,218
A5056968239,2010,5,20,216
A5010114060,2010,-5,10,357
A5010114060,2010,-4,23,484
A5010114060,2010,-3,27,576
A5010114060,2010,-2,21,257
A5010114060,2010,-1,22,253
A5010114060,2010,0,15,562
A5010114060,2010,1,18,519
A5010114060,2010,2,17,464
A5010114060,2010,3,18,298
A5010114060,2010,4,8,236
A5010114060,2010,5,4,111
A5045738980,2010,-5,11,1884
A5045738980,2010,-4,11,697
A5045738980,2010,-3,10,264
A5045738980,2010,-2,8,207
A5045738980,2010,-1,21,989
A5045738980,2010,0,17,685
A5045738980,2010,1,22,1244
A5045738980,2010,2,12,277
A5045738980,2010,3,10,122
A5045738980,2010,4,2,12
A5045738980,2010,5,6,7
A5000947547,2010,-5,14,519
A5000947547,2010,-4,4,72
A5000947547,2010,-3,6,66
A5000947547,2010,-2,11,133
A5000947547,2010,-1,23,236
A5000947547,2010,0,9,631
A5000947547,2010,1,11,388
A5000947547,2010,2,10,141
A5000947547,2010,3,18,93
A5000947547,2010,4,8,318
A5000947547,2010,5,6,79
A5048067096,2010,-5,3,16
A5048067096,2010,-4,3,154
A5048067096,2010,-3,4,640
A5048067096,2010,-2,17,784
A5048067096,2010,-1,1,25
A5048067096,2010,0,4,323
A5048067096,2010,1,2,207
A5048067096,2010,2,5,496
A5048067096,2010,3,12,169
A5048067096,2010,4,9,188
A5048067096,2010,5,3,1
A5006080834,2010,-5,0,0
A5006080834,2010,-4,1,0
A5006080834,2010,-3,0,0
A5006080834,2010,-2,0,0
A5006080834,2010,-1,0,0
A5006080834,2010,0,1,91
A5006080834,2010,1,0,0
A5006080834,2010,2,0,0
A5006080834,2010,3,1,0
A5006080834,2010,4,1,0
A5006080834,2010,5,0,0
A5019677811,2010,-5,0,0
A5019677811,2010,-4,2,117
A5019677811,2010,-3,1,139
A5019677811,2010,-2,2,99
A5019677811,2010,-1,2,49
A5019677811,2010,0,10,150
A5019677811,2010,1,4,101
A5019677811,2010,2,2,85
A5019677811,2010,3,2,11
A5019677811,2010,4,12,163
A5019677811,2010,5,11,115
A5006607273,2010,-5,0,0
A5006607273,2010,-4,0,0
A5006607273,2010,-3,1,3
A5006607273,2010,-2,3,99
A5006607273,2010,-1,3,55
A5006607273,2010,0,5,111
A5006607273,2010,1,6,111
A5006607273,2010,2,5,204
A5006607273,2010,3,3,70
A5006607273,2010,4,4,88
A5006607273,2010,5,2,13
A5087767807,2010,-5,5,92
A5087767807,2010,-4,10,316
A5087767807,2010,-3,14,513
A5087767807,2010,-2,12,313
A5087767807,2010,-1,15,293
A5087767807,2010,0,16,186
A5087767807,2010,1,9,68
A5087767807,2010,2,13,306
A5087767807,2010,3,9,178
A5087767807,2010,4,10,516
A5087767807,2010,5,16,270
A5061488382,2015,-5,1,125
A5061488382,2015,-4,0,0
A5061488382,2015,-3,1,38
A5061488382,2015,-2,3,80
A5061488382,2015,-1,0,0
A5061488382,2015,0,3,130
A5061488382,2015,1,1,21
A5061488382,2015,2,2,368
A5061488382,2015,3,2,13
A5061488382,2015,4,3,40
A5061488382,2015,5,17,5473
A5066582682,2015,-5,7,1163
A5066582682,2015,-4,13,516
A5066582682,2015,-3,20,711
A5066582682,2015,-2,15,715
A5066582682,2015,-1,23,867
A5066582682,2015,0,7,163
A5066582682,2015,1,9,323
A5066582682,2015,2,10,269
A5066582682,2015,3,11,219
A5066582682,2015,4,4,336
A5066582682,2015,5,3,35
A5084552935,2015,-5,5,239
A5084552935,2015,-4,6,140
A5084552935,2015,-3,5,210
A5084552935,2015,-2,3,334
A5084552935,2015,-1,3,40
A5084552935,2015,0,3,137
A5084552935,2015,1,1,50
A5084552935,2015,2,1,5
A5084552935,2015,3,1,0
A5084552935,2015,4,15,29
A5084552935,2015,5,1,7
A5039419996,2015,-5,7,431
A5039419996,2015,-4,5,53
A5039419996,2015,-3,5,61
A5039419996,2015,-2,9,80
A5039419996,2015,-1,11,74
A5039419996,2015,0,4,250
A5039419996,2015,1,0,0
A5039419996,2015,2,8,86
A5039419996,2015,3,7,111
A5039419996,2015,4,2,19
A5039419996,2015,5,7,137
A5055322973,2015,-5,0,0
A5055322973,2015,-4,0,0
A5055322973,2015,-3,3,8
A5055322973,2015,-2,1,0
A5055322973,2015,-1,0,0
A5055322973,2015,0,3,64
A5055322973,2015,1,2,13
A5055322973,2015,2,0,0
A5055322973,2015,3,3,56
A5055322973,2015,4,0,0
A5055322973,2015,5,1,1
A5091231157,2015,-5,6,38
A5091231157,2015,-4,5,184
A5091231157,2015,-3,6,140
A5091231157,2015,-2,6,106
A5091231157,2015,-1,7,245
A5091231157,2015,0,23,581
A5091231157,2015,1,4,3
A5091231157,2015,2,0,0
A5091231157,2015,3,5,55
A5091231157,2015,4,1,0
A5091231157,2015,5,1,0
A5041724055,2006,-5,1,4
A5041724055,2006,-4,1,605
A5041724055,2006,-3,2,0
A5041724055,2006,-2,3,1
A5041724055,2006,-1,4,96
A5041724055,2006,0,5,2779
A5041724055,2006,1,3,410
A5041724055,2006,2,0,0
A5041724055,2006,3,1,35
A5041724055,2006,4,1,1
A5041724055,2006,5,2,65
A5055202003,2006,-5,14,563
A5055202003,2006,-4,31,3777
A5055202003,2006,-3,19,711
A5055202003,2006,-2,11,55791
A5055202003,2006,-1,21,1584
A5055202003,2006,0,17,3465
A5055202003,2006,1,11,219
A5055202003,2006,2,16,725
A5055202003,2006,3,16,2918
A5055202003,2006,4,15,119
A5055202003,2006,5,15,95
A5100461783,2006,-5,2,13
A5100461783,2006,-4,5,466
A5100461783,2006,-3,3,179
A5100461783,2006,-2,5,133
A5100461783,2006,-1,5,258
A5100461783,2006,0,8,3149
A5100461783,2006,1,4,13
A5100461783,2006,2,7,62
A5100461783,2006,3,7,232
A5100461783,2006,4,9,105
A5100461783,2006,5,14,272
A5054877198,2006,-5,3,15
A5054877198,2006,-4,3,31
A5054877198,2006,-3,3,3
A5054877198,2006,-2,4,14
A5054877198,2006,-1,6,20
A5054877198,2006,0,6,1966
A5054877198,2006,1,3,13
A5054877198,2006,2,7,35
A5054877198,2006,3,6,46
A5054877198,2006,4,3,13
A5054877198,2006,5,3,32
A5005340983,2006,-5,0,0
A5005340983,2006,-4,1,12
A5005340983,2006,-3,4,286
A5005340983,2006,-2,5,284
A5005340983,2006,-1,8,1553
A5005340983,2006,0,10,10865
A5005340983,2006,1,3,54
A5005340983,2006,2,4,372
A5005340983,2006,3,4,915
A5005340983,2006,4,4,1099
A5005340983,2006,5,6,1628
A5110279104,2006,-5,0,0
A5110279104,2006,-4,9,1819
A5110279104,2006,-3,6,1613
A5110279104,2006,-2,3,455
A5110279104,2006,-1,8,11341
A5110279104,2006,0,7,10383
A5110279104,2006,1,2,936
A5110279104,2006,2,2,2100
A5110279104,2006,3,2,828
A5110279104,2006,4,0,0
A5110279104,2006,5,2,1765
A5028352869,2006,-5,5,7412
A5028352869,2006,-4,4,4146
A5028352869,2006,-3,2,56
A5028352869,2006,-2,1,4577
A5028352869,2006,-1,3,361
A5028352869,2006,0,8,2263
A5028352869,2006,1,6,371
A5028352869,2006,2,2,188
A5028352869,2006,3,5,143
A5028352869,2006,4,4,1022
A5028352869,2006,5,11,746
A5019185222,2006,-5,0,0
A5019185222,2006,-4,5,120
A5019185222,2006,-3,1,2
A5019185222,2006,-2,1,184
A5019185222,2006,-1,1,14
A5019185222,2006,0,5,2065
A5019185222,2006,1,5,59
A5019185222,2006,2,1,36
A5019185222,2006,3,4,985
A5019185222,2006,4,0,0
A5019185222,2006,5,5,27
A5090138078,2007,-5,3,1309
A5090138078,2007,-4,12,352
A5090138078,2007,-3,3,171
A5090138078,2007,-2,6,140
A5090138078,2007,-1,12,1343
A5090138078,2007,0,16,812
A5090138078,2007,1,12,747
A5090138078,2007,2,18,320
A5090138078,2007,3,13,220
A5090138078,2007,4,23,695
A5090138078,2007,5,10,410
A5034778174,2007,-5,12,534
A5034778174,2007,-4,11,145
A5034778174,2007,-3,15,227
A5034778174,2007,-2,6,34
A5034778174,2007,-1,13,133
A5034778174,2007,0,17,612
A5034778174,2007,1,18,142
A5034778174,2007,2,14,114
A5034778174,2007,3,24,264
A5034778174,2007,4,13,115
A5034778174,2007,5,26,124
A5083563896,2007,-5,2,21
A5083563896,2007,-4,17,51
A5083563896,2007,-3,12,356
A5083563896,2007,-2,8,25
A5083563896,2007,-1,9,325
A5083563896,2007,0,10,510
A5083563896,2007,1,7,271
A5083563896,2007,2,14,286
A5083563896,2007,3,10,153
A5083563896,2007,4,7,51
A5083563896,2007,5,5,52
A5012081424,2007,-5,4,1313
A5012081424,2007,-4,12,202
A5012081424,2007,-3,14,842
A5012081424,2007,-2,10,154
A5012081424,2007,-1,10,1206
A5012081424,2007,0,7,387
A5012081424,2007,1,7,69
A5012081424,2007,2,8,226
A5012081424,2007,3,5,56
A5012081424,2007,4,9,107
A5012081424,2007,5,2,38
A5015162425,2007,-5,5,1621
A5015162425,2007,-4,3,298
A5015162425,2007,-3,6,379
A5015162425,2007,-2,3,375
A5015162425,2007,-1,11,489
A5015162425,2007,0,10,905
A5015162425,2007,1,12,1322
A5015162425,2007,2,10,696
A5015162425,2007,3,14,1457
A5015162425,2007,4,5,159
A5015162425,2007,5,8,574
A5024299583,2007,-5,15,934
A5024299583,2007,-4,13,639
A5024299583,2007,-3,23,1564
A5024299583,2007,-2,28,2575
A5024299583,2007,-1,22,558
A5024299583,2007,0,19,1848
A5024299583,2007,1,19,1603
A5024299583,2007,2,26,1028
A5024299583,2007,3,12,873
A5024299583,2007,4,9,374
A5024299583,2007,5,15,821
A5109394052,2007,-5,2,12
A5109394052,2007,-4,0,0
A5109394052,2007,-3,1,164
A5109394052,2007,-2,1,3
A5109394052,2007,-1,2,0
A5109394052,2007,0,3,357
A5109394052,2007,1,4,2
A5109394052,2007,2,2,0
A5109394052,2007,3,3,1
A5109394052,2007,4,3,67
A5109394052,2007,5,1,1
A5080982288,2007,-5,2,127
A5080982288,2007,-4,4,821
A5080982288,2007,-3,4,204
A5080982288,2007,-2,4,510
A5080982288,2007,-1,6,406
A5080982288,2007,0,7,764
A5080982288,2007,1,10,813
A5080982288,2007,2,6,200
A5080982288,2007,3,3,222
A5080982288,2007,4,9,944
A5080982288,2007,5,5,0
A5026264194,2007,-5,13,227
A5026264194,2007,-4,21,765
A5026264194,2007,-3,14,954
A5026264194,2007,-2,21,747
A5026264194,2007,-1,17,1904
A5026264194,2007,0,27,1946
A5026264194,2007,1,26,1213
A5026264194,2007,2,35,918
A5026264194,2007,3,29,1689
A5026264194,2007,4,43,3227
A5026264194,2007,5,36,1226
A5110256670,2011,-5,9,446
A5110256670,2011,-4,12,675
A5110256670,2011,-3,11,555
A5110256670,2011,-2,11,417
A5110256670,2011,-1,4,81
A5110256670,2011,0,4,1675
A5110256670,2011,1,25,307
A5110256670,2011,2,10,252
A5110256670,2011,3,5,418
A5110256670,2011,4,2,33
A5110256670,2011,5,4,432
A5051301731,2011,-5,11,434
A5051301731,2011,-4,11,556
A5051301731,2011,-3,16,1423
A5051301731,2011,-2,11,488
A5051301731,2011,-1,6,3641
A5051301731,2011,0,6,1495
A5051301731,2011,1,8,318
A5051301731,2011,2,7,85
A5051301731,2011,3,7,1217
A5051301731,2011,4,4,160
A5051301731,2011,5,1,111
A5067621853,2011,-5,11,1996
A5067621853,2011,-4,8,513
A5067621853,2011,-3,12,2330
A5067621853,2011,-2,18,2580
A5067621853,2011,-1,8,566
A5067621853,2011,0,11,1927
A5067621853,2011,1,26,391
A5067621853,2011,2,8,59
A5067621853,2011,3,5,272
A5067621853,2011,4,4,82
A5067621853,2011,5,8,308
A5003985505,2011,-5,6,494
A5003985505,2011,-4,7,564
A5003985505,2011,-3,1,44
A5003985505,2011,-2,3,1200
A5003985505,2011,-1,2,548
A5003985505,2011,0,2,1867
A5003985505,2011,1,8,330
A5003985505,2011,2,1,18
A5003985505,2011,3,4,32
A5003985505,2011,4,1,3
A5003985505,2011,5,2,256
A5067250964,2011,-5,3,236
A5067250964,2011,-4,1,695
A5067250964,2011,-3,4,273
A5067250964,2011,-2,7,4031
A5067250964,2011,-1,5,864
A5067250964,2011,0,2,1050
A5067250964,2011,1,3,202
A5067250964,2011,2,1,109
A5067250964,2011,3,6,508
A5067250964,2011,4,3,983
A5067250964,2011,5,5,36
A5085248097,2011,-5,5,3694
A5085248097,2011,-4,5,3353
A5085248097,2011,-3,4,576
A5085248097,2011,-2,4,1180
A5085248097,2011,-1,9,1355
A5085248097,2011,0,12,1678
A5085248097,2011,1,9,796
A5085248097,2011,2,8,530
A5085248097,2011,3,7,1009
A5085248097,2011,4,8,669
A5085248097,2011,5,5,944
A5007560593,2011,-5,0,0
A5007560593,2011,-4,2,363
A5007560593,2011,-3,3,215
A5007560593,2011,-2,1,1055
A5007560593,2011,-1,2,131
A5007560593,2011,0,3,1054
A5007560593,2011,1,0,0
A5007560593,2011,2,0,0
A5007560593,2011,3,3,0
A5007560593,2011,4,1,0
A5007560593,2011,5,0,0
A5011858791,2011,-5,9,3104
A5011858791,2011,-4,9,1070
A5011858791,2011,-3,4,398
A5011858791,2011,-2,7,1038
A5011858791,2011,-1,7,1391
A5011858791,2011,0,8,2210
A5011858791,2011,1,8,392
A5011858791,2011,2,2,110
A5011858791,2011,3,5,302
A5011858791,2011,4,2,14
A5011858791,2011,5,1,99
A5068254275,2011,-5,6,6415
A5068254275,2011,-4,9,3384
A5068254275,2011,-3,7,802
A5068254275,2011,-2,9,2215
A5068254275,2011,-1,7,1454
A5068254275,2011,0,8,2302
A5068254275,2011,1,8,187
A5068254275,2011,2,5,160
A5068254275,2011,3,8,674
A5068254275,2011,4,8,1332
A5068254275,2011,5,4,230
A5077002817,2011,-5,23,8701
A5077002817,2011,-4,9,3711
A5077002817,2011,-3,8,3190
A5077002817,2011,-2,9,2290
A5077002817,2011,-1,35,5803
