award_id,conference,year,award_title,award_authors,award_url,match_score,openalex_id,openalex_title,cited_by_count,publication_date,authorships
0,CHI,2018,Agile 3D Sketching with Air Scaffolding,"Yongkwan Kim, KAIST ; et al. Sang-Gyun An, KAIST Joon Hyub Lee, KAIST Seok-Hyung Bae, KAIST",https://www.semanticscholar.org/paper/51eca42a98965a919fc06aae55605d92a8b2fde2,100,https://openalex.org/W4255717503,Agile 3D Sketching with Air Scaffolding,41,2018-04-20,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5040685721"", ""display_name"": ""Yongkwan Kim"", ""orcid"": ""https://orcid.org/0000-0002-3471-1260""}, ""institutions"": [{""id"": ""https://openalex.org/I157485424"", ""display_name"": ""Korea Advanced Institute of Science and Technology"", ""ror"": ""https://ror.org/05apxxy63"", ""country_code"": ""KR"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I157485424""]}], ""countries"": [""KR""], ""is_corresponding"": true, ""raw_author_name"": ""Yongkwan Kim"", ""raw_affiliation_strings"": [""Korea Advanced Institute of Science &amp; Technology, Daejeon, Rebublic of Korea""], ""affiliations"": [{""raw_affiliation_string"": ""Korea Advanced Institute of Science &amp; Technology, Daejeon, Rebublic of Korea"", ""institution_ids"": [""https://openalex.org/I157485424""]}]}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5032195981"", ""display_name"": ""Sang-Gyun An"", ""orcid"": null}, ""institutions"": [{""id"": ""https://openalex.org/I157485424"", ""display_name"": ""Korea Advanced Institute of Science and Technology"", ""ror"": ""https://ror.org/05apxxy63"", ""country_code"": ""KR"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I157485424""]}], ""countries"": [""KR""], ""is_corresponding"": false, ""raw_author_name"": ""Sang-Gyun An"", ""raw_affiliation_strings"": [""Korea Advanced Institute of Science &amp; Technology, Daejeon, Rebublic of Korea""], ""affiliations"": [{""raw_affiliation_string"": ""Korea Advanced Institute of Science &amp; Technology, Daejeon, Rebublic of Korea"", ""institution_ids"": [""https://openalex.org/I157485424""]}]}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5029738364"", ""display_name"": ""Joon Hyub Lee"", ""orcid"": ""https://orcid.org/0000-0003-3740-5864""}, ""institutions"": [{""id"": ""https://openalex.org/I157485424"", ""display_name"": ""Korea Advanced Institute of Science and Technology"", ""ror"": ""https://ror.org/05apxxy63"", ""country_code"": ""KR"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I157485424""]}], ""countries"": [""KR""], ""is_corresponding"": false, ""raw_author_name"": ""Joon Hyub Lee"", ""raw_affiliation_strings"": [""Korea Advanced Institute of Science &amp; Technology, Daejeon, Rebublic of Korea""], ""affiliations"": [{""raw_affiliation_string"": ""Korea Advanced Institute of Science &amp; Technology, Daejeon, Rebublic of Korea"", ""institution_ids"": [""https://openalex.org/I157485424""]}]}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5034851596"", ""display_name"": ""Seok-Hyung Bae"", ""orcid"": ""https://orcid.org/0000-0001-7922-2623""}, ""institutions"": [{""id"": ""https://openalex.org/I157485424"", ""display_name"": ""Korea Advanced Institute of Science and Technology"", ""ror"": ""https://ror.org/05apxxy63"", ""country_code"": ""KR"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I157485424""]}], ""countries"": [""KR""], ""is_corresponding"": false, ""raw_author_name"": ""Seok-Hyung Bae"", ""raw_affiliation_strings"": [""Korea Advanced Institute of Science &amp; Technology, Daejeon, Rebublic of Korea""], ""affiliations"": [{""raw_affiliation_string"": ""Korea Advanced Institute of Science &amp; Technology, Daejeon, Rebublic of Korea"", ""institution_ids"": [""https://openalex.org/I157485424""]}]}]"
6,CHI,2018,Addressing Age-Related Bias in Sentiment Analysis,"Mark Diaz, Northwestern University ; et al. Isaac Johnson, Northwestern University Amanda Lazar, University of Maryland Anne Marie Piper, Northwestern University Darren Gergle, Northwestern University",https://www.semanticscholar.org/paper/fe4a5554482d124fc7dff24d3f3bbd7a46ead900,100,https://openalex.org/W2795975316,Addressing Age-Related Bias in Sentiment Analysis,134,2018-04-20,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5012652561"", ""display_name"": ""Mark D\u00edaz"", ""orcid"": ""https://orcid.org/0000-0003-0167-9839""}, ""institutions"": [{""id"": ""https://openalex.org/I111979921"", ""display_name"": ""Northwestern University"", ""ror"": ""https://ror.org/000e0be47"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I111979921""]}], ""countries"": [""US""], ""is_corresponding"": true, ""raw_author_name"": ""Mark Diaz"", ""raw_affiliation_strings"": [""Northwestern University, Evanston, IL, USA""], ""affiliations"": [{""raw_affiliation_string"": ""Northwestern University, Evanston, IL, USA"", ""institution_ids"": [""https://openalex.org/I111979921""]}]}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5034891790"", ""display_name"": ""Isaac Johnson"", ""orcid"": ""https://orcid.org/0000-0002-8869-3010""}, ""institutions"": [{""id"": ""https://openalex.org/I111979921"", ""display_name"": ""Northwestern University"", ""ror"": ""https://ror.org/000e0be47"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I111979921""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Isaac Johnson"", ""raw_affiliation_strings"": [""Northwestern University, Evanston, IL, USA""], ""affiliations"": [{""raw_affiliation_string"": ""Northwestern University, Evanston, IL, USA"", ""institution_ids"": [""https://openalex.org/I111979921""]}]}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5014790341"", ""display_name"": ""Amanda Lazar"", ""orcid"": ""https://orcid.org/0000-0001-8110-4239""}, ""institutions"": [{""id"": ""https://openalex.org/I66946132"", ""display_name"": ""University of Maryland, College Park"", ""ror"": ""https://ror.org/047s2c258"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I66946132""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Amanda Lazar"", ""raw_affiliation_strings"": [""University of Maryland, College Park, MD, USA""], ""affiliations"": [{""raw_affiliation_string"": ""University of Maryland, College Park, MD, USA"", ""institution_ids"": [""https://openalex.org/I66946132""]}]}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5066173469"", ""display_name"": ""Anne Marie Piper"", ""orcid"": ""https://orcid.org/0000-0003-3085-3277""}, ""institutions"": [{""id"": ""https://openalex.org/I111979921"", ""display_name"": ""Northwestern University"", ""ror"": ""https://ror.org/000e0be47"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I111979921""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Anne Marie Piper"", ""raw_affiliation_strings"": [""Northwestern University, Evanston, IL, USA""], ""affiliations"": [{""raw_affiliation_string"": ""Northwestern University, Evanston, IL, USA"", ""institution_ids"": [""https://openalex.org/I111979921""]}]}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5061173804"", ""display_name"": ""Darren Gergle"", ""orcid"": ""https://orcid.org/0000-0003-4052-0214""}, ""institutions"": [{""id"": ""https://openalex.org/I111979921"", ""display_name"": ""Northwestern University"", ""ror"": ""https://ror.org/000e0be47"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I111979921""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Darren Gergle"", ""raw_affiliation_strings"": [""Northwestern University, Evanston, IL, USA""], ""affiliations"": [{""raw_affiliation_string"": ""Northwestern University, Evanston, IL, USA"", ""institution_ids"": [""https://openalex.org/I111979921""]}]}]"
9,CHI,2018,How Relevant are Incidental Power Poses for HCI?,"Yvonne Jansen, Sorbonne University Kasper Hornbæk, University of Copenhagen",https://www.semanticscholar.org/paper/a81adf83dbac7a957b1da4451562d85a705a780f,100,https://openalex.org/W2795620203,How Relevant are Incidental Power Poses for HCI?,8,2018-04-19,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5074985413"", ""display_name"": ""Yvonne Jansen"", ""orcid"": ""https://orcid.org/0000-0001-5092-551X""}, ""institutions"": [{""id"": ""https://openalex.org/I1294671590"", ""display_name"": ""Centre National de la Recherche Scientifique"", ""ror"": ""https://ror.org/02feahw73"", ""country_code"": ""FR"", ""type"": ""government"", ""lineage"": [""https://openalex.org/I1294671590""]}, {""id"": ""https://openalex.org/I39804081"", ""display_name"": ""Sorbonne Universit\u00e9"", ""ror"": ""https://ror.org/02en5vm52"", ""country_code"": ""FR"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I39804081""]}, {""id"": ""https://openalex.org/I4210150358"", ""display_name"": ""Institut Syst\u00e8mes Intelligents et de Robotique"", ""ror"": ""https://ror.org/05neq8668"", ""country_code"": ""FR"", ""type"": ""facility"", ""lineage"": [""https://openalex.org/I1294671590"", ""https://openalex.org/I1294671590"", ""https://openalex.org/I154526488"", ""https://openalex.org/I39804081"", ""https://openalex.org/I4210150358"", ""https://openalex.org/I4210159245""]}], ""countries"": [""FR""], ""is_corresponding"": true, ""raw_author_name"": ""Yvonne Jansen"", ""raw_affiliation_strings"": [""Sorbonne Universit\u00e9, CNRS, ISIR, Paris, France""], ""affiliations"": [{""raw_affiliation_string"": ""Sorbonne Universit\u00e9, CNRS, ISIR, Paris, France"", ""institution_ids"": [""https://openalex.org/I4210150358"", ""https://openalex.org/I1294671590"", ""https://openalex.org/I39804081""]}]}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5015615908"", ""display_name"": ""Kasper Hornb\u00e6k"", ""orcid"": ""https://orcid.org/0000-0001-8742-1198""}, ""institutions"": [{""id"": ""https://openalex.org/I124055696"", ""display_name"": ""University of Copenhagen"", ""ror"": ""https://ror.org/035b05819"", ""country_code"": ""DK"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I124055696""]}], ""countries"": [""DK""], ""is_corresponding"": false, ""raw_author_name"": ""Kasper Hornb\u00e6k"", ""raw_affiliation_strings"": [""University of Copenhagen, Copenhagen, Denmark""], ""affiliations"": [{""raw_affiliation_string"": ""University of Copenhagen, Copenhagen, Denmark"", ""institution_ids"": [""https://openalex.org/I124055696""]}]}]"
10,CHI,2018,Voice Interfaces in Everyday Life,"Martin Porcheron, University of Nottingham ; et al. Joel E. Fischer, University of Nottingham Stuart Reeves, University of Nottingham Sarah Sharples, University of Nottingham",https://www.semanticscholar.org/paper/4ace92c22a895d5e23e58de8d738df8e500d8d79,100,https://openalex.org/W2787712888,Voice Interfaces in Everyday Life,657,2018-04-20,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5063697388"", ""display_name"": ""Martin Porcheron"", ""orcid"": ""https://orcid.org/0000-0003-3814-7174""}, ""institutions"": [{""id"": ""https://openalex.org/I142263535"", ""display_name"": ""University of Nottingham"", ""ror"": ""https://ror.org/01ee9ar58"", ""country_code"": ""GB"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I142263535""]}], ""countries"": [""GB""], ""is_corresponding"": true, ""raw_author_name"": ""Martin Porcheron"", ""raw_affiliation_strings"": [""University of Nottingham, Nottingham, United Kingdom""], ""affiliations"": [{""raw_affiliation_string"": ""University of Nottingham, Nottingham, United Kingdom"", ""institution_ids"": [""https://openalex.org/I142263535""]}]}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5091627990"", ""display_name"": ""Joel E. Fischer"", ""orcid"": ""https://orcid.org/0000-0001-8878-2454""}, ""institutions"": [{""id"": ""https://openalex.org/I142263535"", ""display_name"": ""University of Nottingham"", ""ror"": ""https://ror.org/01ee9ar58"", ""country_code"": ""GB"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I142263535""]}], ""countries"": [""GB""], ""is_corresponding"": false, ""raw_author_name"": ""Joel E. Fischer"", ""raw_affiliation_strings"": [""University of Nottingham, Nottingham, United Kingdom""], ""affiliations"": [{""raw_affiliation_string"": ""University of Nottingham, Nottingham, United Kingdom"", ""institution_ids"": [""https://openalex.org/I142263535""]}]}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5020860057"", ""display_name"": ""Stuart Reeves"", ""orcid"": ""https://orcid.org/0000-0001-7145-3320""}, ""institutions"": [{""id"": ""https://openalex.org/I142263535"", ""display_name"": ""University of Nottingham"", ""ror"": ""https://ror.org/01ee9ar58"", ""country_code"": ""GB"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I142263535""]}], ""countries"": [""GB""], ""is_corresponding"": false, ""raw_author_name"": ""Stuart Reeves"", ""raw_affiliation_strings"": [""The University of Nottingham, Nottingham, United Kingdom""], ""affiliations"": [{""raw_affiliation_string"": ""The University of Nottingham, Nottingham, United Kingdom"", ""institution_ids"": [""https://openalex.org/I142263535""]}]}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5054151701"", ""display_name"": ""Sarah Sharples"", ""orcid"": ""https://orcid.org/0000-0003-0288-915X""}, ""institutions"": [{""id"": ""https://openalex.org/I142263535"", ""display_name"": ""University of Nottingham"", ""ror"": ""https://ror.org/01ee9ar58"", ""country_code"": ""GB"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I142263535""]}], ""countries"": [""GB""], ""is_corresponding"": false, ""raw_author_name"": ""Sarah Sharples"", ""raw_affiliation_strings"": [""University of Nottingham, Nottingham, United Kingdom""], ""affiliations"": [{""raw_affiliation_string"": ""University of Nottingham, Nottingham, United Kingdom"", ""institution_ids"": [""https://openalex.org/I142263535""]}]}]"
17,CHI,2018,Expressive Time Series Querying with Hand-Drawn Scale-Free Sketches,"Miro Mannino & Azza Abouzied, New York University",https://www.semanticscholar.org/paper/b145f72d9abc4b2c48a46fd1bdc4476a4b5fa4f8,100,https://openalex.org/W2795442664,Expressive Time Series Querying with Hand-Drawn Scale-Free Sketches,60,2018-04-20,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5075026385"", ""display_name"": ""Miro Mannino"", ""orcid"": ""https://orcid.org/0000-0001-7738-1815""}, ""institutions"": [], ""countries"": [], ""is_corresponding"": true, ""raw_author_name"": ""Miro Mannino"", ""raw_affiliation_strings"": [""New York University - Abu Dhabi, Abu Dhabi, Uae""], ""affiliations"": [{""raw_affiliation_string"": ""New York University - Abu Dhabi, Abu Dhabi, Uae"", ""institution_ids"": []}]}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5044418740"", ""display_name"": ""Azza Abouzied"", ""orcid"": ""https://orcid.org/0000-0003-4273-2536""}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Azza Abouzied"", ""raw_affiliation_strings"": [""New York University - Abu Dhabi, Abu Dhabi, Uae""], ""affiliations"": [{""raw_affiliation_string"": ""New York University - Abu Dhabi, Abu Dhabi, Uae"", ""institution_ids"": []}]}]"
19,CHI,2018,Experiencing the Body as Play,"Florian 'Floyd' Mueller, RMIT University ; et al. Richard Byrne, RMIT University Josh Andres, RMIT University Rakesh Patibanda, RMIT University",https://www.semanticscholar.org/paper/50d76e61ecdf56c118e116cfd16d1cd95031b28f,100,https://openalex.org/W2795552328,Experiencing the Body as Play,117,2018-04-20,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5071394525"", ""display_name"": ""Florian Mueller"", ""orcid"": ""https://orcid.org/0000-0001-6472-3476""}, ""institutions"": [{""id"": ""https://openalex.org/I82951845"", ""display_name"": ""RMIT University"", ""ror"": ""https://ror.org/04ttjf776"", ""country_code"": ""AU"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I82951845""]}], ""countries"": [""AU""], ""is_corresponding"": true, ""raw_author_name"": ""Florian 'Floyd' Mueller"", ""raw_affiliation_strings"": [""RMIT University, Melbourne, VIC, Australia""], ""affiliations"": [{""raw_affiliation_string"": ""RMIT University, Melbourne, VIC, Australia"", ""institution_ids"": [""https://openalex.org/I82951845""]}]}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5012929048"", ""display_name"": ""Richard Byrne"", ""orcid"": ""https://orcid.org/0000-0002-6391-0496""}, ""institutions"": [{""id"": ""https://openalex.org/I82951845"", ""display_name"": ""RMIT University"", ""ror"": ""https://ror.org/04ttjf776"", ""country_code"": ""AU"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I82951845""]}], ""countries"": [""AU""], ""is_corresponding"": false, ""raw_author_name"": ""Richard Byrne"", ""raw_affiliation_strings"": [""RMIT University, Melbourne, VIC, Australia""], ""affiliations"": [{""raw_affiliation_string"": ""RMIT University, Melbourne, VIC, Australia"", ""institution_ids"": [""https://openalex.org/I82951845""]}]}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5086240513"", ""display_name"": ""Josh Andr\u00e9s"", ""orcid"": ""https://orcid.org/0000-0001-5882-3139""}, ""institutions"": [{""id"": ""https://openalex.org/I82951845"", ""display_name"": ""RMIT University"", ""ror"": ""https://ror.org/04ttjf776"", ""country_code"": ""AU"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I82951845""]}], ""countries"": [""AU""], ""is_corresponding"": false, ""raw_author_name"": ""Josh Andres"", ""raw_affiliation_strings"": [""RMIT University, Melbourne, VIC , Australia""], ""affiliations"": [{""raw_affiliation_string"": ""RMIT University, Melbourne, VIC , Australia"", ""institution_ids"": [""https://openalex.org/I82951845""]}]}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5061987881"", ""display_name"": ""Rakesh Patibanda"", ""orcid"": ""https://orcid.org/0000-0002-2501-9969""}, ""institutions"": [{""id"": ""https://openalex.org/I82951845"", ""display_name"": ""RMIT University"", ""ror"": ""https://ror.org/04ttjf776"", ""country_code"": ""AU"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I82951845""]}], ""countries"": [""AU""], ""is_corresponding"": false, ""raw_author_name"": ""Rakesh Patibanda"", ""raw_affiliation_strings"": [""RMIT University, Melbourne, VIC , Australia""], ""affiliations"": [{""raw_affiliation_string"": ""RMIT University, Melbourne, VIC , Australia"", ""institution_ids"": [""https://openalex.org/I82951845""]}]}]"
24,CHI,2018,Extending Manual Drawing Practices with Artist-Centric Programming Tools,"Jennifer Jacobs, Massachusetts Institute of Technology ; et al. Joel Brandt, Adobe Radomír Mech, Adobe Mitchel Resnick, Massachusetts Institute of Technology",https://www.semanticscholar.org/paper/4068b28a0568fc090c2b943057a89461e8f4450e,100,https://openalex.org/W2796058046,Extending Manual Drawing Practices with Artist-Centric Programming Tools,50,2018-04-20,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5058644728"", ""display_name"": ""Jennifer Jacobs"", ""orcid"": ""https://orcid.org/0000-0001-8666-8527""}, ""institutions"": [{""id"": ""https://openalex.org/I63966007"", ""display_name"": ""Massachusetts Institute of Technology"", ""ror"": ""https://ror.org/042nb2s44"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I63966007""]}], ""countries"": [""US""], ""is_corresponding"": true, ""raw_author_name"": ""Jennifer Jacobs"", ""raw_affiliation_strings"": [""Massachusetts Institute of Technology, Cambridge, MA, USA""], ""affiliations"": [{""raw_affiliation_string"": ""Massachusetts Institute of Technology, Cambridge, MA, USA"", ""institution_ids"": [""https://openalex.org/I63966007""]}]}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5023292508"", ""display_name"": ""Joel Brandt"", ""orcid"": ""https://orcid.org/0000-0002-1809-3992""}, ""institutions"": [{""id"": ""https://openalex.org/I1306409833"", ""display_name"": ""Adobe Systems (United States)"", ""ror"": ""https://ror.org/059tvcg64"", ""country_code"": ""US"", ""type"": ""company"", ""lineage"": [""https://openalex.org/I1306409833""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Joel Brandt"", ""raw_affiliation_strings"": [""Adobe Research, San Francisco, CA, USA""], ""affiliations"": [{""raw_affiliation_string"": ""Adobe Research, San Francisco, CA, USA"", ""institution_ids"": [""https://openalex.org/I1306409833""]}]}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5060956547"", ""display_name"": ""Radom\u00edr M\u011bch"", ""orcid"": ""https://orcid.org/0000-0002-5558-0327""}, ""institutions"": [{""id"": ""https://openalex.org/I1306409833"", ""display_name"": ""Adobe Systems (United States)"", ""ror"": ""https://ror.org/059tvcg64"", ""country_code"": ""US"", ""type"": ""company"", ""lineage"": [""https://openalex.org/I1306409833""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Radom\u00edr Mech"", ""raw_affiliation_strings"": [""Adobe Research, San Jose, CA, USA""], ""affiliations"": [{""raw_affiliation_string"": ""Adobe Research, San Jose, CA, USA"", ""institution_ids"": [""https://openalex.org/I1306409833""]}]}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5111684967"", ""display_name"": ""Mitchel Resnick"", ""orcid"": null}, ""institutions"": [{""id"": ""https://openalex.org/I63966007"", ""display_name"": ""Massachusetts Institute of Technology"", ""ror"": ""https://ror.org/042nb2s44"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I63966007""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Mitchel Resnick"", ""raw_affiliation_strings"": [""Massachusetts Institute of Technology, Cambridge, MA, USA""], ""affiliations"": [{""raw_affiliation_string"": ""Massachusetts Institute of Technology, Cambridge, MA, USA"", ""institution_ids"": [""https://openalex.org/I63966007""]}]}]"
25,ICML,2018,Obfuscated Gradients Give a False Sense of Security: Circumventing Defenses to Adversarial Examples,"Anish Athalye, Massachusetts Institute of Technology ; et al. Nicholas Carlini, University of California, Berkeley David Wagner, University of California, Berkeley",https://www.semanticscholar.org/paper/651adaa058f821a890f2c5d1053d69eb481a8352,100,https://openalex.org/W2787708942,Obfuscated Gradients Give a False Sense of Security: Circumventing Defenses to Adversarial Examples,1163,2018-02-01,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5091720485"", ""display_name"": ""Anish Athalye"", ""orcid"": ""https://orcid.org/0000-0001-9355-6857""}, ""institutions"": [{""id"": ""https://openalex.org/I63966007"", ""display_name"": ""Massachusetts Institute of Technology"", ""ror"": ""https://ror.org/042nb2s44"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I63966007""]}], ""countries"": [""US""], ""is_corresponding"": true, ""raw_author_name"": ""Athalye, Anish"", ""raw_affiliation_strings"": [""Massachusetts Institute of Technology, Cambridge, United States""], ""affiliations"": [{""raw_affiliation_string"": ""Massachusetts Institute of Technology, Cambridge, United States"", ""institution_ids"": [""https://openalex.org/I63966007""]}]}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5034257647"", ""display_name"": ""Nicholas Carlini"", ""orcid"": ""https://orcid.org/0000-0002-1463-3461""}, ""institutions"": [{""id"": ""https://openalex.org/I95457486"", ""display_name"": ""University of California, Berkeley"", ""ror"": ""https://ror.org/01an7q238"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I95457486""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Carlini, Nicholas"", ""raw_affiliation_strings"": [""University of California, Berkeley, Berkeley, United States""], ""affiliations"": [{""raw_affiliation_string"": ""University of California, Berkeley, Berkeley, United States"", ""institution_ids"": [""https://openalex.org/I95457486""]}]}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5062174672"", ""display_name"": ""David Wagner"", ""orcid"": ""https://orcid.org/0000-0001-7728-4273""}, ""institutions"": [{""id"": ""https://openalex.org/I95457486"", ""display_name"": ""University of California, Berkeley"", ""ror"": ""https://ror.org/01an7q238"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I95457486""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Wagner, David"", ""raw_affiliation_strings"": [""University of California, Berkeley, Berkeley, United States""], ""affiliations"": [{""raw_affiliation_string"": ""University of California, Berkeley, Berkeley, United States"", ""institution_ids"": [""https://openalex.org/I95457486""]}]}]"
