author_id,award_year,pre_pubs,post_pubs,pre_cits,post_cits,pub_lift,cit_lift,conference,author_position,group
A5017985443,2015,2.8,8.8,759.6,1288.8,6.000000000000001,529.1999999999999,NeurIPS,middle,nonaward
A5018023802,2014,3.4,1.0,76.2,54.0,-2.4,-22.200000000000003,S&P,first,nonaward
A5018122494,2017,19.6,28.0,557.8,590.8,8.399999999999999,33.0,ICCV,middle,nonaward
A5018122494,2017,19.6,28.0,557.8,590.8,8.399999999999999,33.0,S&P,middle,nonaward
A5018394419,2008,0.0,1.2,0.0,253.6,1.2,253.6,OSDI,last,nonaward
A5018423252,2012,0.0,0.2,0.0,4.6,0.2,4.6,AAAI,middle,nonaward
A5018478116,2017,3.8,2.0,1168.6,196.6,-1.7999999999999998,-971.9999999999999,SIGIR,first,nonaward
A5018504427,2003,2.6,10.4,12.0,750.8,7.800000000000001,738.8,SOSP,middle,nonaward
A5018504427,2007,7.2,18.0,2561.0,685.8,10.8,-1875.2,SOSP,last,nonaward
A5018550156,2015,0.2,0.0,4.0,0.0,-0.2,-4.0,S&P,middle,nonaward
A5018630988,2013,4.2,8.4,136.2,471.0,4.2,334.8,VLDB,middle,nonaward
A5018659692,2018,7.2,8.4,246.8,196.0,1.2000000000000002,-50.80000000000001,SODA,middle,nonaward
A5018777906,2003,3.0,11.0,185.4,776.8,8.0,591.4,FOCS,middle,nonaward
A5018923627,2013,0.0,0.0,0.0,0.0,0.0,0.0,VLDB,middle,nonaward
A5019043770,2016,15.2,12.6,1221.0,398.8,-2.5999999999999996,-822.2,NSDI,last,nonaward
A5019106673,2018,4.0,16.0,183.0,132.2,12.0,-50.80000000000001,AAAI,middle,nonaward
A5019185222,2006,1.6,3.0,64.0,221.4,1.4,157.4,CVPR,last,nonaward
A5019241553,2017,5.2,23.6,2264.0,2629.2,18.400000000000002,365.1999999999998,NeurIPS,middle,nonaward
A5019300625,2015,3.6,4.2,660.0,124.4,0.6000000000000001,-535.6,ICSE,middle,nonaward
A5019313176,2017,0.0,0.0,0.0,0.0,0.0,0.0,ICCV,middle,nonaward
A5019313176,2017,0.0,0.0,0.0,0.0,0.0,0.0,S&P,middle,nonaward
A5019339179,2018,1.2,1.4,6.0,90.2,0.19999999999999996,84.2,ACL,middle,nonaward
A5019339179,2018,1.2,1.4,6.0,90.2,0.19999999999999996,84.2,ICML,middle,nonaward
A5019339179,2018,1.2,1.4,6.0,90.2,0.19999999999999996,84.2,ICSE,middle,nonaward
A5019339179,2018,1.2,1.4,6.0,90.2,0.19999999999999996,84.2,IJCAI,middle,nonaward
A5019339179,2018,1.2,1.4,6.0,90.2,0.19999999999999996,84.2,KDD,middle,nonaward
A5019339179,2018,1.2,1.4,6.0,90.2,0.19999999999999996,84.2,NeurIPS,middle,nonaward
A5019539533,2010,33.8,55.8,3963.0,9903.8,22.0,5940.799999999999,VLDB,last,nonaward
A5019539533,2014,60.4,55.4,11092.6,1917.6,-5.0,-9175.0,VLDB,last,nonaward
A5019677811,2010,1.4,6.2,80.8,95.0,4.800000000000001,14.200000000000003,CIKM,first,nonaward
A5019748631,2007,1.8,0.0,51.4,0.0,-1.8,-51.4,SOSP,middle,nonaward
A5019809723,2014,15.0,26.0,749.4,965.0,11.0,215.60000000000002,SODA,middle,nonaward
A5019859264,2014,0.0,0.0,0.0,0.0,0.0,0.0,ICSE,first,nonaward
A5019961334,2014,27.8,52.8,837.8,2619.8,24.999999999999996,1782.0000000000002,SODA,middle,nonaward
A5019968861,2009,0.8,1.2,6.6,14.4,0.3999999999999999,7.800000000000001,S&P,middle,nonaward
A5020003045,2013,1.8,1.0,276.4,47.0,-0.8,-229.39999999999998,UIST,middle,nonaward
A5020086434,2015,1.6,7.2,243.6,104.8,5.6,-138.8,SOSP,middle,nonaward
A5020091080,2012,9.2,9.4,385.8,148.2,0.20000000000000107,-237.60000000000002,AAAI,middle,nonaward
A5020147981,2003,1.0,4.8,8.0,479.4,3.8,471.4,ICSE,first,nonaward
A5020275137,2010,1.2,2.2,222.6,114.8,1.0000000000000002,-107.8,VLDB,first,nonaward
A5020276561,2014,3.0,10.0,17.2,853.0,7.0,835.8,MOBICOM,middle,nonaward
A5020353111,2018,28.0,15.4,1418.6,525.6,-12.6,-892.9999999999999,SODA,middle,nonaward
A5020375635,2012,21.0,29.8,1546.4,481.2,8.8,-1065.2,SODA,first,nonaward
A5020375635,2012,21.0,29.8,1546.4,481.2,8.8,-1065.2,SODA,middle,nonaward
A5020418881,2018,2.4,13.6,61.8,626.6,11.2,564.8000000000001,OSDI,middle,nonaward
A5020446643,2015,13.2,8.6,122.6,134.2,-4.6,11.599999999999994,IJCAI,first,nonaward
A5020457547,2014,0.0,1.2,0.0,204.2,1.2,204.2,SODA,middle,nonaward
A5020699030,2008,0.8,4.8,52.2,182.2,4.0,130.0,KDD,first,nonaward
A5020758125,2017,19.8,17.2,996.6,436.2,-2.6000000000000014,-560.4000000000001,ICCV,middle,nonaward
A5020758125,2017,19.8,17.2,996.6,436.2,-2.6000000000000014,-560.4000000000001,S&P,middle,nonaward
A5020860412,2006,14.6,8.0,1534.8,253.2,-6.6,-1281.6,OSDI,first,nonaward
A5020938231,2018,6.4,4.4,1373.0,131.8,-2.0,-1241.2,ACL,middle,nonaward
A5020938231,2018,6.4,4.4,1373.0,131.8,-2.0,-1241.2,ICML,middle,nonaward
A5020938231,2018,6.4,4.4,1373.0,131.8,-2.0,-1241.2,ICSE,middle,nonaward
A5020938231,2018,6.4,4.4,1373.0,131.8,-2.0,-1241.2,IJCAI,middle,nonaward
A5020938231,2018,6.4,4.4,1373.0,131.8,-2.0,-1241.2,KDD,middle,nonaward
A5020938231,2018,6.4,4.4,1373.0,131.8,-2.0,-1241.2,NeurIPS,middle,nonaward
A5021158346,2018,6.6,9.8,119.6,146.4,3.200000000000001,26.80000000000001,SODA,middle,nonaward
A5021257546,2001,2.4,5.8,318.0,1218.4,3.4,900.4000000000001,ICCV,first,nonaward
A5021257546,2014,20.4,21.2,1925.8,4195.2,0.8000000000000007,2269.3999999999996,SODA,last,nonaward
A5021405899,2011,53.4,73.4,3352.4,3138.8,20.000000000000007,-213.5999999999999,IJCAI,middle,nonaward
A5021437174,2004,0.2,0.0,0.0,0.0,-0.2,0.0,ICSE,last,nonaward
A5021472133,2011,4.2,12.6,81.4,403.4,8.399999999999999,322.0,SOSP,last,nonaward
A5021663592,2015,6.0,7.6,251.0,82.6,1.5999999999999996,-168.4,IJCAI,last,nonaward
A5021977080,2011,0.0,0.0,0.0,0.0,0.0,0.0,MOBICOM,first,nonaward
A5022081583,2008,3.8,1.6,56.4,15.8,-2.1999999999999997,-40.599999999999994,NSDI,last,nonaward
A5022264843,2005,6.6,8.0,392.0,212.8,1.4000000000000004,-179.2,PODS,first,nonaward
A5022276464,2015,8.8,13.8,591.6,408.2,5.0,-183.40000000000003,PODS,last,nonaward
A5022352605,2013,24.6,56.4,5188.2,6305.8,31.799999999999997,1117.6000000000004,UIST,middle,nonaward
A5022538464,2005,1.2,2.2,209.8,185.4,1.0000000000000002,-24.400000000000006,SOSP,middle,nonaward
A5022658803,2007,19.2,6.6,850.8,58.6,-12.6,-792.1999999999999,IJCAI,first,nonaward
A5022714894,2018,1.2,6.8,47.8,76.8,5.6,29.0,AAAI,middle,nonaward
A5022767483,2018,11.4,9.4,249.0,154.0,-2.0,-95.0,MOBICOM,last,nonaward
A5022773009,2011,4.8,49.8,114.8,1984.4,45.0,1869.6000000000001,IJCAI,middle,nonaward
A5022806484,2017,0.8,9.8,3.2,184.6,9.0,181.4,ICCV,middle,nonaward
A5022806484,2017,0.8,9.8,3.2,184.6,9.0,181.4,S&P,middle,nonaward
A5023370249,2011,4.0,9.2,118.2,161.0,5.199999999999999,42.8,CHI,middle,nonaward
A5023430434,2013,0.2,0.0,0.2,0.0,-0.2,-0.2,AAAI,first,nonaward
A5023468732,2018,16.0,21.4,785.6,375.6,5.399999999999999,-410.0,SODA,middle,nonaward
A5023537206,2014,17.2,13.4,754.2,570.4,-3.799999999999999,-183.80000000000007,S&P,middle,nonaward
A5023571961,2012,12.8,17.4,578.8,413.8,4.599999999999998,-164.99999999999994,AAAI,middle,nonaward
A5023647833,2014,0.4,0.6,10.6,18.8,0.19999999999999996,8.200000000000001,SODA,middle,nonaward
A5023748369,2011,38.4,11.6,1788.8,395.6,-26.799999999999997,-1393.1999999999998,IJCAI,middle,nonaward
A5023802054,2008,14.4,25.8,1086.8,1325.8,11.4,239.0,AAAI,middle,nonaward
A5023881736,2010,5.2,7.2,1326.0,1184.2,2.0,-141.79999999999995,OSDI,middle,nonaward
A5023917368,2013,0.0,0.2,0.0,108.4,0.2,108.4,VLDB,middle,nonaward
A5024034310,2010,4.8,7.6,552.2,793.8,2.8,241.5999999999999,OSDI,first,nonaward
A5024040521,2007,3.4,10.2,155.6,1144.0,6.799999999999999,988.4,FSE,first,nonaward
A5024096866,2007,1.6,0.0,34.6,0.0,-1.6,-34.6,SOSP,middle,nonaward
A5024108653,2017,46.0,102.6,2097.6,5594.6,56.599999999999994,3497.0000000000005,ICCV,middle,nonaward
A5024108653,2017,46.0,102.6,2097.6,5594.6,56.599999999999994,3497.0000000000005,S&P,middle,nonaward
A5024113105,2018,17.8,15.6,458.4,349.2,-2.200000000000001,-109.19999999999999,SODA,middle,nonaward
A5024140027,2016,1.8,1.8,1347.0,176.4,0.0,-1170.6,OSDI,middle,nonaward
A5024180968,2011,36.4,137.6,1401.8,11339.4,101.19999999999999,9937.6,IJCAI,middle,nonaward
A5024296934,2000,6.4,9.6,233.0,140.8,3.1999999999999993,-92.19999999999999,WWW,middle,nonaward
A5024299583,2007,20.2,16.2,1254.0,939.8,-4.0,-314.20000000000005,CVPR,first,nonaward
A5024342851,2008,8.8,4.2,868.4,158.4,-4.6000000000000005,-710.0,S&P,last,nonaward
A5024389877,2009,4.4,2.4,170.2,45.2,-2.0000000000000004,-124.99999999999999,SOSP,middle,nonaward
A5024447954,2013,0.2,0.2,0.8,34.2,0.0,33.400000000000006,ICSE,last,nonaward
A5024497379,2011,1.0,0.0,112.0,0.0,-1.0,-112.0,SOSP,middle,nonaward
A5024505700,2011,12.4,14.4,708.4,1002.4,2.0,294.0,VLDB,first,nonaward
A5024530310,2010,2.8,11.4,36.2,45.2,8.600000000000001,9.0,OSDI,middle,nonaward
A5024685984,2016,0.8,2.0,85.4,44.8,1.2,-40.60000000000001,NSDI,first,nonaward
A5024711700,2007,14.2,18.6,728.2,607.2,4.400000000000002,-121.0,ACL,last,nonaward
A5024723282,2008,2.8,4.8,380.4,98.0,2.0,-282.4,OSDI,middle,nonaward
A5024803432,2003,7.8,13.2,1727.6,1823.8,5.3999999999999995,96.20000000000005,FOCS,first,nonaward
A5024834851,2014,3.6,2.4,389.0,142.8,-1.2000000000000002,-246.2,S&P,middle,nonaward
A5024883549,2007,2.6,2.6,35.2,48.2,0.0,13.0,SOSP,middle,nonaward
A5024898168,2011,2.0,8.8,158.0,303.0,6.800000000000001,145.0,VLDB,middle,nonaward
A5025102675,2018,1.8,2.8,27.0,117.2,0.9999999999999998,90.2,ACL,middle,nonaward
A5025102675,2018,1.8,2.8,27.0,117.2,0.9999999999999998,90.2,ICML,middle,nonaward
A5025102675,2018,1.8,2.8,27.0,117.2,0.9999999999999998,90.2,ICSE,middle,nonaward
A5025102675,2018,1.8,2.8,27.0,117.2,0.9999999999999998,90.2,IJCAI,middle,nonaward
A5025102675,2018,1.8,2.8,27.0,117.2,0.9999999999999998,90.2,KDD,middle,nonaward
A5025102675,2018,1.8,2.8,27.0,117.2,0.9999999999999998,90.2,NeurIPS,middle,nonaward
A5025137249,2018,2.0,2.8,197.8,79.8,0.7999999999999998,-118.00000000000001,MOBICOM,middle,nonaward
A5025169074,2009,1.2,2.4,9.2,318.2,1.2,309.0,SOSP,first,nonaward
A5025205227,2016,2.6,10.6,111.8,158.0,8.0,46.2,UIST,middle,nonaward
A5025255731,2017,4.4,4.2,193.8,152.8,-0.20000000000000018,-41.0,ICCV,middle,nonaward
A5025255731,2017,4.4,4.2,193.8,152.8,-0.20000000000000018,-41.0,S&P,middle,nonaward
A5025318877,2004,5.2,12.2,472.4,612.2,6.999999999999999,139.80000000000007,ICSE,middle,nonaward
A5025500718,2011,0.0,0.0,0.0,0.0,0.0,0.0,AAAI,middle,nonaward
A5025518930,2011,8.4,106.0,272.6,6500.2,97.6,6227.599999999999,IJCAI,middle,nonaward
A5025696341,2012,12.8,30.4,295.2,1136.2,17.599999999999998,841.0,ICML,first,nonaward
A5025841679,2011,10.6,31.4,714.6,1677.4,20.799999999999997,962.8000000000001,ICSE,first,nonaward
A5025915825,2006,4.8,4.2,116.6,30.8,-0.5999999999999996,-85.8,ICML,first,nonaward
A5026130910,2008,7.4,9.6,825.4,1311.0,2.1999999999999993,485.6,S&P,middle,nonaward
A5026264194,2007,17.2,33.8,919.4,1654.6,16.599999999999998,735.1999999999999,CVPR,last,nonaward
A5026530550,2011,32.0,63.4,1381.2,6336.8,31.4,4955.6,IJCAI,middle,nonaward
A5026715017,2015,2.6,2.4,596.2,74.8,-0.20000000000000018,-521.4000000000001,ICSE,middle,nonaward
A5026745638,2016,0.4,1.6,6.6,36.2,1.2000000000000002,29.6,OSDI,middle,nonaward
A5026905380,2012,3.2,7.4,156.2,309.6,4.2,153.40000000000003,ICML,first,nonaward
A5026944066,2016,2.0,10.4,395.2,4183.2,8.4,3788.0,ICML,first,nonaward
A5026966790,2017,5.4,10.6,71.6,234.8,5.199999999999999,163.20000000000002,ICCV,middle,nonaward
A5026966790,2017,5.4,10.6,71.6,234.8,5.199999999999999,163.20000000000002,S&P,middle,nonaward
A5027096734,2011,0.0,0.0,0.0,0.0,0.0,0.0,IJCAI,middle,nonaward
A5027118902,2004,0.8,1.6,0.6,16.4,0.8,15.799999999999999,AAAI,first,nonaward
A5027138711,2014,0.2,4.4,2.6,41.2,4.2,38.6,WWW,first,nonaward
A5027233158,2018,8.6,6.2,308.6,81.0,-2.3999999999999995,-227.60000000000002,SODA,middle,nonaward
A5027353936,2009,6.8,5.8,120.6,50.0,-1.0,-70.6,CHI,middle,nonaward
A5027381841,2013,0.4,0.0,14.4,0.0,-0.4,-14.4,CHI,middle,nonaward
A5027409441,2018,3.2,3.0,331.2,115.4,-0.20000000000000018,-215.79999999999998,MOBICOM,middle,nonaward
A5027511386,2011,9.6,15.0,625.4,604.8,5.4,-20.600000000000023,SOSP,last,nonaward
A5027566829,2016,3.6,0.6,253.2,99.6,-3.0,-153.6,NSDI,middle,nonaward
A5027635524,2017,17.2,16.2,678.2,332.0,-1.0,-346.20000000000005,ICCV,middle,nonaward
A5027635524,2017,17.2,16.2,678.2,332.0,-1.0,-346.20000000000005,S&P,middle,nonaward
A5027678871,2007,23.0,14.4,611.2,352.0,-8.6,-259.20000000000005,SOSP,last,nonaward
A5027818842,2017,15.8,28.4,949.6,819.4,12.599999999999998,-130.20000000000005,ICCV,middle,nonaward
A5027818842,2017,15.8,28.4,949.6,819.4,12.599999999999998,-130.20000000000005,S&P,middle,nonaward
A5028019543,2000,4.6,7.8,545.0,745.8,3.2,200.79999999999995,SIGIR,first,nonaward
A5028055551,2000,0.0,0.0,0.0,0.0,0.0,0.0,AAAI,last,nonaward
A5028085764,2011,52.8,42.0,2061.0,894.4,-10.799999999999997,-1166.6,IJCAI,middle,nonaward
A5028092717,2007,2.4,0.4,118.8,7.2,-2.0,-111.6,STOC,middle,nonaward
A5028103745,2017,11.4,22.4,484.8,408.0,10.999999999999998,-76.80000000000001,ICCV,middle,nonaward
A5028103745,2017,11.4,22.4,484.8,408.0,10.999999999999998,-76.80000000000001,S&P,middle,nonaward
A5028277225,2017,2.4,7.2,18.0,434.2,4.800000000000001,416.2,VLDB,middle,nonaward
A5028352869,2006,3.0,5.6,3310.4,494.0,2.5999999999999996,-2816.4,CVPR,first,nonaward
A5028518494,2007,13.6,26.2,1366.0,1584.6,12.6,218.5999999999999,FSE,last,nonaward
A5028549543,2015,0.2,0.0,43.6,0.0,-0.2,-43.6,NeurIPS,middle,nonaward
A5028683722,2010,2.0,4.6,1425.8,542.4,2.5999999999999996,-883.4,AAAI,middle,nonaward
A5028793592,2017,15.2,9.8,341.8,199.2,-5.399999999999999,-142.60000000000002,ICCV,middle,nonaward
A5028793592,2017,15.2,9.8,341.8,199.2,-5.399999999999999,-142.60000000000002,S&P,middle,nonaward
A5028871912,2015,0.0,0.4,0.0,25.6,0.4,25.6,ICSE,first,nonaward
A5028883531,2018,5.8,5.2,244.0,68.6,-0.5999999999999996,-175.4,SODA,middle,nonaward
A5028913764,2003,5.2,16.6,498.0,777.6,11.400000000000002,279.6,IJCAI,last,nonaward
A5028992619,2016,0.0,3.4,0.0,3383.8,3.4,3383.8,OSDI,middle,nonaward
A5029086323,2014,0.4,1.4,18.4,51.8,0.9999999999999999,33.4,SODA,middle,nonaward
A5029097761,2007,2.0,2.2,235.8,145.4,0.20000000000000018,-90.4,AAAI,first,nonaward
A5029365650,2012,5.0,9.0,101.0,75.8,4.0,-25.200000000000003,AAAI,middle,nonaward
A5029380368,2012,36.0,39.8,1259.2,810.4,3.799999999999997,-448.80000000000007,VLDB,last,nonaward
A5029454626,2011,6.4,7.8,202.2,214.4,1.3999999999999995,12.200000000000017,SOSP,middle,nonaward
A5029514761,2008,5.6,11.6,990.4,911.0,6.0,-79.39999999999998,NSDI,middle,nonaward
A5029523970,2016,16.6,17.6,259.4,317.0,1.0,57.60000000000002,OSDI,last,nonaward
A5029568096,2008,6.4,9.6,205.0,346.4,3.1999999999999993,141.39999999999998,AAAI,first,nonaward
A5029611587,2016,2.0,2.8,55.6,243.6,0.7999999999999998,188.0,OSDI,middle,nonaward
A5029791348,2003,1.2,0.8,4.8,101.0,-0.3999999999999999,96.2,SOSP,middle,nonaward
A5029801689,2017,0.0,3.2,0.0,89.2,3.2,89.2,SIGIR,first,nonaward
A5030046395,2005,0.8,2.0,61.4,28.2,1.2,-33.2,SOSP,middle,nonaward
A5030116441,2003,1.8,0.0,58.6,0.0,-1.8,-58.6,FOCS,last,nonaward
A5030260337,2009,2.0,7.4,82.8,253.6,5.4,170.8,CHI,middle,nonaward
A5030367905,2014,5.2,8.6,289.8,809.2,3.3999999999999995,519.4000000000001,NeurIPS,first,nonaward
A5030576560,2011,49.4,32.8,2119.6,806.8,-16.6,-1312.8,IJCAI,middle,nonaward
A5030666511,2012,6.6,6.0,263.2,112.8,-0.5999999999999996,-150.39999999999998,ICML,middle,nonaward
A5030735013,2015,4.0,8.2,18.0,21.4,4.199999999999999,3.3999999999999986,PODS,middle,nonaward
A5030822548,2011,0.4,6.2,1.8,116.6,5.8,114.8,ACL,last,nonaward
A5030900037,2008,1.6,3.0,15.6,80.2,1.4,64.60000000000001,NSDI,first,nonaward
A5031002895,2015,6.8,25.8,1180.4,5690.0,19.0,4509.6,NeurIPS,last,nonaward
A5031018090,2018,0.4,1.0,105.4,125.2,0.6,19.799999999999997,ACL,middle,nonaward
A5031018090,2018,0.4,1.0,105.4,125.2,0.6,19.799999999999997,ICML,middle,nonaward
A5031018090,2018,0.4,1.0,105.4,125.2,0.6,19.799999999999997,ICSE,middle,nonaward
A5031018090,2018,0.4,1.0,105.4,125.2,0.6,19.799999999999997,IJCAI,middle,nonaward
A5031018090,2018,0.4,1.0,105.4,125.2,0.6,19.799999999999997,KDD,middle,nonaward
A5031018090,2018,0.4,1.0,105.4,125.2,0.6,19.799999999999997,NeurIPS,middle,nonaward
A5031071237,2010,2.2,4.6,101.0,574.4,2.3999999999999995,473.4,OSDI,first,nonaward
A5031312547,2011,3.0,0.8,89.0,11.2,-2.2,-77.8,VLDB,first,nonaward
A5031372035,2009,17.2,9.4,357.6,238.0,-7.799999999999999,-119.60000000000002,SOSP,middle,nonaward
A5031384489,2003,1.8,0.0,125.4,0.0,-1.8,-125.4,SOSP,middle,nonaward
A5031450777,2013,1.4,3.0,120.6,78.8,1.6,-41.8,UIST,middle,nonaward
A5031706321,2014,0.0,2.4,0.0,662.6,2.4,662.6,SODA,middle,nonaward
A5031710345,2005,8.0,11.2,346.6,312.8,3.1999999999999993,-33.80000000000001,PODS,last,nonaward
A5031715173,2006,1.2,1.0,140.2,59.4,-0.19999999999999996,-80.79999999999998,OSDI,first,nonaward
A5031761219,2016,0.0,0.0,0.0,0.0,0.0,0.0,ICML,middle,nonaward
A5031775706,2003,2.0,3.4,37.2,112.8,1.4,75.6,IJCAI,first,nonaward
A5031849486,2003,6.6,17.2,582.8,658.8,10.6,76.0,SOSP,middle,nonaward
A5031849486,2007,11.8,27.0,2219.0,382.6,15.2,-1836.4,SOSP,middle,nonaward
A5031932067,2012,5.4,1.6,177.2,121.0,-3.8000000000000003,-56.19999999999999,SODA,last,nonaward
A5031964906,2015,14.0,13.6,87.4,89.6,-0.40000000000000036,2.1999999999999886,IJCAI,middle,nonaward
A5031968426,2012,4.8,11.8,204.4,84.0,7.000000000000001,-120.4,SODA,last,nonaward
A5032051279,2017,10.4,14.4,186.4,212.2,4.0,25.799999999999983,ICCV,middle,nonaward
A5032051279,2017,10.4,14.4,186.4,212.2,4.0,25.799999999999983,S&P,middle,nonaward
A5032068969,2007,17.0,16.4,1127.6,949.8,-0.6000000000000014,-177.79999999999995,ICSE,middle,nonaward
A5032068969,2012,14.6,13.8,1367.6,901.0,-0.7999999999999989,-466.5999999999999,VLDB,last,nonaward
A5032192522,2014,25.8,23.0,1030.6,1446.0,-2.8000000000000007,415.4000000000001,WWW,last,nonaward
A5032382472,2018,0.4,1.6,64.4,498.0,1.2000000000000002,433.6,ACL,middle,nonaward
A5032382472,2018,0.4,1.6,64.4,498.0,1.2000000000000002,433.6,ICML,middle,nonaward
A5032382472,2018,0.4,1.6,64.4,498.0,1.2000000000000002,433.6,ICSE,middle,nonaward
A5032382472,2018,0.4,1.6,64.4,498.0,1.2000000000000002,433.6,IJCAI,middle,nonaward
A5032382472,2018,0.4,1.6,64.4,498.0,1.2000000000000002,433.6,KDD,middle,nonaward
A5032382472,2018,0.4,1.6,64.4,498.0,1.2000000000000002,433.6,NeurIPS,middle,nonaward
A5032459671,2016,5.2,2.0,587.0,266.4,-3.2,-320.6,NSDI,last,nonaward
A5032502185,2009,5.2,9.8,120.4,318.4,4.6000000000000005,197.99999999999997,CHI,middle,nonaward
A5032518822,2018,6.8,14.4,231.8,243.0,7.6000000000000005,11.199999999999989,SODA,middle,nonaward
A5032569209,2017,21.0,36.4,814.6,1133.6,15.399999999999999,318.9999999999999,ICCV,middle,nonaward
A5032569209,2017,21.0,36.4,814.6,1133.6,15.399999999999999,318.9999999999999,S&P,middle,nonaward
A5032625857,2013,0.0,0.0,0.0,0.0,0.0,0.0,CHI,last,nonaward
A5032913787,2011,65.0,180.6,4358.8,14461.2,115.6,10102.400000000001,IJCAI,middle,nonaward
A5032995066,2009,0.6,2.2,4.6,368.8,1.6,364.2,S&P,middle,nonaward
A5033058198,2009,0.6,4.6,48.4,60.0,3.9999999999999996,11.600000000000001,S&P,middle,nonaward
A5033089246,2017,5.4,2.4,259.4,28.8,-3.0000000000000004,-230.59999999999997,NeurIPS,middle,nonaward
A5033097683,2010,7.6,7.0,698.6,1077.8,-0.5999999999999996,379.19999999999993,ICML,last,nonaward
A5033188343,2010,4.0,2.0,29.6,15.4,-2.0,-14.200000000000001,ICML,middle,nonaward
A5033317994,2003,8.0,6.6,2671.2,707.4,-1.4000000000000004,-1963.7999999999997,SOSP,middle,nonaward
A5033317994,2005,9.6,5.6,3383.0,450.2,-4.0,-2932.8,SOSP,middle,nonaward
A5033437844,2018,17.8,55.2,573.2,1650.6,37.400000000000006,1077.3999999999999,SODA,middle,nonaward
A5033444412,2014,1.8,14.8,154.4,5836.4,13.0,5682.0,SODA,first,nonaward
A5033579432,2015,33.0,56.0,2296.4,1711.6,23.0,-584.8000000000002,PODS,middle,nonaward
A5033770678,2008,4.6,7.4,190.2,256.0,2.8000000000000007,65.80000000000001,FOCS,first,nonaward
A5033790668,2015,3.2,1.8,415.2,26.4,-1.4000000000000001,-388.8,PODS,middle,nonaward
A5033821180,2011,51.2,3.0,2195.8,69.4,-48.2,-2126.4,IJCAI,middle,nonaward
A5033867112,2009,1.2,2.2,217.8,329.4,1.0000000000000002,111.59999999999997,S&P,middle,nonaward
A5033947343,2012,18.2,23.2,1273.2,876.4,5.0,-396.80000000000007,ICML,last,nonaward
A5033975637,2017,11.8,13.2,588.8,290.0,1.3999999999999986,-298.79999999999995,VLDB,middle,nonaward
A5034076043,2017,2.8,10.8,77.2,272.6,8.0,195.40000000000003,ICCV,middle,nonaward
A5034076043,2017,2.8,10.8,77.2,272.6,8.0,195.40000000000003,S&P,middle,nonaward
A5034219523,2005,3.8,3.8,121.2,114.0,0.0,-7.200000000000003,SOSP,last,nonaward
A5034221987,2014,8.0,14.4,283.6,1147.8,6.4,864.1999999999999,SODA,first,nonaward
A5034222207,2010,5.8,2.8,103.8,20.0,-3.0,-83.8,CIKM,middle,nonaward
A5034523390,2010,1.6,0.6,100.0,101.6,-1.0,1.5999999999999943,ICML,middle,nonaward
A5034529404,2002,18.2,17.6,614.2,500.2,-0.5999999999999979,-114.00000000000006,FOCS,first,nonaward
A5034537917,2012,18.4,14.8,714.2,466.2,-3.599999999999998,-248.00000000000006,ICML,middle,nonaward
A5034644722,2016,9.6,8.4,186.6,126.8,-1.1999999999999993,-59.8,OSDI,middle,nonaward
A5034778174,2007,11.4,19.0,214.6,151.8,7.6,-62.79999999999998,CVPR,middle,nonaward
A5034924491,2006,5.4,11.6,364.2,586.2,6.199999999999999,222.00000000000006,SIGMOD,first,nonaward
A5035061794,2018,26.0,17.6,1880.2,511.2,-8.399999999999999,-1369.0,SODA,middle,nonaward
A5035134864,2006,11.4,10.8,664.8,580.2,-0.5999999999999996,-84.59999999999991,OSDI,last,nonaward
A5035238049,2008,0.6,1.4,16.4,58.6,0.7999999999999999,42.2,KDD,middle,nonaward
A5035284805,2017,2.0,6.8,95.4,336.6,4.8,241.20000000000002,ICCV,middle,nonaward
A5035284805,2017,2.0,6.8,95.4,336.6,4.8,241.20000000000002,S&P,middle,nonaward
A5035369215,2017,4.0,9.0,278.2,553.0,5.0,274.8,NeurIPS,first,nonaward
A5035390303,2012,12.6,12.4,687.2,665.4,-0.1999999999999993,-21.800000000000068,ICML,first,nonaward
A5035488390,2011,26.4,14.2,1071.4,410.8,-12.2,-660.6000000000001,IJCAI,middle,nonaward
A5035496453,2018,15.8,27.6,781.8,714.0,11.8,-67.79999999999995,SODA,middle,nonaward
A5035706928,2012,9.0,11.8,2940.4,4510.0,2.8000000000000007,1569.6,KDD,first,nonaward
A5035801062,2011,0.6,0.4,0.6,0.0,-0.19999999999999996,-0.6,SOSP,first,nonaward
A5035882771,2010,5.8,9.0,55.0,131.2,3.2,76.19999999999999,CIKM,middle,nonaward
A5035918501,2003,11.8,8.6,3418.2,1322.6,-3.200000000000001,-2095.6,SOSP,middle,nonaward
A5035998469,2006,0.2,0.0,0.0,0.0,-0.2,0.0,SIGMOD,middle,nonaward
A5036237095,2011,2.8,4.6,344.2,129.8,1.7999999999999998,-214.39999999999998,VLDB,middle,nonaward
A5036247394,2012,0.6,0.4,2.0,5.0,-0.19999999999999996,3.0,AAAI,middle,nonaward
A5036260775,2016,29.4,38.6,848.4,423.4,9.200000000000003,-425.0,ICSE,last,nonaward
A5036278905,2013,8.2,13.2,593.6,655.0,5.0,61.39999999999998,ICSE,last,nonaward
A5036308058,2018,2.0,2.2,110.2,80.0,0.20000000000000018,-30.200000000000003,OSDI,middle,nonaward
A5036357902,2017,73.2,151.4,3547.2,6983.2,78.2,3436.0,NeurIPS,last,nonaward
