work_id,year,conference,ni,nj,cd_5,total_citers,cd_reliable
W2147603330,2013,CHI,86,114,-0.14,200,-0.14
W4240168875,2013,CHI,55,49,0.0576923076923076,104,0.0576923076923076
W2007644286,2013,CHI,20,38,-0.3103448275862069,58,-0.3103448275862069
W4243991703,2013,CHI,18,23,-0.1219512195121951,41,-0.1219512195121951
W2056225838,2013,CHI,61,18,0.5443037974683544,79,0.5443037974683544
W1997652918,2013,CHI,2,0,1.0,2,
W2109727442,2013,CHI,3,28,-0.8064516129032258,31,-0.8064516129032258
W2025802550,2013,CHI,4,7,-0.2727272727272727,11,-0.2727272727272727
W2163568095,2013,CHI,15,30,-0.3333333333333333,45,-0.3333333333333333
W2003513631,2013,CIKM,9,22,-0.4193548387096774,31,-0.4193548387096774
W2337673916,2013,CVPR,0,1,-1.0,1,
W2133352257,2013,FOCS,0,65,-1.0,65,-1.0
W2219934286,2013,FOCS,0,5,-1.0,5,
W2135166986,2013,ICCV,11,61,-0.6944444444444444,72,-0.6944444444444444
W1510950165,2013,ICML,4,39,-0.813953488372093,43,-0.813953488372093
W108223363,2013,ICML,5,10,-0.3333333333333333,15,-0.3333333333333333
W4213086105,2013,ICSE,2,17,-0.7894736842105263,19,-0.7894736842105263
W4239177305,2013,ICSE,8,10,-0.1111111111111111,18,-0.1111111111111111
W4237335675,2013,ICSE,23,27,-0.08,50,-0.08
W4244598732,2013,ICSE,38,30,0.1176470588235294,68,0.1176470588235294
W4246552097,2013,ICSE,13,30,-0.3953488372093023,43,-0.3953488372093023
W4255632703,2013,ICSE,15,115,-0.7692307692307693,130,-0.7692307692307693
W1562564857,2013,IJCAI,0,0,,0,
W1974066983,2013,INFOCOM,8,59,-0.7611940298507462,67,-0.7611940298507462
W2088424151,2013,KDD,63,75,-0.0869565217391304,138,-0.0869565217391304
W2141336889,2013,MOBICOM,77,123,-0.23,200,-0.23
W2110563098,2013,NeurIPS,3,26,-0.7931034482758621,29,-0.7931034482758621
W2138597123,2013,NeurIPS,17,65,-0.5853658536585366,82,-0.5853658536585366
W2950468916,2013,NeurIPS,18,80,-0.6326530612244898,98,-0.6326530612244898
W1543942291,2013,NSDI,20,87,-0.6261682242990654,107,-0.6261682242990654
W73604409,2013,NSDI,7,19,-0.4615384615384615,26,-0.4615384615384615
W2157216158,2013,PLDI,7,21,-0.5,28,-0.5
W7111374649,2013,PLDI,0,0,,0,
W2048025009,2013,PLDI,16,65,-0.6049382716049383,81,-0.6049382716049383
W2063553958,2013,PLDI,0,7,-1.0,7,
W2046261894,2013,PODS,0,6,-1.0,6,
W2252150191,2013,S&P,3,16,-0.6842105263157895,19,-0.6842105263157895
W2099461393,2013,SIGCOMM,117,83,0.17,200,0.17
W2159205954,2013,SIGIR,20,37,-0.2982456140350877,57,-0.2982456140350877
W2145432435,2013,SIGMETRICS,0,27,-1.0,27,-1.0
W2002203222,2013,SIGMOD,5,79,-0.8809523809523809,84,-0.8809523809523809
W4239159750,2013,SODA,6,0,1.0,6,
W4238411931,2013,SODA,28,0,1.0,28,1.0
W2104670257,2013,SOSP,24,71,-0.4947368421052631,95,-0.4947368421052631
W1978364288,2013,SOSP,25,47,-0.3055555555555556,72,-0.3055555555555556
W1976821017,2013,SOSP,38,162,-0.62,200,-0.62
W2405285952,2013,STOC,0,8,-1.0,8,
W2101043704,2013,STOC,28,172,-0.72,200,-0.72
W2150549828,2013,UIST,24,100,-0.6129032258064516,124,-0.6129032258064516
W2109018459,2013,UIST,13,60,-0.6438356164383562,73,-0.6438356164383562
W2001716033,2013,UIST,12,42,-0.5555555555555556,54,-0.5555555555555556
W2033201131,2013,VLDB,10,58,-0.7058823529411765,68,-0.7058823529411765
W2127411301,2013,WWW,81,98,-0.0949720670391061,179,-0.0949720670391061
W2293636571,2012,AAAI,2,15,-0.7647058823529411,17,-0.7647058823529411
W1512874001,2012,AAAI,10,58,-0.7058823529411765,68,-0.7058823529411765
W2159250884,2012,ACL,0,35,-1.0,35,-1.0
W2136345490,2012,CHI,22,34,-0.2142857142857142,56,-0.2142857142857142
W2126298837,2012,CHI,32,36,-0.0588235294117647,68,-0.0588235294117647
W2060696172,2012,CHI,4,29,-0.7575757575757576,33,-0.7575757575757576
W2166132393,2012,CHI,29,18,0.2340425531914893,47,0.2340425531914893
W2048608322,2012,CHI,34,47,-0.1604938271604938,81,-0.1604938271604938
W1823310840,2012,CHI,28,12,0.4,40,0.4
W2030343501,2012,CHI,17,77,-0.6382978723404256,94,-0.6382978723404256
W2047883041,2012,CHI,14,36,-0.44,50,-0.44
W1974923332,2012,CHI,4,14,-0.5555555555555556,18,-0.5555555555555556
W2168953163,2012,CHI,2,10,-0.6666666666666666,12,-0.6666666666666666
W2295996570,2012,CHI,42,63,-0.2,105,-0.2
W2096423888,2012,CIKM,15,79,-0.6808510638297872,94,-0.6808510638297872
W1994804971,2012,CVPR,6,105,-0.8918918918918919,111,-0.8918918918918919
W2584961879,2012,FOCS,2,15,-0.7647058823529411,17,-0.7647058823529411
W2148791594,2012,FOCS,1,22,-0.9130434782608696,23,-0.9130434782608696
W2148787816,2012,FSE,7,39,-0.6956521739130435,46,-0.6956521739130435
W1965085982,2012,FSE,2,8,-0.6,10,-0.6
W1995969252,2012,FSE,21,38,-0.288135593220339,59,-0.288135593220339
W2161340280,2012,ICML,5,55,-0.8333333333333334,60,-0.8333333333333334
W3148956615,2012,ICSE,23,18,0.1219512195121951,41,0.1219512195121951
W3146113246,2012,ICSE,9,33,-0.5714285714285714,42,-0.5714285714285714
W3140308147,2012,ICSE,2,22,-0.8333333333333334,24,-0.8333333333333334
W3161167621,2012,ICSE,2,4,-0.3333333333333333,6,
W3142903977,2012,ICSE,28,27,0.0181818181818181,55,0.0181818181818181
W2112351052,2012,ICSE,23,65,-0.4772727272727273,88,-0.4772727272727273
W3149109633,2012,ICSE,9,28,-0.5135135135135135,37,-0.5135135135135135
W1969844906,2012,INFOCOM,0,114,-1.0,114,-1.0
W2099302229,2012,KDD,49,151,-0.51,200,-0.51
W2154346544,2012,MOBICOM,21,16,0.1351351351351351,37,0.1351351351351351
W2131975293,2012,NSDI,45,155,-0.55,200,-0.55
W1984533413,2012,OSDI,1,0,1.0,1,
W2098575846,2012,PLDI,7,38,-0.6888888888888889,45,-0.6888888888888889
W2093044565,2012,PODS,14,186,-0.86,200,-0.86
W2113551315,2012,SIGCOMM,20,89,-0.6330275229357798,109,-0.6330275229357798
W2029009258,2012,SIGIR,28,90,-0.5254237288135594,118,-0.5254237288135594
W2101221989,2012,SIGMETRICS,57,49,0.0754716981132075,106,0.0754716981132075
W2123458705,2012,SIGMOD,0,37,-1.0,37,-1.0
W1995509853,2012,SODA,1,17,-0.8888888888888888,18,-0.8888888888888888
W2119368733,2012,STOC,13,132,-0.8206896551724138,145,-0.8206896551724138
W1988508518,2012,STOC,3,28,-0.8064516129032258,31,-0.8064516129032258
W2010127311,2012,UIST,6,27,-0.6363636363636364,33,-0.6363636363636364
W2167913131,2012,UIST,6,35,-0.7073170731707317,41,-0.7073170731707317
W2953102514,2012,VLDB,0,48,-1.0,48,-1.0
W1982139456,2012,WWW,16,59,-0.5733333333333334,75,-0.5733333333333334
W57159709,2011,AAAI,5,40,-0.7777777777777778,45,-0.7777777777777778
W1768003445,2011,AAAI,6,14,-0.4,20,-0.4
W2142523187,2011,ACL,28,130,-0.6455696202531646,158,-0.6455696202531646
W2080299624,2011,CHI,35,47,-0.1463414634146341,82,-0.1463414634146341
W2022815033,2011,CHI,39,67,-0.2641509433962264,106,-0.2641509433962264
W2153391061,2011,CHI,19,25,-0.1363636363636363,44,-0.1363636363636363
W2146852151,2011,CHI,12,11,0.0434782608695652,23,0.0434782608695652
W2105697580,2011,CHI,15,32,-0.3617021276595745,47,-0.3617021276595745
W2081964782,2011,CHI,9,54,-0.7142857142857143,63,-0.7142857142857143
W2136691781,2011,CHI,38,98,-0.4411764705882353,136,-0.4411764705882353
W2127473562,2011,CHI,24,22,0.0434782608695652,46,0.0434782608695652
W2097331574,2011,CHI,3,26,-0.7931034482758621,29,-0.7931034482758621
W603000039,2011,CHI,0,2,-1.0,2,
W2140232903,2011,CHI,52,46,0.0612244897959183,98,0.0612244897959183
W1986692274,2011,CHI,12,11,0.0434782608695652,23,0.0434782608695652
W1989813731,2011,CIKM,7,29,-0.6111111111111112,36,-0.6111111111111112
W2060280062,2011,CVPR,119,81,0.19,200,0.19
W2038652993,2011,FOCS,0,90,-1.0,90,-1.0
W2136400551,2011,FOCS,0,70,-1.0,70,-1.0
W2113184918,2011,FOCS,0,4,-1.0,4,
W2107220315,2011,FSE,10,81,-0.7802197802197802,91,-0.7802197802197802
W2091543666,2011,FSE,15,87,-0.7058823529411765,102,-0.7058823529411765
W2167626029,2011,FSE,22,66,-0.5,88,-0.5
W2294130536,2011,ICCV,27,173,-0.73,200,-0.73
W2132339352,2011,ICML,1,8,-0.7777777777777778,9,
W2111765806,2011,ICSE,20,72,-0.5652173913043478,92,-0.5652173913043478
W2119142490,2011,ICSE,5,63,-0.8529411764705882,68,-0.8529411764705882
W2106860490,2011,ICSE,16,44,-0.4666666666666667,60,-0.4666666666666667
W2116907335,2011,ICSE,21,52,-0.4246575342465753,73,-0.4246575342465753
W2792443233,2011,ICSE,87,0,1.0,87,1.0
W1611302770,2011,IJCAI,0,81,-1.0,81,-1.0
W2148552911,2011,IJCAI,1,8,-0.7777777777777778,9,
W2135798231,2011,INFOCOM,64,136,-0.36,200,-0.36
W2044879407,2011,KDD,11,4,0.4666666666666667,15,0.4666666666666667
W2138961375,2011,MOBICOM,17,42,-0.423728813559322,59,-0.423728813559322
W2126541908,2011,MOBICOM,48,51,-0.0303030303030303,99,-0.0303030303030303
W174578849,2011,NSDI,15,74,-0.6629213483146067,89,-0.6629213483146067
W1515106148,2011,NSDI,45,155,-0.55,200,-0.55
W2137824953,2011,PLDI,19,15,0.1176470588235294,34,0.1176470588235294
W2095609152,2011,PODS,1,22,-0.9130434782608696,23,-0.9130434782608696
W1982170863,2011,SIGCOMM,41,127,-0.5119047619047619,168,-0.5119047619047619
W2008251177,2011,SIGIR,14,63,-0.6363636363636364,77,-0.6363636363636364
W2136110891,2011,SIGMETRICS,0,21,-1.0,21,-1.0
W2115799249,2011,SIGMOD,4,7,-0.2727272727272727,11,-0.2727272727272727
W2116019049,2011,SODA,0,55,-1.0,55,-1.0
W2097379719,2011,SOSP,136,64,0.36,200,0.36
W2080332495,2011,SOSP,3,11,-0.5714285714285714,14,-0.5714285714285714
W2153441719,2011,STOC,0,108,-1.0,108,-1.0
W2109237987,2011,STOC,1,33,-0.9411764705882352,34,-0.9411764705882352
W2166493117,2011,UIST,12,50,-0.6129032258064516,62,-0.6129032258064516
W4230948688,2011,VLDB,16,14,0.0666666666666666,30,0.0666666666666666
W2164173709,2011,WWW,17,10,0.2592592592592592,27,0.2592592592592592
W1538864647,2010,AAAI,2,27,-0.8620689655172413,29,-0.8620689655172413
W2468755302,2010,AAAI,2,2,0.0,4,
W2108788053,2010,ACL,8,45,-0.6981132075471698,53,-0.6981132075471698
W2124318441,2010,CHI,42,58,-0.16,100,-0.16
W2119188105,2010,CHI,19,43,-0.3870967741935484,62,-0.3870967741935484
W2155385126,2010,CHI,9,31,-0.55,40,-0.55
W2169709590,2010,CHI,114,86,0.14,200,0.14
W2142869276,2010,CHI,72,94,-0.1325301204819277,166,-0.1325301204819277
W2129146498,2010,CHI,23,41,-0.28125,64,-0.28125
W2140420369,2010,CHI,57,65,-0.0655737704918032,122,-0.0655737704918032
W2158447593,2010,CHI,5,47,-0.8076923076923077,52,-0.8076923076923077
W2119698661,2010,CHI,36,32,0.0588235294117647,68,0.0588235294117647
W2104113460,2010,CHI,55,145,-0.45,200,-0.45
W2127523455,2010,CHI,45,155,-0.55,200,-0.55
W2120326355,2010,CHI,36,48,-0.1428571428571428,84,-0.1428571428571428
W1965442176,2010,CIKM,6,54,-0.8,60,-0.8
W1982304915,2010,CIKM,6,30,-0.6666666666666666,36,-0.6666666666666666
W2124584309,2010,CVPR,27,58,-0.3647058823529411,85,-0.3647058823529411
W2242403914,2010,FOCS,0,21,-1.0,21,-1.0
W2165356592,2010,FOCS,2,19,-0.8095238095238095,21,-0.8095238095238095
W2011334641,2010,FOCS,2,19,-0.8095238095238095,21,-0.8095238095238095
W2056637671,2010,FSE,8,27,-0.5428571428571428,35,-0.5428571428571428
W2082638814,2010,FSE,10,20,-0.3333333333333333,30,-0.3333333333333333
W2166271660,2010,FSE,27,23,0.08,50,0.08
W1515884010,2010,ICML,0,1,-1.0,1,
W2169970157,2010,ICSE,53,97,-0.2933333333333333,150,-0.2933333333333333
W2127190390,2010,ICSE,14,43,-0.5087719298245614,57,-0.5087719298245614
W2122987719,2010,ICSE,18,79,-0.6288659793814433,97,-0.6288659793814433
W2109039735,2010,ICSE,2,11,-0.6923076923076923,13,-0.6923076923076923
W2118155805,2010,ICSE,4,75,-0.8987341772151899,79,-0.8987341772151899
W2155444758,2010,INFOCOM,0,26,-1.0,26,-1.0
W1968532429,2010,KDD,48,36,0.1428571428571428,84,0.1428571428571428
W1662133657,2010,KDD,19,181,-0.81,200,-0.81
W2184954724,2010,NSDI,0,2,-1.0,2,
W2145467766,2010,OSDI,9,110,-0.8487394957983193,119,-0.8487394957983193
W1893312510,2010,OSDI,21,98,-0.6470588235294118,119,-0.6470588235294118
W2141729404,2010,PLDI,6,50,-0.7857142857142857,56,-0.7857142857142857
W2103126020,2010,PODS,19,109,-0.703125,128,-0.703125
W1985225657,2010,S&P,12,89,-0.7623762376237624,101,-0.7623762376237624
W3138585045,2010,SIGCOMM,5,5,0.0,10,0.0
W2109913881,2010,SIGIR,10,66,-0.7368421052631579,76,-0.7368421052631579
W2152475116,2010,SIGMETRICS,5,11,-0.375,16,-0.375
W2151224499,2010,SIGMOD,64,69,-0.037593984962406,133,-0.037593984962406
W1480355964,2010,SODA,5,32,-0.7297297297297297,37,-0.7297297297297297
W2912359042,2010,STOC,5,38,-0.7674418604651163,43,-0.7674418604651163
W1991055327,2010,STOC,23,148,-0.7309941520467836,171,-0.7309941520467836
W2090048052,2010,UIST,72,96,-0.1428571428571428,168,-0.1428571428571428
W3000214033,2010,VLDB,0,30,-1.0,30,-1.0
W2171279286,2010,WWW,43,80,-0.3008130081300813,123,-0.3008130081300813
W2150114207,2009,ACL,4,20,-0.6666666666666666,24,-0.6666666666666666
W2122223050,2009,ACL,33,48,-0.1851851851851851,81,-0.1851851851851851
W2142603219,2009,ACL,12,87,-0.7575757575757576,99,-0.7575757575757576
W2124142520,2009,CHI,80,120,-0.2,200,-0.2
W2116041277,2009,CHI,15,10,0.2,25,0.2
W2162065809,2009,CHI,52,43,0.0947368421052631,95,0.0947368421052631
W2114197969,2009,CHI,9,10,-0.0526315789473684,19,-0.0526315789473684
W2061766138,2009,CHI,22,17,0.1282051282051282,39,0.1282051282051282
W2097298348,2009,CHI,9,34,-0.5813953488372093,43,-0.5813953488372093
W2082973176,2009,CIKM,3,22,-0.76,25,-0.76
W1990592195,2009,CVPR,35,165,-0.65,200,-0.65
W2073961002,2009,FSE,9,45,-0.6666666666666666,54,-0.6666666666666666
W2136880809,2009,FSE,2,42,-0.9090909090909092,44,-0.9090909090909092
W2059215200,2009,FSE,16,58,-0.5675675675675675,74,-0.5675675675675675
W2142037471,2009,ICCV,18,182,-0.82,200,-0.82
W2084809122,2009,ICML,9,59,-0.7352941176470589,68,-0.7352941176470589
W2132800423,2009,ICSE,13,59,-0.6388888888888888,72,-0.6388888888888888
W2046434103,2009,ICSE,32,78,-0.4181818181818181,110,-0.4181818181818181
W2098664130,2009,ICSE,17,78,-0.6421052631578947,95,-0.6421052631578947
W2122947685,2009,ICSE,66,134,-0.34,200,-0.34
W2156883549,2009,ICSE,31,103,-0.5373134328358209,134,-0.5373134328358209
W1496830905,2009,IJCAI,0,17,-1.0,17,-1.0
W1528986923,2009,IJCAI,33,74,-0.3831775700934579,107,-0.3831775700934579
W2163609156,2009,INFOCOM,26,86,-0.5357142857142857,112,-0.5357142857142857
W2080320419,2009,KDD,55,145,-0.45,200,-0.45
W2135573205,2009,MOBICOM,30,62,-0.3478260869565217,92,-0.3478260869565217
W1519889149,2009,NSDI,10,61,-0.7183098591549296,71,-0.7183098591549296
W2072892827,2009,NSDI,79,21,0.58,100,0.58
W2148707178,2009,PLDI,7,32,-0.6410256410256411,39,-0.6410256410256411
W2041829641,2009,PODS,0,12,-1.0,12,-1.0
W2105842205,2009,S&P,17,57,-0.5405405405405406,74,-0.5405405405405406
W2150957281,2009,SIGCOMM,121,79,0.21,200,0.21
W2134842174,2009,SIGIR,28,71,-0.4343434343434343,99,-0.4343434343434343
W2109992755,2009,SIGMETRICS,20,14,0.1764705882352941,34,0.1764705882352941
W2126354234,2009,SIGMOD,12,22,-0.2941176470588235,34,-0.2941176470588235
W2911824201,2009,SODA,39,0,1.0,39,1.0
W2137888380,2009,SOSP,0,2,-1.0,2,
W2019883273,2009,STOC,9,49,-0.6896551724137931,58,-0.6896551724137931
W2058785578,2009,STOC,0,200,-1.0,200,-1.0
W2139459444,2009,UIST,12,40,-0.5384615384615384,52,-0.5384615384615384
W2998654680,2009,VLDB,1,24,-0.92,25,-0.92
W2155530593,2009,WWW,6,27,-0.6363636363636364,33,-0.6363636363636364
W192051504,2008,AAAI,5,11,-0.375,16,-0.375
W1816489643,2008,AAAI,10,33,-0.5348837209302325,43,-0.5348837209302325
W2166905217,2008,ACL,10,151,-0.8757763975155279,161,-0.8757763975155279
W2134729743,2008,ACL,9,159,-0.8928571428571429,168,-0.8928571428571429
W2105512500,2008,CHI,2,34,-0.8888888888888888,36,-0.8888888888888888
W2094064671,2008,CHI,3,1,0.5,4,
W2152414382,2008,CHI,36,39,-0.04,75,-0.04
W2053078227,2008,CHI,36,29,0.1076923076923077,65,0.1076923076923077
W2140188249,2008,CHI,29,62,-0.3626373626373626,91,-0.3626373626373626
W2062709156,2008,CHI,12,18,-0.2,30,-0.2
W2059641569,2008,CHI,19,38,-0.3333333333333333,57,-0.3333333333333333
W2100341149,2008,CIKM,47,153,-0.53,200,-0.53
W2113201641,2008,CVPR,40,160,-0.6,200,-0.6
W2111559961,2008,CVPR,8,71,-0.7974683544303798,79,-0.7974683544303798
W1497086998,2008,FOCS,0,0,,0,
W2122633358,2008,FSE,46,51,-0.0515463917525773,97,-0.0515463917525773
W2160517961,2008,FSE,18,147,-0.7818181818181819,165,-0.7818181818181819
W2030811966,2008,ICML,21,77,-0.5714285714285714,98,-0.5714285714285714
W2103188316,2008,ICSE,7,69,-0.8157894736842105,76,-0.8157894736842105
W2154843497,2008,ICSE,12,59,-0.6619718309859155,71,-0.6619718309859155
W1790484086,2008,ICSE,0,4,-1.0,4,
W2136043644,2008,ICSE,6,29,-0.6571428571428571,35,-0.6571428571428571
W2130243914,2008,ICSE,5,34,-0.7435897435897436,39,-0.7435897435897436
W2157090751,2008,INFOCOM,23,61,-0.4523809523809524,84,-0.4523809523809524
W2133795371,2008,INFOCOM,5,26,-0.6774193548387096,31,-0.6774193548387096
W1995120351,2008,INFOCOM,2,136,-0.9710144927536232,138,-0.9710144927536232
W2118556950,2008,KDD,6,14,-0.4,20,-0.4
W2171183905,2008,MOBICOM,21,27,-0.125,48,-0.125
W48887007,2008,NSDI,7,0,1.0,7,
W1598241463,2008,NSDI,9,27,-0.5,36,-0.5
W1710734607,2008,OSDI,45,155,-0.55,200,-0.55
W1493893823,2008,OSDI,23,177,-0.77,200,-0.77
W2013592197,2008,OSDI,17,73,-0.6222222222222222,90,-0.6222222222222222
W1967172267,2008,PODS,12,32,-0.4545454545454545,44,-0.4545454545454545
W2143472559,2008,S&P,93,103,-0.0510204081632653,196,-0.0510204081632653
W2005689470,2008,SIGIR,18,84,-0.6470588235294118,102,-0.6470588235294118
W2059739152,2008,SIGMETRICS,15,75,-0.6666666666666666,90,-0.6666666666666666
W2725226870,2008,SIGMOD,1,30,-0.935483870967742,31,-0.935483870967742
W2171901130,2008,SIGMOD,16,121,-0.7664233576642335,137,-0.7664233576642335
W2169528477,2008,STOC,30,67,-0.3814432989690721,97,-0.3814432989690721
W2110871651,2008,STOC,32,146,-0.6404494382022472,178,-0.6404494382022472
W2140190783,2008,UIST,31,88,-0.4789915966386555,119,-0.4789915966386555
W4249843299,2008,VLDB,52,37,0.1685393258426966,89,0.1685393258426966
W2141463661,2008,VLDB,2,22,-0.8333333333333334,24,-0.8333333333333334
W2145990704,2008,WWW,11,46,-0.6140350877192983,57,-0.6140350877192983
W2146447174,2007,AAAI,38,24,0.2258064516129032,62,0.2258064516129032
W1902527071,2007,AAAI,6,6,0.0,12,0.0
W2121465811,2007,ACL,12,101,-0.7876106194690266,113,-0.7876106194690266
W2117601224,2007,CHI,11,39,-0.56,50,-0.56
W2006550435,2007,CHI,56,61,-0.0427350427350427,117,-0.0427350427350427
W2152312062,2007,CHI,38,0,1.0,38,1.0
W2108518773,2007,CHI,52,96,-0.2972972972972973,148,-0.2972972972972973
W2057359302,2007,CHI,11,31,-0.4761904761904761,42,-0.4761904761904761
W3172402307,2007,CHI,1,0,1.0,1,
W2146304342,2007,CIKM,46,120,-0.4457831325301205,166,-0.4457831325301205
W2082546838,2007,CVPR,4,12,-0.5,16,-0.5
W2162561603,2007,FOCS,1,37,-0.9473684210526316,38,-0.9473684210526316
W2163643791,2007,FSE,12,36,-0.5,48,-0.5
W2042454716,2007,FSE,15,28,-0.3023255813953488,43,-0.3023255813953488
W2112380328,2007,FSE,1,12,-0.8461538461538461,13,-0.8461538461538461
W2137956345,2007,FSE,5,40,-0.7777777777777778,45,-0.7777777777777778
W2153119123,2007,ICCV,3,14,-0.6470588235294118,17,-0.6470588235294118
W2169495281,2007,ICML,30,170,-0.7,200,-0.7
W2145544369,2007,ICSE,10,87,-0.7938144329896907,97,-0.7938144329896907
W2151553346,2007,ICSE,18,111,-0.7209302325581395,129,-0.7209302325581395
W2152846401,2007,ICSE,52,84,-0.2352941176470588,136,-0.2352941176470588
W2115694885,2007,ICSE,0,38,-1.0,38,-1.0
W110738662,2007,IJCAI,17,4,0.6190476190476191,21,0.6190476190476191
W57770583,2007,IJCAI,6,11,-0.2941176470588235,17,-0.2941176470588235
W1552944591,2007,IJCAI,7,20,-0.4814814814814814,27,-0.4814814814814814
W2140103214,2007,INFOCOM,12,38,-0.52,50,-0.52
W2056932183,2007,KDD,9,31,-0.55,40,-0.55
W1576549127,2007,NSDI,10,70,-0.75,80,-0.75
W2071286129,2007,PLDI,5,9,-0.2857142857142857,14,-0.2857142857142857
W2153578567,2007,PLDI,5,61,-0.8484848484848485,66,-0.8484848484848485
W2061358102,2007,PODS,2,0,1.0,2,
W2149156280,2007,SIGIR,30,86,-0.4827586206896552,116,-0.4827586206896552
W2066262685,2007,SIGMETRICS,15,41,-0.4642857142857143,56,-0.4642857142857143
W2077449561,2007,SIGMOD,10,38,-0.5833333333333334,48,-0.5833333333333334
W2035801804,2007,SIGMOD,6,17,-0.4782608695652174,23,-0.4782608695652174
W2108026089,2007,SOSP,28,89,-0.5213675213675214,117,-0.5213675213675214
W2038345682,2007,SOSP,2,34,-0.8888888888888888,36,-0.8888888888888888
W2166510103,2007,SOSP,34,89,-0.4471544715447154,123,-0.4471544715447154
W2170835539,2007,STOC,45,88,-0.3233082706766917,133,-0.3233082706766917
W1998698985,2007,STOC,104,58,0.2839506172839506,162,0.2839506172839506
W2140280838,2007,UIST,16,68,-0.6190476190476191,84,-0.6190476190476191
W2140613126,2007,VLDB,86,114,-0.14,200,-0.14
W2028891984,2007,WWW,2,10,-0.6666666666666666,12,-0.6666666666666666
W1607840088,2006,AAAI,13,27,-0.35,40,-0.35
W52985456,2006,AAAI,0,9,-1.0,9,
W2144108169,2006,ACL,32,148,-0.6444444444444445,180,-0.6444444444444445
W2003257628,2006,CHI,8,29,-0.5675675675675675,37,-0.5675675675675675
W4390808104,2006,CHI,4,0,1.0,4,
W2118755902,2006,CHI,33,80,-0.415929203539823,113,-0.415929203539823
W2044983364,2006,CIKM,2,37,-0.8974358974358975,39,-0.8974358974358975
W2146352414,2006,CVPR,20,180,-0.8,200,-0.8
W2026177035,2006,FOCS,13,187,-0.87,200,-0.87
W2082731247,2006,FSE,4,25,-0.7241379310344828,29,-0.7241379310344828
W2107794009,2006,FSE,14,95,-0.7431192660550459,109,-0.7431192660550459
W2162152253,2006,ICML,17,83,-0.66,100,-0.66
W2071616717,2006,ICSE,60,108,-0.2857142857142857,168,-0.2857142857142857
W2079317829,2006,ICSE,65,112,-0.2655367231638418,177,-0.2655367231638418
W2069488474,2006,INFOCOM,8,117,-0.872,125,-0.872
W2035720976,2006,KDD,47,153,-0.53,200,-0.53
W1544095305,2006,NSDI,17,109,-0.7301587301587301,126,-0.7301587301587301
W1500238431,2006,NSDI,1,16,-0.8823529411764706,17,-0.8823529411764706
W2058535975,2006,OSDI,2,4,-0.3333333333333333,6,
W1981420413,2006,OSDI,53,147,-0.47,200,-0.47
W2036564813,2006,PODS,11,20,-0.2903225806451613,31,-0.2903225806451613
W2124504084,2006,SIGIR,28,75,-0.4563106796116505,103,-0.4563106796116505
W4214714086,2006,SIGMETRICS,8,68,-0.7894736842105263,76,-0.7894736842105263
W118378920,2006,SIGMOD,4,6,-0.2,10,-0.2
W336776360,2006,STOC,1,3,-0.5,4,
W2062658884,2006,UIST,29,79,-0.4629629629629629,108,-0.4629629629629629
W2146081216,2006,VLDB,4,19,-0.6521739130434783,23,-0.6521739130434783
W2128941908,2006,WWW,28,52,-0.3,80,-0.3
W1587673378,2005,AAAI,7,15,-0.3636363636363636,22,-0.3636363636363636
W2152263452,2005,ACL,6,194,-0.94,200,-0.94
W2112103637,2005,CHI,17,111,-0.734375,128,-0.734375
W2107788319,2005,CHI,51,41,0.108695652173913,92,0.108695652173913
W2153282521,2005,CHI,4,47,-0.8431372549019608,51,-0.8431372549019608
W4301013381,2005,CHI,21,24,-0.0666666666666666,45,-0.0666666666666666
W1965605976,2005,CIKM,6,12,-0.3333333333333333,18,-0.3333333333333333
W2140720810,2005,CVPR,17,183,-0.83,200,-0.83
W2133589924,2005,FOCS,15,68,-0.6385542168674698,83,-0.6385542168674698
W2150240046,2005,FSE,4,48,-0.8461538461538461,52,-0.8461538461538461
W2166140339,2005,FSE,5,33,-0.7368421052631579,38,-0.7368421052631579
W2009489720,2005,FSE,14,186,-0.86,200,-0.86
W2105340458,2005,ICCV,5,23,-0.6428571428571429,28,-0.6428571428571429
W2070771761,2005,ICML,91,109,-0.09,200,-0.09
W2170239024,2005,ICSE,14,34,-0.4166666666666667,48,-0.4166666666666667
W2169952536,2005,ICSE,38,59,-0.2164948453608247,97,-0.2164948453608247
W2013711971,2005,ICSE,47,132,-0.4748603351955307,179,-0.4748603351955307
W4239049496,2005,ICSE,26,4,0.7333333333333333,30,0.7333333333333333
W1603364293,2005,IJCAI,0,3,-1.0,3,
W2912387951,2005,IJCAI,19,9,0.3571428571428571,28,0.3571428571428571
W157725869,2005,IJCAI,28,58,-0.3488372093023256,86,-0.3488372093023256
W2098608071,2005,INFOCOM,0,200,-1.0,200,-1.0
W1520365698,2005,KDD,5,24,-0.6551724137931034,29,-0.6551724137931034
W1965343327,2005,NSDI,22,95,-0.6239316239316239,117,-0.6239316239316239
W4236944756,2005,PLDI,3,44,-0.8723404255319149,47,-0.8723404255319149
W4245234767,2005,PLDI,18,7,0.44,25,0.44
W2111421966,2005,PODS,0,4,-1.0,4,
W2159668267,2005,PODS,8,74,-0.8048780487804879,82,-0.8048780487804879
W1963658069,2005,SIGIR,11,75,-0.7441860465116279,86,-0.7441860465116279
W2171217544,2005,SIGMETRICS,1,33,-0.9411764705882352,34,-0.9411764705882352
