author_id,author_name,career_stage,award_year,first_pub_year,pubs_before,pubs_after,pubs_per_year_before,pubs_per_year_after,pub_lift,cites_before,cites_after,cites_per_year_before,cites_per_year_after,citation_lift
https://openalex.org/A5075026385,Miro Mannino,Junior,2018,2018.0,0,6,0.0,2.0,2.0,0,43,0.0,14.333333333333334,14.333333333333334
https://openalex.org/A5044418740,Azza Abouzied,Senior,2018,2008.0,18,10,6.0,3.3333333333333335,-2.6666666666666665,168,50,56.0,16.666666666666668,-39.333333333333336
https://openalex.org/A5066919494,Nicolas Villar,Senior,2009,2003.0,19,21,6.333333333333333,7.0,0.6666666666666666,322,1084,107.33333333333333,361.3333333333333,254.0
https://openalex.org/A5000796744,Daniel Cletheroe,Senior,2018,2008.0,1,8,0.3333333333333333,2.6666666666666665,2.3333333333333335,23,307,7.666666666666667,102.33333333333333,94.66666666666667
https://openalex.org/A5041491565,Greg Saul,Senior,2018,1967.0,0,7,0.0,2.3333333333333335,2.3333333333333335,0,45,0.0,15.0,15.0
https://openalex.org/A5046815740,Christian Holz,Senior,2013,1995.0,9,16,3.0,5.333333333333333,2.3333333333333335,1090,954,363.3333333333333,318.0,-45.333333333333336
https://openalex.org/A5089370410,Tim Regan,Senior,2014,1990.0,19,40,6.333333333333333,13.333333333333334,7.0,850,1099,283.3333333333333,366.3333333333333,83.0
https://openalex.org/A5046813937,Oscar Salandin,Junior,2018,2018.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
https://openalex.org/A5029380651,Misha Sra,Senior,2018,2012.0,19,26,6.333333333333333,8.666666666666666,2.3333333333333335,462,757,154.0,252.33333333333334,98.33333333333333
https://openalex.org/A5028482882,Hui-Shyong Yeo,Junior,2018,2013.0,19,8,6.333333333333333,2.6666666666666665,-3.6666666666666665,456,282,152.0,94.0,-58.0
https://openalex.org/A5073012307,William J. Field,Senior,2018,1964.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
https://openalex.org/A5048262602,Haiyan Zhang,Senior,2018,1986.0,134,132,44.666666666666664,44.0,-0.6666666666666666,4615,5123,1538.3333333333333,1707.6666666666667,169.33333333333334
https://openalex.org/A5071394525,Florian Mueller,Senior,2018,1972.0,48,58,16.0,19.333333333333332,3.3333333333333335,1461,1353,487.0,451.0,-36.0
https://openalex.org/A5012929048,Richard Byrne,Senior,2018,1963.0,9,6,3.0,2.0,-1.0,149,155,49.666666666666664,51.666666666666664,2.0
https://openalex.org/A5086240513,Josh Andrés,Junior,2018,2015.0,3,31,1.0,10.333333333333334,9.333333333333334,39,695,13.0,231.66666666666666,218.66666666666666
https://openalex.org/A5061987881,Rakesh Patibanda,Junior,2018,2017.0,1,11,0.3333333333333333,3.6666666666666665,3.3333333333333335,149,308,49.666666666666664,102.66666666666667,53.0
https://openalex.org/A5021902946,Daniela K. Rosner,Senior,2018,2002.0,28,43,9.333333333333334,14.333333333333334,5.0,939,1199,313.0,399.6666666666667,86.66666666666667
https://openalex.org/A5051153434,Samantha Shorey,Senior,2018,1976.0,6,11,2.0,3.6666666666666665,1.6666666666666667,64,81,21.333333333333332,27.0,5.666666666666667
https://openalex.org/A5019431004,Brock Craft,Senior,2018,2001.0,2,2,0.6666666666666666,0.6666666666666666,0.0,39,12,13.0,4.0,-9.0
https://openalex.org/A5071897087,Helen Remick,Senior,2018,1973.0,0,1,0.0,0.3333333333333333,0.3333333333333333,0,1,0.0,0.3333333333333333,0.3333333333333333
https://openalex.org/A5109428307,Jen Liu,Junior,2018,2017.0,1,5,0.3333333333333333,1.6666666666666667,1.3333333333333333,6,121,2.0,40.333333333333336,38.333333333333336
https://openalex.org/A5001613449,Daragh Byrne,Senior,2018,1987.0,2,16,0.6666666666666666,5.333333333333333,4.666666666666667,15,63,5.0,21.0,16.0
