author_id,display_name,works_count,cited_by_count,h_index,i10_index,first_pub_year_countsbyyear
https://openalex.org/A5021195349,Mark Billinghurst,879,32279,82,426,1989
https://openalex.org/A5111222692,Chris Dyer,370,34435,69,199,1970
https://openalex.org/A5082668404,John Stasko,340,18514,67,205,1987
https://openalex.org/A5019928111,Hal Daumé,335,17285,61,166,2001
https://openalex.org/A5001232416,John McCarthy,320,19531,58,154,1899
https://openalex.org/A5020160332,Gun Lee,284,7769,40,109,1995
https://openalex.org/A5083645031,Alan M. Wilson,282,13838,66,173,1924
https://openalex.org/A5032452724,Kentaro Toyama,237,15127,53,124,1963
https://openalex.org/A5061223874,J. Thompson,212,14702,31,59,1960
https://openalex.org/A5061205711,Florian Schaub,207,7848,48,110,1851
https://openalex.org/A5061173804,Darren Gergle,179,9698,44,84,1998
https://openalex.org/A5066173469,Anne Marie Piper,173,8190,50,117,1961
https://openalex.org/A5078308184,Madeline Balaam,169,7291,38,85,2009
https://openalex.org/A5010677076,Martin Müller,164,3116,26,56,1966
https://openalex.org/A5100745766,Zhicheng Liu,125,3671,30,50,2003
https://openalex.org/A5023623172,Barrett Ens,123,3776,31,51,2008
https://openalex.org/A5031349141,Foad Hamidi,121,1405,19,34,2005
https://openalex.org/A5014790341,Amanda Lazar,115,4583,37,66,1973
https://openalex.org/A5083949511,Mira Dontcheva,106,5350,39,63,2003
https://openalex.org/A5089644604,Thammathip Piumsomboon,99,3163,23,44,2011
https://openalex.org/A5039799789,Jonathan Brennan,90,2148,22,33,2002
https://openalex.org/A5064563429,Robert Anderson,89,1342,20,32,1962
https://openalex.org/A5054978902,John Hale,86,4539,25,42,1930
https://openalex.org/A5034891790,Isaac Johnson,78,1134,16,20,2004
https://openalex.org/A5012652561,Mark Díaz,73,4116,14,17,2003
https://openalex.org/A5072370411,Bernard J Kerr,68,1112,14,14,1800
https://openalex.org/A5057143988,Kellie Morrissey,62,1534,19,24,2011
https://openalex.org/A5034851596,Seok-Hyung Bae,59,972,15,23,1991
https://openalex.org/A5061115418,Clara Crivellaro,59,1196,18,29,2014
https://openalex.org/A5109995935,Brian Musgrove,52,1127,13,15,1986
https://openalex.org/A5026112124,Mikko Kytö,51,802,16,20,1997
https://openalex.org/A5084538652,Morgan Klaus Scheuerman,50,1834,19,23,2017
https://openalex.org/A5026521600,Chenjun Xiao,47,224,8,8,2012
https://openalex.org/A5045574489,Allison McDonald,42,692,13,16,2000
https://openalex.org/A5040699318,Alexandre Cremers,40,349,9,8,2011
https://openalex.org/A5069646529,Adhiguna Kuncoro,38,1600,18,19,2016
https://openalex.org/A5001484153,Sudha Rao,36,878,12,13,2011
https://openalex.org/A5029738364,Joon Hyub Lee,36,306,11,12,2012
https://openalex.org/A5014823249,Jincheng Mei,29,248,9,9,2014
https://openalex.org/A5040685721,Yongkwan Kim,24,397,10,10,2005
https://openalex.org/A5049518342,Sam Grigg,20,797,9,8,2017
https://openalex.org/A5086921313,Abraham Mhaidli,19,450,9,9,1970
https://openalex.org/A5025927395,Jayson Althofer,16,9,2,0,1999
https://openalex.org/A5035195609,Sean Peacock,16,121,5,5,2016
https://openalex.org/A5032939256,Timur Osadchiy,12,407,6,5,2017
https://openalex.org/A5009105907,Tamy Guberek,11,195,6,4,2009
https://openalex.org/A5032195981,Sang-Gyun An,8,139,6,6,2017
https://openalex.org/A5021296068,Lydia Michie,3,93,3,2,2017
https://openalex.org/A5078187042,James Delorey,3,160,1,1,2002
https://openalex.org/A5075359884,Sylvia Simioni,2,153,2,2,2018
https://openalex.org/A5048262602,Haiyan Zhang,814,19201,68,388,1986
https://openalex.org/A5060508167,Kathleen Hall Jamieson,442,16638,60,141,1975
https://openalex.org/A5071394525,Florian Mueller,407,9731,48,204,1972
https://openalex.org/A5039238746,Scott E. Hudson,317,15185,72,218,1977
https://openalex.org/A5015615908,Kasper Hornbæk,313,12898,56,158,1999
https://openalex.org/A5054151701,Sarah Sharples,248,4601,29,82,1993
https://openalex.org/A5070837664,Nicholas Vincent,244,971,17,29,1991
https://openalex.org/A5046815740,Christian Holz,242,7226,45,104,1995
https://openalex.org/A5091627990,Joel E. Fischer,212,3958,31,76,1953
https://openalex.org/A5029562752,Alex Taylor,204,5047,37,83,1960
https://openalex.org/A5029290807,Chris Harrison,201,10902,57,125,1987
https://openalex.org/A5089370410,Tim Regan,194,5753,41,80,1990
https://openalex.org/A5021902946,Daniela K. Rosner,181,5131,39,91,2002
https://openalex.org/A5064650373,Kenton O’Hara,174,9326,46,82,1991
https://openalex.org/A5020860057,Stuart Reeves,163,4813,34,82,2001
https://openalex.org/A5029380651,Misha Sra,135,1958,22,37,2012
https://openalex.org/A5037702709,François Guimbretière,132,6112,45,87,1999
https://openalex.org/A5005448339,Brent Hecht,129,6080,38,77,2005
https://openalex.org/A5047416400,Alanson P. Sample,128,7127,36,69,2006
https://openalex.org/A5028106242,Asheley R. Landrum,112,1577,20,29,2011
https://openalex.org/A5100354637,Yang Zhang,100,3172,29,55,2006
https://openalex.org/A5001613449,Daragh Byrne,92,1127,16,24,1987
https://openalex.org/A5066919494,Nicolas Villar,90,2699,28,49,2003
https://openalex.org/A5074985413,Yvonne Jansen,88,2905,25,35,2007
https://openalex.org/A5026377321,Stacy Branham,87,2750,25,42,2009
https://openalex.org/A5086240513,Josh Andrés,83,1206,20,30,2015
https://openalex.org/A5090363920,Joseph Hilgard,76,2595,25,31,2009
https://openalex.org/A5038303490,Laura Devendorf,74,2492,31,44,2012
https://openalex.org/A5044418740,Azza Abouzied,67,718,15,19,2008
https://openalex.org/A5103026409,Sharifa Sultana,67,755,14,17,2018
https://openalex.org/A5061987881,Rakesh Patibanda,57,1004,16,27,2017
https://openalex.org/A5063697388,Martin Porcheron,57,1583,17,24,2013
https://openalex.org/A5019431004,Brock Craft,46,985,15,21,2001
https://openalex.org/A5010424762,Heather Akin,43,815,17,22,2004
https://openalex.org/A5028482882,Hui-Shyong Yeo,43,1158,16,23,2013
https://openalex.org/A5012929048,Richard Byrne,37,657,14,15,1963
https://openalex.org/A5023043627,Megh Marathe,35,336,10,10,2004
https://openalex.org/A5051153434,Samantha Shorey,35,402,10,12,1976
https://openalex.org/A5000796744,Daniel Cletheroe,30,703,13,14,2008
https://openalex.org/A5071383028,Chouchang Yang,28,1188,10,10,2006
https://openalex.org/A5078903072,Robert B. Lull,22,369,9,9,2014
https://openalex.org/A5011438930,Jessica L. Feuston,21,680,12,15,2014
https://openalex.org/A5041491565,Greg Saul,21,528,7,7,1967
https://openalex.org/A5109428307,Jen Liu,20,402,6,5,2017
https://openalex.org/A5071897087,Helen Remick,17,530,10,10,1973
https://openalex.org/A5075026385,Miro Mannino,13,129,3,3,2018
https://openalex.org/A5034634435,Ari Schlesinger,6,659,5,5,2017
https://openalex.org/A5073012307,William J. Field,5,112,3,1,1964
https://openalex.org/A5091847639,Caroline Edasis,5,497,5,5,2016
https://openalex.org/A5046813937,Oscar Salandin,3,172,3,2,2018
https://openalex.org/A5065368881,Leonidas Guibas,886,84270,120,526,1976
https://openalex.org/A5111504451,Qi Tian,665,22154,71,322,1993
https://openalex.org/A5001594573,Jitendra Malik,661,168165,144,401,1982
https://openalex.org/A5043350857,Francesco Vitale,558,10265,53,200,1939
https://openalex.org/A5042646536,Silvio Savarese,524,42190,95,272,2002
https://openalex.org/A5037779332,Jun Wei,520,4397,29,96,1993
https://openalex.org/A5100668121,Yiqun Liu,496,10265,52,197,2001
https://openalex.org/A5101911602,L. Zhou,475,26371,85,286,1991
https://openalex.org/A5100760812,Shaoping Ma,469,10833,52,188,1992
https://openalex.org/A5062174672,David Wagner,353,21099,63,152,1980
https://openalex.org/A5076852218,Mahesh Viswanathan,267,6327,39,117,1953
https://openalex.org/A5013948143,James C. Davis,191,1084,19,32,1962
https://openalex.org/A5028781688,Feng Qin,191,15424,54,110,1994
https://openalex.org/A5016958234,Umang Mathur,181,1784,21,50,1969
https://openalex.org/A5039915143,Moritz Hardt,170,15952,43,79,2002
https://openalex.org/A5065310265,Dongyoon Lee,165,2015,26,43,1999
https://openalex.org/A5034257647,Nicholas Carlini,163,15621,46,83,2012
https://openalex.org/A5016459516,Joanna McGrenere,153,4600,37,86,1996
https://openalex.org/A5111684967,Mitchel Resnick,131,17262,52,83,1967
https://openalex.org/A5057564242,Nicola Dell,122,4618,34,80,2010
https://openalex.org/A5037154191,Max Simchowitz,118,1741,18,28,2015
https://openalex.org/A5059066123,Phoebe Sengers,115,9272,42,80,1995
https://openalex.org/A5063520549,Dor Minzer,111,448,11,12,2015
https://openalex.org/A5060956547,Radomír Měch,107,7068,41,71,1994
https://openalex.org/A5007318528,Muli Safra,104,7351,37,59,1985
https://openalex.org/A5058644728,Jennifer Jacobs,101,953,17,25,1976
https://openalex.org/A5007556540,Alexander F. Sax,94,2970,26,56,1982
https://openalex.org/A5023178110,Amir Zamir,89,8106,30,48,2010
https://openalex.org/A5023724495,Wensheng Dou,88,797,18,28,2014
https://openalex.org/A5100406890,Chao Wang,87,1503,22,37,2001
https://openalex.org/A5101484888,Yongming Wu,83,901,20,27,2002
https://openalex.org/A5100391567,Dong Wang,81,675,13,16,2003
https://openalex.org/A5048975494,Yu Gao,76,1139,20,30,2006
https://openalex.org/A5112210547,Ruirui Huang,66,820,14,19,2010
https://openalex.org/A5039701716,Francisco Servant,63,712,17,23,2010
https://openalex.org/A5047182302,Esther Rolf,61,2161,10,10,2014
https://openalex.org/A5023292508,Joel Brandt,57,2830,25,25,2004
https://openalex.org/A5029554720,Sarah Dean,47,1054,15,17,1980
https://openalex.org/A5015125413,Shengjian Guo,38,1183,15,18,2010
https://openalex.org/A5017792083,Meng Wu,36,497,11,12,2002
https://openalex.org/A5100648252,Junqi Zhang,35,721,12,13,2004
https://openalex.org/A5017596078,Lydia T. Liu,33,186,7,6,2016
https://openalex.org/A5036073707,Chushu Gao,28,326,9,8,2010
https://openalex.org/A5068124021,Dileep Kini,23,345,10,10,2011
https://openalex.org/A5091720485,Anish Athalye,22,4831,12,12,2013
https://openalex.org/A5011207998,Urmila Mahadev,12,321,6,3,2014
https://openalex.org/A5068145628,Christy A. Coghlan,7,162,4,2,2018
https://openalex.org/A5091174431,Izabelle Janzen,5,95,3,2,2016
https://openalex.org/A5112345861,Khot Subhash,1,72,1,1,2018
https://openalex.org/A5100355692,Yang Liu,3467,63661,107,1079,1981
https://openalex.org/A5100372201,Xue Li,1704,21421,67,457,1994
https://openalex.org/A5100429004,Jun Sun,917,10712,46,247,1980
https://openalex.org/A5060042752,Bo Du,888,31666,93,410,2000
https://openalex.org/A5072024833,Lihua Xu,557,14632,53,315,1985
https://openalex.org/A5021306015,Carlos Lucena,547,5535,34,139,1973
https://openalex.org/A5001529504,Chang Xu,516,22436,65,215,2000
https://openalex.org/A5029568096,Xiaojun Wan,401,9809,50,161,2003
https://openalex.org/A5032068969,Michael D. Ernst,348,21804,72,186,1975
https://openalex.org/A5027812149,Simone Diniz Junqueira Barbosa,329,3864,27,84,1996
https://openalex.org/A5062526200,Marcos Kalinowski,326,3589,27,75,1958
https://openalex.org/A5007792821,Alessandro Garcia,323,5301,37,163,1989
https://openalex.org/A5037363688,Jane Cleland‐Huang,314,7385,47,158,2001
https://openalex.org/A5063243817,Patrick Mäder,310,6388,39,102,2006
https://openalex.org/A5077610917,Zhendong Su,282,14708,67,165,1997
https://openalex.org/A5002119636,He Jiang,279,3293,32,86,2001
https://openalex.org/A5087340443,Gianluigi Greco,241,3111,27,79,1985
https://openalex.org/A5024920190,Zhenbang Chen,233,10480,40,91,1998
https://openalex.org/A5054490662,Geguang Pu,227,3188,26,71,2003
https://openalex.org/A5100319491,Jingyi Wang,191,1939,24,56,2001
https://openalex.org/A5032356672,Claire Le Goues,181,7254,36,74,2009
https://openalex.org/A5100658276,Sen Chen,168,3268,31,65,2004
https://openalex.org/A5100352782,Xinyu Wang,167,2263,26,53,1999
https://openalex.org/A5010572058,Jin Guo,145,1516,21,44,1994
https://openalex.org/A5002360773,Jifeng Xuan,125,2981,26,42,2008
https://openalex.org/A5075507126,Vincenzo Auletta,102,1163,20,38,1993
https://openalex.org/A5082629071,Michael Rath,102,267,8,6,2017
https://openalex.org/A5063706766,Yun Lin,99,1527,20,25,1992
https://openalex.org/A5044085723,Diodato Ferraioli,98,768,16,25,2009
https://openalex.org/A5090231856,Baldoíno Fonseca,95,1524,18,33,2007
https://openalex.org/A5017417068,Guozhu Meng,91,2710,25,40,2013
https://openalex.org/A5036209534,Rafael de Mello,91,883,16,24,1974
https://openalex.org/A5043441209,Ting Su,91,2763,27,45,2005
https://openalex.org/A5101445828,Ke Wang,91,1458,19,28,2001
https://openalex.org/A5101995389,Zijiang Yang,87,1950,26,48,2003
https://openalex.org/A5100627188,Jaejoon Lee,84,2741,19,35,1998
https://openalex.org/A5088791029,Emina Torlak,82,3204,28,47,2004
https://openalex.org/A5108246345,Zhilei Ren,82,1645,25,38,2010
https://openalex.org/A5102012317,Lingling Fan,63,1731,22,31,2016
https://openalex.org/A5041090227,Anderson Oliveira,51,456,14,17,1992
https://openalex.org/A5100730687,Yipeng Zhang,43,375,9,8,2009
https://openalex.org/A5043970768,Roberto Oliveira,40,460,13,17,2013
https://openalex.org/A5024116315,Willian Oizumi,39,791,17,22,2012
https://openalex.org/A5103226106,Leonardo Sousa,32,681,15,20,2013
https://openalex.org/A5100683238,Peixin Zhang,28,377,8,7,2004
https://openalex.org/A5056334354,Rijnard van Tonder,25,308,9,9,2013
https://openalex.org/A5078986097,Rodrigo Paes,20,94,5,2,2005
https://openalex.org/A5071723330,Timo Rehfeld,14,13123,7,7,2016
https://openalex.org/A5009835433,Calvin Loncaric,11,131,6,4,2015
https://openalex.org/A5032569584,Jacob Rendall,6,267,5,5,2015
https://openalex.org/A5074103823,Dacheng Tao,2036,102341,155,1027,2002
https://openalex.org/A5036587377,Eytan Modiano,566,16245,62,231,1992
https://openalex.org/A5083787204,Xiaodong Lin,526,23640,78,283,1990
https://openalex.org/A5100400376,Xiapu Luo,525,14595,59,248,1998
https://openalex.org/A5044042138,Minlie Huang,454,16236,65,198,2004
https://openalex.org/A5074504351,Stephan Günnemann,406,16046,51,135,2009
https://openalex.org/A5001483226,Francis Bach,402,21385,67,177,2000
https://openalex.org/A5061127138,Fei Fang,389,6751,42,130,2000
https://openalex.org/A5010967150,Frank Wolter,386,10924,55,167,1968
https://openalex.org/A5057695979,Michalis Vazirgiannis,362,12812,48,128,1993
https://openalex.org/A5010575626,Dale Schuurmans,361,19315,51,161,1988
https://openalex.org/A5024278302,Lefei Zhang,321,14079,56,142,2009
https://openalex.org/A5080483470,Kaushik Chowdhury,321,15865,58,168,1980
https://openalex.org/A5036934218,Craig Boutilier,309,17429,62,186,1989
https://openalex.org/A5034616829,Carsten Lutz,304,8569,49,136,1997
https://openalex.org/A5100443178,Ting Chen,303,9816,46,105,1996
https://openalex.org/A5007698196,Laurent Massoulié,290,12541,56,133,1995
https://openalex.org/A5100452974,Xiaoyan Zhu,264,11164,47,114,1984
https://openalex.org/A5075035644,J. Zico Kolter,256,17578,53,129,2004
https://openalex.org/A5048431501,Berk Canberk,219,2673,26,76,2009
https://openalex.org/A5100634702,Xiaoqi Li,206,4326,23,44,1991
https://openalex.org/A5022574607,Hao Zhou,203,4702,31,82,2011
https://openalex.org/A5024980585,Yin Tat Lee,198,5407,33,76,2013
https://openalex.org/A5103503444,Sampath Rangarajan,181,7871,41,98,1989
https://openalex.org/A5021842384,Sébastien Bubeck,174,11622,39,82,2007
https://openalex.org/A5018752163,Karthikeyan Sundaresan,173,4417,35,70,1978
https://openalex.org/A5086118824,Jiachi Chen,142,2656,27,46,2016
https://openalex.org/A5057128963,Abhishek Sinha,102,2096,16,22,2001
https://openalex.org/A5100342798,Zihao Li,91,1345,17,21,2017
https://openalex.org/A5052671825,Igor Kadota,79,1950,14,21,2013
https://openalex.org/A5012670041,Zeyu Mao,78,2238,23,33,2004
https://openalex.org/A5011742954,Giannis Nikolentzos,77,1095,15,21,2015
https://openalex.org/A5102861619,Jingfang Xu,76,1848,18,25,1990
https://openalex.org/A5085088065,M. Yousof Naderi,60,1042,15,24,1988
https://openalex.org/A5056747950,Kevin Scaman,58,563,9,8,2014
https://openalex.org/A5036229988,Elif Bozkaya,54,395,12,16,2014
https://openalex.org/A5030456881,Chun Kai Ling,52,159,6,5,2015
https://openalex.org/A5055516926,Cristina Feier,45,783,10,11,2003
https://openalex.org/A5025058751,Daniel Zügner,43,2967,16,23,2015
https://openalex.org/A5085678555,Eugene Chai,42,777,14,19,2006
https://openalex.org/A5086690493,Tyler Lu,40,1878,21,23,2006
https://openalex.org/A5100673750,Yu-Xiao Zhu,34,1114,16,18,2005
https://openalex.org/A5082318381,Subhramoy Mohanti,24,400,10,10,2016
https://openalex.org/A5064520344,Polykarpos Meladianos,19,701,13,14,2015
https://openalex.org/A5014557575,Amir Akbarnejad,17,1438,5,5,2018
https://openalex.org/A5038994448,Tom Young,14,5319,9,9,1990
https://openalex.org/A5058510425,Stratis Limnios,14,137,5,4,2018
https://openalex.org/A5101558101,Mehrdad Moradi,12,288,8,8,2014
https://openalex.org/A5068023300,Haizhou Zhao,8,717,3,3,2017
https://openalex.org/A5035647171,Xiaosong Zhange,1,208,1,1,2018
https://openalex.org/A5024053576,Ben Niu,1530,31575,83,568,1899
https://openalex.org/A5080497445,Jean‐Pierre Hubaux,473,34738,87,264,1992
https://openalex.org/A5048609852,Yufei Tao,298,15930,65,143,1998
https://openalex.org/A5112073231,David D. Clark,286,20915,53,124,1960
https://openalex.org/A5012433957,S. Magill,283,10905,56,167,1981
https://openalex.org/A5034957233,Suresh Jagannathan,266,5959,36,100,1984
https://openalex.org/A5006424908,Işıl Dillig,212,5197,40,99,2007
https://openalex.org/A5045962151,Bryan Ford,204,8491,45,100,1993
https://openalex.org/A5112193907,Shai Ben-David,203,16801,38,84,1978
https://openalex.org/A5029243071,Osbert Bastani,199,2928,27,57,2011
https://openalex.org/A5100741029,Yiying Zhang,185,2534,23,56,1998
https://openalex.org/A5085316790,Steve Kremer,148,3610,33,63,2000
https://openalex.org/A5100653715,Ruoyu Wang,148,3929,26,42,2002
https://openalex.org/A5020418881,Yilun Chen,135,6189,27,43,2006
https://openalex.org/A5006799119,Matthew Luckie,134,2655,28,58,2001
https://openalex.org/A5112117974,Weidong Cui,132,5671,40,73,1992
https://openalex.org/A5030409494,David Duvenaud,123,10996,44,76,2008
https://openalex.org/A5101995804,Ruben Martins,118,1860,24,39,1983
https://openalex.org/A5063889159,Vaibhav Bajpai,101,1590,23,43,2008
https://openalex.org/A5050964144,Baris Kasikci,94,2144,22,40,2011
https://openalex.org/A5102957872,Nicholas J. A. Harvey,93,3022,25,45,2003
https://openalex.org/A5039192820,Yulia Rubanova,84,19408,37,47,2017
https://openalex.org/A5005275631,Amogh Dhamdhere,81,2625,27,52,2003
https://openalex.org/A5089763199,Juan Ramón Troncoso-Pastoriza,81,2384,23,36,2006
https://openalex.org/A5004145814,He Zhu,79,870,16,18,2009
https://openalex.org/A5089076722,Abbas Mehrabian,77,959,16,22,2001
https://openalex.org/A5036662107,Philipp Jovanovic,74,3637,21,33,2010
https://openalex.org/A5018866413,Yaniv Plan,70,4673,21,31,2009
https://openalex.org/A5077585432,Rahul Kumar,62,951,16,24,1999
https://openalex.org/A5084986707,Ricky K. P. Mok,61,1499,14,18,2011
https://openalex.org/A5065695523,Vincent Cheval,59,757,15,21,2010
https://openalex.org/A5048777417,Ranjita Bhagwan,57,2373,23,32,2000
https://openalex.org/A5101567136,Yu Feng,54,1859,22,34,2001
https://openalex.org/A5076085270,Christopher Liaw,51,545,11,12,2016
https://openalex.org/A5029262768,Ricky T. Q. Chen,45,2357,15,19,2018
https://openalex.org/A5065305058,Alejandro Cuevas,43,343,9,8,2001
https://openalex.org/A5085945429,Xinyang Ge,40,620,13,15,2014
https://openalex.org/A5060703788,Yizhou Shan,39,569,10,10,2017
https://openalex.org/A5051338636,Hassan Ashtiani,37,241,8,8,2004
https://openalex.org/A5085735887,Gautam Akiwate,33,420,12,13,2015
https://openalex.org/A5011387239,Stevens Le Blond,28,678,15,19,2004
https://openalex.org/A5059899443,Insu Yun,28,873,12,13,2012
https://openalex.org/A5078512511,Itsaka Rakotonirina,23,157,7,5,2016
https://openalex.org/A5060437791,Alexander Gamero-Garrido,16,183,5,4,2010
https://openalex.org/A5027925889,Jesse Bettencourt,13,1202,7,7,2014
https://openalex.org/A5066394199,Adithya Abraham Philip,12,97,6,4,2000
https://openalex.org/A5071661999,Yutong Huang,11,311,4,3,2017
https://openalex.org/A5006077391,Upamanyu Sharma,6,81,3,3,2018
https://openalex.org/A5110832647,Chandra Sekhar Maddila,3,33,2,1,2018
https://openalex.org/A5009818638,Kabir Gogia,2,135,2,2,2018
https://openalex.org/A5088135366,Gerhard Weikum,941,30930,84,374,1984
https://openalex.org/A5091179481,Stefano Ermon,476,25226,65,191,2009
https://openalex.org/A5061951606,Ryan Cotterell,471,5137,37,104,2013
https://openalex.org/A5091161380,Siegfried Bauer,461,28900,84,233,1906
https://openalex.org/A5072282499,kc claffy,361,18105,61,188,1989
https://openalex.org/A5017344436,Bilge Mutlu,322,11203,59,160,2005
https://openalex.org/A5052467896,Jason Eisner,250,7902,51,112,1983
https://openalex.org/A5055823052,Benny Van Houdt,246,2139,25,69,1998
https://openalex.org/A5009340165,Michael Haller,243,4669,37,106,1958
https://openalex.org/A5034603892,Carlos Rodríguez‐Navarro,228,12274,59,116,1990
https://openalex.org/A5010587031,Robert W. Lindeman,220,5099,36,115,1982
https://openalex.org/A5041837927,Marcus Carter,205,4322,32,70,2006
https://openalex.org/A5029890607,Alex C. Snoeren,198,10310,52,115,1998
https://openalex.org/A5052940596,Pablo Castells,192,6598,45,98,1996
https://openalex.org/A5085479490,David G. Andersen,173,16975,64,119,2000
https://openalex.org/A5084822815,Russell J. Stewart,157,8915,45,89,1974
https://openalex.org/A5052639125,Nicolas Gast,150,2245,26,44,2005
https://openalex.org/A5050639579,J. Edward Swan,147,4798,32,66,1993
https://openalex.org/A5062271013,Martin Kaltenbrunner,146,16863,47,76,2005
https://openalex.org/A5052885090,Michael Kaminsky,139,12052,49,96,1976
https://openalex.org/A5064190255,Wally Smith,128,2219,26,54,1955
https://openalex.org/A5083732107,Arindam Dey,127,2823,27,63,2005
https://openalex.org/A5060695800,Philip J. Guo,123,9011,40,69,1996
https://openalex.org/A5004695759,Eva Rotenberg,119,342,9,9,1982
https://openalex.org/A5009630097,Kathrin Probst,115,415,11,11,2006
https://openalex.org/A5049165312,Andrew Pavlo,115,7396,38,64,2006
https://openalex.org/A5046213289,Viktor Leis,114,3895,31,54,2012
https://openalex.org/A5050593520,Aws Albarghouthi,114,1844,23,43,2010
https://openalex.org/A5013361951,Patrick Erñst,99,1818,20,32,1981
https://openalex.org/A5053422735,Kimberly Keeton,93,4904,31,60,1993
https://openalex.org/A5030133462,Kerstin Elert,77,2921,28,48,1997
https://openalex.org/A5033889707,Aaron Bernstein,65,1086,21,27,1973
https://openalex.org/A5025874799,Jacob Holm,63,1132,13,14,1996
https://openalex.org/A5089731854,Sarah Webber,51,955,17,25,2013
https://openalex.org/A5016617747,Sally Sherwen,49,1541,21,26,2014
https://openalex.org/A5050218314,Hyeontaek Lim,44,5668,22,26,2009
https://openalex.org/A5065988924,Amy Siu,41,455,10,10,2001
https://openalex.org/A5020423438,Joanne Leong,35,1048,16,21,1979
https://openalex.org/A5090101869,Fulvio Di Lorenzo,35,541,12,13,2014
https://openalex.org/A5021735130,David Porfirio,30,226,8,7,2014
https://openalex.org/A5060423255,Florian Perteneder,30,563,13,16,2009
https://openalex.org/A5015113627,Huanchen Zhang,26,513,8,7,2016
https://openalex.org/A5073533400,Allison Sauppé,18,769,11,12,2014
https://openalex.org/A5105368417,Christian Rendl,18,565,11,12,2009
https://openalex.org/A5081476292,Rocío Cañamares,10,427,8,8,2014
https://openalex.org/A5019954653,Patrick Parzer,9,653,9,9,2014
https://openalex.org/A5057440817,Anita Vogl,9,403,5,5,2015
https://openalex.org/A5038015196,Reinhard Schwoediauer,7,243,3,2,1999
https://openalex.org/A5041654458,Alok Mysore,6,71,3,3,2015
https://openalex.org/A5075233441,Sarah Schuetz,1,90,1,1,2018
https://openalex.org/A5048622877,Yogesh K. Dwivedi,947,93294,151,607,1970
https://openalex.org/A5031323457,Marcus Foth,489,9248,51,180,2000
https://openalex.org/A5034248834,Nripendra P. Rana,421,46459,94,285,2001
https://openalex.org/A5101577450,Hiroshi Ishii,407,26353,76,232,1979
https://openalex.org/A5024222363,Daniel Johnson,367,10749,49,139,1957
https://openalex.org/A5089009282,Enrico Rukzio,362,7800,48,172,2003
https://openalex.org/A5026130910,Tadayoshi Kohno,309,20462,66,155,1995
https://openalex.org/A5003298917,Frank Vetere,286,8980,51,156,1997
https://openalex.org/A5060027329,John Williamson,259,7425,37,104,1923
https://openalex.org/A5076685799,Richard Anderson,245,6546,45,125,1898
https://openalex.org/A5066304043,Julie A. Kientz,231,11700,56,126,2003
https://openalex.org/A5068504623,Sean A. Munson,226,10570,52,128,2000
https://openalex.org/A5074504443,Yasuaki Kakehi,201,1884,23,57,2004
https://openalex.org/A5066568444,James Fogarty,178,8858,53,101,1971
https://openalex.org/A5068008545,Jessica Hullman,159,4871,32,65,1800
https://openalex.org/A5061784816,Eric Paulos,156,6497,45,105,1993
https://openalex.org/A5058923617,Franziska Roesner,139,7446,35,69,2007
https://openalex.org/A5088906729,Daniel A. Epstein,131,4037,28,57,1998
https://openalex.org/A5024591851,Ronald Schroeter,128,2046,25,50,1985
https://openalex.org/A5076852435,Katharina Reinecke,127,3669,28,62,2007
https://openalex.org/A5014222815,Julie Williamson,111,1823,23,51,1903
https://openalex.org/A5024399465,Jan Gugenheimer,105,3211,31,60,2013
https://openalex.org/A5007151045,Sridhar Nerur,96,6098,22,30,1995
https://openalex.org/A5033203092,Julian Frommel,88,1949,24,46,2014
https://openalex.org/A5084668442,Yea‐Seul Kim,87,1444,22,36,1997
https://openalex.org/A5059134273,Kevin Doherty,82,2582,23,27,1990
https://openalex.org/A5060951383,Kawaljeet Kaur Kapoor,60,4415,25,32,1988
https://openalex.org/A5063071548,Jessica Schroeder,52,5273,21,29,1992
https://openalex.org/A5078108366,Jennifer Kang,51,817,12,14,1983
https://openalex.org/A5005459236,Marguerite Barry,46,567,11,14,1962
https://openalex.org/A5015415555,Elena Agapie,40,1097,16,18,2007
https://openalex.org/A5015509678,César Torres,38,618,14,15,2011
https://openalex.org/A5056738154,José S Marcano Belisario,29,2023,17,18,2012
https://openalex.org/A5113651203,Laura R. Pina,28,1791,19,22,2009
https://openalex.org/A5074224778,Camille Cobb,26,462,11,12,2012
https://openalex.org/A5008267619,Kuttimani Tamilmani,24,8802,18,20,2014
https://openalex.org/A5010861834,Weixuan Chen,24,1120,14,15,2015
https://openalex.org/A5049567786,Emma Vargo,23,338,7,7,2016
https://openalex.org/A5016957812,Evgeny Stemasov,22,649,12,13,2017
https://openalex.org/A5054772142,Zaher Joukhadar,22,343,8,8,2017
https://openalex.org/A5088998913,Fabius Steinberger,21,480,9,9,2011
https://openalex.org/A5011095433,Molly Jane Nicholas,19,339,12,12,2006
https://openalex.org/A5056690614,Jasper Tran O'Leary,18,433,11,11,2005
https://openalex.org/A5108664356,Pushp P. Patil,15,3096,11,12,2017
https://openalex.org/A5031825409,Samuel Sudar,13,191,6,6,2012
https://openalex.org/A5068345805,Viirj Kan,11,287,6,5,2015
https://openalex.org/A5010812538,Nicole B. Lee,5,1276,4,4,2010
https://openalex.org/A5003684093,Serena Pan,4,139,3,3,2014
https://openalex.org/A5021981631,Noa Machover,3,94,2,2,2016
