author_id,treatment,rel_year,works,citations
https://openalex.org/A5010572058,0,-4,2,30
https://openalex.org/A5010572058,0,-3,3,19
https://openalex.org/A5010572058,0,-2,6,91
https://openalex.org/A5010572058,0,-1,2,20
https://openalex.org/A5010572058,0,0,7,148
https://openalex.org/A5010572058,0,1,13,234
https://openalex.org/A5010572058,0,2,22,197
https://openalex.org/A5010572058,0,3,13,200
https://openalex.org/A5010572058,0,4,11,137
https://openalex.org/A5010572058,0,5,15,73
https://openalex.org/A5010575626,0,-5,3,25
https://openalex.org/A5010575626,0,-4,1,3
https://openalex.org/A5010575626,0,-3,5,121
https://openalex.org/A5010575626,0,-2,1,240
https://openalex.org/A5010575626,0,-1,2,8
https://openalex.org/A5010575626,0,0,11,120
https://openalex.org/A5010575626,0,1,7,449
https://openalex.org/A5010575626,0,2,13,317
https://openalex.org/A5010575626,0,3,18,812
https://openalex.org/A5010575626,0,4,6,788
https://openalex.org/A5010575626,0,5,10,418
https://openalex.org/A5010587031,0,-5,5,84
https://openalex.org/A5010587031,0,-4,5,75
https://openalex.org/A5010587031,0,-3,10,100
https://openalex.org/A5010587031,0,-2,9,275
https://openalex.org/A5010587031,0,-1,16,443
https://openalex.org/A5010587031,0,0,19,993
https://openalex.org/A5010587031,0,1,17,415
https://openalex.org/A5010587031,0,2,16,199
https://openalex.org/A5010587031,0,3,15,332
https://openalex.org/A5010587031,0,4,12,142
https://openalex.org/A5010587031,0,5,11,114
https://openalex.org/A5010615570,0,-5,7,11
https://openalex.org/A5010615570,0,-4,3,7
https://openalex.org/A5010615570,0,-3,3,0
https://openalex.org/A5010615570,0,-2,3,4
https://openalex.org/A5010615570,0,-1,5,23
https://openalex.org/A5010615570,0,0,11,233
https://openalex.org/A5010615570,0,1,7,28
https://openalex.org/A5010615570,0,2,10,66
https://openalex.org/A5010615570,0,3,16,164
https://openalex.org/A5010615570,0,4,13,151
https://openalex.org/A5010615570,0,5,15,83
https://openalex.org/A5010621134,0,-5,13,279
https://openalex.org/A5010621134,0,-4,11,1073
https://openalex.org/A5010621134,0,-3,10,639
https://openalex.org/A5010621134,0,-2,10,773
https://openalex.org/A5010621134,0,-1,11,764
https://openalex.org/A5010621134,0,0,11,1036
https://openalex.org/A5010621134,0,1,7,395
https://openalex.org/A5010621134,0,2,7,464
https://openalex.org/A5010621134,0,3,11,972
https://openalex.org/A5010621134,0,4,7,820
https://openalex.org/A5010621134,0,5,8,353
https://openalex.org/A5010665785,0,-5,3,142
https://openalex.org/A5010665785,0,-4,8,653
https://openalex.org/A5010665785,0,-3,5,1122
https://openalex.org/A5010665785,0,-2,2,88
https://openalex.org/A5010665785,0,-1,5,335
https://openalex.org/A5010665785,0,0,8,536
https://openalex.org/A5010665785,0,1,10,582
https://openalex.org/A5010665785,0,2,6,141
https://openalex.org/A5010665785,0,3,8,643
https://openalex.org/A5010665785,0,4,6,509
https://openalex.org/A5010665785,0,5,13,597
https://openalex.org/A5010677076,0,-5,6,62
https://openalex.org/A5010677076,0,-4,14,161
https://openalex.org/A5010677076,0,-3,4,9
https://openalex.org/A5010677076,0,-2,3,40
https://openalex.org/A5010677076,0,-1,9,44
https://openalex.org/A5010677076,0,0,5,107
https://openalex.org/A5010677076,0,1,5,52
https://openalex.org/A5010677076,0,2,6,15
https://openalex.org/A5010677076,0,3,4,49
https://openalex.org/A5010677076,0,4,2,15
https://openalex.org/A5010677076,0,5,3,0
https://openalex.org/A5010731709,0,-5,3,81
https://openalex.org/A5010731709,0,-4,6,757
https://openalex.org/A5010731709,0,-3,11,1443
https://openalex.org/A5010731709,0,-2,14,332
https://openalex.org/A5010731709,0,-1,13,5616
https://openalex.org/A5010731709,0,0,10,614
https://openalex.org/A5010731709,0,1,8,743
https://openalex.org/A5010731709,0,2,4,267
https://openalex.org/A5010731709,0,3,5,253
https://openalex.org/A5010731709,0,4,10,532
https://openalex.org/A5010731709,0,5,1,0
https://openalex.org/A5010776606,1,0,1,156
https://openalex.org/A5010776606,1,1,3,101
https://openalex.org/A5010776606,1,2,2,149
https://openalex.org/A5010786661,0,0,2,385
https://openalex.org/A5010786661,0,1,6,860
https://openalex.org/A5010786661,0,2,2,173
https://openalex.org/A5010786661,0,3,3,560
https://openalex.org/A5010786661,0,4,1,156
https://openalex.org/A5010786661,0,5,2,66
https://openalex.org/A5010812538,0,-4,1,149
https://openalex.org/A5010812538,0,-3,1,773
https://openalex.org/A5010812538,0,0,2,343
https://openalex.org/A5010857944,0,-5,11,187
https://openalex.org/A5010857944,0,-4,13,1218
https://openalex.org/A5010857944,0,-3,26,1525
https://openalex.org/A5010857944,0,-2,7,2351
https://openalex.org/A5010857944,0,-1,26,7758
https://openalex.org/A5010857944,0,0,15,3910
https://openalex.org/A5010857944,0,1,17,2010
https://openalex.org/A5010857944,0,2,15,1812
https://openalex.org/A5010857944,0,3,14,1811
https://openalex.org/A5010857944,0,4,5,176
https://openalex.org/A5010857944,0,5,6,980
https://openalex.org/A5010861834,1,-2,3,75
https://openalex.org/A5010861834,1,-1,3,53
https://openalex.org/A5010861834,1,0,5,141
https://openalex.org/A5010861834,1,1,6,775
https://openalex.org/A5010861834,1,3,1,21
https://openalex.org/A5010861834,1,5,1,17
https://openalex.org/A5010875819,0,-5,12,0
https://openalex.org/A5010875819,0,-4,4,5
https://openalex.org/A5010875819,0,-3,5,37
https://openalex.org/A5010875819,0,-2,7,47
https://openalex.org/A5010875819,0,-1,3,2
https://openalex.org/A5010875819,0,0,3,111
https://openalex.org/A5010875819,0,4,2,0
https://openalex.org/A5010881756,1,-3,1,5
https://openalex.org/A5010881756,1,-2,4,92
https://openalex.org/A5010881756,1,0,2,65
https://openalex.org/A5010881756,1,1,2,68
https://openalex.org/A5010881756,1,2,1,0
https://openalex.org/A5010967150,0,-5,9,196
https://openalex.org/A5010967150,0,-4,19,510
https://openalex.org/A5010967150,0,-3,8,190
https://openalex.org/A5010967150,0,-2,15,203
https://openalex.org/A5010967150,0,-1,10,89
https://openalex.org/A5010967150,0,0,8,97
https://openalex.org/A5010967150,0,1,8,17
https://openalex.org/A5010967150,0,2,12,52
https://openalex.org/A5010967150,0,3,21,107
https://openalex.org/A5010967150,0,4,18,43
https://openalex.org/A5010967150,0,5,8,46
https://openalex.org/A5011012964,1,-4,5,326
https://openalex.org/A5011012964,1,-3,5,178
https://openalex.org/A5011012964,1,-2,5,747
https://openalex.org/A5011012964,1,-1,6,442
https://openalex.org/A5011012964,1,0,7,987
https://openalex.org/A5011012964,1,1,6,457
https://openalex.org/A5011012964,1,2,4,265
https://openalex.org/A5011012964,1,3,7,348
https://openalex.org/A5011012964,1,4,18,901
https://openalex.org/A5011012964,1,5,10,314
https://openalex.org/A5011077730,0,-5,4,75
https://openalex.org/A5011077730,0,-4,2,1573
https://openalex.org/A5011077730,0,-3,2,928
https://openalex.org/A5011077730,0,-2,3,418
https://openalex.org/A5011077730,0,-1,1,10
https://openalex.org/A5011077730,0,0,8,1160
https://openalex.org/A5011077730,0,1,4,179
https://openalex.org/A5011077730,0,2,9,3163
https://openalex.org/A5011077730,0,3,17,1982
https://openalex.org/A5011077730,0,4,15,648
https://openalex.org/A5011077730,0,5,7,1116
https://openalex.org/A5011095433,0,-3,1,22
https://openalex.org/A5011095433,0,0,1,32
https://openalex.org/A5011095433,0,1,3,118
https://openalex.org/A5011095433,0,2,1,9
https://openalex.org/A5011095433,0,4,3,32
https://openalex.org/A5011095433,0,5,6,95
https://openalex.org/A5011173372,0,-5,15,887
https://openalex.org/A5011173372,0,-4,10,378
https://openalex.org/A5011173372,0,-3,12,824
https://openalex.org/A5011173372,0,-2,7,289
https://openalex.org/A5011173372,0,-1,8,838
https://openalex.org/A5011173372,0,0,11,813
https://openalex.org/A5011173372,0,1,22,190
https://openalex.org/A5011173372,0,2,15,262
https://openalex.org/A5011173372,0,3,10,156
https://openalex.org/A5011173372,0,4,15,313
https://openalex.org/A5011173372,0,5,12,85
https://openalex.org/A5011195666,0,-5,5,152
https://openalex.org/A5011195666,0,-4,5,391
https://openalex.org/A5011195666,0,-3,6,66
https://openalex.org/A5011195666,0,-2,10,1568
https://openalex.org/A5011195666,0,-1,7,82
https://openalex.org/A5011195666,0,0,6,177
https://openalex.org/A5011195666,0,1,7,78
https://openalex.org/A5011195666,0,2,12,366
https://openalex.org/A5011195666,0,3,8,361
https://openalex.org/A5011195666,0,4,10,183
https://openalex.org/A5011195666,0,5,74,1600
https://openalex.org/A5011207998,1,-4,1,0
https://openalex.org/A5011207998,1,-3,1,6
https://openalex.org/A5011207998,1,0,7,276
https://openalex.org/A5011207998,1,3,1,8
https://openalex.org/A5011207998,1,4,2,31
https://openalex.org/A5011219888,0,-5,3,184
https://openalex.org/A5011219888,0,-4,6,142
https://openalex.org/A5011219888,0,-3,6,300
https://openalex.org/A5011219888,0,-2,5,128
https://openalex.org/A5011219888,0,-1,9,208
https://openalex.org/A5011219888,0,0,8,217
https://openalex.org/A5011219888,0,1,1,66
https://openalex.org/A5011219888,0,2,2,23
https://openalex.org/A5011219888,0,3,2,7
https://openalex.org/A5011219888,0,4,5,24
https://openalex.org/A5011219888,0,5,1,2
https://openalex.org/A5011262764,0,-5,9,222
https://openalex.org/A5011262764,0,-4,7,138
https://openalex.org/A5011262764,0,-3,6,49
https://openalex.org/A5011262764,0,-2,4,202
https://openalex.org/A5011262764,0,-1,6,119
https://openalex.org/A5011262764,0,0,8,302
https://openalex.org/A5011262764,0,1,7,153
https://openalex.org/A5011262764,0,2,5,969
https://openalex.org/A5011262764,0,3,1,151
https://openalex.org/A5011262764,0,4,1,12
https://openalex.org/A5011277895,1,-5,1,0
https://openalex.org/A5011277895,1,-2,1,0
https://openalex.org/A5011277895,1,-1,2,4
https://openalex.org/A5011277895,1,0,2,262
https://openalex.org/A5011277895,1,1,3,93
https://openalex.org/A5011277895,1,2,2,186
https://openalex.org/A5011277895,1,3,2,80
https://openalex.org/A5011277895,1,4,2,42
https://openalex.org/A5011277895,1,5,5,112
https://openalex.org/A5011314280,0,-5,11,359
https://openalex.org/A5011314280,0,-4,28,537
https://openalex.org/A5011314280,0,-3,13,687
https://openalex.org/A5011314280,0,-2,22,682
https://openalex.org/A5011314280,0,-1,12,223
https://openalex.org/A5011314280,0,0,25,235
https://openalex.org/A5011314280,0,1,33,333
https://openalex.org/A5011314280,0,2,24,261
https://openalex.org/A5011314280,0,3,19,455
https://openalex.org/A5011314280,0,4,13,177
https://openalex.org/A5011314280,0,5,23,436
https://openalex.org/A5011377871,0,-4,6,613
https://openalex.org/A5011377871,0,-3,7,1032
https://openalex.org/A5011377871,0,-2,13,1572
https://openalex.org/A5011377871,0,-1,4,1053
https://openalex.org/A5011377871,0,0,4,1932
https://openalex.org/A5011377871,0,1,1,19
https://openalex.org/A5011377871,0,2,7,143
https://openalex.org/A5011377871,0,3,7,305
https://openalex.org/A5011377871,0,4,1,7
https://openalex.org/A5011377871,0,5,2,23
https://openalex.org/A5011387239,0,-5,2,75
https://openalex.org/A5011387239,0,-4,1,50
https://openalex.org/A5011387239,0,-3,2,61
https://openalex.org/A5011387239,0,-1,2,60
https://openalex.org/A5011387239,0,0,1,21
https://openalex.org/A5011387239,0,4,1,5
https://openalex.org/A5011411728,0,-5,1,13
https://openalex.org/A5011411728,0,-1,2,46
https://openalex.org/A5011411728,0,0,1,291
https://openalex.org/A5011411728,0,1,2,513
https://openalex.org/A5011411728,0,2,2,7
https://openalex.org/A5011411728,0,3,5,37
https://openalex.org/A5011411728,0,4,5,47
https://openalex.org/A5011411728,0,5,4,105
https://openalex.org/A5011416719,1,-5,2,199
https://openalex.org/A5011416719,1,-4,2,170
https://openalex.org/A5011416719,1,-3,5,240
https://openalex.org/A5011416719,1,-2,5,257
https://openalex.org/A5011416719,1,-1,2,176
https://openalex.org/A5011416719,1,0,2,319
https://openalex.org/A5011416719,1,1,3,262
https://openalex.org/A5011416719,1,2,3,2407
https://openalex.org/A5011416719,1,3,1,923
https://openalex.org/A5011416719,1,4,7,3330
https://openalex.org/A5011416719,1,5,3,1795
https://openalex.org/A5011438930,1,-4,1,5
https://openalex.org/A5011438930,1,-3,2,56
https://openalex.org/A5011438930,1,-1,2,84
https://openalex.org/A5011438930,1,0,4,172
https://openalex.org/A5011438930,1,1,2,67
https://openalex.org/A5011438930,1,2,3,122
https://openalex.org/A5011438930,1,3,1,85
https://openalex.org/A5011438930,1,4,3,59
https://openalex.org/A5011438930,1,5,1,5
https://openalex.org/A5011543162,0,-5,7,171
https://openalex.org/A5011543162,0,-4,6,177
https://openalex.org/A5011543162,0,-3,14,1034
https://openalex.org/A5011543162,0,-2,15,859
https://openalex.org/A5011543162,0,-1,15,1509
https://openalex.org/A5011543162,0,0,14,2216
https://openalex.org/A5011543162,0,1,21,981
https://openalex.org/A5011543162,0,2,17,1337
https://openalex.org/A5011543162,0,3,19,672
https://openalex.org/A5011543162,0,4,37,1069
https://openalex.org/A5011543162,0,5,17,455
https://openalex.org/A5011581568,0,-5,1,0
https://openalex.org/A5011581568,0,-4,8,523
https://openalex.org/A5011581568,0,-3,10,488
https://openalex.org/A5011581568,0,-2,13,408
https://openalex.org/A5011581568,0,-1,7,250
https://openalex.org/A5011581568,0,0,17,529
https://openalex.org/A5011581568,0,1,13,496
https://openalex.org/A5011581568,0,2,13,390
https://openalex.org/A5011581568,0,3,7,268
https://openalex.org/A5011581568,0,4,9,322
https://openalex.org/A5011581568,0,5,3,50
https://openalex.org/A5011595733,0,-5,6,700
https://openalex.org/A5011595733,0,-4,29,1155
https://openalex.org/A5011595733,0,-3,8,223
https://openalex.org/A5011595733,0,-2,10,731
https://openalex.org/A5011595733,0,-1,13,530
https://openalex.org/A5011595733,0,0,14,659
https://openalex.org/A5011595733,0,1,8,330
https://openalex.org/A5011595733,0,2,21,934
https://openalex.org/A5011595733,0,3,16,421
https://openalex.org/A5011595733,0,4,12,320
https://openalex.org/A5011595733,0,5,15,543
https://openalex.org/A5011618765,0,-5,6,315
https://openalex.org/A5011618765,0,-4,5,1124
https://openalex.org/A5011618765,0,-3,2,18
https://openalex.org/A5011618765,0,-2,3,839
https://openalex.org/A5011618765,0,-1,7,806
https://openalex.org/A5011618765,0,0,2,259
https://openalex.org/A5011618765,0,1,2,87
https://openalex.org/A5011618765,0,2,4,58
https://openalex.org/A5011618765,0,3,5,331
https://openalex.org/A5011618765,0,4,1,43
https://openalex.org/A5011618765,0,5,2,55
https://openalex.org/A5011691423,0,-5,6,30
https://openalex.org/A5011691423,0,-4,1,887
https://openalex.org/A5011691423,0,-3,1,43
https://openalex.org/A5011691423,0,-2,2,127
https://openalex.org/A5011691423,0,-1,8,242
https://openalex.org/A5011691423,0,0,6,843
https://openalex.org/A5011691423,0,1,8,548
https://openalex.org/A5011691423,0,2,4,253
https://openalex.org/A5011691423,0,3,8,472
https://openalex.org/A5011691423,0,4,6,64
https://openalex.org/A5011691423,0,5,8,441
https://openalex.org/A5011742954,1,-3,1,2
https://openalex.org/A5011742954,1,-2,1,0
https://openalex.org/A5011742954,1,-1,6,301
https://openalex.org/A5011742954,1,0,8,154
https://openalex.org/A5011742954,1,1,6,56
https://openalex.org/A5011742954,1,2,8,108
https://openalex.org/A5011742954,1,3,12,355
https://openalex.org/A5011742954,1,4,11,26
https://openalex.org/A5011742954,1,5,8,66
https://openalex.org/A5011779401,0,-5,1,1
https://openalex.org/A5011779401,0,-4,1,37
https://openalex.org/A5011779401,0,-3,2,330
https://openalex.org/A5011779401,0,-2,6,137
https://openalex.org/A5011779401,0,-1,1,3
https://openalex.org/A5011779401,0,0,6,395
https://openalex.org/A5011779401,0,1,5,188
https://openalex.org/A5011779401,0,2,3,14
https://openalex.org/A5011779401,0,3,5,95
https://openalex.org/A5011779401,0,4,5,43
https://openalex.org/A5011785079,1,-5,1,5
https://openalex.org/A5011785079,1,-4,1,2
https://openalex.org/A5011785079,1,-3,1,12
https://openalex.org/A5011785079,1,-1,4,19
https://openalex.org/A5011785079,1,0,3,22
https://openalex.org/A5011785079,1,1,4,8
https://openalex.org/A5011785079,1,2,2,0
https://openalex.org/A5011785079,1,3,2,5
https://openalex.org/A5011785079,1,4,2,27
https://openalex.org/A5011785079,1,5,3,45
https://openalex.org/A5011820318,0,-5,6,109
https://openalex.org/A5011820318,0,-4,4,463
https://openalex.org/A5011820318,0,-3,9,755
https://openalex.org/A5011820318,0,-2,7,1184
https://openalex.org/A5011820318,0,-1,12,14129
https://openalex.org/A5011820318,0,0,9,2980
https://openalex.org/A5011820318,0,1,6,3501
https://openalex.org/A5011820318,0,2,4,1206
https://openalex.org/A5011820318,0,3,9,2837
https://openalex.org/A5011820318,0,4,7,489
https://openalex.org/A5011820318,0,5,5,3476
https://openalex.org/A5011881274,0,-5,6,813
https://openalex.org/A5011881274,0,-4,1,3
https://openalex.org/A5011881274,0,-3,7,522
https://openalex.org/A5011881274,0,-2,6,145
https://openalex.org/A5011881274,0,-1,7,116
https://openalex.org/A5011881274,0,0,7,448
https://openalex.org/A5011881274,0,1,5,64
https://openalex.org/A5011881274,0,2,5,38
https://openalex.org/A5011881274,0,3,2,30
https://openalex.org/A5011881274,0,4,4,28
https://openalex.org/A5011881274,0,5,14,54
https://openalex.org/A5011891560,1,-1,1,40
https://openalex.org/A5011891560,1,0,4,53
https://openalex.org/A5011891560,1,1,6,38
https://openalex.org/A5011891560,1,2,1,0
https://openalex.org/A5011891560,1,3,4,616
https://openalex.org/A5011891560,1,5,5,45
https://openalex.org/A5011921013,0,-5,11,139
https://openalex.org/A5011921013,0,-4,4,90
https://openalex.org/A5011921013,0,-3,16,256
https://openalex.org/A5011921013,0,-2,13,707
https://openalex.org/A5011921013,0,-1,10,284
https://openalex.org/A5011921013,0,0,12,1350
https://openalex.org/A5011921013,0,1,13,587
https://openalex.org/A5011921013,0,2,16,168
https://openalex.org/A5011921013,0,3,6,186
https://openalex.org/A5011921013,0,4,5,306
https://openalex.org/A5011921013,0,5,1,5
https://openalex.org/A5011928142,0,-5,21,301
https://openalex.org/A5011928142,0,-4,10,228
https://openalex.org/A5011928142,0,-3,12,15
https://openalex.org/A5011928142,0,-2,21,83
https://openalex.org/A5011928142,0,-1,12,196
https://openalex.org/A5011928142,0,0,16,1010
https://openalex.org/A5011928142,0,1,7,157
https://openalex.org/A5011928142,0,2,10,128
https://openalex.org/A5011928142,0,3,11,255
https://openalex.org/A5011928142,0,4,13,221
https://openalex.org/A5011928142,0,5,10,87
https://openalex.org/A5011928259,0,-5,3,1
https://openalex.org/A5011928259,0,-4,1,29
https://openalex.org/A5011928259,0,-3,5,246
https://openalex.org/A5011928259,0,-2,10,350
https://openalex.org/A5011928259,0,-1,11,316
https://openalex.org/A5011928259,0,0,7,232
https://openalex.org/A5011928259,0,1,4,85
https://openalex.org/A5011928259,0,2,4,59
https://openalex.org/A5011928259,0,3,4,200
https://openalex.org/A5011928259,0,4,2,35
https://openalex.org/A5011999109,0,-5,4,235
https://openalex.org/A5011999109,0,-4,11,406
https://openalex.org/A5011999109,0,-3,12,340
https://openalex.org/A5011999109,0,-2,9,462
https://openalex.org/A5011999109,0,-1,20,998
https://openalex.org/A5011999109,0,0,17,772
https://openalex.org/A5011999109,0,1,52,5963
https://openalex.org/A5011999109,0,2,32,3144
https://openalex.org/A5011999109,0,3,27,1071
https://openalex.org/A5011999109,0,4,18,1990
https://openalex.org/A5011999109,0,5,32,1455
https://openalex.org/A5012031968,0,-5,10,1150
https://openalex.org/A5012031968,0,-4,13,316
https://openalex.org/A5012031968,0,-3,11,2059
https://openalex.org/A5012031968,0,-2,7,307
https://openalex.org/A5012031968,0,-1,7,168
https://openalex.org/A5012031968,0,0,8,334
https://openalex.org/A5012031968,0,1,7,82
https://openalex.org/A5012031968,0,2,6,295
https://openalex.org/A5012031968,0,3,5,37
https://openalex.org/A5012031968,0,4,3,76
https://openalex.org/A5012032862,1,-5,4,103
https://openalex.org/A5012032862,1,-4,4,347
https://openalex.org/A5012032862,1,-3,1,1530
https://openalex.org/A5012032862,1,-2,1,422
https://openalex.org/A5012032862,1,-1,1,1196
https://openalex.org/A5012032862,1,0,1,49
https://openalex.org/A5012032862,1,2,1,3
https://openalex.org/A5012034611,0,-5,4,64
https://openalex.org/A5012034611,0,-4,3,55
https://openalex.org/A5012034611,0,-3,5,59
https://openalex.org/A5012034611,0,-2,4,41
https://openalex.org/A5012034611,0,-1,11,148
https://openalex.org/A5012034611,0,0,8,124
https://openalex.org/A5012034611,0,1,8,190
https://openalex.org/A5012034611,0,2,5,80
https://openalex.org/A5012034611,0,3,5,45
https://openalex.org/A5012034611,0,4,8,33
https://openalex.org/A5012034611,0,5,12,23
https://openalex.org/A5012186497,1,-4,2,103
https://openalex.org/A5012186497,1,-3,1,4
https://openalex.org/A5012186497,1,-1,4,119
https://openalex.org/A5012186497,1,0,2,35
https://openalex.org/A5012186497,1,1,2,41
https://openalex.org/A5012311701,0,-5,4,277
https://openalex.org/A5012311701,0,-4,1,9
https://openalex.org/A5012311701,0,-3,2,115
https://openalex.org/A5012311701,0,-2,5,310
https://openalex.org/A5012311701,0,-1,2,346
https://openalex.org/A5012311701,0,0,5,139
https://openalex.org/A5012311701,0,1,10,907
https://openalex.org/A5012311701,0,2,5,86
https://openalex.org/A5012311701,0,3,9,268
https://openalex.org/A5012311701,0,4,8,90
https://openalex.org/A5012311701,0,5,5,139
https://openalex.org/A5012327561,0,-5,5,47
https://openalex.org/A5012327561,0,-4,10,95
https://openalex.org/A5012327561,0,-3,10,284
https://openalex.org/A5012327561,0,-2,4,137
https://openalex.org/A5012327561,0,-1,1,16
https://openalex.org/A5012327561,0,0,3,2125
https://openalex.org/A5012327561,0,1,2,1171
https://openalex.org/A5012327561,0,2,4,31
https://openalex.org/A5012327561,0,3,3,20
https://openalex.org/A5012327561,0,4,3,0
https://openalex.org/A5012327561,0,5,6,32
https://openalex.org/A5012394116,0,-5,4,78
https://openalex.org/A5012394116,0,-4,2,93
https://openalex.org/A5012394116,0,-3,10,245
https://openalex.org/A5012394116,0,-2,8,465
https://openalex.org/A5012394116,0,-1,5,485
https://openalex.org/A5012394116,0,0,6,618
https://openalex.org/A5012394116,0,1,4,85
https://openalex.org/A5012394116,0,2,4,276
https://openalex.org/A5012394116,0,3,7,96
https://openalex.org/A5012394116,0,4,2,26
https://openalex.org/A5012394116,0,5,3,17
https://openalex.org/A5012433957,0,-5,1,30
https://openalex.org/A5012433957,0,-4,1,2
https://openalex.org/A5012433957,0,-3,2,1
https://openalex.org/A5012433957,0,-1,3,323
https://openalex.org/A5012433957,0,0,8,199
https://openalex.org/A5012433957,0,1,3,15
https://openalex.org/A5012433957,0,2,5,37
https://openalex.org/A5012433957,0,3,2,14
https://openalex.org/A5012433957,0,4,4,0
https://openalex.org/A5012433957,0,5,2,0
https://openalex.org/A5012643471,1,-3,1,38
https://openalex.org/A5012643471,1,-2,1,30
https://openalex.org/A5012643471,1,-1,1,22
https://openalex.org/A5012643471,1,0,4,199
https://openalex.org/A5012643471,1,1,1,0
https://openalex.org/A5012643471,1,2,2,192
https://openalex.org/A5012643471,1,3,1,7
https://openalex.org/A5012652561,0,-1,1,60
https://openalex.org/A5012652561,0,0,2,149
https://openalex.org/A5012652561,0,1,6,113
https://openalex.org/A5012652561,0,2,9,39
https://openalex.org/A5012652561,0,3,5,39
https://openalex.org/A5012652561,0,4,10,3431
https://openalex.org/A5012652561,0,5,9,173
https://openalex.org/A5012658016,0,-5,3,13
https://openalex.org/A5012658016,0,-4,3,50
https://openalex.org/A5012658016,0,-3,3,71
https://openalex.org/A5012658016,0,-2,9,500
https://openalex.org/A5012658016,0,-1,6,642
https://openalex.org/A5012658016,0,0,7,316
https://openalex.org/A5012658016,0,1,4,63
https://openalex.org/A5012658016,0,2,5,286
https://openalex.org/A5012658016,0,3,2,86
https://openalex.org/A5012658016,0,4,9,313
https://openalex.org/A5012658016,0,5,6,48
https://openalex.org/A5012667159,1,0,1,24
https://openalex.org/A5012670041,0,-5,1,30
https://openalex.org/A5012670041,0,-4,2,34
https://openalex.org/A5012670041,0,-2,3,120
https://openalex.org/A5012670041,0,-1,6,167
https://openalex.org/A5012670041,0,1,6,40
https://openalex.org/A5012670041,0,2,10,83
https://openalex.org/A5012670041,0,3,20,467
https://openalex.org/A5012670041,0,4,11,152
https://openalex.org/A5012670041,0,5,3,40
https://openalex.org/A5012723133,0,-5,6,536
https://openalex.org/A5012723133,0,-4,6,909
https://openalex.org/A5012723133,0,-3,2,559
https://openalex.org/A5012723133,0,-2,7,131
https://openalex.org/A5012723133,0,-1,5,51
https://openalex.org/A5012723133,0,0,6,514
https://openalex.org/A5012723133,0,1,19,1322
https://openalex.org/A5012723133,0,2,14,1139
https://openalex.org/A5012723133,0,3,18,1169
https://openalex.org/A5012723133,0,4,21,910
https://openalex.org/A5012723133,0,5,13,452
https://openalex.org/A5012751147,1,-4,1,0
https://openalex.org/A5012751147,1,-2,2,14
https://openalex.org/A5012751147,1,-1,4,1260
https://openalex.org/A5012751147,1,0,1,85
https://openalex.org/A5012751147,1,1,2,78
https://openalex.org/A5012751147,1,2,22,16092
https://openalex.org/A5012751147,1,3,16,5352
https://openalex.org/A5012751147,1,4,13,393
https://openalex.org/A5012751147,1,5,12,569
https://openalex.org/A5012765543,0,-5,4,212
https://openalex.org/A5012765543,0,-4,5,822
https://openalex.org/A5012765543,0,-3,6,726
https://openalex.org/A5012765543,0,-2,10,2525
https://openalex.org/A5012765543,0,-1,13,1026
https://openalex.org/A5012765543,0,0,37,3623
https://openalex.org/A5012765543,0,1,10,3858
https://openalex.org/A5012765543,0,2,14,1773
https://openalex.org/A5012765543,0,3,17,2033
https://openalex.org/A5012765543,0,4,12,478
https://openalex.org/A5012765543,0,5,32,1568
https://openalex.org/A5012802996,1,-5,1,0
https://openalex.org/A5012802996,1,-4,3,8
https://openalex.org/A5012802996,1,-3,2,0
https://openalex.org/A5012802996,1,0,2,166
https://openalex.org/A5012802996,1,1,3,43
https://openalex.org/A5012802996,1,3,4,22
https://openalex.org/A5012802996,1,4,4,4
https://openalex.org/A5012802996,1,5,3,55
https://openalex.org/A5012852347,0,-4,1,0
https://openalex.org/A5012852347,0,-2,1,150
https://openalex.org/A5012852347,0,0,1,47
https://openalex.org/A5012852347,0,3,5,367
https://openalex.org/A5012852347,0,4,3,57
https://openalex.org/A5012922872,0,-5,14,929
https://openalex.org/A5012922872,0,-4,13,1126
https://openalex.org/A5012922872,0,-3,13,59
https://openalex.org/A5012922872,0,-2,18,122
https://openalex.org/A5012922872,0,-1,14,234
https://openalex.org/A5012922872,0,0,16,855
https://openalex.org/A5012922872,0,1,17,148
https://openalex.org/A5012922872,0,2,11,46
https://openalex.org/A5012922872,0,3,18,77
https://openalex.org/A5012922872,0,4,11,36
https://openalex.org/A5012922872,0,5,9,20
https://openalex.org/A5012929048,0,-4,2,75
https://openalex.org/A5012929048,0,-3,5,69
https://openalex.org/A5012929048,0,-2,4,80
https://openalex.org/A5012929048,0,0,4,152
https://openalex.org/A5012929048,0,1,3,65
https://openalex.org/A5012929048,0,2,1,13
https://openalex.org/A5012929048,0,3,2,77
https://openalex.org/A5012998255,0,-4,2,19
https://openalex.org/A5012998255,0,-3,4,7717
https://openalex.org/A5012998255,0,0,2,2002
https://openalex.org/A5012998255,0,2,2,21976
https://openalex.org/A5012998255,0,3,2,1187
https://openalex.org/A5012998255,0,4,1,2
https://openalex.org/A5013006563,0,-5,1,0
https://openalex.org/A5013006563,0,-4,6,52
https://openalex.org/A5013006563,0,-3,7,77
https://openalex.org/A5013006563,0,-2,6,538
https://openalex.org/A5013006563,0,-1,8,566
https://openalex.org/A5013006563,0,0,7,292
https://openalex.org/A5013006563,0,1,8,101
https://openalex.org/A5013006563,0,2,5,23
