author_id,group,award_year,paper_id,paper_year,relative_year
https://openalex.org/A5025058751,award,2018,W2989953367,2019,1
https://openalex.org/A5025058751,award,2018,W2982501339,2019,1
https://openalex.org/A5025058751,award,2018,W2786552636,2018,0
https://openalex.org/A5025058751,award,2018,W2914953695,2019,1
https://openalex.org/A5025058751,award,2018,W2792402990,2018,0
https://openalex.org/A5025058751,award,2018,W4389471480,2023,5
https://openalex.org/A5025058751,award,2018,W3125488228,2021,3
https://openalex.org/A5025058751,award,2018,W3035478617,2020,2
https://openalex.org/A5025058751,award,2018,W3097407536,2020,2
https://openalex.org/A5025058751,award,2018,W4286893067,2021,3
https://openalex.org/A5025058751,award,2018,W2952132303,2019,1
https://openalex.org/A5025058751,award,2018,W3163155043,2021,3
https://openalex.org/A5025058751,award,2018,W3170433571,2020,2
https://openalex.org/A5025058751,award,2018,W4382491779,2023,5
https://openalex.org/A5025058751,award,2018,W3208462402,2021,3
https://openalex.org/A5025058751,award,2018,W3097528668,2020,2
https://openalex.org/A5025058751,award,2018,W3200529270,2021,3
https://openalex.org/A5025058751,award,2018,W3209699812,2021,3
https://openalex.org/A5025058751,award,2018,W4283324004,2022,4
https://openalex.org/A5025058751,award,2018,W4287262333,2021,3
https://openalex.org/A5025058751,award,2018,W4313484456,2023,5
https://openalex.org/A5025058751,award,2018,W4226064854,2021,3
https://openalex.org/A5025058751,award,2018,W4287183307,2021,3
https://openalex.org/A5025058751,award,2018,W2996462066,2019,1
https://openalex.org/A5025058751,award,2018,W3186734958,2021,3
https://openalex.org/A5025058751,award,2018,W4285070005,2022,4
https://openalex.org/A5014557575,award,2018,W2803831897,2018,0
https://openalex.org/A5014557575,award,2018,W2966149470,2019,1
https://openalex.org/A5014557575,award,2018,W3038342492,2020,2
https://openalex.org/A5014557575,award,2018,W2804285737,2018,0
https://openalex.org/A5014557575,award,2018,W2989953367,2019,1
https://openalex.org/A5014557575,award,2018,W3164879340,2021,3
https://openalex.org/A5014557575,award,2018,W4225538038,2021,3
https://openalex.org/A5014557575,award,2018,W4385644035,2023,5
https://openalex.org/A5014557575,award,2018,W3156801667,2021,3
https://openalex.org/A5014557575,award,2018,W4390992147,2023,5
https://openalex.org/A5101558101,award,2018,W2896992572,2018,0
https://openalex.org/A5101558101,award,2018,W2017606936,2014,-4
https://openalex.org/A5101558101,award,2018,W2791136298,2018,0
https://openalex.org/A5101558101,award,2018,W2893608272,2018,0
https://openalex.org/A5101558101,award,2018,W2022768928,2015,-3
https://openalex.org/A5101558101,award,2018,W1997691221,2014,-4
https://openalex.org/A5101558101,award,2018,W2792975008,2018,0
https://openalex.org/A5101558101,award,2018,W4252580868,2015,-3
https://openalex.org/A5101558101,award,2018,W3111915897,2020,2
https://openalex.org/A5101558101,award,2018,W2963620539,2019,1
https://openalex.org/A5101558101,award,2018,W2904935864,2018,0
https://openalex.org/A5101558101,award,2018,W2998549853,2014,-4
https://openalex.org/A5056747950,award,2018,W2962847566,2018,0
https://openalex.org/A5056747950,award,2018,W2989361410,2019,1
https://openalex.org/A5056747950,award,2018,W2274083067,2017,-1
https://openalex.org/A5056747950,award,2018,W2511518709,2016,-2
https://openalex.org/A5056747950,award,2018,W3103900341,2020,2
https://openalex.org/A5056747950,award,2018,W2995969420,2020,2
https://openalex.org/A5056747950,award,2018,W2248777421,2015,-3
https://openalex.org/A5056747950,award,2018,W3105312662,2020,2
https://openalex.org/A5056747950,award,2018,W2883612379,2018,0
https://openalex.org/A5056747950,award,2018,W2187494667,2014,-4
https://openalex.org/A5056747950,award,2018,W2804900738,2018,0
https://openalex.org/A5056747950,award,2018,W2807548807,2018,0
https://openalex.org/A5056747950,award,2018,W2964214281,2016,-2
