paper_id,paper_year,cd5,ni,nj
W1667689718,2015,-0.5,1,3
W2148802826,2014,0.0,6,6
W2755416378,2017,-1.0,0,2
W1968495452,2013,-0.3333333333333333,3,6
W2144651866,2014,-0.08,23,27
W2112351052,2012,-0.56,11,39
W2076611991,2014,-0.5,1,3
W2158593726,2012,0.0,2,2
W2151492375,2011,0.08,27,23
W2040489479,2013,-0.625,3,13
W2294228504,2015,-0.75,1,7
W2431071320,2016,-0.42857142857142855,2,5
W3145492084,2012,-0.3333333333333333,1,2
W2128176227,2012,-0.7777777777777778,1,8
W3152200956,2012,-1.0,0,5
W2183685785,2013,,0,0
W2401870263,2012,,0,0
W4253598870,2015,-0.3333333333333333,2,4
W2395467634,2014,,0,0
W2038202857,2015,0.0,2,2
W2080719376,2013,1.0,2,0
W2074885502,2014,-1.0,0,1
W2103952395,2015,-1.0,0,2
W1995986391,2010,-0.875,1,15
W2396407843,2015,1.0,7,0
W2400211291,2011,1.0,11,0
W2094662297,2014,-0.45454545454545453,3,8
W2119538795,2009,-0.5555555555555556,6,21
W2067393742,2012,-0.25,3,5
W2042849148,2012,-0.6,2,8
W3149109633,2012,-0.5135135135135135,9,28
W2599156210,2014,1.0,50,0
W2121061989,2012,-0.16,21,29
W2164938362,2014,-1.0,0,50
W2117890177,2013,-0.625,9,39
W1536631555,2012,-0.7297297297297297,5,32
W2122185633,2014,-0.5789473684210527,8,30
W1526254732,2009,0.5,21,7
W1853034543,2013,-1.0,0,31
W1977888290,2012,-0.7692307692307693,3,23
W2578157505,2015,-0.21739130434782608,9,14
W2525856322,2016,-0.30434782608695654,8,15
W2767633773,2017,-0.9130434782608695,1,22
W2887375731,2015,-0.6666666666666666,3,15
W2747381231,2017,-0.38461538461538464,4,9
W1989528416,2011,-0.8333333333333334,1,11
W3144346332,2012,-0.7142857142857143,2,12
W2058547748,2012,-1.0,0,13
W1995544616,2007,0.0,7,7
W2105655479,2009,0.14285714285714285,8,6
W844332498,2015,-0.7142857142857143,2,12
W2013165762,2014,-0.6666666666666666,2,10
W2488540871,2016,-0.8461538461538461,1,12
W968713204,2015,-0.8666666666666667,1,14
W137370745,2013,-0.6666666666666666,2,10
W2175585306,2015,-0.8571428571428571,1,13
W2767407390,2017,-0.8181818181818182,1,10
W2406850350,2015,0.3333333333333333,6,3
W4248155741,2015,-1.0,0,7
W2408046200,2016,-0.2727272727272727,4,7
W3152219479,2012,-0.7777777777777778,1,8
W2575086338,2016,-0.75,1,7
W2057679337,2014,0.0,3,3
W2160454743,2008,0.0,5,5
W2002662905,2012,-0.75,1,7
W2062013241,2012,-1.0,0,5
W2406004873,2013,-0.3333333333333333,2,4
W2498483912,2016,-1.0,0,7
W2015731819,2012,0.3333333333333333,2,1
W2407910433,2013,0.0,2,2
W2403204396,2015,-1.0,0,4
W1490074535,2010,0.0,1,1
W4214886323,2010,0.0,1,1
W2029709930,2015,-0.5,1,3
W1674968,2007,,0,0
W2196521680,2015,0.3333333333333333,2,1
W1784346908,2009,0.3333333333333333,2,1
W4231108390,2015,-0.3333333333333333,1,2
W1934855910,2014,1.0,1,0
W2782715894,2017,1.0,1,0
W1817255618,2014,1.0,1,0
W2753092418,2017,0.2,30,20
W2010653253,2013,-0.68,8,42
W2097281067,2012,-1.0,0,50
W2141692617,2012,-0.2,20,30
W1969844906,2012,-1.0,0,50
W2082819362,2015,-0.2,20,30
W2611285220,2017,-0.04,24,26
W2003859203,2013,-0.8,5,45
W1969713587,2012,-0.2,20,30
W4230508317,2012,0.5416666666666666,37,11
W3148179782,2015,-0.16,21,29
W1603585558,2015,-1.0,0,50
W2167967285,2011,-1.0,0,44
W2180742472,2015,0.0,18,18
W1505175849,2015,-0.15789473684210525,16,22
W2086587845,2013,-0.631578947368421,7,31
W2417036297,2016,-0.07692307692307693,18,21
W2016124574,2013,-0.5294117647058824,8,26
W2465547397,2013,-0.7037037037037037,4,23
W2031771125,2015,-0.3103448275862069,10,19
W2065812415,2013,-1.0,0,29
W2327152018,2015,-0.4166666666666667,7,17
W2592801882,2012,0.23076923076923078,8,5
W2049141419,2011,0.2631578947368421,12,7
W2763968020,2017,-0.25,9,15
W2724302669,2017,-0.4444444444444444,5,13
W2509511072,2016,-0.8947368421052632,1,18
W2100499101,2014,-0.2857142857142857,5,9
W2594817811,2017,-0.7647058823529411,2,15
W2290740177,2015,-1.0,0,13
W4244390351,2016,-0.2,6,9
W2604609042,2017,-0.25,6,10
W1597809850,2015,-1.0,0,7
W2098908098,2015,-0.6,3,12
W2735712282,2017,-1.0,0,5
W2762609810,2017,-1.0,0,11
W4233463272,2013,-1.0,0,6
W2762714487,2017,-0.5,2,6
W2171855554,2013,-1.0,0,5
W2736004479,2017,0.2,3,2
W2608209893,2017,0.3333333333333333,4,2
W1922750485,2015,-0.6666666666666666,1,5
W2027036201,2013,-0.6,1,4
W1924510022,2015,0.14285714285714285,4,3
W2513759950,2016,-1.0,0,7
W2021225827,2015,-0.6,1,4
W1969883740,2012,1.0,1,0
W2605941124,2013,,0,0
W2408014054,2012,-1.0,0,1
W2235812852,2015,,0,0
W83889586,2012,0.18518518518518517,16,11
W2950902070,2012,-1.0,0,10
W2771065585,2017,-1.0,0,4
W1575264699,2012,-0.42857142857142855,2,5
W2342270822,2016,-1.0,0,50
W1491486610,2014,1.0,1,0
W2168243557,2008,0.17391304347826086,27,19
W2134408282,2010,-1.0,0,47
W2756467951,2017,0.06666666666666667,24,21
W2770323975,2017,0.04,13,12
W2765706790,2017,-0.058823529411764705,16,18
W2736108290,2017,0.2903225806451613,20,11
W4241855287,2017,1.0,30,0
W2777481556,2017,-0.15384615384615385,11,15
W2765779161,2017,-0.23076923076923078,5,8
W2616838226,2017,-0.75,2,14
W2129861573,2011,-0.2857142857142857,5,9
W2765877491,2017,-1.0,0,16
W2036006888,2015,0.7142857142857143,6,1
W2040881768,2012,-1.0,0,2
W1419345829,2012,-0.6923076923076923,2,11
W2018967322,2014,0.0,4,4
W2059770958,2011,-0.14285714285714285,3,4
W2085440169,2012,-1.0,0,5
W2339213117,2015,-0.25,3,5
W2778919841,2017,-0.5,2,6
W2165679931,2009,-0.6,1,4
W1998838659,2012,-0.2727272727272727,4,7
W2565403796,2016,0.5,6,2
W2615203090,2017,0.14285714285714285,4,3
W2071756573,2013,0.0,5,5
W239094220,2014,0.0,1,1
W2180277224,2015,-1.0,0,1
W2594287241,2017,-0.2,2,3
W2128352953,2011,-0.5,1,3
W2155579069,2008,-0.6666666666666666,1,5
W1551435686,2012,-0.3333333333333333,2,4
W2768661259,2017,-0.2,2,3
W1966710277,2012,0.2,3,2
W2338204141,2015,-1.0,0,4
W2338538753,2012,-1.0,0,4
W2965875581,2017,-1.0,0,1
W2573658140,2016,-1.0,0,4
W2771956798,2007,-1.0,0,2
W2414022505,2016,1.0,3,0
W2492736983,2016,1.0,2,0
W2320814027,2014,1.0,1,0
W2963983258,2014,-1.0,0,1
W2153964225,2013,-1.0,0,1
W2318800903,2014,1.0,2,0
W2613929343,2017,0.3333333333333333,2,1
W2419257651,2016,1.0,2,0
W1976247095,2012,-1.0,0,1
W2613774224,2017,1.0,1,0
W2461267642,2016,1.0,1,0
W2463660140,2016,1.0,1,0
W4249287786,2016,1.0,1,0
W2950188387,2012,-1.0,0,2
W2002608093,2015,-0.24,19,31
W2012609801,2013,0.12,28,22
W2040053053,2012,-0.2727272727272727,4,7
W2099302229,2012,-0.36,16,34
W2091251669,2013,-0.6,1,4
W1743744362,2013,0.14285714285714285,4,3
W2396647503,2010,1.0,16,0
W4255556848,2013,1.0,33,0
W2117061938,2010,-0.4838709677419355,8,23
W2141425876,2010,0.2,3,2
W2399940955,2012,-0.75,1,7
W2404426880,2012,1.0,4,0
W2089621879,2013,0.0,2,2
W2154346544,2012,0.13513513513513514,21,16
W2101221989,2012,0.04,26,24
W1998221613,2013,-0.44,14,36
W2056966287,2014,-1.0,0,13
W2318549902,2016,0.1111111111111111,5,4
W2735418241,2017,-0.28888888888888886,16,29
W2767400638,2017,-0.6363636363636364,2,9
W2129579220,2010,1.0,7,0
W1977792483,2014,-0.8181818181818182,1,10
W2060276770,2009,1.0,3,0
W2168393372,2008,1.0,1,0
W2765163519,2017,1.0,1,0
W2587436103,2016,1.0,1,0
W3003432522,2012,-0.5,3,9
W2120591095,2012,-0.48,13,37
W2143917381,2015,-0.42105263157894735,11,27
W2740127658,2017,1.0,49,0
W3006036681,2012,-0.35714285714285715,9,19
W2177073488,2015,1.0,5,0
W2616838521,2017,-0.5555555555555556,4,14
W2296025542,2016,-0.9090909090909091,1,21
W2588368217,2017,0.0,1,1
W2000440777,2015,-0.05263157894736842,9,10
W1998799629,2012,-0.25,3,5
W1454188553,2015,-0.8181818181818182,2,20
W2418462895,2016,-0.5,2,6
W2381524109,2016,-0.75,1,7
W2765924002,2017,-1.0,0,6
W2087071350,2014,-0.7777777777777778,2,16
W1837204361,2017,-1.0,0,5
W2081855231,2012,-0.7674418604651163,5,38
W1995509853,2014,-0.8947368421052632,1,18
W2053842335,2013,-0.7647058823529411,2,15
W2060812930,2013,-0.6,3,12
W2952693876,2013,-1.0,0,7
W2952858753,2012,-1.0,0,10
W2952120893,2012,-0.75,1,7
W2495014080,2016,-1.0,0,4
W2058175730,2015,-1.0,0,6
W2408522610,2013,-1.0,0,5
W3005831124,2013,1.0,2,0
W2100161155,2013,0.0,1,1
W1895954743,2016,-1.0,0,1
W2230733683,2017,-1.0,0,1
W2478145507,2015,1.0,1,0
W2950408786,2012,-1.0,0,23
W2950509283,2013,-1.0,0,11
W1541515259,2015,1.0,3,0
W2949699615,2015,-1.0,0,3
W4300680540,2012,1.0,2,0
W1988508518,2012,-0.8125,3,29
W2080995342,2012,-1.0,0,23
W2135639194,2011,-0.48,13,37
W2090208705,2011,-0.8333333333333334,3,33
W1975859913,2013,-1.0,0,24
W2547063853,2017,-1.0,0,24
W2501280492,2016,-0.8461538461538461,2,24
W2110175519,2011,-0.9,1,19
W2129120879,2011,-0.8571428571428571,1,13
W2127125853,2014,-0.6666666666666666,3,15
W2339253107,2016,-0.8333333333333334,1,11
W2047790048,2012,-0.7894736842105263,2,17
W2345605959,2017,-0.8823529411764706,1,16
W1526420097,2013,-0.6666666666666666,2,10
W4238759872,2011,1.0,18,0
W2198278046,2015,-1.0,0,17
W2408707715,2013,-0.6923076923076923,2,11
W1783065992,2012,-0.8181818181818182,1,10
W4235253945,2013,1.0,7,0
W1983225054,2015,-1.0,0,9
W1500866162,2015,-1.0,0,12
W2951657806,2014,1.0,4,0
W1764163631,2015,-0.5,1,3
W2546455469,2017,-1.0,0,9
W1994075559,2010,-0.75,1,7
W2139639963,2013,-1.0,0,9
W1973664142,2012,-0.5,2,6
W1982358125,2015,0.2,3,2
W2149633807,2014,-1.0,0,4
W2963121409,2016,0.0,4,4
W2176225957,2014,-1.0,0,8
W2399641205,2013,1.0,2,0
W2134373920,2013,-1.0,0,5
W2951420633,2012,-0.5,1,3
W2509251441,2017,-1.0,0,5
W2963321552,2016,-1.0,0,3
W1991834433,2012,0.0,1,1
W2051810819,2012,-1.0,0,3
W2951068686,2012,,0,0
W1594278747,2012,-1.0,0,1
W2949853036,2016,0.5,3,1
W2582351091,2017,-0.3125,11,21
W2951424774,2015,-1.0,0,11
W1882355728,2014,1.0,23,0
W2949338226,2014,-1.0,0,2
W2767275150,2017,-1.0,0,1
W2950693084,2013,-1.0,0,1
W2951125480,2011,-1.0,0,1
W2985729576,2017,1.0,1,0
W4301014034,2016,1.0,1,0
W1984218341,2010,1.0,2,0
W2170023374,2009,0.4,7,3
W2010127311,2012,-0.6470588235294118,6,28
W2005499394,2012,-1.0,0,50
W1995913408,2011,-1.0,0,50
W2953102514,2013,-1.0,0,50
W2163881524,2009,-1.0,0,15
W2114731047,2009,0.4666666666666667,11,4
W2069318033,2010,-0.2,2,3
W2100198863,2008,0.6,4,1
W1982139456,2012,-0.64,9,41
W37002918,2014,-0.68,8,42
W2155348816,2013,-0.8518518518518519,2,25
W57159709,2011,-0.782608695652174,5,41
W1863489072,2007,-0.5862068965517241,6,23
W2052020474,2014,-1.0,0,21
W2216731131,2013,-0.696969696969697,5,28
W1582851306,2008,-1.0,0,23
W2149951629,2015,-0.8095238095238095,2,19
W2253971087,2015,-0.6470588235294118,3,14
W2558952101,2016,-0.7647058823529411,2,15
W2119001561,2011,-1.0,0,17
W2405578672,2014,-0.5714285714285714,3,11
W745324422,2013,-1.0,0,10
W1641347941,2010,-1.0,0,13
W2122061707,2011,-1.0,0,14
W1916774567,2014,-0.6363636363636364,2,9
W2128622634,2010,-0.7777777777777778,1,8
W4236295603,2007,-0.6666666666666666,1,5
W2516749794,2016,-0.8333333333333334,1,11
W2505969429,2016,-0.3333333333333333,3,6
W190576718,2007,-0.3333333333333333,5,10
W1715626001,2009,-1.0,0,11
W2963517750,2014,-1.0,0,10
W2402827424,2015,-0.4,3,7
W2098897626,2009,-1.0,0,10
W2143580965,2010,-1.0,0,7
W1626677565,2010,-1.0,0,8
W87085926,2013,-1.0,0,9
W2158663284,2009,-0.6,1,4
W148231196,2015,-0.3333333333333333,2,4
W2042436180,2012,-1.0,0,5
W1606997299,2013,-1.0,0,3
W1884409305,2012,0.0,2,2
W2126182348,2014,-1.0,0,3
W2950696159,2015,-0.6,1,4
W1490262345,2011,,0,0
W92357456,2013,-0.3333333333333333,2,4
W2172353311,2014,-1.0,0,2
W171483270,2012,-0.2,2,3
W1944941406,2013,-1.0,0,5
W2217652387,2014,-1.0,0,4
W2130565704,2013,-0.5,1,3
W1637078148,2015,-1.0,0,3
W1490786456,2012,-1.0,0,1
W2295879328,2014,-1.0,0,1
W49063298,2013,-1.0,0,1
W1858694994,2009,0.0,17,17
W2950749880,2011,-0.8,2,18
W1895987698,2009,-0.8666666666666667,1,14
W2561498661,2016,-0.84,4,46
W2949900368,2009,-1.0,0,11
W2952919679,2013,-0.7777777777777778,1,8
W1670515927,2009,-1.0,0,9
W1701446512,2015,-0.25,3,5
W2952727321,2014,-0.8571428571428571,1,13
W2949359053,2013,-1.0,0,4
W1566341302,2013,,0,0
W2949815161,2012,0.2,3,2
W2952340783,2011,,0,0
W2953045269,2011,-1.0,0,5
W2952540373,2009,-1.0,0,3
W1813186611,2014,-1.0,0,2
W2953000245,2010,-1.0,0,2
W2951923371,2013,1.0,2,0
W2952711387,2012,-1.0,0,1
W2949059408,2009,,0,0
W2952797743,2009,,0,0
W157198660,2008,-1.0,0,1
W2951209107,2010,-1.0,0,1
W2137211426,2011,-0.96,1,49
W2031271929,2011,-1.0,0,50
W2565806513,2016,-0.88,3,47
W1822284092,2010,-1.0,0,50
W2012666809,2014,-0.44,14,36
W2009985766,2010,-0.76,6,44
W2012024433,2012,-0.8,5,45
W2475752340,2013,1.0,43,0
W2157902608,2012,-0.92,2,48
W2018309693,2010,-0.88,3,47
W2086252641,2013,-0.84,4,46
W2017062126,2012,-0.9166666666666666,2,46
W1748192004,2010,-0.08,23,27
W2149851338,2013,-0.56,11,39
W1912849972,2011,-0.75,5,35
W2161035014,2009,-0.88,3,47
W2157283921,2012,-0.1111111111111111,16,20
W1996518389,2012,-0.6666666666666666,2,10
W2512779272,2016,-0.8064516129032258,3,28
W1985206022,2011,-0.8947368421052632,2,36
W2045551282,2013,-0.8695652173913043,3,43
W2062109802,2014,-1.0,0,30
W2022947270,2010,-0.68,4,21
W2046754626,2014,-0.8181818181818182,2,20
W2075664252,2011,-0.9047619047619048,1,20
W2211543382,2015,-0.8571428571428571,2,26
W2138642215,2015,-1.0,0,24
W2126944072,2013,-0.034482758620689655,14,15
W2593937136,2014,-0.9090909090909091,1,21
W2100897971,2013,-0.8823529411764706,1,16
W3021084925,2013,,0,0
W1502018773,2014,0.12,14,11
W2406259836,2016,-0.09090909090909091,5,6
W2350975860,2016,-1.0,0,7
W1887779357,2015,-0.75,1,7
W2140342850,2015,-0.45454545454545453,6,16
W1768003445,2011,-0.4,6,14
W2004392458,2015,-0.14285714285714285,6,8
W2563276364,2016,-0.5,3,9
W2112221496,2010,-1.0,0,1
W2518110234,2016,-0.8666666666666667,1,14
W2129787957,2013,-1.0,0,8
W118663382,2013,,0,0
W2513662042,2016,-1.0,0,7
W2074483959,2008,-1.0,0,15
W2004667974,2014,-0.1111111111111111,4,5
W2129403648,2015,-0.5,2,6
W246830144,2013,,0,0
W2139497634,2012,-1.0,0,4
W2491361852,2013,,0,0
W2152228551,2015,-1.0,0,5
W110241372,2013,,0,0
W2077769529,2013,1.0,1,0
W4242048026,2010,1.0,1,0
W2503353556,2013,1.0,2,0
W3022118570,2013,1.0,1,0
W4255908957,2013,,0,0
W2116512345,2013,-0.52,12,38
W2142523187,2011,-0.72,7,43
W2099884836,2009,-0.8,5,45
W2161044106,2013,-0.6,10,40
W2733628661,2011,1.0,50,0
W2302963717,2016,-0.68,8,42
W2250726251,2015,-0.92,2,48
W331019419,2013,-0.52,12,38
W2168963845,2014,-0.92,2,48
W2626207225,2010,,0,0
W2114590102,2015,-0.88,3,47
W1902922832,2012,-0.6923076923076923,6,33
W2136646623,2008,-1.0,0,50
W2137607685,2014,-0.8787878787878788,2,31
W2137051416,2007,-0.7142857142857143,1,6
W2188082944,2010,-0.09090909090909091,5,6
W2413794162,2016,-0.84,4,46
W1419521840,2013,-0.8260869565217391,2,21
W2101505651,2014,-1.0,0,8
W2054718232,2007,-1.0,0,1
W1123037764,2015,-1.0,0,6
W2101000385,2009,-1.0,0,6
W2159924367,2007,0.0,2,2
W2110182048,2012,-1.0,0,6
W2251372568,2014,-0.6666666666666666,1,5
W2403055407,2008,-1.0,0,2
W2005395827,2006,-1.0,0,1
W839697025,2013,1.0,1,0
W2143995218,2011,-0.4,15,35
W2949682506,2015,1.0,1,0
W4233787372,2010,0.12,28,22
W2556691798,2016,-0.72,7,43
W2127406376,2013,-0.84,4,46
W2022815033,2011,-0.24,19,31
W2011350558,2015,-0.24,19,31
W2243124917,2015,-0.52,12,38
W2118280170,2012,0.023255813953488372,22,21
W2950738719,2016,-0.48,13,37
W2085011130,2013,-0.6444444444444445,8,37
W2079467012,2015,-0.9069767441860465,2,41
W2247014325,2008,,0,0
W2406037073,2016,-0.7142857142857143,3,18
W2535015958,2016,-0.6923076923076923,2,11
W2053406820,2014,-0.3,7,13
W2004070166,2009,-1.0,0,1
W2048535022,2015,0.0,8,8
W1973460642,2011,-1.0,0,21
W634268180,2011,-1.0,0,7
W4299614541,2013,,0,0
W15876545,2012,1.0,3,0
W2733968671,2009,-1.0,0,1
W2557435368,2016,1.0,2,0
W3029937717,2016,-1.0,0,1
W2153391061,2011,-0.13636363636363635,19,25
W1970070732,2010,-0.2,6,9
W2100147865,2012,-0.16,21,29
W2105697580,2011,-0.3617021276595745,15,32
W1965825375,2010,-0.2,12,18
W2125566286,2010,-0.42857142857142855,4,10
W2613681728,2014,1.0,1,0
W2164787019,2009,-0.6363636363636364,2,9
W1989525375,2014,,0,0
W2282670999,2013,,0,0
W2166678989,2012,-0.7142857142857143,2,12
W2152521636,2012,0.0,4,4
W2018321015,2011,0.0,3,3
W2081964782,2011,-0.68,8,42
W2144150546,2011,0.5,3,1
W2126776599,2008,-0.72,7,43
W2161152375,2008,-0.6,10,40
W2171265848,2008,-0.4,12,28
W2066191229,2008,0.15384615384615385,15,11
W2159133636,2009,-0.8,5,45
W2006150671,2009,-0.6666666666666666,5,25
W2009296544,2008,-0.4117647058823529,5,12
W2097331574,2011,-0.7931034482758621,3,26
W2050914789,2008,-0.2222222222222222,7,11
W2130937896,2008,-0.4782608695652174,6,17
W1998201371,2012,-0.5384615384615384,3,10
W2145794653,2008,-0.09090909090909091,5,6
W2039129639,2009,0.6666666666666666,5,1
W2148774118,2010,0.0,1,1
W2014843449,2012,0.0,5,5
W2128759659,2010,-1.0,0,5
W2137064765,2011,-0.125,21,27
W2004717738,2014,-0.36,16,34
W1986692274,2011,0.043478260869565216,12,11
W2101445173,2010,0.3333333333333333,4,2
W2007569337,2013,-1.0,0,2
W1826982338,2009,,0,0
W2622266701,2008,,0,0
W2600497543,2011,-1.0,0,1
W2098700435,2009,-0.44,14,36
W2265289447,2016,-0.72,7,43
W1714665356,2013,-0.64,9,41
W2048195127,2014,-0.64,9,41
W2538374209,2016,-0.76,6,44
W2286300105,2016,-0.8,5,45
W1985854669,2015,-0.96,1,49
W2033507223,2009,-1.0,0,50
W2536015822,2016,-0.64,9,41
W2096961418,2008,-0.76,6,44
W2405765071,2013,-0.8,5,45
W232057064,2015,-0.96,1,49
W2268305941,2016,-0.4,15,35
W2047804176,2014,-0.96,1,49
W2414781555,2016,-0.56,11,39
W2516925101,2016,-0.76,6,44
W2534136119,2016,-0.48,13,37
W2047952076,2015,-0.9459459459459459,1,36
W2086310719,2011,-0.9,2,38
W2072112759,2012,-0.7647058823529411,4,30
W2337233909,2016,-0.7837837837837838,4,33
W1989813731,2011,-0.6111111111111112,7,29
W2058846446,2012,0.25,15,9
W2250372124,2015,-0.7073170731707317,6,35
W2181951910,2014,0.375,22,10
W1972799849,2013,-0.14285714285714285,12,16
W2086550423,2011,-0.5294117647058824,8,26
W2038950446,2011,-0.28,9,16
W1993799507,2010,-0.21739130434782608,9,14
W2472952455,2016,-0.8787878787878788,2,31
W2076971320,2014,-0.42857142857142855,6,15
W2576410866,2016,-0.84,2,23
W2294913637,2015,-0.1111111111111111,8,10
W2557321750,2016,-1.0,0,28
W316736541,2015,0.5789473684210527,15,4
W4240276947,2014,-0.14285714285714285,6,8
W2148959027,2012,-0.5,4,12
W2462809752,2016,-0.125,7,9
W2472187219,2016,0.0,6,6
W1985625024,2010,-0.3684210526315789,6,13
W2069391489,2009,-0.2,2,3
W2053552153,2012,-0.23076923076923078,5,8
W2042757136,2014,-0.2727272727272727,4,7
W2051865822,2014,-1.0,0,8
W1559348755,2013,-0.6,1,4
W2404429280,2014,-1.0,0,4
W2083222330,2011,-1.0,0,7
W2022846145,2013,-1.0,0,12
W2044696584,2014,-1.0,0,9
W2067738520,2013,0.2,6,4
W2109320546,2011,-0.5,1,3
W2011039951,2015,-0.1111111111111111,4,5
W1977347765,2015,0.0,3,3
W119176369,2012,0.5,3,1
W2119214045,2009,0.6363636363636364,9,2
W2045260043,2015,-0.3333333333333333,2,4
W2101257829,2009,0.0,2,2
W2005240732,2013,-0.3333333333333333,2,4
W2160457243,2013,-0.6,1,4
W1998412072,2011,-0.6666666666666666,1,5
W2519084221,2016,1.0,4,0
W2522697557,2016,-1.0,0,3
W2535440397,2016,0.5,3,1
W2739708817,2010,-0.3333333333333333,2,4
W2051645445,2012,-0.3333333333333333,1,2
W1981343269,2011,-1.0,0,3
W1537766174,2011,-1.0,0,3
W1983379686,2012,-1.0,0,3
W2327175847,2014,1.0,2,0
W1983369495,2015,-1.0,0,1
W134263152,2006,,0,0
W2317301099,2011,1.0,2,0
W296522903,2010,-1.0,0,2
W2400124070,2011,-1.0,0,2
W81790336,2014,-1.0,0,1
W1592347764,2011,-1.0,0,1
W2558556270,2016,-1.0,0,1
W337820460,2014,1.0,1,0
W2963053846,2015,-0.8,5,45
W2949989304,2016,-0.52,12,38
W2338325072,2016,-0.52,12,38
W1481017241,2013,-0.8181818181818182,1,10
W2429667833,2016,-0.76,6,44
W1525104212,2009,0.0,1,1
W2305815027,2016,-1.0,0,6
W2397957685,2010,-1.0,0,1
W197120630,2009,0.0,1,1
W2036196300,2012,-0.12,22,28
W4255820964,2013,-1.0,0,50
W2571343094,2012,-0.9591836734693877,1,48
W2039592987,2014,-0.6,10,40
W4252172911,2012,1.0,16,0
W2038652993,2011,-1.0,0,50
W2165755074,2012,-0.64,9,41
W4233450617,2012,0.28,32,18
W2949112927,2011,-0.9047619047619048,1,20
W1976151323,2011,-0.6,4,16
W1480355964,2010,-0.7297297297297297,5,32
W2567949245,2013,-1.0,0,17
W1999877046,2012,-1.0,0,25
W1585256533,2015,-1.0,0,20
W2346393863,2016,-0.8095238095238095,2,19
W2951400471,2011,-0.875,1,15
W2012193618,2014,-0.7,3,17
W2951794910,2011,-0.6,2,8
W1858787623,2011,-1.0,0,10
W2950930877,2013,0.5,6,2
W1510455279,2015,-1.0,0,4
W2060280062,2013,0.68,42,8
W126431888,2014,1.0,4,0
W2129322254,2012,-1.0,0,4
W2808390993,2013,-1.0,0,4
W2101942522,2008,-0.3333333333333333,2,4
W2307437521,2014,-0.8888888888888888,1,17
W2172156083,2011,0.2,30,20
W2161564564,2014,-0.6363636363636364,2,9
W2953232954,2014,-0.5,3,9
W2280000992,2016,-0.75,1,7
W2527398973,2016,0.0,4,4
W2950415939,2011,1.0,4,0
W4294590201,2016,1.0,8,0
W2117220605,2007,-1.0,0,5
W1668045384,2011,-1.0,0,2
W4302184630,2010,,0,0
W1818659651,2013,-1.0,0,3
W2949895329,2012,-1.0,0,1
W1832592836,2012,1.0,1,0
W2951216714,2012,-1.0,0,3
W2951656074,2016,1.0,1,0
W2952757999,2014,-1.0,0,1
W4298218777,2015,1.0,1,0
W2953247147,2012,-1.0,0,1
W2136400551,2011,-1.0,0,50
W2107220315,2011,-0.76,6,44
W2122059483,2008,-0.44,14,36
W2131275552,2010,0.12,28,22
W2110699536,2008,-0.21739130434782608,9,14
W2019411264,2012,-0.5263157894736842,9,29
W2117519317,2008,-0.8571428571428571,1,13
W2294461118,2011,-0.9259259259259259,1,26
W2048145195,2009,-0.5294117647058824,8,26
W2159513694,2008,-0.3333333333333333,5,10
W4252252519,2009,-0.8823529411764706,1,16
W2165760905,2006,1.0,5,0
W3107963428,2010,1.0,9,0
W2095759221,2009,-0.8571428571428571,1,13
W3009865963,2009,-1.0,0,12
W2169364172,2009,-0.8461538461538461,1,12
W2166061994,2006,-0.5555555555555556,2,7
W2161799970,2013,-0.6,2,8
W4234097778,2011,-1.0,0,5
W2138474453,2008,-0.7142857142857143,1,6
W3152397865,2008,-0.3333333333333333,2,4
W2139770854,2010,-0.2,4,6
W3014790484,2013,1.0,1,0
W2111765806,2011,-0.6,10,40
W2028622255,2011,-0.88,3,47
W2054636385,2011,-0.5,12,36
W1971139410,2015,-0.8,5,45
W2155691344,2014,-0.68,8,42
W2067432065,2015,-0.8,5,45
W2003444207,2015,-0.76,6,44
W4243718993,2013,-0.4838709677419355,8,23
W2148918736,2010,-0.8620689655172413,2,27
W2109892325,2014,-0.8823529411764706,2,32
W1989703131,2014,-0.9333333333333333,1,29
W2116769849,2013,-0.47368421052631576,5,14
W2075465263,2015,-0.7857142857142857,3,25
W4230388127,2015,-0.8947368421052632,1,18
W2025704776,2015,-1.0,0,18
W104259430,2011,-0.9047619047619048,1,20
W4243710896,2012,-0.5384615384615384,3,10
W2012477604,2014,-0.8823529411764706,1,16
W1971674111,2015,-0.8666666666666667,1,14
W4252889632,2014,-0.875,1,15
W2197338197,2015,-0.8823529411764706,1,16
W2146298624,2013,-0.5384615384615384,3,10
W2023738112,2013,-0.5714285714285714,3,11
W2244080217,2015,-1.0,0,9
W2063019338,2012,-1.0,0,11
W3149068867,2012,-1.0,0,10
W2403674054,2015,1.0,5,0
W1975496224,2011,,0,0
W1990181683,2010,-0.5555555555555556,2,7
W2099119556,2013,-0.5555555555555556,2,7
W2105220928,2012,-0.6,1,4
W194224636,2014,-0.4,3,7
W2397021971,2014,0.5,3,1
W2083968452,2011,-1.0,0,9
W4233715190,2015,-1.0,0,3
W2799155702,2010,1.0,2,0
W2090963588,2013,1.0,2,0
W2401617777,2016,,0,0
W2407772006,2015,1.0,2,0
W1581498016,2014,1.0,1,0
W2047964251,2012,1.0,1,0
W3108494467,2013,1.0,1,0
W1912605153,2013,-1.0,0,5
W2146044140,2010,-0.8,5,45
W2133859873,2009,-0.08,23,27
W1987650503,2013,0.04,26,24
W2043253283,2014,-0.4,15,35
