paper_id,paper_year,cd5,ni,nj
W4252736963,2005,0.0,3,3
W2147469854,2008,-0.7419354838709677,4,27
W2597586922,2008,0.09090909090909091,6,5
W1550766479,2003,-0.625,3,13
W1495520039,2008,-0.2,8,12
W2095912558,2009,-0.6,3,12
W2115916888,2006,-1.0,0,6
W2150995304,2009,-0.5,3,9
W2103325694,2006,-1.0,0,6
W1527577131,2004,-1.0,0,3
W4239148840,2004,-0.25,3,5
W139326964,2008,1.0,7,0
W1983876121,2006,-1.0,0,4
W2601730400,2008,-0.25,3,5
W83440793,2003,,0,0
W2146350391,2007,-1.0,0,5
W2598818729,2007,0.6,4,1
W242026773,2001,0.0,2,2
W200155033,2008,0.0,1,1
W4235012978,2006,-1.0,0,1
W1566651825,2003,0.0,2,2
W2142769826,2004,-1.0,0,6
W319725264,2004,0.3333333333333333,2,1
W1583104733,2004,0.0,1,1
W2275897824,2009,-1.0,0,1
W2008158744,2007,-0.84,4,46
W2144696387,2006,-0.84,4,46
W2134646643,2008,-0.72,7,43
W3001455961,2006,0.09090909090909091,6,5
W2075573771,2008,-0.88,3,47
W2003751975,2007,-0.47368421052631576,10,28
W2997473338,2007,-0.625,3,13
W2243437504,2006,-0.75,2,14
W2046295935,2006,-0.9166666666666666,1,23
W4205111188,2006,,0,0
W2107199738,2008,-0.42857142857142855,2,5
W4254268612,2006,-1.0,0,1
W4243037076,2006,1.0,1,0
W1893063386,2009,-1.0,0,1
W189846524,2008,1.0,1,0
W2110316922,2006,-1.0,0,1
W4240309233,2004,0.2,18,12
W4242751444,2004,-0.38461538461538464,4,9
W4243740681,2005,-0.3333333333333333,2,4
W2112847033,2005,-0.64,9,41
W2129304537,2003,-0.96,1,49
W2167187192,2007,-0.8666666666666667,2,28
W2169275155,2002,-1.0,0,16
W1993509980,2008,0.14285714285714285,4,3
W4240473828,2004,-0.6,2,8
W4254459834,2002,1.0,4,0
W2100885195,2002,-0.6363636363636364,8,36
W2157362578,2004,-1.0,0,2
W2613154132,2004,1.0,5,0
W3006536458,2002,-1.0,0,2
W2153829573,2007,-1.0,0,50
W2115678412,2006,-0.96,1,49
W2147107090,2004,-0.5384615384615384,3,10
W2161725792,2004,-0.8,5,45
W2153811089,2007,-0.96,1,49
W1997161730,2006,-0.96,1,49
W1996690442,2005,-0.5,1,3
W2155199571,2006,-0.4782608695652174,6,17
W2140021087,2004,-1.0,0,6
W2181445019,2006,1.0,1,0
W2952330269,2005,-1.0,0,1
W2102524069,2002,1.0,50,0
W2153839362,2004,-0.88,3,47
W1516407653,2008,-0.44,14,36
W2920725015,2009,0.7142857142857143,12,2
W2125816831,2009,-0.84,4,46
W2144767994,2005,-0.22448979591836735,19,30
W2107667794,2006,-0.72,7,43
W316065036,2007,-0.7368421052631579,5,33
W2110417303,2009,-0.4,15,35
W4250619709,2007,1.0,26,0
W2142906335,2008,0.0,9,9
W2039646365,2007,-0.3103448275862069,10,19
W2151995730,2001,-0.5789473684210527,4,15
W2166439552,2004,-1.0,0,3
W1556320907,2006,-0.8181818181818182,1,10
W2026285055,2005,-1.0,0,1
W2491828719,2008,1.0,2,0
W2481843695,2009,-1.0,0,2
W4238264037,2009,1.0,2,0
W2111725345,2004,-0.2,2,3
W3203307897,2008,1.0,3,0
W2150723999,2004,-1.0,0,4
W1928593089,2005,-0.6666666666666666,5,25
W3094819077,2008,-1.0,0,5
W2116283852,2006,-0.7619047619047619,5,37
W135621892,2004,1.0,4,0
W2174598112,2004,-0.52,12,38
W2153277381,2006,-1.0,0,4
W2320974190,2008,-0.3333333333333333,1,2
W146360823,2004,1.0,11,0
W1995626000,2006,-0.8666666666666667,3,42
W2902866327,2008,-1.0,0,10
W2146878883,2001,0.0,25,25
W1978333359,2008,-0.56,11,39
W2124877509,2006,-0.56,11,39
W1968027261,2006,-0.8,5,45
W2134557008,2004,-0.28,18,32
W2949483514,2009,-0.56,11,39
W2143561480,2007,-0.56,11,39
W2162697159,2005,-0.8918918918918919,2,35
W2100438118,2008,-0.68,8,42
W2152784831,2006,-0.7,6,34
W2060212221,2004,-0.47058823529411764,9,25
W2154620873,2008,-0.21428571428571427,11,17
W1998564576,2007,-0.7777777777777778,1,8
W2918049428,2009,0.2,15,10
W2089576688,2006,-0.125,7,9
W2158976269,2007,-0.9130434782608695,1,22
W596974540,2007,,0,0
W2170610543,2007,-1.0,0,19
W2128834557,2007,-0.5652173913043478,5,18
W2087335910,2008,0.2,9,6
W2037263330,2008,-1.0,0,4
W2098621539,2006,-0.7333333333333333,2,13
W2147639916,2009,0.0,3,3
W1514943486,2005,-0.875,1,15
W2064797161,2004,0.3333333333333333,8,4
W2170714718,2005,0.0,2,2
W38610358,2005,,0,0
W4211169986,2009,,0,0
W2163951933,2006,-0.6666666666666666,1,5
W2156892606,2003,,0,0
W152616191,2005,-1.0,0,2
W2376115769,2007,1.0,2,0
W2172192355,2003,-0.6,1,4
W1507559293,2009,-1.0,0,2
W2161571668,2005,1.0,3,0
W4247971898,2004,1.0,2,0
W2162432120,2007,-0.72,7,43
W2129971563,2006,-0.84,4,46
W2127361019,2006,-0.56,11,39
W1968832971,2004,-0.45454545454545453,9,24
W2151521349,2005,0.125,9,7
W2100081831,2007,-0.9166666666666666,1,23
W2261258341,2004,-0.5,3,9
W2475984716,2007,1.0,2,0
W2005730467,2006,-1.0,0,2
W2066659559,2005,-1.0,0,1
W2161809383,2001,-0.92,2,48
W2123205020,2001,-0.6,10,40
W2087796731,2003,-0.6,10,40
W2084765981,2006,-0.6,10,40
W2119898515,2008,-0.72,7,43
W2127638367,2002,-0.92,2,48
W2149000368,2003,-0.76,6,44
W3088269390,2004,-0.36,16,34
W4238789901,2003,-0.10526315789473684,17,21
W1509579524,2004,1.0,39,0
W2007089224,2009,-0.9259259259259259,1,26
W3020151382,2001,-0.8461538461538461,3,36
W2074637591,2002,-0.8181818181818182,4,40
W2112558405,2004,-0.4444444444444444,10,26
W2150408145,2003,-0.4,12,28
W3161920093,2001,-0.14285714285714285,12,16
W2158650824,2005,-0.7777777777777778,1,8
W2128510063,2004,-0.8888888888888888,2,34
W2024234376,1999,-0.5833333333333334,5,19
W2023678444,2006,-0.5,4,12
W3005802684,2008,-0.6153846153846154,5,21
W2083030709,2006,0.0,3,3
W2148502583,2006,-0.375,5,11
W2162264183,2009,0.6666666666666666,15,3
W2081434380,2009,-0.8,1,9
W1990160109,2003,-0.92,1,24
W4388716055,2001,1.0,40,0
W2044422739,2004,-0.3,7,13
W18966935,2003,-0.8947368421052632,1,18
W2116790783,2004,-0.9230769230769231,1,25
W176642602,2003,-0.1111111111111111,8,10
W1994045805,2001,-0.25,3,5
W2086976385,2004,-1.0,0,13
W1965887263,2004,-1.0,0,26
W2019371617,2007,-0.7333333333333333,2,13
W2122334941,2009,-0.25,6,10
W2162562643,2005,-0.8333333333333334,1,11
W3146927926,2004,0.14285714285714285,4,3
W4302380331,2004,-1.0,0,9
W2162989593,2006,-0.8,1,9
W2031292149,2007,-0.3333333333333333,2,4
W1869056580,2009,0.3333333333333333,8,4
W4299830228,2003,1.0,2,0
W1534852644,2001,-0.6551724137931034,5,24
W3178921403,2001,0.3333333333333333,2,1
W2112133734,2002,0.12,28,22
W2144441165,2006,-0.6923076923076923,2,11
W2031971188,2008,-1.0,0,12
W1600344087,2003,-1.0,0,2
W2041938769,2006,-1.0,0,8
W4206638681,2008,,0,0
W4253578968,2006,-0.5555555555555556,2,7
W1509480271,1999,0.3333333333333333,6,3
W2097692828,2007,,0,0
W1970618031,2005,-1.0,0,11
W2162577004,2009,-1.0,0,7
W2912303562,2009,1.0,5,0
W2082124393,2009,-1.0,0,2
W174078271,2004,-1.0,0,1
W2611882844,2009,1.0,1,0
W203730433,1999,-0.5862068965517241,6,23
W2141799271,2008,-1.0,0,4
W1801654435,2003,-0.6,1,4
W4245181284,2006,-1.0,0,5
W369366967,1999,1.0,1,0
W2896824555,2004,1.0,4,0
W1993855803,2004,-0.8,5,45
W2030530147,2005,0.6744186046511628,36,7
W2075623715,2009,1.0,8,0
W2097954755,2008,-1.0,0,5
W2004515150,2007,-0.56,11,39
W1989450868,2004,0.08,27,23
W2102005779,2007,-0.68,8,42
W2125872152,2007,-0.32,17,33
W2122462040,2009,-0.48,13,37
W2150187269,2008,-0.68,8,42
W2165336981,2009,-0.92,2,48
W2170064244,2006,-0.23076923076923078,15,24
W2111175667,2003,-0.56,11,39
W2135718368,2006,-0.48,13,37
W1989113549,2002,0.2653061224489796,31,18
W2163125245,2006,-0.4857142857142857,9,26
W2142434918,2004,-0.7058823529411765,5,29
W2139661973,2007,-0.6,10,40
W2102773632,2006,-0.7837837837837838,4,33
W2169551463,2006,-0.42105263157894735,11,27
W1992795772,2006,-0.1875,13,19
W2098930842,2007,-0.7297297297297297,5,32
W2079931251,2009,0.15151515151515152,19,14
W2042542628,2009,-0.2727272727272727,8,14
W2099856682,2009,-0.1282051282051282,17,22
W2038402279,2005,1.0,10,0
W2118302132,2007,-0.7058823529411765,5,29
W2101461675,2007,-0.75,1,7
W2139510634,2006,0.0967741935483871,17,14
W2033026902,2006,-0.6666666666666666,3,15
W2163295503,2008,-0.625,3,13
W2131499463,2008,-0.4,3,7
W2219773643,2008,0.3333333333333333,4,2
W2117027591,2002,1.0,3,0
W134574778,2008,0.25,5,3
W409479548,2006,1.0,1,0
W4238081420,2005,0.2,3,2
W5564292,2008,1.0,1,0
W11144793,2006,-0.5,1,3
W2531833261,2006,1.0,2,0
W76373628,2008,1.0,2,0
W4238943220,2002,1.0,1,0
W2164625805,2005,-0.3333333333333333,15,30
W2164864579,2009,0.9259259259259259,26,1
W2134940205,2003,-1.0,0,47
W1990855322,2007,-0.1111111111111111,8,10
W2152378788,2005,0.4,21,9
W2148128830,2008,0.0,5,5
W2138927202,2005,-0.14285714285714285,9,12
W2126670928,2008,-0.47368421052631576,5,14
W2150594865,2009,-0.42857142857142855,2,5
W2122715471,2007,-0.058823529411764705,8,9
W2145156626,2009,0.5,9,3
W2157731034,2007,-0.7142857142857143,1,6
W2015049007,2009,-1.0,0,5
W2064716575,2004,-0.041666666666666664,23,25
W2099380811,2004,0.23076923076923078,8,5
W2117887379,2008,-0.2222222222222222,7,11
W2145908586,2007,-1.0,0,7
W2119614838,2007,-1.0,0,5
W2061680365,2006,,0,0
W2169737462,2004,-1.0,0,32
W2030581275,2007,-1.0,0,2
W2127084193,2009,-0.3333333333333333,1,2
W2154799938,2009,-0.3333333333333333,1,2
W2108603897,2007,0.5,9,3
W2127174317,2003,-1.0,0,9
W1560190481,2006,,0,0
W629809686,2005,-0.1111111111111111,4,5
W2116312097,2008,-0.4,3,7
W1901934836,2003,,0,0
W2136520426,2006,-0.5,1,3
W2167775835,2009,0.0,1,1
W3214341017,2007,0.5,3,1
W2138796403,2009,1.0,1,0
W4254488077,2003,,0,0
W2090065732,2003,-0.6,1,4
W4249017772,2009,1.0,19,0
W4252166815,2009,,0,0
W2170918771,2006,-0.7037037037037037,4,23
W2071736858,2000,-0.15,17,23
W2168450470,2005,0.25,10,6
W1545576618,2002,-0.4444444444444444,5,13
W2153587257,2004,-0.68,8,42
W1969008248,2000,0.0,6,6
W4245037454,2009,,0,0
W4254816642,2009,,0,0
W1536826708,2009,1.0,50,0
W2099137575,2003,-1.0,0,7
W29683664,2005,1.0,1,0
W4240816280,2009,1.0,1,0
W2113272343,2003,0.24,31,19
W2144268630,2004,0.0967741935483871,17,14
W2139202955,2002,-0.5333333333333333,7,23
W2560327397,1999,,0,0
W1969881222,2004,-1.0,0,4
W2155580452,2002,-0.07692307692307693,6,7
W4244342554,2002,1.0,1,0
W2115733720,2006,-0.04,24,26
W2155904486,2005,0.08,27,23
W2293597654,2008,-0.32,17,33
W4247043502,2007,-0.56,11,39
W2154571593,2007,-0.44,14,36
W2098535678,2006,-0.36,16,34
W2145607950,2008,-0.44,14,36
W2166049352,2007,0.32,33,17
W2154956324,2008,-0.72,7,43
W2162708558,2003,-0.64,9,41
W2154422044,2003,-0.48,13,37
W2172191903,2005,-0.44,14,36
W2105488551,2005,-0.44,14,36
W4214815024,2006,1.0,50,0
W2052916917,2006,-0.44,14,36
W4254912136,2007,1.0,5,0
W2157035885,2007,-0.84,4,46
W1561099028,2006,-0.9166666666666666,1,23
W2139966251,2004,,0,0
W2081758948,2006,0.5,9,3
W2114837162,2007,,0,0
W2086904111,2007,-1.0,0,7
W1520510766,2004,-0.7142857142857143,1,6
W2149463264,2005,-0.8333333333333334,4,44
W2029142888,2002,-1.0,0,5
W3136382613,2004,-1.0,0,1
W2788938778,2008,-1.0,0,4
W1563300346,2006,-0.8421052631578947,3,35
W2144992712,2008,-0.44,14,36
W2110908283,2007,-0.36,16,34
W2121376435,2003,-0.17647058823529413,14,20
W4230176856,2008,0.0,4,4
W1546081490,2004,-0.1,9,11
W2132874586,2006,-0.42857142857142855,10,25
W2270183489,2005,-1.0,0,10
W2119702232,2007,-0.8947368421052632,1,18
W1502691374,2006,-1.0,0,11
W1484292857,2006,-1.0,0,2
W2164112429,2005,-1.0,0,2
W193626754,2008,,0,0
W4236793729,2003,1.0,3,0
W4244280678,2003,1.0,2,0
W52530986,2004,0.0,2,2
W2133318222,2008,-1.0,0,4
W2293352445,2002,1.0,1,0
W330032848,2002,1.0,1,0
W2126752493,2006,-0.8,5,45
W2131467114,2003,-0.8666666666666667,3,42
W2016320562,2007,-0.5714285714285714,3,11
W2145576179,2007,-0.8571428571428571,1,13
W2151679497,2007,-0.5,1,3
W2017946300,2005,-0.7777777777777778,1,8
W2100875386,2008,-0.6,2,8
W4241617507,2003,1.0,11,0
W4239318848,2003,-0.7142857142857143,1,6
W2136503290,2005,-1.0,0,2
W139810517,2007,-0.6666666666666666,1,5
W2110294955,2005,0.42857142857142855,5,2
W2155359392,2008,,0,0
W1557821591,2002,-0.1111111111111111,4,5
W2168423939,2003,,0,0
W1552815730,2002,-1.0,0,3
W101071174,2004,-1.0,0,1
W2161241761,2006,-0.9090909090909091,1,21
W4247677011,2003,0.0,3,3
W2142038400,2003,-0.42105263157894735,11,27
W2552217661,2008,-1.0,0,2
W4253279764,2003,1.0,3,0
W2066763472,2003,-0.64,9,41
W2106110775,2002,-0.48,13,37
W2056860348,2005,-0.6,10,40
W2165914352,2006,-0.64,9,41
W2122006243,2008,-0.56,11,39
W2032977736,2008,-0.96,1,49
W2152066136,2007,-0.68,8,42
W2126043693,2008,-0.24,19,31
W2042070546,2008,-0.68,8,42
W2126491576,2008,-0.84,4,46
W1573508639,2008,-0.76,6,44
W2163176424,2007,-0.7142857142857143,2,12
W2337904331,2008,-0.5555555555555556,10,35
W2154941050,2002,-0.15789473684210525,16,22
W2158837149,2006,-0.3939393939393939,10,23
W2108284981,2002,0.06666666666666667,16,14
W2170635585,2004,-0.44,7,18
W1974413906,2007,-0.76,3,22
W2165544906,2006,-0.2631578947368421,7,12
W2125556098,2008,-0.4666666666666667,4,11
W2100249253,2008,-0.2,4,6
W1539026776,2007,-0.5,2,6
W2038783807,2008,1.0,5,0
W2149753607,2005,-0.6363636363636364,2,9
W4206071656,2008,0.3333333333333333,4,2
W1569432948,2006,-0.6,3,12
W2186446072,2000,1.0,1,0
W2137951557,2008,-0.5,3,9
W2109199924,2007,-0.3333333333333333,2,4
W2123380930,2003,,0,0
W2149028940,2002,1.0,3,0
W1557889044,2002,-1.0,0,1
W2097337306,2006,,0,0
W2165981545,2007,,0,0
W1992893473,2000,,0,0
W1884552387,2008,-1.0,0,1
W3148422761,2006,,0,0
W103299903,2003,0.17647058823529413,10,7
W2144368342,2006,-0.7142857142857143,1,6
W2146087900,2007,1.0,35,0
W260116405,2007,1.0,1,0
W262520139,2007,-1.0,0,1
W2140317610,2008,-0.625,6,26
W2004383784,1998,-0.5555555555555556,2,7
W2155366133,2000,-0.68,8,42
W2160510992,2003,-0.44,14,36
W4235261014,2003,-0.375,5,11
W2137500257,2008,-0.72,7,43
W1992825118,2005,-0.04,24,26
W2132153846,2000,-0.42857142857142855,12,30
W4244981065,2000,0.3142857142857143,23,12
W2107270529,2005,-0.1111111111111111,12,15
W4237478817,2002,-0.6666666666666666,1,5
W2147541574,2008,-0.8787878787878788,2,31
W4243627498,2004,-0.76,3,22
W1987238172,2001,-0.9487179487179487,1,38
W2170364043,2004,-0.7222222222222222,5,31
W3043824119,2000,,0,0
W2134936699,2005,-0.76,3,22
W2106459643,2005,-0.8666666666666667,2,28
W2121134978,2006,-1.0,0,11
W201406093,2002,-0.4,3,7
W1859318703,2003,-0.5,1,3
W3014369051,2000,,0,0
W2146514558,2005,,0,0
W2170846500,2006,,0,0
W1575129940,2004,,0,0
W1589156006,2002,-0.1282051282051282,17,22
W2123919893,2007,-0.9090909090909091,1,21
W2115178757,2006,-0.2,2,3
W2074214454,2005,-1.0,0,8
W2105998671,2005,-1.0,0,5
W4246748641,2004,-0.5555555555555556,2,7
W2162669896,2008,1.0,1,0
W1856150903,2005,-1.0,0,4
W1658309198,2005,,0,0
W1526585577,2002,-0.7777777777777778,1,8
W2132867204,2003,-0.3333333333333333,2,4
W4252501412,2006,-0.7777777777777778,1,8
W2141768352,2008,,0,0
W1523162904,2006,-1.0,0,6
W1607449463,2008,,0,0
W2127061642,2008,1.0,2,0
W2160684229,2005,,0,0
W2147834819,2008,-1.0,0,2
W3044863980,2001,-1.0,0,4
W2161958319,2003,-1.0,0,3
W2023778824,2004,1.0,5,0
W2101604935,2006,-1.0,0,5
W107253481,2002,-1.0,0,3
W4236182255,2005,1.0,1,0
W2131979155,2004,-1.0,0,1
W4238400844,2003,1.0,1,0
W4241568529,2004,-1.0,0,1
W1533965811,2005,-1.0,0,1
W4231749933,2003,,0,0
W2039182605,2006,-1.0,0,1
W2167598830,2006,-1.0,0,1
W4246037050,2003,1.0,1,0
W1968898611,2004,-0.84,4,46
W1511405608,2003,-0.44,14,36
W2151704521,2007,-0.8181818181818182,3,30
W2080265580,2005,-0.7333333333333333,6,39
W4243167850,2003,-0.6,10,40
W1663101133,2002,-0.75,6,42
W1507964044,2004,-0.9,2,38
W1821427360,2004,-0.8333333333333334,1,11
W2014096115,2006,-0.8888888888888888,1,17
W2036802481,2004,-0.88,3,47
W2130805777,2004,-0.9,1,19
W2122061262,2005,-0.8333333333333334,2,22
W2128011709,2008,-0.5238095238095238,5,16
W2169565104,2004,-0.8947368421052632,1,18
W1593025666,2003,-0.8888888888888888,2,34
W1587480419,2008,-0.5,7,21
W1974583144,2004,-0.8,4,36
W2182759377,2008,-0.4666666666666667,4,11
W2154606260,2002,-0.8723404255319149,3,44
W1998021290,2008,-0.14285714285714285,9,12
W2058172711,2001,-0.3333333333333333,3,6
W1608367582,2002,-0.5,5,15
W1975857401,2008,-0.38461538461538464,4,9
W2020850585,2007,-0.6,2,8
W1512138220,2008,-1.0,0,12
W3009182543,2004,,0,0
W1969913838,2004,0.6,4,1
W1493173186,2002,-0.42857142857142855,2,5
W4238269194,2002,-0.5882352941176471,7,27
W1480471513,2006,-0.45454545454545453,3,8
W3166159141,2006,,0,0
W3169180743,2008,,0,0
W1725146958,2008,-0.2,2,3
W1980490527,2008,-1.0,0,2
W4240432612,2002,1.0,1,0
W2736366454,2006,1.0,1,0
W2101861158,2002,-0.68,8,42
W1664963465,2003,-0.4,15,35
W2146628995,1998,-0.4444444444444444,5,13
W2107105626,2006,-0.75,1,7
W2120032275,1999,-0.8181818181818182,1,10
W1595285848,2006,-0.52,6,19
W1846446801,1998,-1.0,0,5
W169877102,2000,1.0,12,0
W82448155,2006,-0.7142857142857143,2,12
W1485546390,1999,-1.0,0,3
W2785425160,2000,1.0,4,0
W2166635296,1998,-0.6666666666666666,1,5
W2995100008,2004,1.0,1,0
W146206571,2006,1.0,2,0
W877755273,2006,1.0,27,0
W1526187220,2004,-1.0,0,5
W2173567424,2001,-0.8333333333333334,1,11
W2807545085,2003,1.0,3,0
W2061820396,2003,-0.2,20,30
W4232212779,2003,1.0,17,0
W1654194294,2005,-0.84,4,46
W1512602432,2007,-0.92,2,48
W2110100895,2004,-0.6,10,40
W2086991377,2000,-0.2,2,3
W2122278421,2007,-0.72,7,43
W2057504236,2008,-0.88,3,47
W3199947862,2002,0.6,4,1
W2126366668,2005,-0.4,15,35
W2069134712,2005,-0.44,14,36
W2164792208,2007,-0.8666666666666667,3,42
W2159416808,2008,-0.48,13,37
W2165436315,2008,-0.76,6,44
W2023401026,2007,-0.16,21,29
W2123110149,2008,-0.96,1,49
W2167160788,2002,-0.9428571428571428,1,34
W2120511087,2005,-0.68,8,42
W2157104853,2006,0.2,30,20
W1990476939,2004,-0.4222222222222222,13,32
W2163636580,2003,-0.8888888888888888,2,34
W2110190221,2008,-0.7272727272727273,6,38
W1975950716,2001,-0.4,15,35
W2158886595,2004,-0.7894736842105263,4,34
W2037337557,2005,-0.8536585365853658,3,38
W89605384,2006,-0.6190476190476191,4,17
W2128331532,2005,-0.8857142857142857,2,33
W3145289772,2006,-0.2,8,12
W1540498526,2005,-0.25,9,15
W2137215905,2008,-0.15789473684210525,8,11
W2621329446,2008,-0.7894736842105263,2,17
W4233736956,2002,1.0,7,0
W1568427006,2008,-1.0,0,4
W2124138802,2002,-0.75,3,21
W2052387204,2006,-0.42857142857142855,4,10
W1568603882,2007,0.0,3,3
W3183435956,2007,1.0,3,0
W2017552692,2008,-1.0,0,6
W2117035835,2006,0.6,4,1
W1520889841,2007,-1.0,0,10
W2953204146,2005,0.1111111111111111,5,4
W2158435651,2004,-1.0,0,7
W2121449588,2007,0.0,2,2
W4230963972,2002,1.0,1,0
W81904689,2003,1.0,1,0
W1551291454,2005,-0.3333333333333333,3,6
W2102951036,2003,0.4074074074074074,19,8
W2136422443,2007,-0.45454545454545453,3,8
W2116626927,2005,0.6,8,2
W1586434403,2005,0.45454545454545453,8,3
W1974480600,2003,-1.0,0,2
W4234451423,2003,1.0,1,0
W2141581261,2004,1.0,2,0
W2073904762,2005,-0.16,21,29
W2136575791,2006,-0.32,17,33
W2121510533,2007,-0.8,5,45
W2087314535,2005,-0.04,24,26
W2107800601,2005,-0.84,4,46
W2171581420,2007,-0.72,7,43
W1520132034,2002,-0.56,11,39
W2167434739,2006,-0.36,16,34
W2134537508,2007,-0.7368421052631579,5,33
W4245268933,2005,-0.04,24,26
W2098756065,2007,-0.7333333333333333,4,26
W3006291258,2007,-1.0,0,8
W1507599817,2008,-0.5384615384615384,6,20
W106940177,2006,-0.8571428571428571,2,26
W2027309293,1999,0.16,29,21
W2158022840,2006,-0.9591836734693877,1,48
W2144552569,2003,-0.56,11,39
W57486851,1999,0.0,17,17
W2121509107,2008,-0.8421052631578947,3,35
W2950945875,2003,-0.8125,3,29
W2108860693,2005,-0.23076923076923078,15,24
W2023665793,2004,-1.0,0,16
W2952848843,2006,0.3333333333333333,2,1
W1799949577,2002,-0.8620689655172413,2,27
W66329038,2006,-0.8461538461538461,1,12
W4300196574,2003,1.0,1,0
W1487851480,2007,1.0,10,0
W2149678169,2005,0.0,1,1
W1548981995,2003,-1.0,0,6
W22719495,2004,0.3333333333333333,2,1
W2064677947,2008,-1.0,0,1
W1532829354,2002,-0.7073170731707317,6,35
W1656772886,2001,1.0,13,0
W2098142608,2004,0.0,6,6
W180657164,2005,-1.0,0,10
W1777068179,2003,0.3333333333333333,2,1
W77534746,2003,-0.5714285714285714,3,11
W112135964,2006,-0.6666666666666666,1,5
W3009812080,2006,-0.6,1,4
W1638287885,2003,-1.0,0,2
W1658340114,2004,-1.0,0,2
W181049489,2006,-1.0,0,1
W2949519616,2003,-1.0,0,1
W36193367,2005,1.0,1,0
W2117882778,2006,-0.4,15,35
W2111165162,2006,0.28,32,18
W1500546894,2005,-0.68,8,42
W2142892618,2002,-0.32,17,33
W2295705535,2003,-0.44,14,36
W1541663547,2008,-0.32,17,33
W4245671428,2003,-0.06976744186046512,20,23
W2155750598,2005,-0.88,3,47
W4256483320,2002,1.0,38,0
W2159079348,2008,-0.52,12,38
W2293069947,2005,-0.2,20,30
W4232895233,2005,-0.84,4,46
W47175211,2005,-0.7209302325581395,6,37
W182734301,2008,-0.44,14,36
W2150042079,2003,-0.68,8,42
W4205777466,2003,1.0,18,0
W95350330,2005,1.0,3,0
W2018165840,2008,1.0,19,0
W43269751,2000,-1.0,0,7
W2008847063,2008,1.0,4,0
W68814038,2006,-1.0,0,2
W2117831564,2002,-0.44,14,36
W1575084925,2003,-0.7872340425531915,5,42
W4240052223,2003,1.0,20,0
W2126885884,2006,0.6470588235294118,14,3
W4235836742,2002,1.0,1,0
W1964310360,2004,-0.5,3,9
W2069153192,2003,-0.72,7,43
W1534981661,2005,-0.24,19,31
W2099003704,2003,-0.32,17,33
W111771363,2003,-0.36,16,34
W2120887026,2005,-0.64,9,41
W2141111097,2005,-0.6,10,40
W1976457156,2006,-0.36,16,34
W2172924720,2005,-0.56,11,39
W1482174963,2006,0.12,28,22
W2170847798,2004,-0.32,17,33
W2005653608,2007,0.5135135135135135,28,9
W1486078789,2007,0.16666666666666666,21,15
W2162098482,2004,-0.23076923076923078,10,16
W2020224194,2008,-0.14285714285714285,9,12
W2126298371,2005,0.30434782608695654,15,8
W2166543101,2006,-1.0,0,7
W2150115779,2005,0.5,6,2
W1547115835,2004,-0.8518518518518519,2,25
W1237134391,2007,-0.2857142857142857,5,9
W2612613894,2005,1.0,9,0
W2138301803,2008,-0.7142857142857143,1,6
W1542791789,2006,-1.0,0,8
W192220993,2006,-1.0,0,5
W3108941672,2005,1.0,11,0
W161175638,2007,1.0,10,0
W2065496208,2003,-0.14285714285714285,3,4
W2129155124,2006,-0.14285714285714285,3,4
W1557660289,2006,-0.3333333333333333,2,4
W1552720824,2007,0.2,3,2
W176593546,2005,1.0,4,0
W3160690184,2007,,0,0
W34152852,2004,-1.0,0,1
W2614061349,2006,1.0,3,0
W2154124206,2001,-0.8,5,45
W2108325777,2004,-0.8,5,45
W1517947178,1999,-0.56,11,39
W1973923101,2000,-0.44,14,36
W2119168550,2004,-0.96,1,49
W2111798208,2002,-0.8,5,45
W2109664771,2007,-0.28,18,32
W2146574666,2003,-0.52,12,38
W2156985047,2003,-0.44,14,36
W2153653739,2003,-0.64,9,41
W2142112143,2004,-0.84,4,46
W1529616844,2000,0.36,34,16
W23077562,2004,-0.64,9,41
W2083460949,1999,-0.6923076923076923,2,11
W1979102019,2000,-0.72,7,43
W2626190081,2002,-0.88,3,47
W179314280,2004,-0.92,2,48
W204945112,2001,-0.6923076923076923,2,11
W1976339715,2003,0.14285714285714285,16,12
W3104029765,2000,1.0,49,0
W2011783148,2003,-0.9024390243902439,2,39
W2099534719,2007,-0.5384615384615384,6,20
W1979194117,2003,-1.0,0,1
W2119851697,2005,-0.3333333333333333,3,6
W2152937686,2003,-0.8666666666666667,2,28
W1574174742,2001,-0.13043478260869565,10,13
W1994919150,2001,-0.9411764705882353,1,33
W2018482254,2002,-0.16,21,29
W2028492537,2003,-0.6153846153846154,5,21
W2111491614,2007,-1.0,0,34
W2140830074,2000,-0.375,15,33
W1512606473,2002,-0.3333333333333333,7,14
W2116946267,2003,0.21739130434782608,14,9
W2081605912,2003,-0.6666666666666666,2,10
W1499235840,2006,1.0,4,0
W1577247080,2000,-0.5833333333333334,5,19
W2103863416,2001,-0.16666666666666666,5,7
W2157429597,2002,-0.7777777777777778,1,8
W1591362395,2002,-1.0,0,4
W198601360,2001,,0,0
W2141587582,2003,-1.0,0,6
W117238852,2000,-1.0,0,2
W3213785005,2001,-0.3333333333333333,1,2
W1488214981,2007,-0.5,1,3
W2081677882,2001,-1.0,0,4
W24116743,2003,1.0,3,0
W4246036108,1998,-1.0,0,2
W4241645538,2003,1.0,50,0
W2067047477,2003,-0.047619047619047616,10,11
W2092586979,2004,-0.55,9,31
W4236383736,2003,,0,0
