author_id,group,award_year,relative_year,cd5
https://openalex.org/A5005275631,control,2018,-2,-0.29367981212407834
https://openalex.org/A5005275631,control,2018,-1,-0.3694777911164466
https://openalex.org/A5005275631,control,2018,0,-0.3876062925170068
https://openalex.org/A5005275631,control,2018,1,-0.021223874165050605
https://openalex.org/A5005275631,control,2018,2,0.5555555555555556
https://openalex.org/A5005275631,control,2018,3,0.0
https://openalex.org/A5005318859,award,2004,-3,-0.8860606060606061
https://openalex.org/A5005318859,award,2004,-2,-1.0
https://openalex.org/A5005318859,award,2004,-1,-0.548952380952381
https://openalex.org/A5005318859,award,2004,0,-0.3053968253968254
https://openalex.org/A5005318859,award,2004,1,-0.86
https://openalex.org/A5005318859,award,2004,2,-0.8
https://openalex.org/A5005380528,control,2001,-5,0.13599999999999998
https://openalex.org/A5005380528,control,2001,-4,-0.4390909090909091
https://openalex.org/A5005380528,control,2001,-3,0.2403463203463204
https://openalex.org/A5005380528,control,2001,-2,-0.5118154080854309
https://openalex.org/A5005380528,control,2001,-1,-0.225
https://openalex.org/A5005380528,control,2001,0,-0.057446808510638325
https://openalex.org/A5005380528,control,2001,1,-1.0
https://openalex.org/A5005380528,control,2001,2,-0.0238095238095238
https://openalex.org/A5005380528,control,2001,3,-0.07727272727272724
https://openalex.org/A5005380528,control,2001,4,-0.665
https://openalex.org/A5005380528,control,2001,5,-0.40545133878467216
https://openalex.org/A5005397258,award,2014,-1,-0.90625
https://openalex.org/A5005397258,award,2014,0,-0.6153846153846153
https://openalex.org/A5005397258,award,2014,1,-0.6208333333333333
https://openalex.org/A5005397258,award,2014,2,-0.4666666666666667
https://openalex.org/A5005397258,award,2014,3,1.0
https://openalex.org/A5005397258,award,2014,4,-0.028801169590643244
https://openalex.org/A5005397258,award,2014,5,0.62
https://openalex.org/A5005472808,award,2004,0,-0.8
https://openalex.org/A5005472808,award,2004,1,0.6744186046511628
https://openalex.org/A5005472808,award,2004,3,-0.56
https://openalex.org/A5005472808,award,2004,4,-1.0
https://openalex.org/A5005472808,award,2004,5,1.0
https://openalex.org/A5005554337,control,2011,-5,-0.56
https://openalex.org/A5005554337,control,2011,-4,-0.3038314176245211
https://openalex.org/A5005554337,control,2011,-3,-0.48
https://openalex.org/A5005554337,control,2011,-2,-0.5056980056980057
https://openalex.org/A5005554337,control,2011,-1,0.0017391304347826098
https://openalex.org/A5005554337,control,2011,0,-0.23032358156028368
https://openalex.org/A5005554337,control,2011,1,-0.34543148607664736
https://openalex.org/A5005554337,control,2011,2,-0.48253968253968255
https://openalex.org/A5005554337,control,2011,3,-0.6915789473684211
https://openalex.org/A5005554337,control,2011,4,-0.17333333333333334
https://openalex.org/A5005554337,control,2011,5,0.0471705990088343
https://openalex.org/A5005556081,control,2006,-4,-0.1521668295861844
https://openalex.org/A5005556081,control,2006,-3,-0.41666666666666663
https://openalex.org/A5005556081,control,2006,0,0.44
https://openalex.org/A5005556081,control,2006,2,-0.28
https://openalex.org/A5005715220,award,2009,0,1.0
https://openalex.org/A5005887313,control,2006,-5,-0.17646113146113143
https://openalex.org/A5005887313,control,2006,-4,0.20973169409259634
https://openalex.org/A5005887313,control,2006,-3,0.05053265301700489
https://openalex.org/A5005887313,control,2006,-2,0.04501515624564844
https://openalex.org/A5005887313,control,2006,-1,0.03103553921568627
https://openalex.org/A5005887313,control,2006,0,-0.4408216942872728
https://openalex.org/A5005887313,control,2006,1,-0.022162970642922324
https://openalex.org/A5005887313,control,2006,2,-0.3107392734150459
https://openalex.org/A5005887313,control,2006,3,-0.05008952861178857
https://openalex.org/A5005887313,control,2006,4,-0.5729644265376275
https://openalex.org/A5005887313,control,2006,5,0.0073491214667685345
https://openalex.org/A5006066917,award,2005,-2,-1.0
https://openalex.org/A5006066917,award,2005,0,-0.64
https://openalex.org/A5006066917,award,2005,1,-1.0
https://openalex.org/A5006066917,award,2005,2,-1.0
https://openalex.org/A5006066917,award,2005,3,-0.9066666666666666
https://openalex.org/A5006066917,award,2005,4,-0.76
https://openalex.org/A5006066917,award,2005,5,0.5652173913043478
https://openalex.org/A5006085341,award,2004,0,0.24
https://openalex.org/A5006085341,award,2004,2,-0.9206349206349206
https://openalex.org/A5006085341,award,2004,4,-1.0
https://openalex.org/A5006688930,award,2012,-3,0.4
https://openalex.org/A5006688930,award,2012,-2,1.0
https://openalex.org/A5006688930,award,2012,0,-0.6470588235294118
https://openalex.org/A5006723758,award,2013,-1,-0.23764705882352938
https://openalex.org/A5006723758,award,2013,0,-0.688095238095238
https://openalex.org/A5006723758,award,2013,1,0.0
https://openalex.org/A5006723758,award,2013,2,-0.31496313246885327
https://openalex.org/A5006723758,award,2013,3,-0.3547147147147147
https://openalex.org/A5006723758,award,2013,4,0.274406015037594
https://openalex.org/A5006723758,award,2013,5,-0.7209302325581395
https://openalex.org/A5007318528,control,2018,-5,-1.0
https://openalex.org/A5007318528,control,2018,-3,-1.0
https://openalex.org/A5007318528,control,2018,0,-0.7333333333333333
https://openalex.org/A5007318528,control,2018,2,-1.0
https://openalex.org/A5007318528,control,2018,3,0.0
https://openalex.org/A5007318528,control,2018,4,0.0
https://openalex.org/A5007318528,control,2018,5,1.0
https://openalex.org/A5007519378,award,2005,-1,-0.3333333333333333
https://openalex.org/A5007519378,award,2005,0,-1.0
https://openalex.org/A5007519378,award,2005,1,-0.6666666666666666
https://openalex.org/A5007519378,award,2005,2,-0.8571428571428571
https://openalex.org/A5007519378,award,2005,3,-1.0
https://openalex.org/A5007698196,control,2004,-5,-0.41000000000000003
https://openalex.org/A5007698196,control,2004,-4,-0.17333333333333334
https://openalex.org/A5007698196,control,2004,-3,-0.8092307692307692
https://openalex.org/A5007698196,control,2004,-2,-0.4640502354788069
https://openalex.org/A5007698196,control,2004,-1,-0.52
https://openalex.org/A5007698196,control,2004,0,-0.67560101010101
https://openalex.org/A5007698196,control,2004,1,-0.563109483109483
https://openalex.org/A5007698196,control,2004,2,-0.47405260030647023
https://openalex.org/A5007698196,control,2004,3,-0.29506452153510976
https://openalex.org/A5007698196,control,2004,4,-0.4740609390609391
https://openalex.org/A5007698196,control,2004,5,0.10460606060606062
https://openalex.org/A5007866098,control,2004,-5,-0.25
https://openalex.org/A5007866098,control,2004,-4,-1.0
https://openalex.org/A5007866098,control,2004,-3,-0.3376623376623377
https://openalex.org/A5007866098,control,2004,-2,-0.14515113730384144
https://openalex.org/A5007866098,control,2004,-1,0.004978354978354971
https://openalex.org/A5007866098,control,2004,0,-0.4807163742690058
https://openalex.org/A5007866098,control,2004,1,-0.23264530398447794
https://openalex.org/A5007866098,control,2004,2,-0.3376068376068376
https://openalex.org/A5007866098,control,2004,3,-0.02030303030303031
https://openalex.org/A5007866098,control,2004,4,0.15553030303030302
https://openalex.org/A5007866098,control,2004,5,-0.44841269841269843
https://openalex.org/A5008167536,award,2001,0,0.36000000000000004
https://openalex.org/A5008326572,award,2017,-2,-1.0
https://openalex.org/A5008326572,award,2017,-1,-0.3666666666666667
https://openalex.org/A5008326572,award,2017,0,0.13157894736842107
https://openalex.org/A5008326572,award,2017,1,-1.0
https://openalex.org/A5008493066,control,2017,-5,-0.24369659326181065
https://openalex.org/A5008493066,control,2017,-4,-0.19670329670329667
https://openalex.org/A5008493066,control,2017,-3,-0.7073529411764705
https://openalex.org/A5008493066,control,2017,-2,-0.5182051282051282
https://openalex.org/A5008493066,control,2017,-1,-0.1305982905982906
https://openalex.org/A5008493066,control,2017,0,0.022857142857142847
https://openalex.org/A5008493066,control,2017,1,-0.89
https://openalex.org/A5008493066,control,2017,2,-0.95
https://openalex.org/A5008493066,control,2017,3,-0.5416781376518218
https://openalex.org/A5008493066,control,2017,4,-0.054545454545454564
https://openalex.org/A5008493066,control,2017,5,-0.8666666666666667
https://openalex.org/A5008595840,award,2017,-1,0.42
https://openalex.org/A5008595840,award,2017,0,0.07545454545454544
https://openalex.org/A5008595840,award,2017,1,0.7636363636363637
https://openalex.org/A5008595840,award,2017,2,1.0
https://openalex.org/A5008595840,award,2017,3,0.15032679738562094
https://openalex.org/A5008595840,award,2017,4,-0.17407407407407408
https://openalex.org/A5008595840,award,2017,5,-0.325
https://openalex.org/A5008657833,award,2006,0,-0.64
https://openalex.org/A5008657833,award,2006,2,-0.8181818181818182
https://openalex.org/A5008674902,award,2017,-5,-0.2
https://openalex.org/A5008674902,award,2017,-4,-0.38
https://openalex.org/A5008674902,award,2017,-3,0.12502923976608188
https://openalex.org/A5008674902,award,2017,-2,-0.35965051463534775
https://openalex.org/A5008674902,award,2017,-1,-0.49333333333333335
https://openalex.org/A5008674902,award,2017,0,-0.3
https://openalex.org/A5008674902,award,2017,2,-0.6447368421052632
https://openalex.org/A5008674902,award,2017,3,-0.2457847537896799
https://openalex.org/A5008674902,award,2017,4,-0.469
https://openalex.org/A5008674902,award,2017,5,-0.8571428571428572
https://openalex.org/A5008689083,control,2011,-5,-0.5436947900584264
https://openalex.org/A5008689083,control,2011,-4,-0.4507132867132867
https://openalex.org/A5008689083,control,2011,-3,-0.5750398332216514
https://openalex.org/A5008689083,control,2011,-2,-0.637476866404357
https://openalex.org/A5008689083,control,2011,-1,-0.6370271906607311
https://openalex.org/A5008689083,control,2011,0,-0.6723622782446312
https://openalex.org/A5008689083,control,2011,1,-0.770144256328467
https://openalex.org/A5008689083,control,2011,2,0.018518518518518528
https://openalex.org/A5008689083,control,2011,3,-0.6509862892525432
https://openalex.org/A5008689083,control,2011,4,-0.14525931584755114
https://openalex.org/A5008689083,control,2011,5,-0.8172307692307692
https://openalex.org/A5008952420,control,2014,-5,-0.9642857142857143
https://openalex.org/A5008952420,control,2014,-4,-0.9101565101565102
https://openalex.org/A5008952420,control,2014,-3,-0.7448412698412699
https://openalex.org/A5008952420,control,2014,-2,-0.3125
https://openalex.org/A5008952420,control,2014,-1,-0.8227352894019561
https://openalex.org/A5008952420,control,2014,0,-0.7633333333333333
https://openalex.org/A5008952420,control,2014,1,0.3333333333333333
https://openalex.org/A5008952420,control,2014,2,-0.4428571428571429
https://openalex.org/A5008952420,control,2014,3,-0.6380303030303031
https://openalex.org/A5008952420,control,2014,4,-0.5
https://openalex.org/A5008952420,control,2014,5,1.0
https://openalex.org/A5009460574,control,2008,-5,0.0
https://openalex.org/A5009460574,control,2008,-4,-0.6444444444444445
https://openalex.org/A5009460574,control,2008,-3,-0.6
https://openalex.org/A5009460574,control,2008,-2,-0.8953846153846154
https://openalex.org/A5009460574,control,2008,-1,-0.35135746606334844
https://openalex.org/A5009460574,control,2008,0,-0.02666666666666667
https://openalex.org/A5009460574,control,2008,1,-0.30747276688453157
https://openalex.org/A5009460574,control,2008,2,-0.16
https://openalex.org/A5009460574,control,2008,3,-0.6
https://openalex.org/A5009460574,control,2008,4,1.0
https://openalex.org/A5009460574,control,2008,5,-0.32222222222222224
https://openalex.org/A5009530531,control,2014,-5,-0.75
https://openalex.org/A5009530531,control,2014,-3,-0.8620689655172413
https://openalex.org/A5009530531,control,2014,-2,-1.0
https://openalex.org/A5009530531,control,2014,-1,-0.6689189189189189
https://openalex.org/A5009530531,control,2014,0,-0.9166666666666666
https://openalex.org/A5009530531,control,2014,3,-0.28350970017636684
https://openalex.org/A5009530531,control,2014,4,-0.23809523809523805
https://openalex.org/A5009530531,control,2014,5,0.3333333333333333
https://openalex.org/A5009585935,award,2013,-3,-0.8095238095238095
https://openalex.org/A5009585935,award,2013,-2,0.3333333333333333
https://openalex.org/A5009585935,award,2013,0,-0.56
https://openalex.org/A5009585935,award,2013,2,-0.5938095238095239
https://openalex.org/A5009585935,award,2013,3,0.09999999999999998
https://openalex.org/A5009585935,award,2013,4,0.29670329670329676
https://openalex.org/A5009585935,award,2013,5,0.054901960784313746
https://openalex.org/A5009660759,award,2010,-4,-0.55
https://openalex.org/A5009660759,award,2010,-3,-0.02777777777777779
https://openalex.org/A5009660759,award,2010,-1,-0.5439999999999999
https://openalex.org/A5009660759,award,2010,0,0.32
https://openalex.org/A5009660759,award,2010,1,-1.0
https://openalex.org/A5009660759,award,2010,2,-0.36000000000000004
https://openalex.org/A5009660759,award,2010,3,-0.74
https://openalex.org/A5009660759,award,2010,5,0.17719298245614035
https://openalex.org/A5010031675,control,2010,-1,-1.0
https://openalex.org/A5010031675,control,2010,0,-0.28600000000000003
https://openalex.org/A5010031675,control,2010,1,-0.5
https://openalex.org/A5010031675,control,2010,2,0.18181818181818182
https://openalex.org/A5010359061,award,2017,-1,-0.5
https://openalex.org/A5010359061,award,2017,0,-0.8461538461538461
https://openalex.org/A5010359061,award,2017,1,-0.20634920634920637
https://openalex.org/A5010359061,award,2017,2,-0.6730769230769231
https://openalex.org/A5010359061,award,2017,3,0.13095238095238093
https://openalex.org/A5010359061,award,2017,4,-0.4285714285714285
https://openalex.org/A5010359061,award,2017,5,-0.2333333333333333
https://openalex.org/A5010436566,award,2015,-2,-0.6142857142857143
https://openalex.org/A5010436566,award,2015,0,-0.5563636363636364
https://openalex.org/A5010436566,award,2015,1,0.0
https://openalex.org/A5010436566,award,2015,2,-0.7666666666666666
https://openalex.org/A5010436566,award,2015,3,-1.0
https://openalex.org/A5010436566,award,2015,4,-0.593073593073593
