paper_id,cited_by_count
W1539026776,12
W2115178757,10
W2038783807,5
W1569432948,22
W2074214454,20
W2149753607,20
W4246748641,18
W4206071656,12
W2186446072,11
W2105998671,7
W2162669896,4
W1856150903,7
W2137951557,18
W1526585577,13
W2132867204,13
W4252501412,13
W2109199924,11
W1523162904,8
W1658309198,4
W2147834819,4
W2149028940,4
W2123380930,3
W2127061642,3
W1557889044,2
W1884552387,2
W2097337306,2
W2141768352,2
W1992893473,1
W2160684229,1
W2165981545,1
W3148422761,1
W3044863980,6
W103299903,18
W2023778824,7
W2144368342,7
W2101604935,5
W2161958319,4
W107253481,3
W4236182255,3
W2131979155,2
W4238400844,2
W4241568529,2
W1533965811,1
W2039182605,1
W2167598830,1
W260116405,1
W262520139,1
W4231749933,1
W4246037050,1
W2103521150,0
W2183850558,0
W2239503500,0
W2368760151,0
W2530640580,0
W2587873319,0
W2595860618,0
W2766216866,0
W300531217,0
W326057746,0
W336390329,0
W34202738,0
W4250709474,0
W4251992517,0
W2061820396,7266
W2110100895,1481
W4232212779,1068
W1654194294,951
W1512602432,509
W2122278421,444
W2057504236,339
W2086991377,318
W2126366668,294
W3199947862,275
W2101861158,270
W2069134712,259
W1664963465,214
W2164792208,211
W2159416808,200
W2165436315,186
W2023401026,180
W2123110149,180
W2120511087,166
W2167160788,143
W2157104853,142
W1990476939,135
W2163636580,128
W2151704521,124
W2110190221,95
W1975950716,226
W2146628995,148
W2037337557,137
W4243167850,130
W2158886595,124
W89605384,120
W1663101133,114
W2128331532,105
W1507964044,101
W2036802481,98
W3145289772,76
W2120032275,72
W1821427360,69
W1540498526,68
W2014096115,62
W2130805777,61
W2122061262,60
W1595285848,56
W2128011709,55
W1593025666,54
W2169565104,51
W1587480419,42
W2137215905,39
W2107105626,23
W2154606260,80
W1974583144,64
W2182759377,42
W169877102,40
W1846446801,33
W1998021290,31
W82448155,29
W2058172711,28
W2621329446,27
W1485546390,19
W4233736956,19
W1608367582,36
W1975857401,26
W2020850585,25
W1512138220,21
W1969913838,18
W1568427006,17
W1493173186,15
W3009182543,13
W4238269194,43
W2124138802,35
W2052387204,24
W2785425160,18
W1568603882,12
W3183435956,5
W2166635296,18
W1480471513,14
W1725146958,8
W2017552692,8
W2117035835,6
W2995100008,4
W146206571,3
W1980490527,3
W3169180743,2
W3166159141,1
W877755273,56
W2953204146,35
W2173567424,24
W1520889841,10
W1526187220,8
W2158435651,8
W2121449588,4
W4240432612,4
W2807545085,3
W4230963972,3
W2736366454,1
W81904689,1
W1524752165,0
W2462549989,0
W2512196156,0
W2583189830,0
W2117831564,1931
W2069153192,1198
W2142892618,805
W2117882778,424
W2111165162,338
W1500546894,336
W2073904762,299
W2295705535,298
W1541663547,275
W2136575791,267
W1534981661,253
W2121510533,250
W2155750598,222
W4245671428,212
W4256483320,209
W2087314535,208
W2107800601,205
W111771363,191
W1575084925,186
W2293069947,176
W2159079348,174
W2099003704,156
W2120887026,149
W2141111097,146
W1976457156,145
W4232895233,142
W47175211,137
W2172924720,120
W1482174963,118
W2171581420,115
W182734301,112
W1520132034,184
W2167434739,160
W4240052223,136
W2150042079,129
W4245268933,112
W2170847798,103
W2134537508,85
W4205777466,81
W2098756065,80
W3006291258,74
W2102951036,70
W2158022840,70
W1507599817,51
W106940177,47
W2027309293,116
W2144552569,101
W57486851,72
W2121509107,53
W2950945875,47
W2018165840,34
W2126885884,28
W2108860693,53
W2023665793,23
W1551291454,22
W2136422443,22
W2952848843,11
W1799949577,50
W1586434403,25
W1964310360,20
W66329038,17
W2116626927,15
W1974480600,13
W1487851480,12
W95350330,9
W4234451423,6
W4300196574,6
W2149678169,5
W1548981995,14
W43269751,12
W2008847063,6
W22719495,4
W2064677947,2
W1532829354,86
W4235836742,63
W1656772886,31
W2098142608,18
W180657164,15
W77534746,15
W1777068179,13
W112135964,6
W3009812080,5
W1638287885,3
W1658340114,3
W2141581261,2
W68814038,2
W181049489,1
W2949519616,1
W36193367,1
W1532764819,0
W1560090394,0
W2151655363,0
W2218641259,0
W2949818317,0
W3014863839,0
W3157376343,0
W3213903861,0
W4377927255,0
W4394654601,0
W744211684,0
W2156985047,3921
W2153653739,3277
W2146574666,2767
W2154124206,1043
W1973923101,1016
W2119168550,932
W2108325777,728
W2109664771,550
W1517947178,482
W1981825277,433
W2111798208,364
W2142112143,302
W1529616844,284
W23077562,261
W1979102019,214
W179314280,207
W2083460949,198
W2626190081,149
W204945112,89
W2067047477,73
W1976339715,175
W3104029765,120
W2486697635,118
W2011516515,116
W2122873982,95
W2092586979,92
W2005653608,75
W2011783148,75
W1486078789,54
W2099534719,53
W2162098482,52
W1979194117,49
W2152937686,45
W2119851697,35
W2018482254,113
W1994919150,95
W1574174742,61
W2028492537,55
W2068405010,54
W2111491614,52
W2110891465,44
W2020224194,40
W2126298371,39
W2045747317,38
W2005746827,34
W2166543101,21
W2140830074,91
W1547115835,47
W2150115779,25
W1237134391,20
W4292771351,9
W2116946267,40
W1512606473,30
W2081605912,23
W1863692063,18
W2132215799,15
W2612613894,15
W2138301803,12
W1542791789,10
W192220993,10
W4239784540,8
W1977649983,7
W1577247080,43
W2103863416,32
W1499235840,7
W2157429597,17
W3108941672,15
W161175638,12
W2065496208,12
W1557660289,11
W2129155124,8
W1552720824,7
W1591362395,6
W176593546,6
W2489118479,4
W4236383736,3
W1588501698,2
W1605870320,2
W198601360,2
W34152852,2
W343797400,2
W4241645538,964
W2141587582,11
W117238852,6
W1488214981,5
W2081677882,5
W3213785005,5
W24116743,3
W2614061349,3
W4246036108,3
W144678703,2
W3160690184,1
W2075406220,0
W2183776955,0
W2409790491,0
W2485486451,0
W2787952106,0
W3107175250,0
W3202037371,0
W71457529,0
W2091921805,1931
W1989037929,1782
W2066796814,1567
W1552339598,1530
W2061240327,1194
W1534304300,1120
W2107633943,1103
W2134206624,1082
W2666600683,941
W2163336863,870
W1853995153,864
W1966554111,819
W2105510466,703
W4242702158,651
W2133184712,602
W2039260438,597
W2483430316,593
W2006761268,570
W2166064672,568
W131856359,525
W2101005720,506
W3169372665,456
W2006783944,441
W1592237688,422
W2110704543,404
W1509999309,399
W1995003166,399
W58346954,397
W67158865,394
W2034528422,381
W3004804023,293
W2049877533,282
W2125543909,263
W69342273,263
W2097983034,257
W2094661073,256
W1491931038,250
W2124192284,245
W2139403546,235
W1537039776,229
W2113049098,224
W1689907099,207
W1489548117,205
W2112791883,199
W1581502805,192
W1566349786,164
W2147768899,161
W1970013651,155
W161049316,147
W2115366404,143
W2152497905,118
W91469012,207
W2148162135,146
W2155490300,135
W2172017522,119
W2104802111,118
W1784044093,116
W2155301533,109
W1598358187,106
W1489779243,100
W1852046123,53
W1992097457,52
W2033534839,87
W2160233880,73
W2102616831,36
W199864195,32
W77482081,30
W2148033981,23
W2009144907,48
W2100663130,28
W2142049832,18
W1580254136,17
W2141830105,8
W2619282517,4
W1483059521,30
W2106397257,26
W1490311050,25
W2123617953,24
W159044182,18
W99422181,16
W131351524,5
W2626567270,3
W51559837,3
W4253090545,64
W1861811671,18
W4238317531,11
W1604905575,6
W2059100698,6
W172302426,4
W2104171390,3
W192581616,2
W2803365097,2
W1516854509,0
W1518228576,0
W2186111344,0
W2473848471,0
W2743653448,0
W2752231609,0
W2914532855,0
W2949365025,0
W2095631859,302
W2123858370,271
W2148144728,172
W2295903522,195
W127506714,184
W2110904621,169
W2124451897,105
W1957951093,101
W2127100972,98
W1534212008,95
W2161168778,95
W2133123111,88
W1492585812,86
W2020865809,86
W2136624255,85
W2011107254,81
W2087544630,76
W26137079,72
W2131328961,69
W2171874047,69
W2115857176,68
W4252586678,64
W1531439671,63
W2027423863,59
W2159138228,54
W2101329222,53
W4249762498,51
W1514469781,47
W2143521558,45
W2140250198,44
W4232483443,39
W1568270502,34
W2162688169,25
W2124476310,137
W1608072158,59
W2168095934,54
W2128487827,53
W4230988461,49
W4236429719,42
W1496787004,41
W2170991628,40
W2150014415,27
W2142877411,25
W2107061974,18
W1589806443,71
W1972238918,42
W1565809441,40
W2992792917,36
W2121943453,22
W1581271929,20
W3009776881,20
W4214706084,16
W2027089992,11
W2060029146,66
W4235129884,33
W1994191642,30
W2136580373,27
W2148973616,25
W150679056,21
W4210262834,18
W2166796860,9
W4248227670,9
W1530081998,8
W2136467248,6
W122735372,4
W89412889,4
W3146035893,2
W2114327002,11
W3016430739,8
W134663840,27
W2100857937,12
W2148684972,8
W1967410246,7
W3081973106,7
W2019991244,5
W2139744838,5
W2155393171,5
W2493359308,5
W1527045966,4
W225009484,3
W2338428951,3
W2484385402,3
W4212950952,3
W2085639906,2
W32927424,2
W3027217557,1
W2556534770,20
W1577158727,1
W2095994595,1
W2796186563,1
W104348042,0
W1553199016,0
W187044068,0
W2271403166,0
W2366897985,0
W2585896997,0
W2614056483,0
W2788481802,0
W4235767993,0
W4248373749,0
W2126087831,3310
W2114579022,2452
W2156644501,1463
W2127494222,1255
W4242418714,787
W2171957559,751
W2110158792,515
W2165100126,446
W1812582761,377
W1977042970,372
W1822772607,360
W4248388227,329
W2159692093,319
W2129467152,307
W4254263397,290
W206841959,219
W95244180,177
W2043525604,167
W2163350510,67
W2129235628,252
W2105377541,189
W2077409330,177
W2053903896,167
W1568849300,154
W2167338470,149
W2131314877,136
W143847450,133
W2157079925,132
W2056990020,129
W39444623,115
W2153576586,106
W2030639337,101
W1499079899,69
W4214924578,60
W2141448506,48
W162038026,177
W1533883536,162
W1602913610,81
W1497651746,74
W2113741883,58
W2000477062,57
W2157828581,41
W2108106305,24
W2914598610,21
W4255327009,18
W2151791866,74
W41257336,59
W1591638986,36
W1538511530,29
W2152609950,21
W2146384899,17
W4254538683,12
W167667719,123
W29275369,40
W1079135,35
W1501130552,31
W4233746011,27
W2119036941,9
W2124912921,38
W2058068178,23
W2101588755,12
W1568390256,11
W2141756214,10
W2041496691,5
W2000849031,4
W2109843996,2
W2121527363,2
W2810373184,9
W1482951056,8
W1554496643,6
W1564948796,6
W44437909,5
W2169058498,4
W1796283341,3
W2228835857,3
W43146687,3
W1607801475,2
W2142122956,2
W366286822,2
W2138788758,1
W2157132188,1
W4313287189,1
W1217620085,0
W1527760316,0
W1580908638,0
W1588558020,0
W1775920529,0
W1863078275,0
W2039361594,0
W2162184875,0
W2186593888,0
W2188648443,0
W2395425811,0
W2406313345,0
W2522237345,0
W252726353,0
W2786340012,0
W2913221316,0
W3015037633,0
W4251012287,0
W2067191022,11331
W2132103241,4574
W2159128898,2925
W1964443764,985
W2167077256,680
W1994547327,648
W2149107824,422
W2132001627,338
W2126789306,308
W2017451354,217
W2138311529,209
W4240948426,129
W2156312950,104
W1513763184,166
W2111209861,124
W2167825066,123
W2110297148,110
W2155704307,110
W2096709288,107
W1801124325,104
W2126521431,100
W1984853564,90
W1792365433,87
W2119664956,87
W1535386177,85
W2148413289,84
W2152318611,77
W2127499550,73
W2113507148,57
W2125264097,108
W2106281167,73
W1560659665,46
W2168280947,39
W1799010822,32
W2106617223,23
W2065167540,13
W2004484769,53
W2129858699,45
W2129378863,26
W2006401661,22
W2103913463,22
W1548616591,20
W272289055,19
W1529351832,16
W1985727586,66
W2103552898,39
W1506176352,27
W2155140078,24
W1625773149,23
W2171494278,22
W1494407420,19
W2171268854,17
W2137538638,16
W2147693880,15
W1553504235,12
W1919091030,11
W4250223216,11
W1531396863,10
W4233357856,10
W2140004180,40
W1488261681,22
W1868402778,19
W169367702,17
W2004518630,17
W1570269211,16
W3021167074,14
W1540185753,12
W2149998172,12
W1568304908,10
W2124105723,10
W1513504864,9
W1529859013,7
W2164968235,7
W186392534,5
W2102151798,5
W2140095781,5
W1517323114,4
W1569757987,4
W197928010,4
W2050774493,4
W2110423793,3
W1903173832,1
W147895047,59
W2102923696,13
W3171828125,4
W2532812964,3
W1493540510,2
W1552173337,2
W1554401529,2
W1844242138,0
W2145730454,0
W2184139328,0
W2590143217,0
W3000771260,0
W3119307380,0
W4291209420,0
W4299583338,0
W4300489194,0
W4302421615,0
W4379417518,0
W2069870183,4585
W2175110005,2794
W4251560691,963
W2162450625,855
W2043811931,747
W2150739536,562
W2066859698,543
W2202508117,418
W2117009500,364
W2168827626,324
W2133693076,313
W1981086745,290
W2124299984,285
W2156296249,244
W3004040842,145
W2110416206,293
W2111209909,250
W4235095233,200
W2089800021,176
W4251167975,124
W2039433449,99
W2045334584,99
W2116830857,98
W1584513263,81
W2999200532,77
W2053130636,76
W2004946171,75
W1586685072,59
W4235136009,56
W2054387564,39
W4236649450,29
W2138990624,22
W4233287603,12
W2088638395,86
W2116685080,44
W2150657873,36
W2042081581,34
W27684482,31
W119444765,46
W1981956909,32
W1564227049,27
W2119682413,25
W17071393,20
W2025834646,18
W2129803206,18
W4210644561,16
W1778175411,6
W3140078367,4
W2329500913,2
W3111525141,2
W2128932260,64
W1562509307,41
W4231424188,25
W1552487364,12
W1492018576,11
W1837377163,9
W2098054629,9
W2099128484,7
W4237093304,5
W2604113817,2
W4235785239,179
W4234695972,55
W4248182592,34
W76022819,25
W4252491197,21
W1589446340,18
W67430851,10
W1564325247,6
W2489349048,4
W1509926108,3
W17493933,3
W2114608527,3
W2117206843,2
W219086781,2
W4242707978,2
W128043389,1
W1492655714,1
W1550744990,1
W2118376114,1
W2751530248,1
W4229519063,1
W44558107,1
W12194291,0
W1598729586,0
W1608422027,0
W1982244825,0
W2005518048,0
W2080252044,0
W2165387334,0
W2167626757,0
W2183830977,0
W2194749842,0
W2497788287,0
W2619000558,0
W2622336553,0
W3087076255,0
W3196034022,0
W4252565378,0
W567425319,0
W73452467,0
W2470673105,4786
W2296283641,4390
W2805516822,2400
W2148708890,839
W1503259811,705
W371426616,680
W342285082,650
W1899794420,565
W2134036914,558
W2144600658,462
W2296194829,407
W2149837184,326
W2250753706,325
W2962800603,294
W1860935423,244
W2126530744,222
W655994999,212
W2251785914,196
W2513263213,184
W2140610559,160
W2251066368,159
W2962795068,149
W2251830157,147
W2625561335,137
W2949399644,127
W2970449623,124
W2468355276,107
W2294979170,104
W2251253014,98
W2888882903,98
W2141277304,97
W2224490803,97
W2560939934,96
W2572670101,90
W2252065493,84
W2779681640,74
W2962875366,73
W645927007,70
W2963290255,67
W2127876534,66
W2952828476,65
W2251332263,63
W2748780488,63
W2251955066,60
W4378193263,59
W2301603631,58
W2470862100,52
W2964125283,49
W2250293945,44
W2351252181,38
W2602562462,66
W2250872883,60
W2963560804,58
W2387546565,53
W2963795358,53
W2137122906,52
W2130199334,49
W2109926133,47
W2566509507,47
W2399378566,45
W265224334,34
W1808991731,33
W1521877087,29
W2741480356,29
W2962820991,28
W2235125105,27
W2251798232,25
W2952125979,25
W399167303,24
W2251765956,22
W2575512508,22
W2250600644,20
W2963899393,20
W2527090203,18
W627498308,16
W2124119193,12
W3214546336,10
W2294829650,25
W2164479068,23
W298172948,23
W3035218028,22
W1636585317,17
W2598515261,17
W4296942682,6
W2571873194,5
W2608504691,2
W2313357813,1
W2343649163,1
W2998562709,16
W3177464508,3
W4322759939,3
W4388275354,3
W4287116820,1
W4312046372,1
W4327810476,1
W4380374856,1
W2750845528,0
W2966266863,0
W4311346055,0
W4388927671,0
W2804639187,17
W1554216175,16
W2227523508,15
W3099635284,15
W1464282338,14
W2411934291,14
W2963447639,14
W3018009202,14
W852994870,14
W2100631779,13
W1555587483,12
W1830581329,12
W2403133475,12
W2524363614,12
W2099310262,11
W2251448685,11
W3167043448,11
W2135037137,9
W2344508595,8
W2514698017,8
W2572569512,7
W2612664992,6
W2251418581,21
W2118804972,16
W2252154714,13
W2567469948,10
W2574856563,10
W2607593044,10
W266752158,10
W2365750411,9
W2111029734,7
W2293206922,7
W3171376244,7
W412820594,7
W2740515525,6
W2938080845,6
W2979047515,6
W2145739710,5
W2295688218,9
W2212622123,7
W2801209678,6
W3120545354,6
W2462574031,5
W2128240870,4
W237846910,4
W2741954161,3
W4388001493,2
W3038817008,4
W3173326144,4
W1599723367,4
W2051701730,4
W2467375345,4
W1992750539,3
W2102825444,3
W2252236769,3
W1804883388,2
W2154769710,2
W2291967428,2
W2620856291,2
W2984511769,2
W2769379751,1
W2898274951,1
W2998665648,1
W3022380359,1
W305145020,1
W3088771895,1
W2949952998,527
W2786103815,448
W2270364989,282
W2220350356,211
W2911681509,156
W2949563612,132
W4294238563,111
W2593887162,109
W2728192282,95
W2887020936,80
W2951336364,71
W2287914047,68
W1768488313,63
W2766508367,63
W2197913429,60
W2739255396,48
W2805041018,47
W2557321428,45
W4287122359,45
W2336505456,44
W2291022022,42
W1916589227,37
W2613312549,29
W2609370997,27
W2619269479,27
W2795285343,22
W2973723395,22
W2949777170,21
W4310421098,21
W2550147980,20
W2606283965,19
W2972226851,18
W1801581093,17
W2247305181,17
W2824561939,63
W1278007653,45
W2098960454,35
W58552428,35
W1968226057,34
W149016448,26
W2739741372,7
W135686785,26
W168939352,24
W2808584951,21
W4296474736,8
W2781375226,15
W50617830,13
W2006652402,11
W3022625851,11
W3094530067,10
W2401554262,8
W243337683,6
W4289356281,6
W1557668034,12
W2397145713,7
W2759637265,6
W286126187,6
W2973915630,4
W2998625062,4
W2741263854,3
W2963067765,3
W2901928535,2
W1586921567,5
W2570187344,4
W4312258528,3
W1587152077,2
W2954533597,2
W4210914383,2
W4300847318,1
W2951746425,16
W4297732215,16
W2493383198,14
W4287125387,13
W2804845563,12
W2593984700,11
W2901751252,11
W2949291345,11
W2550448043,10
W2970619710,9
W3166576616,8
W2181877423,7
W2258204935,7
W2952367671,7
W2954366630,7
W3167710116,7
W2622596025,6
W4298067517,5
W4320341456,5
W2626073858,3
W2901478611,3
W2949766234,3
W2950919476,3
W2952444811,3
W3021304265,3
W2949240516,2
W4200038496,2
W2785935679,1
W3001662750,1
W4287781736,1
W4300945417,1
W1540967001,0
W1902707749,0
W2026694092,0
W2028800665,0
W2037658837,0
W2060610822,0
W2081091196,0
W2124813459,0
W2145929967,0
W2561366912,0
W2607522728,0
W2776215672,0
W2889433859,0
W2912395803,0
W2953976917,0
W2970570389,0
W3093226579,0
W3183437595,0
W4221147478,0
W4226199306,0
W4246407279,0
W4282931497,0
W4289915735,0
W4297816343,0
W4299010873,0
W4299501020,0
W4300799106,0
W4310537121,0
W4388010482,0
W4388010555,0
W4388157761,0
W4404752404,0
W4404778132,0
W569578358,0
W2964321064,337
W2407291067,220
W2963033005,154
W2909386406,131
W2473017576,106
W2795128719,91
W2739952768,79
W3211949750,64
W2890103111,61
W4293463483,42
W1498637054,38
W2901989000,37
W4289912839,33
W4383481224,32
W2547026914,69
W2994857788,54
W3186429039,45
W2962731009,38
W2137905083,28
W2907775363,20
W2296330515,18
W3167841603,14
W3104714766,13
W1929812528,12
W3168784392,12
W4385576360,12
W4312977419,8
W1234217218,3
W2777679670,29
W2251027327,26
W2768037715,15
W3030354039,15
W3088905399,10
W2504914947,9
W3129055414,6
W4386885402,6
W2749009474,13
W3163063360,11
W3166200734,10
W3000364837,6
W2970540315,6
W2469539863,5
W3021512829,4
W3036723255,4
W2982145100,3
W4381571745,2
W2740992004,4
W3037474110,3
W4205303850,3
W2787758604,2
W3026369141,2
W2295471990,1
W2500373071,1
W2970449570,1
W2976866335,1
W4366771222,1
W2807895655,52
W2950990772,41
W2793585215,20
W2798823231,18
W2232978922,6
W3203279731,6
W3199730831,2
W2725757355,1
W3103702088,1
W1950261460,0
W2184732465,0
W2281832325,0
W2290133885,0
W2296080527,0
W2518504368,0
W2539303179,0
W2582228749,0
W2807463858,0
W2908569506,0
W2965861834,0
W2984228189,0
W3032299854,0
W3047040846,0
W3093370043,0
W3153255730,0
W3168631715,0
W3177505512,0
W3213765294,0
W4206059894,0
W4211082472,0
W4232445857,0
W4233467450,0
W4235785152,0
W4239635170,0
W4240449752,0
W4247030467,0
W4248314621,0
W4295564383,0
W4307785923,0
W4377823638,0
W4377834324,0
W4389315168,0
W4389974594,0
W613219970,0
W4206434639,1068
W2001427579,537
W2796301186,343
W2796228338,279
W2944846084,277
W4296405185,274
W2604150046,202
W3206428286,193
W2968000842,191
W2911715508,184
W2940989608,184
W2477439861,173
W2772438935,143
W2795975316,137
W2941151758,127
W2768307944,119
W2941521681,114
W1996109675,106
W2917734839,95
W2909511051,92
W2806893363,83
W2737997568,70
W2984654566,69
W4283168936,67
W2589030362,59
W4309617396,58
W3042376086,57
W3169835271,53
W4321488059,52
W2910990508,47
W3093180142,47
W2965168627,32
W3081342702,34
W4286611280,20
W3160912483,17
W2101333566,32
W4283159688,11
W4287889978,10
W4387835517,7
W2031461051,14
W2062023559,14
W2798544720,9
W2986189785,8
W3030429475,7
W4307485575,7
W3194162459,6
W3206621920,6
W2033270926,7
W2983358792,3
W3048574953,3
W4387993351,3
W4307485592,2
W2889312863,4
W4387993474,1
W4416689096,1
W4225080953,1
W4387993472,1
W4224308101,2127
W4226399820,705
W4377121468,160
W4200632307,24
W4381573320,6
W4286906700,3
W4317942025,3
W4389713964,1
W4398570646,1
W2737333896,0
W3028238608,0
W3197888051,0
W4214599189,0
W4225884644,0
W4241027241,0
W4287729922,0
W4289029537,0
W4320165533,0
W4361252134,0
W4361252653,0
W4361252755,0
W4361265750,0
W4381586514,0
W4385285223,0
W4385569893,0
W4386828188,0
W4386828298,0
W4387993436,0
W4388585268,0
W4388939188,0
W4389084490,0
W4389217320,0
W4392800476,0
W4394299954,0
W4394457992,0
W4398266778,0
W4398285980,0
W4398328384,0
W4398348737,0
W4398448826,0
W4398550911,0
W4398752014,0
W4401562235,0
W4304587371,46
W4306919730,43
W3163653059,34
W4362580109,27
W4386006319,25
W2296318059,8
W2125490883,101
W2569795262,66
W2889701811,58
W2774613700,54
W2559592455,50
W2766774230,50
W2015361817,43
W3045486071,38
W1988396097,36
W2395564904,36
W2056822102,34
W2983408628,33
W2988080236,32
W2898192504,29
W3113347357,28
W2769686804,27
W3112317324,27
W3113214178,26
W3103492919,25
W3186867991,21
W4312728115,20
W4224252713,19
W2910485049,18
W4225116071,18
W2584408156,17
W2970700814,15
W2983954904,14
W4389314042,14
W4312977788,12
W2567779880,11
W4389105045,10
W2898138512,3
W2942837360,2
W2588417537,40
W2013045067,32
W2243372583,26
W2798338797,26
W2911307037,25
W2062823209,23
W2095466055,23
W1975874330,22
W2113675178,22
W2737832740,21
W2568264282,19
W2036691145,17
W2068469799,16
W2103061304,15
W2511000204,15
W2943627284,13
W2988716855,13
W3042308150,12
W4307875516,10
W2967649630,9
W4388732857,5
W4328106223,4
W4308842742,3
W4387264891,3
W4283394022,1
W2988116684,21
W2765969969,18
W3010701225,11
W3039961661,11
W2090368953,10
W2294224614,10
W3000012257,10
W2774564318,9
W2967307203,9
W2583824180,8
W3160651056,8
W3162961920,8
W2557900261,7
W3215680153,7
W4224291184,6
W4287509575,6
W4389302474,5
W2062219464,4
W4200297036,3
W2999416177,6
W3048374152,4
W4200107149,4
W1828050762,3
W2506004621,3
W2766223356,3
W3100314675,3
W4312921357,3
W4224251908,2
W2616517984,4
W2799074868,3
W4298395339,2
W4388145510,2
W4389080284,2
W4386110777,1
W4251918952,4
W2603190869,3
W2624629148,333
W2940931892,73
W3031091632,66
W2899493986,61
W3032812548,56
W4318621026,29
W3032690205,27
W4283452137,27
W4297236358,22
W2616176030,66
W2795783386,54
W2773069493,38
W2137093766,37
W2941367438,37
W2610199015,35
W2795548651,33
W3036709107,22
W2987641384,20
W3119404732,16
W4309620204,16
W3129760801,10
W4388873831,2
W4413624330,1
W2768314236,29
W2406757451,27
W2119614839,16
W2615978939,16
W2899341522,16
W3120977904,8
W2909487816,7
W3016962805,5
W4283734486,4
W2018575657,3
W109937755,18
W2302681036,9
W2046649048,8
W3162432986,8
W3097454843,5
W3191621044,5
W4225161505,4
W3108591592,5
W2958295460,3
W2046485376,2
W2253930970,2
W2418704044,2
W2435499087,2
W2773159180,2
W3045948389,2
W2504627407,1
W2595184411,1
W2780331303,1
W2909958832,1
W2943242519,1
W3035054310,1
W3040839150,1
W3095352020,1
W3161830232,1
W4205824741,1
W2788679175,39
W2805003876,14
W2800143714,9
W2885612600,4
W2886545940,3
W2778551364,2
W2887010202,2
W2962691797,2
W2769598813,1
W1980853378,0
W2003628918,0
W2032699079,0
W2052418784,0
W2248878952,0
W2740844155,0
W2775544636,0
W2885638657,0
W2896169958,0
W2906581176,0
W2906833769,0
W2957884188,0
W2981947332,0
W2989180989,0
W2999480313,0
W3010900471,0
W3040711570,0
W3041225439,0
W3102109128,0
W3105364373,0
W3112733592,0
W3117022810,0
W3138445528,0
W3205954557,0
W4214657444,0
W4285155894,0
W4287881894,0
W4319771809,0
W4381988071,0
W4388215186,0
W4389099903,0
W4389296902,0
W4391365933,0
W2788376297,622
W4282027681,313
W2774321216,259
W3155895380,230
W2912664727,217
W2999649805,204
W3176294187,192
W4283702870,177
W2996863522,174
W2954123367,161
W3034707327,147
W2573167395,139
W2907827821,136
W3044893918,128
W2036254771,112
W2077669887,107
W3110194847,107
W2783175414,106
W3117062170,99
W2096438175,93
W2338216121,92
W2920916645,89
W3156716744,86
W3209791570,85
W3145103078,78
W2251814753,76
W4221030716,75
W4200573943,74
W2912746631,73
W3035566692,73
W1982204215,72
W2125326641,71
W1488414089,69
W4220894025,60
W3155638432,59
W3205509771,58
W4292215729,55
W2403321187,51
W2986273318,48
W2883128230,45
W2788362011,43
W4306317061,34
W4290790486,33
W4309618087,33
W2537327373,28
W4247619421,127
W3021474408,74
W2139664924,64
W2252625695,61
W1979908638,57
W2060890758,54
W1991839217,52
W2127840217,51
W2897212375,51
W2740916867,50
W2997919341,49
W2403052646,48
W3012780388,44
W3035313607,44
W2896363972,42
W2740517242,41
W2953874899,40
W3012594078,40
W3114085555,40
W2952667223,39
W2897496397,19
W2171179239,16
W2589920187,12
W4212801880,8
W4224313527,6
W1966248706,8
W2989067042,8
W2398395295,3
W4372211784,3
W4372215776,3
W4308045424,2
W2955037254,5
W2023342436,4
W2845730418,4
W3036279062,3
W3200578280,2
W2088720984,2
W2547552210,2
W3207599155,2
W2296636596,1
W2817965195,1
W2901360867,1
W2911196776,1
W2976154256,1
W2992254975,1
W4245633385,1
W4295007496,1
W4318712338,1
W2275534894,0
W2546871173,0
W2912936982,0
W3021569838,0
W3097717356,0
W3189654051,0
W4413545719,0
W2739860611,38
W2051235496,34
W2768603575,34
W2788493644,33
W3034645139,33
W2798598599,32
W2338147439,31
W2908036028,31
W3167329294,31
W2068303092,30
W2954871291,28
W2954475589,27
W4282927549,27
W1989105102,26
W2741500727,25
W3034707247,25
W2788448301,24
W2912938607,24
W2741619064,23
W2955013659,23
W4307713853,23
W3152824819,22
W3156829117,22
W2592463930,21
W2604518650,21
W2891508226,21
W2901054662,21
W4290943562,20
W3169541690,18
W4224219410,18
W4294891364,18
W3093651360,17
W4224317222,17
W4284691245,17
W2798482129,16
W3188742066,16
W3207969307,16
W4284698659,16
W2583489134,15
W2755600468,15
W3144984979,15
W4289751787,15
W2944762291,13
W4284664085,13
W2998477227,12
W4213245517,12
W3210226107,10
W2029816615,8
W4225894729,7
W3153773530,4
W2793944152,3
W2890518022,2
W3081881734,2
W2314577266,30
W2745954473,28
W2990670023,26
W2088162362,25
W2988306642,25
W2117936500,22
W2954312207,22
W3009881182,22
W3034909182,19
W2056044004,17
W2601008217,17
W2985275756,17
W2170690690,16
W3089997936,16
W2976307459,15
W3153783849,14
W3210782630,14
W2897785891,13
W2084366967,12
W2741240942,12
W2765193514,12
W2912129537,11
W3033436656,11
W2894399598,10
W3093882121,10
W2473837095,9
W2792811732,9
W3153917096,7
W3045097682,6
W2950477299,5
W3091810290,3
W4220968190,3
W2209694002,18
W2572911049,17
W2091208042,16
W2576646839,15
W2328317444,13
W2756312390,13
W3034858659,12
W3159809086,11
W2237957277,10
W2931686991,9
W2975880037,9
