paper_id,cited_by_count
W1533695319,0
W1535994307,0
W1536961248,0
W1540668990,0
W1576003418,0
W607748843,546
W2005638040,340
W2157997035,337
W2150537276,335
W2001016516,258
W2467160315,175
W2060277946,160
W2147643698,141
W3111597830,99
W1977895956,113
W2008242696,111
W2097300414,104
W2036494379,86
W1601438236,0
W1823728615,0
W1840742827,0
W2028544014,0
W2086811662,0
W2102942417,0
W2104738823,0
W2112472118,0
W2115874512,0
W2136050289,0
W2145043964,0
W2150214507,0
W2152348434,0
W2154811495,0
W2171600796,0
W2182067856,0
W2214843320,0
W2253937316,0
W2294826458,0
W2304069601,0
W2322730364,0
W2337425825,0
W2400862301,0
W2405373936,0
W2408663391,0
W2553113937,0
W2569110040,0
W2574396161,0
W2586133452,0
W2587524654,0
W2589341101,0
W2589499206,0
W2590335552,0
W2591823325,0
W2591980303,0
W2592355244,0
W2592828822,0
W2593258926,0
W2594290769,0
W2598012925,0
W2609632542,0
W2610625090,0
W2610690597,0
W2610845550,0
W2612131500,0
W2612213422,0
W2612912099,0
W2613313250,0
W2619775905,0
W2620024453,0
W2621620869,0
W2621934961,0
W2748035940,0
W2760652726,0
W2762740984,0
W2763082410,0
W2768756752,0
W2886727156,0
W2900454989,0
W2918741549,0
W2919397119,0
W2919596852,0
W2920300205,0
W302995870,0
W4205843697,0
W4234593798,0
W4235258116,0
W4241060804,0
W4299363178,0
W4300127394,0
W4307193733,0
W4321447947,0
W569652490,0
W571552536,0
W584414793,0
W588837357,0
W618798838,0
W625970852,0
W72937734,0
W778792135,0
W783105000,0
W795773389,0
W806053787,0
W822919626,0
W827541198,0
W849755116,0
W911915286,0
W2155992093,150
W2158118484,76
W2102323131,59
W2146128805,78
W2136791927,73
W1969702728,72
W2319328605,72
W2146938707,71
W2331220507,66
W2085967431,64
W1483994939,61
W11034078,60
W2005888935,59
W2029994628,57
W2083429323,56
W2140994944,52
W2142051482,52
W2604948093,47
W2521461771,45
W1779386540,44
W2118945394,44
W1984430397,37
W1966851629,36
W193081048,35
W2295532854,33
W2759836588,31
W2103049742,27
W2561791817,21
W1882084549,13
W2026829590,38
W1527745059,29
W1984406758,28
W1819802913,27
W123800271,25
W2274777889,25
W1965337253,23
W2161241946,23
W1505083629,18
W2417706821,17
W4313120064,16
W2139801213,14
W1580769741,13
W2140782040,9
W2142980440,7
W2574105631,6
W1826978891,25
W1571851487,23
W2231660126,23
W203265101,21
W1521450751,17
W2102526979,17
W2161879374,17
W1995600211,14
W2768669018,12
W131273679,11
W2316031931,10
W2171955870,9
W2408280519,9
W2576239431,9
W2197146024,6
W2486936028,4
W1594463172,14
W2809942986,8
W2148545105,7
W2152056108,6
W2187263253,6
W570039843,5
W2196640769,4
W2536660827,4
W257370745,4
W2020848295,2
W2575334674,3
W3130506297,2
W108848441,11
W2619569735,9
W1692527761,8
W174813057,6
W3105201135,6
W2116985728,4
W1003193527,3
W2596476707,3
W1545789443,2
W2152601355,2
W2267298262,2
W2550479721,1
W2951132567,29
W2161725909,2
W102858020,1
W1963518307,0
W2066385515,0
W2077309294,0
W2092273168,0
W2341171466,0
W2347066030,0
W2549312795,0
W2591671524,0
W2591766861,0
W2595613532,0
W2610004509,0
W4298095108,0
W2153332911,258
W2962817261,213
W2165085685,146
W1989115577,137
W2103149536,137
W2091144449,107
W2186629860,104
W2161462756,97
W2963737810,60
W2044804339,86
W2152588577,81
W2103170111,76
W1999993003,69
W2565877108,59
W165195483,55
W2118439278,53
W2110660056,52
W2074558616,47
W1999121513,42
W236383343,42
W2117598836,40
W2767810668,31
W2097191079,28
W1940741243,24
W2123703928,24
W2077424327,23
W2963139548,18
W2039051470,3
W2325933960,30
W1762961584,28
W2130886739,27
W1837702027,23
W2054748532,23
W2137382827,23
W2060268007,21
W2594859391,19
W2251827463,18
W2129232371,17
W2745986546,17
W2030025053,12
W2097878170,12
W1993606120,11
W2111616267,11
W1973577275,10
W2417556072,10
W2029408395,17
W1988697496,13
W2344737731,13
W2032553681,10
W2098967804,10
W2252236349,10
W2143601450,7
W953802031,5
W197059664,11
W2163352728,11
W2577096146,11
W2059165806,10
W2148094409,9
W2515695833,7
W2623364964,7
W2508752097,6
W1535774026,5
W2510483507,4
W2622351536,4
W2740659896,4
W2757450344,4
W2343532609,3
W53585181,3
W2039328269,4
W1991068165,10
W634032344,4
W2027087446,3
W2250971366,3
W2740345847,3
W2913557245,3
W8514837,2
W2182450543,1
W4234546811,1
W4239622648,1
W66743352,1
W2569260160,163
W2100249433,62
W2111535751,41
W2672781320,6
W2950513854,5
W2548175383,4
W2950212263,4
W2548305205,1
W1029724155,0
W119334533,0
W2188638991,0
W2223759661,0
W2398782231,0
W2415370157,0
W2500467243,0
W2610510933,0
W2770980885,0
W655254537,0
W70372944,0
W7124144430,0
W2086425961,535
W1917857622,451
W2345099907,368
W2581839940,288
W2760882008,283
W1602190432,196
W1784363444,172
W2293651793,172
W1964738875,169
W1999351065,139
W1596127521,119
W2495612013,111
W2485739185,109
W2083867412,107
W1924169242,106
W2013761708,96
W2591131751,87
W2170706903,86
W2042252751,72
W1526263245,70
W2023217215,65
W2094308675,65
W2779131966,65
W1587329064,54
W2326775969,25
W2076520583,118
W2128131438,88
W1251433060,79
W2008725783,62
W2398687971,52
W2311463457,42
W2028875019,41
W2320654102,39
W3006536517,38
W2005770900,33
W2103489258,33
W2793167835,33
W2766346421,23
W2569932813,11
W2105454324,30
W1512553083,28
W2562016667,28
W2280223465,26
W2070759766,24
W2763546820,24
W2620012248,18
W2046141272,17
W2134844607,17
W2604199829,17
W4239755066,16
W2296428426,6
W2903742211,19
W2135236465,13
W1905105863,11
W3004256004,11
W1883460491,7
W1966580259,10
W2184115014,9
W2325744609,8
W1434654696,2
W2110791708,9
W2611272631,4
W2212296987,2
W3021231178,1
W621137586,5
W2019785740,4
W2188264510,3
W2526356251,3
W2622063884,3
W2563670030,2
W1971054865,1
W2346563579,1
W2781027589,1
W4408409086,1
W51946470,1
W1572881376,13
W2930549731,3
W2301726591,1
W1603701921,0
W2345171769,0
W2490816890,0
W2751270106,0
W2767661417,0
W2912080854,0
W3021488931,0
W4231819496,0
W4247606759,0
W4408109135,0
W4408109340,0
W4408110144,0
W4408110157,0
W4408110158,0
W4408125055,0
W4408125064,0
W4408125139,0
W4408125151,0
W4412335802,0
W4413723968,0
W56203282,0
W604886332,0
W2148623276,79
W2025710576,73
W2156639031,71
W1999736744,69
W2102508644,66
W2296442340,66
W416649482,66
W1528919506,63
W2074814186,63
W2115075696,63
W1972654837,53
W2082425367,50
W2780584648,47
W1965386572,46
W1981045347,44
W2735990108,44
W1901192978,42
W2593876749,42
W2010501350,39
W2032572068,36
W2037477515,36
W1756322206,34
W1972113424,34
W2790758329,33
W2218642739,32
W2124627359,31
W2560794880,31
W2065719017,27
W2410452396,27
W2036259631,26
W2041090936,26
W1980678180,25
W2032609580,19
W207042897,18
W2258224788,15
W3046103667,13
W2747246865,8
W2752458548,6
W1966407347,51
W1982706943,44
W2140173262,41
W2007414186,34
W1998012272,31
W2144635901,31
W2773128981,26
W2087943141,25
W2098234040,24
W1965001389,23
W1529424652,22
W2016056121,22
W2588641192,22
W823573172,22
W2080826679,17
W2154283470,17
W2107901840,16
W1986375235,14
W2079519142,13
W2106705947,13
W2602910310,13
W2614757987,12
W1527042808,11
W38030018,11
W2087931568,9
W2588930061,9
W2154800402,6
W2909864178,23
W147172183,20
W1510230800,18
W159311104,17
W3004094252,13
W620577977,13
W83393899,13
W111057047,12
W2095107825,12
W2730684681,12
W79277434,12
W2142504797,11
W2530573406,11
W2054003395,10
W2146290028,10
W148292348,9
W2295109534,9
W2604488914,8
W1567701436,7
W169627307,7
W184520127,7
W2153387987,7
W2178848303,7
W2417630664,5
W2741913174,4
W33337825,22
W2114546245,18
W2028569767,13
W2139164842,13
W2006737965,10
W2226831854,9
W2567659464,9
W1548666110,8
W1562052357,7
W1815684924,7
W21893659,7
W162914702,6
W2073149350,6
W2185925325,6
W2238999420,5
W2593949488,5
W3025147725,5
W4238082855,5
W65064240,5
W1494303541,4
W1521746102,4
W1562663590,4
W2474383002,4
W2781142490,4
W1595928494,3
W2414292619,3
W2970858214,3
W3016475495,2
W2130106410,10
W2767305705,4
W2340785168,3
W2738696346,3
W2021235810,2
W1575445325,10
W3212346251,10
W163330222,9
W2097755384,9
W1964074483,8
W1972362962,8
W1970175604,6
W2142420483,6
W3004425177,6
W1563004007,4
W2176306216,4
W1148183588,3
W1535318991,3
W1927736594,3
W2239687480,3
W2460119936,3
W2622250188,3
W2729985100,3
W6762676,3
W1582128217,2
W2015033188,2
W2116161948,2
W2160918336,2
W2471567357,2
W2525835957,2
W2560608140,2
W2622439681,2
W2966290027,2
W3004965618,2
W3153805756,2
W4234928123,2
W51003228,2
W81416101,2
W131293578,1
W1511365118,1
W1586237434,1
W1777958090,1
W2074843270,1
W2089399651,1
W2514799221,1
W2544124852,1
W2546852347,1
W2560271454,1
W2716243249,1
W2767291315,1
W2963186122,1
W2977331699,1
W3014359058,1
W3015501292,1
W3015922266,1
W3048094609,1
W4238198402,1
W4244182928,1
W4248263031,1
W4253815501,1
W758114129,1
W978029237,1
W4230723391,1
W130069270,1
W4230026913,1
W102409273,0
W139691122,0
W1604437666,0
W161828071,0
W167108678,0
W1688137833,0
W173045094,0
W1854678601,0
W186514655,0
W1915258434,0
W1970133348,0
W198132024,0
W1999299481,0
W2051394281,0
W206782161,0
W2114317051,0
W2146002327,0
W2398482837,100
W2034145160,57
W2022556651,72
W2092647099,59
W1490571056,47
W1970709131,43
W2147299319,33
W2543875339,32
W2092501370,30
W2073902598,25
W4250251901,18
W2342665724,17
W2552772219,25
W2291310830,21
W2293681678,21
W2083763249,18
W2412617513,16
W2094595865,13
W2108387985,6
W1996784127,24
W183386968,20
W2617051400,13
W1981952883,9
W2295699961,9
W1990008640,12
W1599700438,7
W2065542504,7
W2185855278,0
W2200936064,0
W2209379435,0
W2210216998,0
W224391003,0
W2271868527,0
W2286425815,0
W2317162010,0
W2341047838,0
W2344764145,0
W2502399444,0
W2515514028,0
W25330474,0
W2537968946,0
W2541217736,0
W2545903770,0
W2548863482,0
W2552885759,0
W2557098414,0
W2572781853,0
W2581547485,0
W2607399136,0
W2624540453,0
W2624869079,0
W2726002370,0
W2755782917,0
W2771899272,0
W2779227885,0
W2786337304,0
W2790146320,0
W2793185053,0
W2796306737,0
W2796442168,0
W28152584,0
W2887161487,0
W2909954858,0
W2948574985,0
W2965746080,0
W2977550617,0
W3004435719,0
W3004991496,0
W3005862498,0
W3008069003,0
W3011181357,0
W3016561315,0
W3021345129,0
W3023476263,0
W3026953607,0
W3115102808,0
W3116372585,0
W3137384595,0
W3150749488,0
W3155100770,0
W3161787388,0
W3191911659,0
W3198034581,0
W3213017365,0
W38060225,0
W4236121302,0
W4244774103,0
W4246517523,0
W4361950,0
W4379914232,0
W44648084,0
W46062975,0
W48040618,0
W5503991,0
W58331957,0
W604858570,0
W607973251,0
W82149011,0
W884472092,0
W91546126,0
W2062723458,1250
W1872161261,885
W2044733189,575
W947581080,488
W2271987746,486
W2047997444,442
W2509632655,423
W2269721265,393
W1782705759,391
W2218975180,361
W1972828340,355
W1993127219,339
W1530199864,300
W68469067,298
W2004376501,296
W1823946795,277
W2090909103,272
W2278691898,265
W2102035816,258
W2140147361,231
W2053255899,229
W2262416621,221
W2485821267,209
W1977472480,200
W2271520442,194
W2343275566,192
W1976348010,177
W115709341,170
W2055696516,160
W2160501502,156
W2119352942,152
W2047531727,147
W2035475768,146
W2022853105,142
W2470527509,128
W2429916413,126
W1992362968,125
W2244083522,124
W2341516065,124
W2094915103,123
W2522601686,118
W2048561775,110
W1976080207,106
W2038727124,104
W2048881052,104
W2154362972,98
W1994225721,94
W2533236663,92
W1768801096,91
W1976670113,77
W2117755655,77
W2015531938,75
W2072183670,66
W2468423681,65
W2119453893,52
W1881049122,43
W1976483267,116
W2344987651,107
W1993515009,104
W2100008374,103
W1977959478,100
W99834161,94
W2057039318,83
W2277050606,79
W151952708,76
W1804906326,76
W2086544868,72
W2012265409,70
W2120470902,69
W2029727455,67
W2057375082,67
W2478139600,67
W1985989030,66
W2042739747,6
W1993021689,5
W2760412163,5
W2345524388,4
W2032176861,3
W949467149,3
W3135616420,3
W1560984982,5
W3024241796,4
W52151367,4
W2157995836,3
W1965220646,2
W2058450577,2
W2076486499,2
W2595324585,2
W1995705248,1
W2342504624,1
W4242885740,1
W2285624076,1
W1996807643,0
W2057522229,0
W2187021742,0
W2188203164,0
W2229121494,0
W2498329652,0
W2724769846,0
W3009648269,0
W4240456567,66
W2208011002,64
W2091806749,63
W2193529006,63
W19059264,62
W2142353048,59
W2508651884,59
W2059489180,57
W1911436998,55
W2349556773,54
W2801104051,52
W2269598574,51
W2037717260,45
W2054219403,45
W1970325207,44
W2061289959,44
W2587462269,44
W2127751273,42
W1969363845,41
W2069199561,41
W1972887542,40
W2028336035,40
W2075387631,40
W2212143002,38
W2278672673,38
W2044168668,37
W160050677,35
W2185491730,35
W2272562724,35
W2295561141,35
W2550639832,34
W2096030255,32
W1988754207,29
W2081423665,29
W2771188021,29
W2146306468,27
W2784665510,26
W2225126376,23
W1972380956,20
W2255561320,20
W2279269934,18
W2203400150,17
W70259234,17
W2051427111,11
W2104459710,41
W2118377286,41
W2171712415,40
W1010181372,36
W2046625884,36
W2001858784,35
W2262113955,35
W2024321049,34
W2147362519,31
W2222363248,31
W1991430075,29
W304517923,28
W1623743798,26
W2055401370,26
W575720133,26
W2066615518,25
W2044519903,24
W2493813073,24
W2559701515,24
W1975715816,20
W2030987609,20
W2057396362,20
W2508889634,20
W2166210579,19
W168972689,18
W1965756648,18
W2008766032,18
W1987538352,17
W1992384152,17
W2011756472,17
W4249538590,17
W2045792008,16
W2020198105,15
W2173802364,14
W2413407474,12
W2053005165,9
W2028774969,6
W1965672466,4
W2501161272,1
W2027922903,33
W2093056421,25
W343466164,19
W2059265581,18
W134602700,17
W2070297187,17
W4249159813,17
W652006262,16
W1683286396,14
W1870146532,14
W1984063556,14
W2071165430,13
W2203057057,13
W2310735066,12
W45195477,12
W162223952,11
W2314215512,11
W808907539,11
W2033332272,10
W2113132615,9
W2313215562,9
W2402732303,7
W2173859022,6
W2892365805,5
W2477716981,4
W2336462509,3
W2122997887,20
W2145057020,19
W1972240085,15
W2014435865,15
W2059801365,15
W2117154521,15
W2098268763,14
W2180256421,13
W4235913011,10
W1993468291,9
W1998995210,9
W2006430574,9
W2065583242,9
W2530110808,9
W4230337983,9
W97068443,9
W2003960039,8
W2006663718,8
W2141281064,8
W2006347603,7
W2093371840,7
W2127107424,7
W1987448633,6
W2235078366,6
W146176264,5
W194748759,5
W2491414717,5
W4240637217,5
W835729429,5
W1985696608,4
W2145698526,4
W2394759774,4
W287931201,4
W2332000976,3
W9259811,3
W1554993966,2
W2069871662,2
W2907235179,2
W335041754,2
W4245590007,2
W2163105748,7
W1850801420,6
W111947781,5
W54693207,4
W2784531054,3
W1502767493,1
W2058194094,12
W1624997250,7
W2282358309,7
W2043202616,6
W1502966155,5
W2174606511,5
W795296469,5
W2108585905,4
W2158894067,4
W2473805649,4
W1514011554,3
W1575428268,3
W2034483749,3
W2226628403,3
W2238306042,3
W2479957209,3
W2481651574,3
W2489655375,3
W2511548626,3
W2907226969,3
W307296482,3
W564232233,3
W787765383,3
W1235485757,2
W1987906995,2
W2041248118,2
W2121424702,2
W2177787029,2
W2265135343,2
W2285684652,2
W2330956165,2
W2397811355,2
W2417889892,2
W2486092437,2
W1487280523,1
W1915742500,1
W2041656092,1
W206642597,1
W2114319063,1
W2131920551,1
W2219843516,1
W2243022435,1
W2411572554,1
W578737295,1
W2198627229,11
W2160731898,43
W2145906328,11
W2066009519,24
W2157144902,15
W2183988639,8
W288345217,1
W791201283,8
W4251475208,4
W139002927,2
W2123704869,2
W2484385362,2
W106429387,1
W1572456974,1
W2107795654,1
W2369344208,1
W1503785792,0
W1512145244,0
W1540436896,0
W1981690625,0
W200108887,0
W2068587776,0
W2141477323,0
W2170978698,0
W2198269149,0
W2208647439,0
W2209428925,0
W222140694,0
W2257391405,0
W2261881563,0
W2265239768,0
W2267384872,0
W2271302370,0
W2286389406,0
W2317169987,0
W2398459351,0
W2410199935,0
W2464767700,0
W2475499731,0
W2476814052,0
W2477278765,0
W2478826846,0
W2479769459,0
W2480508541,0
W2485277117,0
W2485726685,0
W2487360361,0
W2488507857,0
W2490354235,0
W2490743945,0
W2493038494,0
W2493714892,0
W2494959605,0
W2496166445,0
W2504467211,0
W2506602864,0
W2746207247,0
W2906844012,0
W2907142407,0
W2907331513,0
W2913181646,0
W2972433322,0
W4206637025,0
W4210929912,0
W4211103926,0
W4231634958,0
W4231837731,0
W4232873368,0
W4233679946,0
W4234166987,0
W4234584537,0
W4234775051,0
W4235194264,0
W4235689562,0
W4236167914,0
W4236487286,0
W4237821337,0
W4239001234,0
W4239858675,0
W4242187911,0
W4242754470,0
W4242789834,0
W4243449084,0
W4244019308,0
W4244381070,0
W4245615205,0
W4247508049,0
W4247816255,0
W4248780884,0
W4249711390,0
W4249829485,0
W4252704071,0
W4253538253,0
W4254954035,0
W4255166957,0
W4256202328,0
W4413668134,0
W7134580716,0
W7139202143,0
W751652644,0
W834919116,0
W2096076988,386
W2163051926,208
W2024626449,182
W2035814200,182
W2158779275,179
W1973001156,170
W2125980212,147
W2166400748,135
W2114764731,123
W2115214414,123
W2028327419,114
W2159393864,108
W2001700730,94
W2073540046,86
W2154249029,80
W2087730383,73
W1991175610,62
W2102319056,92
W2151444573,77
W2038044233,74
W2145025617,71
W2073329022,66
W2099568195,60
W2108932068,57
W2167331726,57
W2129750215,56
W1967450521,55
W2170478076,53
W2154658848,46
W2042206488,43
W2109131669,40
W2139660688,40
W2073112656,36
W2276146857,33
W2019039172,31
W1852012889,30
W2154131897,30
W2168431905,29
W2145966577,28
W2045435172,23
W303241450,21
W2177583636,19
W2154161546,43
W2103260151,32
W2107462951,28
W2145872245,28
W2086985947,26
W2019801416,25
W2101850236,25
W2109056561,25
W2055261195,22
W2098900423,22
W2110510808,22
W2098656774,19
W2132745220,18
W1992278628,14
W2084851769,14
W1982301454,12
W164122882,11
W2157103624,10
W2035542863,8
W2044281683,16
W2121684557,15
W1985921582,12
W2071199951,12
W2082867342,11
W2115405571,10
W2130130225,10
W115916694,6
W2136154789,4
W1581680754,15
W1981113794,15
W1529972408,14
W2124060239,14
W2098512035,11
W2096139125,9
W2121907031,7
W2183853031,7
W2331455470,7
W1965570055,6
W2371978582,1
W1012557769,0
W1542333815,0
W168464562,0
W2127794085,0
W2266126994,0
W234824573,0
W2351534150,0
W2364995012,0
W2365170963,0
W2365853849,0
W2367435597,0
W2368144636,0
W2372621680,0
W2376553739,0
W2379947242,0
W2383485745,0
W2385389453,0
W2395453211,0
W3162555267,0
W1967082761,414
W1974336599,310
W2028776121,279
W1544505227,273
W2171068337,252
W2069985874,193
W1509629370,188
W2905907858,138
W2053017876,107
W1562017034,105
W2019076926,91
W2119787124,84
W2087198174,75
W2145684485,66
W2009571180,65
W1506254138,61
W2099733782,57
W66633355,53
W4255228815,44
W4213169074,108
W2008127487,93
W140890161,90
W4231955481,88
W2053617566,70
W2027570514,67
W1911240979,57
W2162890210,56
W1984287486,55
W207487034,46
W2132029159,46
W2034462435,42
W2251179870,38
W1515154852,36
W1998148832,36
W2086662461,36
W2994197769,34
W2250500327,33
W2020345959,29
W2052739481,29
W1972070683,27
W86774453,26
W1990220548,25
W1515859748,19
W184054488,14
W1510816073,45
W2086186016,31
W2011920246,29
W2143668405,22
W2054583771,19
W2120654953,18
W2160890900,17
W1512374150,15
W71567327,12
W2121856526,9
W1974199727,6
W178239727,4
W2082474940,4
W2157908628,4
W2008648877,3
W1964406102,2
W2122699404,11
W2039937279,5
W2099751191,5
W1767339093,4
W2016699179,4
W2072131678,4
W2139877708,4
W1547325940,3
W2034609062,3
W1602727134,2
W2139379105,2
W2357923782,2
W126802472,1
W2131729731,1
W2354474293,1
W4236012415,1
W2123809929,1
W2316496181,1
W2951683349,22
W2949215826,10
W1539678978,5
W1571974300,4
W1593344161,3
W284823514,3
W2052279667,2
W2294784833,1
W2354452399,1
W2357511004,1
W1580556352,0
W2000961605,0
W2025093673,0
W2034447143,0
W2087947896,0
W2105920262,0
W2366554353,0
W2371843845,0
W2390461699,0
W2392134291,0
W2950260372,0
W3187454869,0
W2045778260,19
W175844068,15
W1986158823,15
W2095422717,12
W2129554311,12
W2066844757,11
W1984101351,10
W2405012946,10
W2250351447,8
W2137016929,5
W2250745935,5
W50266221,14
W2080291090,11
W1992781401,10
W22306723,10
W2293853475,10
W2136795516,9
W136478080,8
W1771665122,8
W1875162577,8
W2039715983,7
W2106059576,7
W4233749632,7
W2109441883,6
W118772747,5
W2140105340,5
W1542648469,4
W1543982357,4
W2115222671,3
W63634982,2
W3029644090,8
W1511629694,5
W1594297443,5
W122804659,4
W129965406,4
W1587975878,4
W2401540512,4
W105263557,3
W1966358049,3
W2003507474,3
W2091894391,3
W2403311536,3
W84704405,3
W1777938,2
W2060752380,2
W2118149512,2
W2557062097,2
W66137772,2
W72830863,2
W1615376796,1
W1983447803,1
W2125309061,1
W2250992170,1
W2251909561,1
W30241541,1
W127790571,13
W2950610507,4
W2001689224,3
W2188773042,2
W262327733,2
W4393750410,2
W150573761,1
W2903246246,1
W3209755917,1
W3209938566,1
W3210732408,1
W4393811798,1
W4393872722,1
W4393875398,1
W174138782,0
W1997991781,0
W2038825169,0
W2088738749,0
W2110698541,0
W2911430923,0
W2952292699,0
W3135961205,0
W3206643147,0
W3207987217,0
W3208027925,0
W3208100979,0
W3208302458,0
W3208477674,0
W3210099245,0
W3210371936,0
W3211311826,0
W3212079268,0
W3212497015,0
W3215259903,0
W4235843592,0
W4242884575,0
W4256006467,0
W4393429293,0
W4393432614,0
W4393434077,0
W4393434783,0
W4393440103,0
W4393508380,0
W4393515299,0
W4393516068,0
W2121971770,1732
W2042184006,793
W2056748234,511
W2032338144,402
W2109182426,276
W1972751731,202
W2121269638,197
W2088068024,194
W2045970963,54
W2047260621,121
W2018123120,74
W1841317170,48
W2065661790,44
W1585589143,15
W2084220166,12
W2061107903,33
W2168781105,29
W1551804366,9
W1963943285,8
W166487233,13
W2020074572,8
W126635848,7
W2051778679,8
W2260382512,6
W2041854105,5
W2055176481,5
W2091549339,5
W1976418043,4
W1784195856,3
W966080269,3
W2563332177,2
W2041176772,12
W2170247734,7
W1911240102,6
W1573417306,5
W2002426632,5
W2251469965,5
W563416954,3
W1556873876,2
W2031633724,2
W956918036,2
W2323862048,1
W307418488,1
W2950833813,66
W1565127476,5
W2007890664,4
W1487608725,3
W2018112040,2
W2102966052,1
W2293244088,1
W2351974641,1
W156041483,0
W1561199506,0
W1578880044,0
W163561441,0
W189529320,0
W1967817982,0
W1969993509,0
W1973122012,0
W1993798297,0
W2033857226,0
W2042666358,0
W2082678448,0
W2185844697,0
W2281773540,0
W2354929959,0
W2363579179,0
W2368646582,0
W2375924291,0
W2392615101,0
W4393537444,0
W4393545524,0
W4393553706,0
W4393569644,0
W4393584153,0
W4393585413,0
W4393643656,0
W4393671403,0
W4393699891,0
W4393734127,0
W4393744738,0
W4393750317,0
W4393770437,0
W4393772991,0
W4393778168,0
W4393784688,0
W4393824315,0
W4393828048,0
W4393840492,0
W4393879806,0
W4393895163,0
W4393920304,0
W4394020771,0
W4394030991,0
W4394031177,0
W4394047428,0
W4394048517,0
W4394051978,0
W4394054359,0
W81090559,0
W2187089797,35711
W2106053110,4260
W1875842236,2379
W2137570937,2123
W2130556178,1706
W2912500072,1328
W2911293880,1190
W2070996757,934
W3013880646,700
W2915480215,656
W2017588182,519
W2116516955,503
W2913059114,483
W2118045473,361
W202805564,315
W2149489931,300
W1568794265,272
W2110994494,258
W2014987111,242
W2150627493,214
W2911445777,196
W2088247287,192
W2070019681,190
W1987356990,164
W2140376886,164
W170967611,163
W2049457635,144
W2158542502,143
W1495858509,137
W2024436353,125
W2025423507,123
W2104780023,119
W2110750681,111
W2215421138,87
W2095252775,74
W2128466927,74
W2057510448,73
W2146753383,63
W1651008648,154
W2102630986,113
W2129921015,95
W1531663008,84
W2334176447,73
W2785046580,70
W2086527601,61
W2138457014,57
W2182497163,51
W2183159859,50
W2187164537,50
W2182356372,49
W2111537739,47
W2082508907,38
W2080200165,35
W20222897,34
W2058318567,32
W2398697463,32
W2118642595,31
W2160576670,28
W2184197540,18
W1993973308,11
W1511574297,30
W2059993991,26
W2508577564,25
W2068928729,24
W2051664537,21
W2159352859,19
W2964313512,17
W2024898704,16
W142207546,12
W2348882052,12
W2016051345,11
W1974479002,10
W1965433817,12
W2085621417,12
W2094209744,11
W2184002423,11
W1965932491,10
W2161164684,11
W2073805375,9
W2149010554,6
W2051687711,4
W2127838520,3
W2155783952,6
W2099955623,5
W2071321269,4
W1973738684,2
W2085681949,2
W2164959980,1
W2406177880,1
W1490600648,61
W4394657077,6
W1504988876,4
W1858771775,0
W1979686512,0
W2017592103,0
W2181420560,0
W2376081698,0
W2385728268,0
W2741650594,0
W2950373770,0
W1982601093,108
W1963795713,81
W2092475734,73
W1964059882,62
W2334057676,48
W2004376992,47
W2013288418,45
W2091168911,33
W2361232958,9
W1995873471,10
W2052969733,4
W2580581388,4
W2155282464,9
W2069688938,3
W3013231715,3
W1767625659,6
W2214390361,4
W575063254,4
W1998093984,2
W2190752084,2
W2205661209,2
W2367895487,2
W2408389282,2
W1969580294,1
W2070462997,1
W2118283745,1
W2163408915,1
W2349403698,1
W2353962507,1
W2354613728,1
W2361805374,1
W2366390510,1
W2367412207,1
W2388816341,1
W2389790270,1
W2393018441,1
W2915246801,1
W3015022244,1
W4234003698,1
W2096873754,520
W2949654875,80
W2136192430,75
W2187805056,51
W1854772995,43
W1766705040,23
W1788526377,17
W2953133476,16
W1599838312,3
W1639285816,2
W2949544423,2
W1506534972,1
W2254148898,1
W1860422427,0
W1992529761,0
W2017612338,0
W2133723714,0
W2347533028,0
W2348011358,0
W2348018452,0
W2349676950,0
W2349821236,0
W2349947273,0
W2350819891,0
W2351493393,0
W2351643858,0
W2351859665,0
W2352309299,0
W2353386973,0
W2354061882,0
W2355320691,0
W2356737974,0
W2360763227,0
W2361715675,0
W2361979484,0
W2364664329,0
W2364879421,0
W2365153900,0
W2365177272,0
W2365759622,0
W2366672420,0
W2368739645,0
W2369699735,0
W2369926151,0
W2370251779,0
W2370487606,0
W2371290640,0
W2374911425,0
W2375693826,0
W2376609797,0
W2376612853,0
W2377057599,0
W2377776578,0
W2378531771,0
W2379050984,0
W2379752235,0
W2382137990,0
W2384809455,0
W2386479238,0
W2887708708,0
W2918015121,0
W2009489720,1650
W2022429945,308
W4234542549,300
W1845288303,282
W2165413178,258
W1565935466,248
W2153375074,246
W2159933174,225
W2152949134,185
W2118655104,183
W1599739130,127
W2019368525,119
W2157662360,119
W72463235,107
W2091556188,101
W2004248182,98
W2097808034,73
W1857528250,64
W3149170054,49
W2138230945,43
W1995804606,93
W4241134169,77
W2044527526,74
W147489498,68
W2136279823,68
W2155024733,68
W2064459023,65
W2009825697,60
W2103778230,60
W2123468567,59
W2095850105,58
W116108159,57
W2172013287,52
W4248218709,47
W1493542872,45
W2123106754,26
W2991695318,21
W2118010431,16
W2167025094,16
W1999995644,7
W2128012547,59
W4238078684,56
W1507988282,46
W1519576952,42
W2100579696,40
W2027302613,39
W1844068232,36
W2160829641,32
W2152982973,27
W2145212015,26
W2024495465,20
W2124776613,20
W2058224907,18
W1967897074,16
W2069072422,15
W1986049261,12
W4252010021,12
W1989357464,11
W1968783153,31
W2120611880,27
W1980174718,26
W2141423370,14
W2063703022,13
W1537807286,18
W138591086,17
