conference,year,title,contents_url
icse,2014,"36th International Conference on Software Engineering, ICSE '14, Hyderabad, India - May 31 - June 07, 2014.",https://dblp.org/db/conf/icse/icse2014.html
icse,2015,"37th IEEE/ACM International Conference on Software Engineering, ICSE 2015, Florence, Italy, May 16-24, 2015, Volume 1.",https://dblp.org/db/conf/icse/icse2015-1.html
icse,2016,"Proceedings of the 38th International Conference on Software Engineering, ICSE 2016, Austin, TX, USA, May 14-22, 2016.",https://dblp.org/db/conf/icse/icse2016.html
icse,2017,"Proceedings of the 39th International Conference on Software Engineering, ICSE 2017, Buenos Aires, Argentina, May 20-28, 2017.",https://dblp.org/db/conf/icse/icse2017.html
icse,2018,"Proceedings of the 40th International Conference on Software Engineering, ICSE 2018, Gothenburg, Sweden, May 27 - June 03, 2018.",https://dblp.org/db/conf/icse/icse2018.html
icwsm,2007,"Proceedings of the First International Conference on Weblogs and Social Media, ICWSM 2007, Boulder, Colorado, USA, March 26-28, 2007.",https://dblp.org/db/conf/icwsm/icwsm2007.html
icwsm,2008,"Proceedings of the Second International Conference on Weblogs and Social Media, ICWSM 2008, Seattle, Washington, USA, March 30 - April 2, 2008.",https://dblp.org/db/conf/icwsm/icwsm2008.html
icwsm,2009,"Proceedings of the Third International Conference on Weblogs and Social Media, ICWSM 2009, San Jose, California, USA, May 17-20, 2009.",https://dblp.org/db/conf/icwsm/icwsm2009.html
icwsm,2010,"Proceedings of the Fourth International Conference on Weblogs and Social Media, ICWSM 2010, Washington, DC, USA, May 23-26, 2010.",https://dblp.org/db/conf/icwsm/icwsm2010.html
icwsm,2011,"Proceedings of the Fifth International Conference on Weblogs and Social Media, Barcelona, Catalonia, Spain, July 17-21, 2011.",https://dblp.org/db/conf/icwsm/icwsm2011.html
icwsm,2012,"Proceedings of the Sixth International Conference on Weblogs and Social Media, Dublin, Ireland, June 4-7, 2012.",https://dblp.org/db/conf/icwsm/icwsm2012.html
icwsm,2013,"Proceedings of the Seventh International Conference on Weblogs and Social Media, ICWSM 2013, Cambridge, Massachusetts, USA, July 8-11, 2013.",https://dblp.org/db/conf/icwsm/icwsm2013.html
icwsm,2014,"Proceedings of the Eighth International Conference on Weblogs and Social Media, ICWSM 2014, Ann Arbor, Michigan, USA, June 1-4, 2014.",https://dblp.org/db/conf/icwsm/icwsm2014.html
icwsm,2015,"Proceedings of the Ninth International Conference on Web and Social Media, ICWSM 2015, University of Oxford, Oxford, UK, May 26-29, 2015.",https://dblp.org/db/conf/icwsm/icwsm2015.html
icwsm,2016,"Proceedings of the Tenth International Conference on Web and Social Media, Cologne, Germany, May 17-20, 2016.",https://dblp.org/db/conf/icwsm/icwsm2016.html
icwsm,2017,"Proceedings of the Eleventh International Conference on Web and Social Media, ICWSM 2017, Montréal, Québec, Canada, May 15-18, 2017.",https://dblp.org/db/conf/icwsm/icwsm2017.html
icwsm,2018,"Proceedings of the Twelfth International Conference on Web and Social Media, ICWSM 2018, Stanford, California, USA, June 25-28, 2018.",https://dblp.org/db/conf/icwsm/icwsm2018.html
ijcai,2001,"Proceedings of the Seventeenth International Joint Conference on Artificial Intelligence, IJCAI 2001, Seattle, Washington, USA, August 4-10, 2001.",https://dblp.org/db/conf/ijcai/ijcai2001.html
ijcai,2003,"IJCAI-03, Proceedings of the Eighteenth International Joint Conference on Artificial Intelligence, Acapulco, Mexico, August 9-15, 2003.",https://dblp.org/db/conf/ijcai/ijcai2003.html
ijcai,2005,"IJCAI-05, Proceedings of the Nineteenth International Joint Conference on Artificial Intelligence, Edinburgh, Scotland, UK, July 30 - August 5, 2005.",https://dblp.org/db/conf/ijcai/ijcai2005.html
ijcai,2007,"IJCAI 2007, Proceedings of the 20th International Joint Conference on Artificial Intelligence, Hyderabad, India, January 6-12, 2007.",https://dblp.org/db/conf/ijcai/ijcai2007.html
ijcai,2009,"IJCAI 2009, Proceedings of the 21st International Joint Conference on Artificial Intelligence, Pasadena, California, USA, July 11-17, 2009.",https://dblp.org/db/conf/ijcai/ijcai2009.html
ijcai,2011,"IJCAI 2011, Proceedings of the 22nd International Joint Conference on Artificial Intelligence, Barcelona, Catalonia, Spain, July 16-22, 2011.",https://dblp.org/db/conf/ijcai/ijcai2011.html
ijcai,2013,"IJCAI 2013, Proceedings of the 23rd International Joint Conference on Artificial Intelligence, Beijing, China, August 3-9, 2013.",https://dblp.org/db/conf/ijcai/ijcai2013.html
ijcai,2015,"Proceedings of the Twenty-Fourth International Joint Conference on Artificial Intelligence, IJCAI 2015, Buenos Aires, Argentina, July 25-31, 2015.",https://dblp.org/db/conf/ijcai/ijcai2015.html
ijcai,2016,"Proceedings of the Twenty-Fifth International Joint Conference on Artificial Intelligence, IJCAI 2016, New York, NY, USA, 9-15 July 2016.",https://dblp.org/db/conf/ijcai/ijcai2016.html
ijcai,2017,"Proceedings of the Twenty-Sixth International Joint Conference on Artificial Intelligence, IJCAI 2017, Melbourne, Australia, August 19-25, 2017.",https://dblp.org/db/conf/ijcai/ijcai2017.html
ijcai,2018,"Proceedings of the Twenty-Seventh International Joint Conference on Artificial Intelligence, IJCAI 2018, July 13-19, 2018, Stockholm, Sweden.",https://dblp.org/db/conf/ijcai/ijcai2018.html
infocom,2000,"Proceedings IEEE INFOCOM 2000, The Conference on Computer Communications, Nineteenth Annual Joint Conference of the IEEE Computer and Communications Societies, Reaching the Promised Land of Communications, Tel Aviv, Israel, March 26-30, 2000.",https://dblp.org/db/conf/infocom/infocom2000.html
infocom,2001,"Proceedings IEEE INFOCOM 2001, The Conference on Computer Communications, Twentieth Annual Joint Conference of the IEEE Computer and Communications Societies, Twenty years into the communications odyssey, Anchorage, Alaska, USA, April 22-26, 2001.",https://dblp.org/db/conf/infocom/infocom2001.html
infocom,2002,"Proceedings IEEE INFOCOM 2002, The 21st Annual Joint Conference of the IEEE Computer and Communications Societies, New York, USA, June 23-27, 2002.",https://dblp.org/db/conf/infocom/infocom2002.html
infocom,2003,"Proceedings IEEE INFOCOM 2003, The 22nd Annual Joint Conference of the IEEE Computer and Communications Societies, San Franciso, CA, USA, March 30 - April 3, 2003.",https://dblp.org/db/conf/infocom/infocom2003.html
infocom,2004,"Proceedings IEEE INFOCOM 2004, The 23rd Annual Joint Conference of the IEEE Computer and Communications Societies, Hong Kong, China, March 7-11, 2004.",https://dblp.org/db/conf/infocom/infocom2004.html
infocom,2005,"INFOCOM 2005. 24th Annual Joint Conference of the IEEE Computer and Communications Societies, 13-17 March 2005, Miami, FL, USA.",https://dblp.org/db/conf/infocom/infocom2005.html
infocom,2006,"INFOCOM 2006. 25th IEEE International Conference on Computer Communications, Joint Conference of the IEEE Computer and Communications Societies, 23-29 April 2006, Barcelona, Catalunya, Spain.",https://dblp.org/db/conf/infocom/infocom2006.html
infocom,2007,"INFOCOM 2007. 26th IEEE International Conference on Computer Communications, Joint Conference of the IEEE Computer and Communications Societies, 6-12 May 2007, Anchorage, Alaska, USA.",https://dblp.org/db/conf/infocom/infocom2007.html
infocom,2008,"INFOCOM 2008. 27th IEEE International Conference on Computer Communications, Joint Conference of the IEEE Computer and Communications Societies, 13-18 April 2008, Phoenix, AZ, USA.",https://dblp.org/db/conf/infocom/infocom2008.html
infocom,2009,"INFOCOM 2009. 28th IEEE International Conference on Computer Communications, Joint Conference of the IEEE Computer and Communications Societies, 19-25 April 2009, Rio de Janeiro, Brazil.",https://dblp.org/db/conf/infocom/infocom2009.html
infocom,2010,"INFOCOM 2010. 29th IEEE International Conference on Computer Communications, Joint Conference of the IEEE Computer and Communications Societies, 15-19 March 2010, San Diego, CA, USA.",https://dblp.org/db/conf/infocom/infocom2010.html
infocom,2011,"INFOCOM 2011. 30th IEEE International Conference on Computer Communications, Joint Conference of the IEEE Computer and Communications Societies, 10-15 April 2011, Shanghai, China.",https://dblp.org/db/conf/infocom/infocom2011.html
infocom,2012,"Proceedings of the IEEE INFOCOM 2012, Orlando, FL, USA, March 25-30, 2012.",https://dblp.org/db/conf/infocom/infocom2012.html
infocom,2013,"Proceedings of the IEEE INFOCOM 2013, Turin, Italy, April 14-19, 2013.",https://dblp.org/db/conf/infocom/infocom2013.html
infocom,2014,"2014 IEEE Conference on Computer Communications, INFOCOM 2014, Toronto, Canada, April 27 - May 2, 2014.",https://dblp.org/db/conf/infocom/infocom2014.html
infocom,2015,"2015 IEEE Conference on Computer Communications, INFOCOM 2015, Kowloon, Hong Kong, April 26 - May 1, 2015.",https://dblp.org/db/conf/infocom/infocom2015.html
infocom,2016,"35th Annual IEEE International Conference on Computer Communications, INFOCOM 2016, San Francisco, CA, USA, April 10-14, 2016.",https://dblp.org/db/conf/infocom/infocom2016.html
infocom,2017,"2017 IEEE Conference on Computer Communications, INFOCOM 2017, Atlanta, GA, USA, May 1-4, 2017.",https://dblp.org/db/conf/infocom/infocom2017.html
infocom,2018,"2018 IEEE Conference on Computer Communications, INFOCOM 2018, Honolulu, HI, USA, April 16-19, 2018.",https://dblp.org/db/conf/infocom/infocom2018.html
jcdl,2001,"ACM/IEEE Joint Conference on Digital Libraries, JCDL 2001, Roanoke, Virginia, USA, June 24-28, 2001, Proceedings.",https://dblp.org/db/conf/jcdl/jcdl2001.html
jcdl,2002,"ACM/IEEE Joint Conference on Digital Libraries, JCDL 2002, Portland, Oregon, USA, June 14-18, 2002, Proceedings.",https://dblp.org/db/conf/jcdl/jcdl2002.html
jcdl,2003,"ACM/IEEE 2003 Joint Conference on Digital Libraries (JCDL 2003), 27-31 May 2003, Houston, Texas, USA, Proceedings.",https://dblp.org/db/conf/jcdl/jcdl2003.html
jcdl,2004,"ACM/IEEE Joint Conference on Digital Libraries, JCDL 2004, Tucson, AZ, USA, June 7-11, 2004, Proceedings.",https://dblp.org/db/conf/jcdl/jcdl2004.html
jcdl,2005,"ACM/IEEE Joint Conference on Digital Libraries, JCDL 2005, Denver, CO, USA, June 7-11, 2005, Proceedings.",https://dblp.org/db/conf/jcdl/jcdl2005.html
jcdl,2006,"ACM/IEEE Joint Conference on Digital Libraries, JCDL 2006, Chapel Hill, NC, USA, June 11-15, 2006, Proceedings.",https://dblp.org/db/conf/jcdl/jcdl2006.html
jcdl,2007,"ACM/IEEE Joint Conference on Digital Libraries, JCDL 2007, Vancouver, BC, Canada, June 18-23, 2007, Proceedings.",https://dblp.org/db/conf/jcdl/jcdl2007.html
jcdl,2008,"ACM/IEEE Joint Conference on Digital Libraries, JCDL 2008, Pittsburgh, PA, USA, June 16-20, 2008.",https://dblp.org/db/conf/jcdl/jcdl2008.html
jcdl,2009,"Proceedings of the 2009 Joint International Conference on Digital Libraries, JCDL 2009, Austin, TX, USA, June 15-19, 2009.",https://dblp.org/db/conf/jcdl/jcdl2009.html
jcdl,2010,"Proceedings of the 2010 Joint International Conference on Digital Libraries, JCDL 2010, Gold Coast, Queensland, Australia, June 21-25, 2010.",https://dblp.org/db/conf/jcdl/jcdl2010.html
jcdl,2011,"Proceedings of the 2011 Joint International Conference on Digital Libraries, JCDL 2011, Ottawa, ON, Canada, June 13-17, 2011.",https://dblp.org/db/conf/jcdl/jcdl2011.html
jcdl,2012,"Proceedings of the 12th ACM/IEEE-CS Joint Conference on Digital Libraries, JCDL '12, Washington, DC, USA, June 10-14, 2012.",https://dblp.org/db/conf/jcdl/jcdl2012.html
jcdl,2013,"13th ACM/IEEE-CS Joint Conference on Digital Libraries, JCDL '13, Indianapolis, IN, USA, July 22 - 26, 2013.",https://dblp.org/db/conf/jcdl/jcdl2013.html
jcdl,2014,"IEEE/ACM Joint Conference on Digital Libraries, JCDL 2014, London, United Kingdom, September 8-12, 2014.",https://dblp.org/db/conf/jcdl/jcdl2014.html
jcdl,2015,"Proceedings of the 15th ACM/IEEE-CE Joint Conference on Digital Libraries, Knoxville, TN, USA, June 21-25, 2015.",https://dblp.org/db/conf/jcdl/jcdl2015.html
jcdl,2016,"Proceedings of the 16th ACM/IEEE-CS on Joint Conference on Digital Libraries, JCDL 2016, Newark, NJ, USA, June 19 - 23, 2016.",https://dblp.org/db/conf/jcdl/jcdl2016.html
jcdl,2017,"2017 ACM/IEEE Joint Conference on Digital Libraries, JCDL 2017, Toronto, ON, Canada, June 19-23, 2017.",https://dblp.org/db/conf/jcdl/jcdl2017.html
jcdl,2018,"Proceedings of the 18th ACM/IEEE on Joint Conference on Digital Libraries, JCDL 2018, Fort Worth, TX, USA, June 03-07, 2018.",https://dblp.org/db/conf/jcdl/jcdl2018.html
kdd,2000,"Proceedings of the sixth ACM SIGKDD international conference on Knowledge discovery and data mining, Boston, MA, USA, August 20-23, 2000.",https://dblp.org/db/conf/kdd/kdd2000.html
kdd,2001,"Proceedings of the seventh ACM SIGKDD international conference on Knowledge discovery and data mining, San Francisco, CA, USA, August 26-29, 2001.",https://dblp.org/db/conf/kdd/kdd2001.html
kdd,2002,"Proceedings of the Eighth ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, July 23-26, 2002, Edmonton, Alberta, Canada.",https://dblp.org/db/conf/kdd/kdd2002.html
kdd,2003,"Proceedings of the Ninth ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, Washington, DC, USA, August 24 - 27, 2003.",https://dblp.org/db/conf/kdd/kdd2003.html
kdd,2004,"Proceedings of the Tenth ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, Seattle, Washington, USA, August 22-25, 2004.",https://dblp.org/db/conf/kdd/kdd2004.html
kdd,2005,"Proceedings of the Eleventh ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, Chicago, Illinois, USA, August 21-24, 2005.",https://dblp.org/db/conf/kdd/kdd2005.html
kdd,2006,"Proceedings of the Twelfth ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, Philadelphia, PA, USA, August 20-23, 2006.",https://dblp.org/db/conf/kdd/kdd2006.html
kdd,2007,"Proceedings of the 13th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, San Jose, California, USA, August 12-15, 2007.",https://dblp.org/db/conf/kdd/kdd2007.html
kdd,2008,"Proceedings of the 14th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, Las Vegas, Nevada, USA, August 24-27, 2008.",https://dblp.org/db/conf/kdd/kdd2008.html
kdd,2009,"Proceedings of the 15th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, Paris, France, June 28 - July 1, 2009.",https://dblp.org/db/conf/kdd/kdd2009.html
kdd,2010,"Proceedings of the 16th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, Washington, DC, USA, July 25-28, 2010.",https://dblp.org/db/conf/kdd/kdd2010.html
kdd,2011,"Proceedings of the 17th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, San Diego, CA, USA, August 21-24, 2011.",https://dblp.org/db/conf/kdd/kdd2011.html
kdd,2012,"The 18th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, KDD '12, Beijing, China, August 12-16, 2012.",https://dblp.org/db/conf/kdd/kdd2012.html
kdd,2013,"The 19th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, KDD 2013, Chicago, IL, USA, August 11-14, 2013.",https://dblp.org/db/conf/kdd/kdd2013.html
kdd,2014,"The 20th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, KDD '14, New York, NY, USA - August 24 - 27, 2014.",https://dblp.org/db/conf/kdd/kdd2014.html
kdd,2015,"Proceedings of the 21th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, Sydney, NSW, Australia, August 10-13, 2015.",https://dblp.org/db/conf/kdd/kdd2015.html
kdd,2016,"Proceedings of the 22nd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, San Francisco, CA, USA, August 13-17, 2016.",https://dblp.org/db/conf/kdd/kdd2016.html
kdd,2017,"Proceedings of the 23rd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, Halifax, NS, Canada, August 13 - 17, 2017.",https://dblp.org/db/conf/kdd/kdd2017.html
kdd,2018,"Proceedings of the 24th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining, KDD 2018, London, UK, August 19-23, 2018.",https://dblp.org/db/conf/kdd/kdd2018.html
mobicom,2000,"MOBICOM 2000, Proceedings of the sixth annual international conference on Mobile computing and networking, Boston, MA, USA, August 6-11, 2000.",https://dblp.org/db/conf/mobicom/mobicom2000.html
mobicom,2001,"MOBICOM 2001, Proceedings of the seventh annual international conference on Mobile computing and networking, Rome, Italy, July 16-21, 2001.",https://dblp.org/db/conf/mobicom/mobicom2001.html
mobicom,2002,"Proceedings of the Eighth Annual International Conference on Mobile Computing and Networking, MOBICOM 2002, Atlanta, Georgia, USA, September 23-28, 2002.",https://dblp.org/db/conf/mobicom/mobicom2002P.html
mobicom,2003,"Proceedings of the Ninth Annual International Conference on Mobile Computing and Networking, MOBICOM 2003, 2003, San Diego, CA, USA, September 14-19, 2003.",https://dblp.org/db/conf/mobicom/mobicom2003.html
mobicom,2004,"Proceedings of the 10th Annual International Conference on Mobile Computing and Networking, MOBICOM 2004, 2004, Philadelphia, PA, USA, September 26 - October 1, 2004.",https://dblp.org/db/conf/mobicom/mobicom2004.html
mobicom,2005,"Proceedings of the 11th Annual International Conference on Mobile Computing and Networking, MOBICOM 2005, Cologne, Germany, August 28 - September 2, 2005.",https://dblp.org/db/conf/mobicom/mobicom2005.html
mobicom,2006,"Proceedings of the 12th Annual International Conference on Mobile Computing and Networking, MOBICOM 2006, Los Angeles, CA, USA, September 23-29, 2006.",https://dblp.org/db/conf/mobicom/mobicom2006.html
mobicom,2007,"Proceedings of the 13th Annual International Conference on Mobile Computing and Networking, MOBICOM 2007, Montréal, Québec, Canada, September 9-14, 2007.",https://dblp.org/db/conf/mobicom/mobicom2007.html
mobicom,2008,"Proceedings of the 14th Annual International Conference on Mobile Computing and Networking, MOBICOM 2008, San Francisco, California, USA, September 14-19, 2008.",https://dblp.org/db/conf/mobicom/mobicom2008.html
mobicom,2009,"Proceedings of the 15th Annual International Conference on Mobile Computing and Networking, MOBICOM 2009, Beijing, China, September 20-25, 2009.",https://dblp.org/db/conf/mobicom/mobicom2009.html
mobicom,2010,"Proceedings of the 16th Annual International Conference on Mobile Computing and Networking, MOBICOM 2010, Chicago, Illinois, USA, September 20-24, 2010.",https://dblp.org/db/conf/mobicom/mobicom2010.html
mobicom,2011,"Proceedings of the 17th Annual International Conference on Mobile Computing and Networking, MOBICOM 2011, Las Vegas, Nevada, USA, September 19-23, 2011.",https://dblp.org/db/conf/mobicom/mobicom2011.html
mobicom,2012,"The 18th Annual International Conference on Mobile Computing and Networking, Mobicom'12, Istanbul, Turkey, August 22-26, 2012.",https://dblp.org/db/conf/mobicom/mobicom2012.html
mobicom,2013,"The 19th Annual International Conference on Mobile Computing and Networking, MobiCom'13, Miami, FL, USA, September 30 - October 04, 2013.",https://dblp.org/db/conf/mobicom/mobicom2013.html
mobicom,2014,"The 20th Annual International Conference on Mobile Computing and Networking, MobiCom'14, Maui, HI, USA, September 7-11, 2014.",https://dblp.org/db/conf/mobicom/mobicom2014.html
mobicom,2015,"Proceedings of the 21st Annual International Conference on Mobile Computing and Networking, MobiCom 2015, Paris, France, September 7-11, 2015.",https://dblp.org/db/conf/mobicom/mobicom2015.html
mobicom,2016,"Proceedings of the 22nd Annual International Conference on Mobile Computing and Networking, MobiCom 2016, New York City, NY, USA, October 3-7, 2016.",https://dblp.org/db/conf/mobicom/mobicom2016.html
mobicom,2017,"Proceedings of the 23rd Annual International Conference on Mobile Computing and Networking, MobiCom 2017, Snowbird, UT, USA, October 16 - 20, 2017.",https://dblp.org/db/conf/mobicom/mobicom2017.html
mobicom,2018,"Proceedings of the 24th Annual International Conference on Mobile Computing and Networking, MobiCom 2018, New Delhi, India, October 29 - November 02, 2018.",https://dblp.org/db/conf/mobicom/mobicom2018.html
nips,2000,"Advances in Neural Information Processing Systems 13, Papers from Neural Information Processing Systems (NIPS) 2000, Denver, CO, USA.",https://dblp.org/db/conf/nips/nips2000.html
nips,2001,"Advances in Neural Information Processing Systems 14 [Neural Information Processing Systems: Natural and Synthetic, NIPS 2001, December 3-8, 2001, Vancouver, British Columbia, Canada].",https://dblp.org/db/conf/nips/nips2001.html
nips,2002,"Advances in Neural Information Processing Systems 15 [Neural Information Processing Systems, NIPS 2002, December 9-14, 2002, Vancouver, British Columbia, Canada].",https://dblp.org/db/conf/nips/nips2002.html
nips,2003,"Advances in Neural Information Processing Systems 16 [Neural Information Processing Systems, NIPS 2003, December 8-13, 2003, Vancouver and Whistler, British Columbia, Canada].",https://dblp.org/db/conf/nips/nips2003.html
nips,2004,"Advances in Neural Information Processing Systems 17 [Neural Information Processing Systems, NIPS 2004, December 13-18, 2004, Vancouver, British Columbia, Canada].",https://dblp.org/db/conf/nips/nips2004.html
nips,2005,"Advances in Neural Information Processing Systems 18 [Neural Information Processing Systems, NIPS 2005, December 5-8, 2005, Vancouver, British Columbia, Canada].",https://dblp.org/db/conf/nips/nips2005.html
nips,2006,"Advances in Neural Information Processing Systems 19, Proceedings of the Twentieth Annual Conference on Neural Information Processing Systems, Vancouver, British Columbia, Canada, December 4-7, 2006.",https://dblp.org/db/conf/nips/nips2006.html
nips,2007,"Advances in Neural Information Processing Systems 20, Proceedings of the Twenty-First Annual Conference on Neural Information Processing Systems, Vancouver, British Columbia, Canada, December 3-6, 2007.",https://dblp.org/db/conf/nips/nips2007.html
nips,2008,"Advances in Neural Information Processing Systems 21, Proceedings of the Twenty-Second Annual Conference on Neural Information Processing Systems, Vancouver, British Columbia, Canada, December 8-11, 2008.",https://dblp.org/db/conf/nips/nips2008.html
nips,2009,"Advances in Neural Information Processing Systems 22: 23rd Annual Conference on Neural Information Processing Systems 2009. Proceedings of a meeting held 7-10 December 2009, Vancouver, British Columbia, Canada.",https://dblp.org/db/conf/nips/nips2009.html
nips,2010,"Advances in Neural Information Processing Systems 23: 24th Annual Conference on Neural Information Processing Systems 2010. Proceedings of a meeting held 6-9 December 2010, Vancouver, British Columbia, Canada.",https://dblp.org/db/conf/nips/nips2010.html
nips,2011,"Advances in Neural Information Processing Systems 24: 25th Annual Conference on Neural Information Processing Systems 2011. Proceedings of a meeting held 12-14 December 2011, Granada, Spain.",https://dblp.org/db/conf/nips/nips2011.html
nips,2012,"Advances in Neural Information Processing Systems 25: 26th Annual Conference on Neural Information Processing Systems 2012. Proceedings of a meeting held December 3-6, 2012, Lake Tahoe, Nevada, United States.",https://dblp.org/db/conf/nips/nips2012.html
nips,2013,"Advances in Neural Information Processing Systems 26: 27th Annual Conference on Neural Information Processing Systems 2013. Proceedings of a meeting held December 5-8, 2013, Lake Tahoe, Nevada, United States.",https://dblp.org/db/conf/nips/nips2013.html
nips,2014,"Advances in Neural Information Processing Systems 27: Annual Conference on Neural Information Processing Systems 2014, December 8-13 2014, Montreal, Quebec, Canada.",https://dblp.org/db/conf/nips/nips2014.html
nips,2015,"Advances in Neural Information Processing Systems 28: Annual Conference on Neural Information Processing Systems 2015, December 7-12, 2015, Montreal, Quebec, Canada.",https://dblp.org/db/conf/nips/nips2015.html
nips,2016,"Advances in Neural Information Processing Systems 29: Annual Conference on Neural Information Processing Systems 2016, December 5-10, 2016, Barcelona, Spain.",https://dblp.org/db/conf/nips/nips2016.html
nips,2017,"Advances in Neural Information Processing Systems 30: Annual Conference on Neural Information Processing Systems 2017, December 4-9, 2017, Long Beach, CA, USA.",https://dblp.org/db/conf/nips/nips2017.html
nips,2018,"Advances in Neural Information Processing Systems 31: Annual Conference on Neural Information Processing Systems 2018, NeurIPS 2018, December 3-8, 2018, Montréal, Canada.",https://dblp.org/db/conf/nips/nips2018.html
osdi,2000,"4th Symposium on Operating System Design and Implementation (OSDI 2000), San Diego, California, USA, October 23-25, 2000.",https://dblp.org/db/conf/osdi/osdi2000.html
osdi,2002,"5th Symposium on Operating System Design and Implementation (OSDI 2002), Boston, Massachusetts, USA, December 9-11, 2002.",https://dblp.org/db/conf/osdi/osdi2002.html
osdi,2004,"6th Symposium on Operating System Design and Implementation (OSDI 2004), San Francisco, California, USA, December 6-8, 2004.",https://dblp.org/db/conf/osdi/osdi2004.html
osdi,2006,"7th Symposium on Operating Systems Design and Implementation (OSDI '06), November 6-8, Seattle, WA, USA.",https://dblp.org/db/conf/osdi/osdi2006.html
osdi,2008,"8th USENIX Symposium on Operating Systems Design and Implementation, OSDI 2008, December 8-10, 2008, San Diego, California, USA, Proceedings.",https://dblp.org/db/conf/osdi/osdi2008.html
osdi,2010,"9th USENIX Symposium on Operating Systems Design and Implementation, OSDI 2010, October 4-6, 2010, Vancouver, BC, Canada, Proceedings.",https://dblp.org/db/conf/osdi/osdi2010.html
osdi,2012,"10th USENIX Symposium on Operating Systems Design and Implementation, OSDI 2012, Hollywood, CA, USA, October 8-10, 2012.",https://dblp.org/db/conf/osdi/osdi2012.html
osdi,2014,"11th USENIX Symposium on Operating Systems Design and Implementation, OSDI '14, Broomfield, CO, USA, October 6-8, 2014.",https://dblp.org/db/conf/osdi/osdi2014.html
osdi,2016,"12th USENIX Symposium on Operating Systems Design and Implementation, OSDI 2016, Savannah, GA, USA, November 2-4, 2016.",https://dblp.org/db/conf/osdi/osdi2016.html
osdi,2018,"13th USENIX Symposium on Operating Systems Design and Implementation, OSDI 2018, Carlsbad, CA, USA, October 8-10, 2018.",https://dblp.org/db/conf/osdi/osdi2018.html
pldi,2000,"Proceedings of the 2000 ACM SIGPLAN Conference on Programming Language Design and Implementation (PLDI), Vancouver, Britith Columbia, Canada, June 18-21, 2000.",https://dblp.org/db/conf/pldi/pldi2000.html
pldi,2001,"Proceedings of the 2001 ACM SIGPLAN Conference on Programming Language Design and Implementation (PLDI), Snowbird, Utah, USA, June 20-22, 2001.",https://dblp.org/db/conf/pldi/pldi2001.html
pldi,2002,"Proceedings of the 2002 ACM SIGPLAN Conference on Programming Language Design and Implementation (PLDI), Berlin, Germany, June 17-19, 2002.",https://dblp.org/db/conf/pldi/pldi2002.html
pldi,2003,"Proceedings of the ACM SIGPLAN 2003 Conference on Programming Language Design and Implementation 2003, San Diego, California, USA, June 9-11, 2003.",https://dblp.org/db/conf/pldi/pldi2003.html
pldi,2004,"Proceedings of the ACM SIGPLAN 2004 Conference on Programming Language Design and Implementation 2004, Washington, DC, USA, June 9-11, 2004.",https://dblp.org/db/conf/pldi/pldi2004.html
pldi,2005,"Proceedings of the ACM SIGPLAN 2005 Conference on Programming Language Design and Implementation, Chicago, IL, USA, June 12-15, 2005.",https://dblp.org/db/conf/pldi/pldi2005.html
pldi,2006,"Proceedings of the ACM SIGPLAN 2006 Conference on Programming Language Design and Implementation, Ottawa, Ontario, Canada, June 11-14, 2006.",https://dblp.org/db/conf/pldi/pldi2006.html
pldi,2007,"Proceedings of the ACM SIGPLAN 2007 Conference on Programming Language Design and Implementation, San Diego, California, USA, June 10-13, 2007.",https://dblp.org/db/conf/pldi/pldi2007.html
pldi,2008,"Proceedings of the ACM SIGPLAN 2008 Conference on Programming Language Design and Implementation, Tucson, AZ, USA, June 7-13, 2008.",https://dblp.org/db/conf/pldi/pldi2008.html
pldi,2009,"Proceedings of the 2009 ACM SIGPLAN Conference on Programming Language Design and Implementation, PLDI 2009, Dublin, Ireland, June 15-21, 2009.",https://dblp.org/db/conf/pldi/pldi2009.html
pldi,2010,"Proceedings of the 2010 ACM SIGPLAN Conference on Programming Language Design and Implementation, PLDI 2010, Toronto, Ontario, Canada, June 5-10, 2010.",https://dblp.org/db/conf/pldi/pldi2010.html
pldi,2011,"Proceedings of the 32nd ACM SIGPLAN Conference on Programming Language Design and Implementation, PLDI 2011, San Jose, CA, USA, June 4-8, 2011.",https://dblp.org/db/conf/pldi/pldi2011.html
pldi,2012,"ACM SIGPLAN Conference on Programming Language Design and Implementation, PLDI '12, Beijing, China - June 11 - 16, 2012.",https://dblp.org/db/conf/pldi/pldi2012.html
